地域階層,地域コード,国・地域(人),総数,男,女,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バーレーン,ブータン,バングラデシュ,ブルネイ,カンボジア,スリランカ,中国,キプロス,インド,インドネシア,イラン,イラク,イスラエル,ヨルダン,韓国・朝鮮,クウェート,ラオス,レバノン,マレーシア,モンゴル,オマーン,モルディブ,ネパール,パキスタン,フィリピン,カタール,サウジアラビア,シリア,シンガポール,タイ,東ティモール,トルコ,ベトナム,イエメン,パレスチナ,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルク,ラトビア,リトアニア,モナコ,マルタ,モルドバ,マケドニア,オランダ,ノルウェー,ポーランド,ポルトガル,ルーマニア,ロシア,サンマリノ,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,アルメニア,アゼルバイジャン,アンドラ,グルジア,スロベニア,スロバキア,ボスニア・ヘルツェゴビナ,セルビア,ヴァチカン,モンテネグロ,コソボ,セルビア・モンテネグロ,アフリカ,アルジェリア,ブルンジ,ボツワナ,カメルーン,中央アフリカ,チャド,コンゴ共和国,コンゴ民主共和国,カーボベルデ,ベナン,ジブチ,エチオピア,赤道ギニア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,コートジボアール,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モーリタニア,モロッコ,マラウイ,モーリシャス,モザンビーク,ニジェール,ナイジェリア,ナミビア,ルワンダ,セネガル,シエラレオネ,ソマリア,スーダン,スワジランド,サントメ・プリンシペ,セイシェル,タンザニア,トーゴ,チュニジア,ウガンダ,南アフリカ,エジプト,ブルキナファソ,ザンビア,ジンバブエ,アンゴラ,コモロ,ギニアビサウ,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタリカ,キューバ,ドミニカ共和国,ドミニカ国,エルサルバドル,グアテマラ,ハイチ,ホンジュラス,ジャマイカ,メキシコ,ニカラグア,パナマ,セントルシア,セント・ヴィンセント,セント・クリストファー・ネイヴィース,トリニダード・トバゴ,米国,グレナダ,アンティグア・バーブーダ,南米,アルゼンチン,ボリビア,ブラジル,チリ,コロンビア,エクアドル,ガイアナ,パラグアイ,ペルー,スリナム,ウルグアイ,ベネズエラ,オセアニア,オーストラリア,フィジー,キリバス,マーシャル諸島,ミクロネシア,ニュージーランド,ナウル,パプア・ニューギニア,パラオ,ソロモン諸島,トンガ,ツバル,バヌアツ,サモア,無国籍・その他
4,13201,八王子市,9162,4018,5144,7928,5,0,31,0,0,48,0,9,72,3659,0,101,59,48,2,2,2,2206,2,5,2,116,14,0,0,140,16,1089,0,43,0,9,140,0,5,102,0,1,319,0,10,4,3,0,1,1,3,1,6,30,35,0,1,0,5,24,0,0,0,0,0,1,0,0,2,0,4,3,4,3,13,68,0,10,8,3,0,0,61,12,1,0,0,0,0,0,1,0,1,0,0,0,0,84,2,0,0,2,0,0,1,2,0,0,0,0,0,0,0,15,0,0,1,11,0,0,1,0,0,0,0,0,0,0,0,24,1,0,5,0,1,2,0,0,0,0,0,1,3,1,11,0,0,0,0,0,0,299,0,0,0,37,0,1,5,0,2,1,0,2,0,6,0,0,0,0,0,0,245,0,0,468,23,4,194,4,18,3,0,6,215,0,0,1,61,45,1,0,0,0,13,0,0,1,0,1,0,0,0,3
4,13202,立川市,3622,1563,2059,3206,2,0,8,0,0,9,0,2,10,1668,0,48,15,9,0,2,0,982,0,4,1,6,7,0,0,51,4,312,0,0,0,4,29,0,4,29,0,0,59,0,1,1,2,0,0,0,0,0,1,4,8,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,9,0,1,4,0,0,0,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,147,0,0,0,18,0,0,2,0,0,1,0,2,1,1,0,0,0,0,0,0,122,0,0,188,0,1,139,0,4,0,0,5,39,0,0,0,12,9,1,0,0,0,2,0,0,0,0,0,0,0,0,0
4,13203,武蔵野市,2330,1144,1186,1749,0,0,11,0,0,6,0,4,5,845,0,39,19,17,0,1,0,579,0,2,0,24,4,0,0,42,8,80,0,0,1,4,50,0,1,7,0,0,190,0,3,1,3,0,0,4,0,0,1,32,22,0,1,0,10,13,1,1,0,0,0,0,0,0,0,0,4,0,2,1,7,13,0,10,3,2,0,0,53,0,2,1,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,283,0,0,0,49,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,229,0,0,42,0,5,20,0,10,0,0,1,6,0,0,0,46,40,0,0,1,0,5,0,0,0,0,0,0,0,0,1
4,13204,三鷹市,3107,1448,1659,2278,0,1,17,0,0,9,0,10,2,938,1,17,19,17,1,1,0,856,0,3,1,22,14,0,0,24,5,180,0,0,1,9,76,0,5,49,0,0,291,0,1,5,3,5,0,2,4,0,5,39,22,0,5,0,4,18,0,2,0,0,1,1,0,0,2,0,4,1,4,3,5,30,0,9,9,3,0,0,89,2,9,4,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,397,0,0,1,78,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,313,0,0,52,6,1,32,3,4,0,0,1,3,0,1,1,60,41,1,0,0,0,18,0,0,0,0,0,0,0,0,4
4,13205,青梅市,1626,613,1013,1261,0,0,1,0,0,9,0,1,9,446,0,16,14,8,0,1,0,273,0,3,0,5,6,0,0,8,4,362,0,1,0,7,67,0,0,20,0,0,29,0,0,0,0,1,0,0,0,0,2,2,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,5,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,59,0,0,252,2,4,69,0,7,0,0,0,170,0,0,0,14,2,8,0,0,0,3,0,0,0,0,0,0,0,1,0
4,13206,府中市,4475,1911,2564,3709,39,0,30,0,1,25,1,9,10,1658,0,40,70,20,1,1,0,1033,0,6,1,30,30,0,0,35,9,466,0,0,1,12,111,0,5,64,1,0,264,0,1,2,6,1,3,6,1,1,4,22,15,0,2,0,2,19,0,0,0,0,0,7,0,0,0,3,3,0,8,3,10,34,0,17,2,7,1,0,54,7,17,2,1,0,0,3,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,1,0,0,0,0,0,0,0,0,1,1,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,300,0,0,0,28,0,1,0,0,0,1,0,0,0,7,0,1,0,0,0,0,262,0,0,100,0,0,77,1,4,0,0,1,17,0,0,0,67,32,0,0,0,0,31,0,0,1,0,2,0,0,1,4
4,13207,昭島市,2187,980,1207,1905,0,0,5,0,0,13,0,0,5,863,0,13,27,13,0,0,0,641,0,10,0,6,6,0,0,24,5,219,0,0,0,5,26,0,0,24,0,0,33,0,1,0,0,0,0,1,0,0,0,1,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,1,0,0,0,0,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,52,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,48,0,0,163,2,2,67,1,1,0,0,0,90,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
4,13208,調布市,4062,1957,2105,3555,1,0,21,0,0,20,0,3,25,1464,0,86,61,8,0,1,0,1232,0,5,0,50,20,0,0,44,9,287,0,3,0,15,96,0,3,101,0,0,177,0,2,0,6,1,2,0,1,1,2,29,25,1,1,1,3,10,0,0,0,0,2,0,0,0,0,0,3,0,1,4,2,25,0,4,1,1,0,4,41,3,1,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,1,0,2,1,0,0,0,5,0,0,1,2,0,0,0,0,0,1,0,2,1,1,1,1,1,0,1,0,0,225,0,0,0,42,0,1,1,0,0,2,0,2,0,11,0,0,0,0,0,0,166,0,0,46,3,1,23,2,5,0,0,2,10,0,0,0,29,19,0,0,0,0,8,0,0,0,1,1,0,0,0,1
4,13209,町田市,5303,2403,2900,4542,0,0,22,0,1,20,0,9,40,2214,0,86,65,36,5,1,0,1233,0,6,0,49,10,0,0,29,26,479,0,1,4,13,113,0,7,72,0,1,240,0,3,1,3,3,2,2,0,0,4,24,29,2,4,0,2,10,3,0,0,0,0,5,0,0,0,0,6,2,5,2,6,25,0,5,9,5,0,0,66,6,4,0,0,0,0,0,1,0,0,0,0,0,1,91,2,0,0,2,0,0,0,3,0,0,0,1,0,0,0,19,4,0,1,1,0,0,0,0,2,0,2,0,0,0,0,19,0,0,4,0,0,0,0,0,0,0,0,2,0,4,19,0,5,1,0,0,0,261,0,0,0,51,0,1,1,1,0,0,0,0,1,6,0,0,0,0,0,0,200,0,0,112,6,3,42,3,13,0,0,2,39,0,0,4,54,36,1,0,0,0,17,0,0,0,0,0,0,0,0,3
4,13210,小金井市,2380,1186,1194,1952,21,1,11,0,0,32,0,2,16,1034,0,20,35,1,0,1,0,394,0,4,0,39,15,1,0,99,5,113,0,1,0,7,56,0,3,37,4,0,175,0,2,3,2,0,1,2,0,0,1,24,16,1,3,0,2,13,0,0,0,1,0,0,0,0,2,0,7,0,3,0,0,18,0,8,7,2,0,0,49,1,3,0,2,0,0,0,0,1,1,0,0,0,0,23,2,0,0,0,0,0,0,2,0,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,4,0,0,2,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,173,0,0,0,21,0,0,0,0,1,0,0,1,0,3,0,1,0,0,0,0,146,0,0,24,2,0,16,0,2,0,0,0,4,0,0,0,29,15,1,0,0,2,11,0,0,0,0,0,0,0,0,4
4,13211,小平市,4275,2042,2233,3838,12,0,13,0,1,20,1,7,17,1230,0,11,40,17,0,0,0,1937,0,5,0,45,44,0,0,15,8,266,0,0,0,9,54,1,2,82,0,1,146,0,1,1,4,0,0,0,1,1,0,14,24,1,1,2,4,4,2,0,0,1,0,0,0,1,0,0,1,1,2,0,5,11,0,1,4,3,0,0,33,3,16,0,2,0,0,0,0,1,0,0,0,0,1,35,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,0,2,1,0,1,0,0,0,0,2,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,1,0,1,6,0,0,0,0,0,1,115,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,94,0,0,115,0,1,96,3,11,0,0,0,1,0,0,3,25,18,0,0,0,0,5,0,0,0,2,0,0,0,0,1
4,13212,日野市,2519,1163,1356,2239,2,2,15,0,0,13,0,1,12,1179,0,37,31,10,1,1,0,548,0,5,0,25,8,0,1,58,0,233,0,1,0,9,34,0,2,11,0,0,69,0,1,2,0,2,0,0,0,0,2,6,6,0,1,0,1,3,0,1,0,0,1,1,0,0,0,0,3,0,1,0,0,9,0,4,0,1,0,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,4,0,0,0,0,0,3,5,1,0,0,0,0,0,0,0,87,0,0,0,6,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,76,0,0,79,2,2,11,0,5,0,0,0,57,0,0,2,23,8,8,0,0,0,6,0,0,1,0,0,0,0,0,1
4,13213,東村山市,2341,1028,1313,2149,1,0,13,0,0,23,0,19,27,870,0,17,37,18,0,0,0,688,0,2,0,8,21,0,0,43,8,284,0,7,0,4,31,0,7,21,0,0,54,0,0,0,1,2,0,2,0,0,0,6,4,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,7,0,1,1,0,0,0,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,10,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,67,0,0,0,6,0,0,0,0,1,1,0,0,2,6,0,3,0,0,0,0,48,0,0,23,1,0,8,0,7,0,0,1,6,0,0,0,13,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0
4,13214,国分寺市,1749,819,930,1500,0,0,2,0,0,4,1,1,3,738,0,9,6,3,0,0,0,476,0,4,0,15,15,0,0,36,11,118,0,0,0,9,17,0,4,28,0,0,82,0,1,2,3,0,0,1,1,0,0,10,5,0,2,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,6,0,5,3,0,0,0,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,21,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,92,0,0,20,0,0,17,0,0,0,0,0,3,0,0,0,20,14,0,0,0,0,5,0,1,0,0,0,0,0,0,0
4,13215,国立市,1477,669,808,1248,0,0,3,1,2,9,0,2,17,544,1,21,14,8,0,0,0,407,0,1,0,6,20,0,0,53,2,80,0,1,0,3,35,0,1,17,0,0,115,0,0,0,5,1,0,0,1,0,0,5,21,0,1,0,2,9,0,1,0,0,0,0,0,0,0,0,3,2,1,0,2,16,0,3,1,2,1,0,14,2,22,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,78,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,14,2,0,7,0,0,0,0,0,5,0,0,0,11,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0
4,13218,福生市,2398,1121,1277,1761,0,0,3,0,0,9,0,0,6,673,0,28,6,14,0,0,0,321,0,5,0,16,0,0,0,111,8,396,0,0,0,6,141,0,2,16,0,0,27,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,0,1,0,0,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,85,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,40,9,0,0,1,0,0,0,0,2,0,0,0,0,0,0,17,0,0,2,2,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,152,1,0,0,6,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,141,0,0,365,4,1,91,1,4,2,0,0,262,0,0,0,6,5,0,0,0,0,1,0,0,0,0,0,0,0,0,2
4,13219,狛江市,960,431,529,803,0,0,1,0,0,3,0,0,2,330,0,5,4,3,0,0,0,252,0,0,0,7,1,0,0,34,4,96,0,0,1,1,40,0,2,17,0,0,68,0,2,1,3,1,0,1,0,0,0,11,6,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,6,0,3,1,1,0,0,20,0,2,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,53,0,0,10,1,0,4,0,0,0,0,0,5,0,0,0,9,7,1,0,0,0,1,0,0,0,0,0,0,0,0,1
4,13220,東大和市,1045,399,646,948,0,0,3,0,0,0,0,1,3,285,0,8,8,3,0,0,0,333,0,0,0,4,0,0,0,0,1,267,0,0,0,0,30,0,0,2,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,1,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,29,0,0,26,1,0,19,0,0,1,0,0,4,0,0,1,12,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13221,清瀬市,1039,424,615,938,0,0,6,0,0,10,0,0,29,415,0,0,9,14,0,0,0,243,0,0,0,1,1,0,0,6,12,160,0,0,0,0,23,0,1,8,0,0,31,0,4,0,0,0,0,0,0,0,0,6,1,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,2,0,2,6,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,35,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,0,0,11,0,0,6,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13222,東久留米市,1777,734,1043,1311,0,0,3,0,0,6,0,0,21,538,0,25,10,10,0,0,0,347,0,0,0,6,11,0,0,6,13,248,0,3,1,13,40,0,3,7,0,0,82,0,0,1,5,1,1,0,0,0,2,5,10,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,1,0,4,0,2,3,0,1,4,2,0,0,27,5,0,0,0,0,0,0,1,0,0,0,0,0,0,32,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,10,0,0,1,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,288,0,2,0,34,2,0,2,0,0,1,0,0,0,2,1,0,0,0,0,1,243,0,0,32,3,0,24,1,1,0,0,0,2,0,1,0,25,23,0,0,0,0,2,0,0,0,0,0,0,0,0,7
4,13223,武蔵村山市,1219,501,718,999,0,0,0,0,0,15,0,2,6,401,0,2,15,9,0,0,0,188,0,1,0,2,0,0,0,1,8,289,0,0,0,1,22,0,2,35,0,0,16,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,154,0,1,134,0,2,0,0,0,17,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,13224,多摩市,2306,1029,1277,2086,0,0,4,0,0,6,0,1,19,1058,0,24,23,14,5,1,1,578,0,0,0,5,8,0,0,36,3,245,0,0,0,7,24,0,3,21,0,0,81,0,1,0,0,0,0,0,0,0,1,13,6,0,0,0,1,10,0,0,0,0,0,0,0,0,1,0,2,0,6,0,5,12,0,1,0,2,0,0,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,81,0,0,0,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,66,0,0,28,2,1,16,1,4,0,0,1,3,0,0,0,16,14,0,0,0,0,2,0,0,0,0,0,0,0,0,1
4,13225,稲城市,1108,523,585,969,0,0,2,0,0,5,0,0,6,412,0,14,10,11,2,1,0,274,0,4,0,9,6,0,0,2,2,165,0,0,1,2,20,0,0,21,0,0,46,0,2,0,2,0,0,0,0,0,0,3,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,2,0,2,5,0,3,0,1,0,0,13,2,1,0,0,0,0,1,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,41,0,0,0,7,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,30,0,0,32,1,1,23,0,0,0,0,1,5,0,0,1,10,4,1,0,0,0,3,0,0,0,0,0,0,0,2,1
4,13227,羽村市,1573,700,873,777,0,0,2,0,0,14,0,0,1,232,0,20,6,7,0,0,0,126,0,2,0,3,0,0,0,24,7,306,0,0,0,3,14,0,1,9,0,0,29,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,10,5,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,3,4,0,2,0,0,0,0,1,4,0,1,0,0,0,0,0,66,0,0,678,3,13,178,0,23,0,0,5,454,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13228,あきる野市,667,277,390,552,6,0,0,0,0,4,0,1,9,163,0,5,17,5,0,0,0,175,0,35,0,2,0,0,0,1,7,96,0,2,0,0,11,0,0,13,0,0,17,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,1,0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,43,0,0,20,0,0,0,0,0,23,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,13229,西東京市,3372,1451,1921,2980,1,0,21,0,0,20,0,2,19,1343,0,59,18,10,0,0,1,1070,0,1,2,15,12,0,0,33,10,268,0,1,0,5,51,0,4,14,0,0,127,0,2,0,0,0,0,0,2,0,3,24,8,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,2,0,4,0,0,11,0,2,5,6,0,0,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,10,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,10,0,0,0,0,0,2,0,1,0,1,2,0,0,0,0,0,0,127,0,0,0,19,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,101,0,0,59,4,0,40,1,6,0,0,0,8,0,0,0,23,9,0,0,0,0,11,0,0,0,0,3,0,0,0,2
1,13550,町村部,928,338,590,675,0,0,1,0,0,15,0,0,0,140,0,10,11,5,0,0,0,157,0,1,0,3,4,0,0,4,4,284,0,0,0,1,27,0,0,8,0,0,17,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,144,5,1,73,0,1,0,0,0,64,0,0,0,4,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2
2,13300,西多摩郡,697,283,414,479,0,0,1,0,0,15,0,0,0,119,0,10,1,4,0,0,0,75,0,1,0,2,3,0,0,4,4,215,0,0,0,1,17,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,140,4,1,70,0,1,0,0,0,64,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
4,13303,瑞穂町,590,250,340,410,0,0,1,0,0,13,0,0,0,92,0,10,1,4,0,0,0,59,0,0,0,1,2,0,0,4,4,195,0,0,0,1,16,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,132,3,1,65,0,1,0,0,0,62,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4,13305,日の出町,74,22,52,51,0,0,0,0,0,2,0,0,0,21,0,0,0,0,0,0,0,12,0,1,0,1,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,6,0,0,4,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
