地域階層,地域コード,国・地域(人),総数,男,女,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バーレーン,ブータン,バングラデシュ,ブルネイ,カンボジア,スリランカ,中国,キプロス,インド,インドネシア,イラン,イラク,イスラエル,ヨルダン,韓国・朝鮮,クウェート,ラオス,レバノン,マレーシア,モンゴル,オマーン,モルディブ,ネパール,パキスタン,フィリピン,カタール,サウジアラビア,シリア,シンガポール,タイ,東ティモール,トルコ,ベトナム,イエメン,パレスチナ,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルク,ラトビア,リトアニア,モナコ,マルタ,モルドバ,マケドニア,オランダ,ノルウェー,ポーランド,ポルトガル,ルーマニア,ロシア,サンマリノ,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,アルメニア,アゼルバイジャン,アンドラ,グルジア,スロベニア,スロバキア,ボスニア・ヘルツェゴビナ,セルビア,ヴァチカン,モンテネグロ,コソボ,注3）セルビア・モンテネグロ,アフリカ,アルジェリア,ブルンジ,ボツワナ,カメルーン,中央アフリカ,チャド,コンゴ共和国,コンゴ民主共和国,カーボベルデ,ベナン,ジブチ,エチオピア,赤道ギニア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,コートジボアール,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モーリタニア,モロッコ,マラウイ,モーリシャス,モザンビーク,ニジェール,ナイジェリア,ナミビア,ルワンダ,セネガル,シエラレオネ,ソマリア,スーダン,スワジランド,サントメ・プリンシペ,セイシェル,タンザニア,トーゴ,チュニジア,ウガンダ,南アフリカ,エジプト,ブルキナファソ,ザンビア,ジンバブエ,アンゴラ,コモロ,ギニアビサウ,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタリカ,キューバ,ドミニカ共和国,ドミニカ国,エルサルバドル,グアテマラ,ハイチ,ホンジュラス,ジャマイカ,メキシコ,ニカラグア,パナマ,セントルシア,セント・ヴィンセント,セント・クリストファー・ネイヴィース,トリニダード・トバゴ,米国,グレナダ,アンティグア・バーブーダ,南米,アルゼンチン,ボリビア,ブラジル,チリ,コロンビア,エクアドル,ガイアナ,パラグアイ,ペルー,スリナム,ウルグアイ,ベネズエラ,オセアニア,オーストラリア,フィジー,キリバス,マーシャル諸島,ミクロネシア,ニュージーランド,ナウル,パプア・ニューギニア,パラオ,ソロモン諸島,トンガ,ツバル,バヌアツ,サモア,無国籍・その他
4,13201,八王子市,9072,3936,5136,7883,5,7,35,0,0,46,2,9,73,3739,0,100,59,45,2,2,2,2077,2,6,2,115,14,0,0,136,18,1081,0,52,2,13,142,0,4,92,0,1,307,0,12,8,3,0,0,2,2,0,6,28,31,0,2,1,6,21,0,0,0,0,0,0,0,0,2,0,5,2,3,5,13,73,0,11,2,2,0,0,53,13,1,0,0,0,0,0,0,0,0,0,0,0,0,81,2,0,0,2,0,0,1,6,0,0,0,0,0,0,0,14,0,0,1,12,0,0,1,0,0,0,0,0,0,0,0,18,1,0,6,0,1,2,0,0,0,0,0,0,3,1,10,0,0,0,0,0,0,296,0,0,0,32,0,2,6,0,4,1,0,2,0,4,0,0,0,0,0,0,245,0,0,448,17,3,185,4,17,3,0,5,210,0,0,4,54,38,1,0,0,0,12,0,1,1,0,1,0,0,0,3
4,13202,立川市,3504,1525,1979,3105,3,0,7,0,0,12,0,2,11,1619,0,54,14,10,0,1,0,919,0,4,0,5,8,0,0,52,4,310,0,0,0,5,40,0,5,20,0,0,62,0,0,1,3,1,0,0,0,0,1,3,4,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0,10,0,1,4,0,0,0,17,0,4,0,0,0,0,0,4,0,0,0,0,0,1,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,140,0,0,0,10,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,124,0,0,169,0,1,124,0,4,0,0,5,35,0,0,0,16,12,1,0,0,0,3,0,0,0,0,0,0,0,0,0
4,13203,武蔵野市,2297,1133,1164,1714,0,0,9,0,0,7,0,4,6,817,0,30,13,18,0,0,0,565,0,1,0,22,10,0,0,62,3,83,0,0,1,5,41,0,3,14,0,0,204,0,3,1,3,0,0,4,0,0,2,35,19,0,1,0,11,11,1,1,0,0,0,0,0,0,0,0,3,1,4,2,6,15,0,10,3,1,0,0,64,0,2,1,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,2,0,1,5,0,0,0,0,0,0,274,0,0,0,46,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,225,0,0,32,1,0,17,0,7,0,0,1,6,0,0,0,47,38,0,0,1,0,8,0,0,0,0,0,0,0,0,1
4,13204,三鷹市,2976,1408,1568,2204,0,1,21,0,0,7,0,9,4,942,1,11,18,13,1,1,0,785,0,3,1,25,13,0,0,29,6,176,0,0,1,11,69,0,6,50,0,0,264,0,0,8,3,3,0,2,3,0,7,35,19,0,3,1,3,16,0,1,0,0,0,2,0,0,1,0,3,2,4,2,6,24,0,11,6,1,1,0,89,3,2,3,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,389,0,0,1,66,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,316,0,0,39,6,1,21,2,2,1,0,0,4,0,1,1,54,38,1,0,0,0,15,0,0,0,0,0,0,0,0,4
4,13205,青梅市,1592,584,1008,1250,0,0,1,0,0,10,0,2,8,435,0,15,17,6,0,1,0,257,0,3,0,3,4,0,0,12,4,370,0,0,0,4,62,0,0,36,0,0,24,0,0,1,0,1,0,0,0,0,0,1,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,54,0,0,239,2,5,65,0,12,0,0,0,155,0,0,0,13,1,10,0,0,0,2,0,0,0,0,0,0,0,0,0
4,13206,府中市,4279,1802,2477,3546,39,0,36,0,1,23,0,7,14,1585,0,41,73,21,1,2,0,932,0,7,1,31,34,0,0,39,8,452,0,0,0,14,104,0,3,74,3,1,235,0,2,1,4,1,3,5,0,0,1,18,13,0,2,0,2,23,1,0,0,0,0,3,0,0,1,1,6,0,6,1,7,35,0,14,3,7,0,0,41,9,18,1,0,0,1,3,1,0,1,0,0,0,0,35,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,6,8,0,0,0,0,0,0,297,0,0,0,33,0,1,0,0,0,1,0,0,0,7,0,1,0,0,0,0,254,0,0,100,0,1,75,0,6,0,0,1,17,0,0,0,65,29,0,0,0,0,34,0,0,1,0,0,0,0,1,1
4,13207,昭島市,2130,938,1192,1879,0,0,4,0,0,15,0,0,4,854,0,20,25,14,0,0,0,620,0,11,0,6,3,0,0,39,7,207,0,0,0,5,23,0,0,22,0,0,34,0,1,0,0,0,0,1,0,0,0,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,1,0,0,0,0,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,42,0,0,140,2,2,55,1,1,0,0,0,79,0,0,0,7,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0
4,13208,調布市,3853,1817,2036,3381,1,0,20,0,0,16,0,3,25,1371,0,81,61,6,0,1,0,1160,0,5,0,40,22,0,0,41,11,304,0,1,1,11,94,0,3,103,0,0,154,0,2,1,4,1,2,1,1,1,1,26,15,1,1,0,3,10,0,0,0,0,2,0,0,0,1,0,3,0,1,2,1,23,0,4,1,2,0,1,39,3,1,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,1,0,3,1,0,0,0,5,0,1,3,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,216,0,0,0,40,0,1,2,0,0,2,0,1,0,11,0,0,0,0,0,0,159,0,0,45,2,1,25,2,3,0,0,2,10,0,0,0,27,17,0,0,0,0,9,0,0,0,0,1,0,0,0,1
4,13209,町田市,5076,2257,2819,4347,0,0,19,0,1,22,0,13,33,2121,0,68,67,36,5,1,1,1155,0,4,0,40,12,0,0,32,20,487,0,2,4,10,128,0,4,60,0,2,232,0,3,1,4,3,2,0,0,0,3,21,25,2,4,0,1,12,8,0,0,0,0,6,0,0,0,0,5,2,7,1,6,23,0,5,6,5,0,0,63,8,2,0,0,0,0,0,1,0,2,0,0,0,1,91,2,0,0,2,0,0,0,4,0,1,0,1,0,1,0,19,3,0,3,0,0,0,0,0,2,0,3,0,0,0,0,22,0,0,5,0,0,0,0,0,1,1,0,2,0,3,10,0,5,1,0,0,0,258,0,0,0,44,0,1,1,1,0,0,0,0,1,3,0,0,0,0,0,0,207,0,0,105,4,3,38,3,15,0,0,2,39,0,0,1,40,23,0,0,0,0,17,0,0,0,0,0,0,0,0,3
4,13210,小金井市,2238,1070,1168,1860,16,0,15,0,0,36,0,2,9,1013,0,20,40,4,0,1,0,350,0,3,0,26,8,1,0,83,8,110,0,1,0,8,55,0,2,45,4,0,133,0,1,2,1,0,3,1,0,0,2,19,11,1,3,0,1,7,0,0,0,0,0,0,0,0,2,0,7,1,0,0,1,13,0,6,4,2,0,0,39,0,4,0,0,0,0,0,0,1,1,0,0,0,0,22,2,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,4,0,0,2,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,164,0,0,0,22,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,137,0,0,29,3,1,19,0,2,0,0,0,4,0,0,0,22,10,1,0,0,0,10,0,0,0,0,1,0,0,0,8
4,13211,小平市,4002,1932,2070,3578,9,0,14,0,2,12,0,6,17,1183,0,13,43,25,0,0,0,1745,0,3,0,31,38,0,0,13,6,258,0,0,0,9,61,0,4,86,0,0,160,0,2,1,2,0,0,0,2,0,1,21,20,1,1,1,3,4,2,0,0,0,0,0,0,1,0,0,1,1,2,0,3,14,0,1,5,3,0,0,40,3,23,0,1,0,0,0,0,0,0,0,0,0,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,1,5,1,0,0,0,0,0,122,0,0,0,16,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,103,0,0,89,0,0,74,3,9,0,0,0,1,0,0,2,23,15,0,0,0,0,6,0,0,0,2,0,0,0,0,0
4,13212,日野市,2486,1122,1364,2220,1,2,21,0,0,11,0,1,12,1156,0,22,33,16,1,1,5,548,0,1,0,24,7,0,1,59,0,227,0,1,0,4,35,0,2,29,0,0,72,0,1,0,0,1,0,0,0,0,2,5,9,0,0,0,3,2,0,1,0,0,1,1,0,0,0,0,5,0,1,0,0,9,0,3,1,2,0,0,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,3,7,1,0,0,0,0,0,0,0,83,0,0,0,8,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,71,0,0,73,1,1,15,0,5,0,0,0,50,0,0,1,18,7,6,0,0,0,4,0,0,1,0,0,0,0,0,1
4,13213,東村山市,2349,1022,1327,2159,1,0,10,0,0,23,0,24,28,883,0,14,47,15,0,0,0,675,0,2,0,13,23,0,0,48,10,276,0,10,0,2,31,0,5,19,0,0,51,0,1,1,0,1,0,2,0,0,0,4,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,0,0,3,0,0,0,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,12,5,0,1,1,0,0,0,1,0,1,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,65,0,0,0,5,0,0,0,0,1,1,0,0,1,7,0,3,0,0,0,0,47,0,0,23,1,2,9,0,7,0,0,1,3,0,0,0,13,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0
4,13214,国分寺市,1667,783,884,1442,0,0,3,0,0,3,0,1,4,726,0,11,9,3,0,0,0,439,0,3,0,18,5,0,0,42,11,114,0,0,0,2,18,0,6,24,0,0,77,0,0,1,3,0,0,0,0,0,0,5,6,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,10,0,6,4,0,0,0,23,5,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,94,0,0,0,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,77,0,0,20,0,0,16,0,0,0,0,0,4,0,0,0,17,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0
4,13215,国立市,1411,637,774,1207,0,0,2,1,0,9,0,1,17,504,1,20,10,8,0,0,0,413,0,1,0,6,26,0,0,56,2,75,0,0,0,2,33,0,1,19,0,0,93,0,1,1,1,1,0,1,3,0,3,5,15,0,1,0,1,4,0,1,0,0,0,0,0,0,0,0,1,2,1,0,2,12,0,2,1,2,1,0,14,2,13,0,0,0,0,1,0,0,1,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,75,0,0,0,12,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,60,0,0,14,0,0,6,2,1,0,0,0,5,0,0,0,12,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0
4,13218,福生市,2443,1153,1290,1822,0,0,3,0,0,8,0,0,8,713,0,30,5,13,0,0,0,306,0,3,0,14,0,0,0,179,6,373,0,0,0,1,137,0,2,21,0,0,28,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,2,0,0,1,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,79,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,46,10,0,0,1,0,0,0,0,2,0,0,0,0,0,0,8,0,0,2,1,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,148,1,0,0,5,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,137,0,0,357,2,1,79,0,3,1,0,0,271,0,0,0,7,6,0,0,0,0,1,0,0,0,0,0,0,0,0,2
4,13219,狛江市,933,422,511,774,0,0,1,0,0,3,0,0,2,323,0,10,6,3,0,0,1,233,0,0,0,6,2,0,0,34,5,94,0,0,0,0,39,0,2,10,0,0,71,0,0,1,4,1,0,1,0,0,0,12,5,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,1,1,0,1,3,6,0,2,0,3,0,1,18,2,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,61,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,50,0,0,6,0,0,3,0,0,0,0,0,3,0,0,0,11,8,1,0,0,0,2,0,0,0,0,0,0,0,0,1
4,13220,東大和市,1038,395,643,956,0,0,3,0,0,0,0,0,3,325,0,5,8,3,0,0,0,337,0,0,0,3,0,0,0,0,1,234,0,0,0,0,28,0,0,6,0,0,20,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,26,0,0,19,0,0,14,0,0,1,0,0,3,0,0,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13221,清瀬市,1004,406,598,912,0,0,3,0,0,8,0,0,34,435,0,0,8,15,0,0,0,210,0,0,0,1,1,0,0,10,5,152,0,0,0,0,19,0,0,11,0,0,23,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,2,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,0,0,11,0,0,6,0,1,0,0,0,4,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,13222,東久留米市,1653,659,994,1254,0,0,3,0,0,8,0,0,10,520,0,20,14,6,0,0,0,335,0,0,0,5,1,0,0,9,10,256,0,0,1,12,30,0,2,12,0,0,78,0,1,1,1,1,1,1,2,1,2,1,7,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,9,0,1,1,2,0,0,25,5,1,0,0,0,0,0,0,1,1,0,0,0,0,25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,248,0,2,0,33,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,207,0,0,26,2,0,18,0,1,0,0,0,4,0,1,0,21,20,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,13223,武蔵村山市,1177,454,723,997,0,0,0,0,0,12,0,2,5,403,0,1,15,8,0,0,0,187,0,1,0,3,4,0,0,2,6,287,0,0,0,0,24,0,1,36,0,0,15,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,116,0,0,101,0,1,0,0,0,14,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,13224,多摩市,2229,963,1266,2009,3,0,5,0,0,7,0,0,16,983,0,25,20,14,7,1,1,554,0,4,0,8,2,0,0,46,3,244,0,0,2,8,28,0,0,28,0,0,85,0,2,0,0,0,0,0,3,0,1,16,9,0,0,0,2,6,0,1,0,0,0,0,0,0,1,0,2,0,6,0,5,11,0,2,0,3,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,78,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,65,0,0,27,2,3,15,1,3,0,0,0,3,0,0,0,15,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0
4,13225,稲城市,1087,527,560,948,0,0,2,0,0,5,0,0,6,391,0,14,8,8,0,1,0,283,0,4,0,6,6,0,0,2,2,164,0,0,0,3,21,0,0,22,0,0,38,0,1,0,1,0,0,0,0,0,0,3,2,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,2,0,2,0,2,7,0,0,0,0,0,0,9,2,1,0,0,0,0,1,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,43,0,0,0,8,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,31,0,0,32,1,1,23,0,1,0,0,1,4,0,0,1,13,4,1,0,0,0,5,0,0,0,0,1,0,0,2,2
4,13227,羽村市,1401,642,759,670,0,0,2,0,0,16,0,0,2,185,0,16,7,5,0,0,0,118,0,4,0,4,0,0,0,27,5,246,0,0,0,3,13,0,1,16,0,0,18,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,3,1,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,54,0,0,640,4,12,153,0,15,0,0,4,450,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13228,あきる野市,635,259,376,530,7,0,0,0,0,5,0,1,5,153,0,6,17,4,0,0,0,156,0,33,0,0,0,0,0,2,7,104,0,2,0,0,14,0,1,13,0,0,13,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,44,0,0,17,0,0,0,0,0,27,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4,13229,西東京市,3213,1416,1797,2837,1,0,19,0,0,14,0,4,18,1361,0,59,20,9,1,0,1,909,0,1,2,15,13,0,0,28,9,269,0,1,1,10,52,0,4,16,0,0,119,0,1,1,0,0,0,0,1,0,4,22,6,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,15,0,2,7,2,0,0,43,0,1,0,0,0,0,0,1,0,0,0,0,0,0,55,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,11,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,9,0,0,0,0,0,3,0,1,0,1,3,0,0,0,0,0,0,122,0,0,0,11,0,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,101,0,0,53,2,0,35,1,5,0,0,0,9,0,0,1,24,12,0,0,0,0,9,0,0,0,0,3,0,0,0,3
1,13550,町村部,903,323,580,681,0,0,1,0,0,16,0,0,0,131,0,9,15,5,0,0,0,175,0,1,0,3,3,0,0,4,4,276,0,0,1,1,26,0,0,10,0,0,12,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,71,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,125,3,0,55,0,0,0,0,0,67,0,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2
2,13300,西多摩郡,667,267,400,477,0,0,1,0,0,16,0,0,0,113,0,9,1,4,0,0,0,85,0,1,0,2,2,0,0,4,4,206,0,0,1,1,17,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,121,2,0,53,0,0,0,0,0,66,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,13303,瑞穂町,554,233,321,399,0,0,1,0,0,14,0,0,0,88,0,9,1,4,0,0,0,62,0,0,0,1,1,0,0,3,4,183,0,0,1,1,16,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,113,1,0,49,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,13305,日の出町,79,23,56,57,0,0,0,0,0,2,0,0,0,19,0,0,0,0,0,0,0,16,0,1,0,1,1,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,6,0,0,3,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
