名称,所在地,緯度,経度,電話
東部土木出張所,練馬区豊玉中3-28-8,35.73126291,139.6527173,03-3994-0083
西部土木出張所,練馬区石神井町3-30-26,35.74313347,139.6027584,03-3995-0083
