実数・増減率,年次コード,年次,調査世帯数(世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,生計支出（円）,生計支出／消費支出（円）,生計支出／消費支出／食料（円）,生計支出／消費支出／食料／穀類（円）,生計支出／消費支出／食料／魚介類（円）,生計支出／消費支出／食料／肉類（円）,生計支出／消費支出／食料／乳卵類（円）,生計支出／消費支出／食料／野菜・海藻（円）,生計支出／消費支出／食料／果物（円）,生計支出／消費支出／食料／油脂・調味料（円）,生計支出／消費支出／食料／菓子類（円）,生計支出／消費支出／食料／調理食品（円）,生計支出／消費支出／食料／飲料（円）,生計支出／消費支出／食料／酒類（円）,生計支出／消費支出／食料／外食（円）,生計支出／消費支出／住居（円）,生計支出／消費支出／住居／家賃地代（円）,生計支出／消費支出／住居／設備修繕・維持（円）,生計支出／消費支出／光熱・水道（円）,生計支出／消費支出／光熱・水道／電気代（円）,生計支出／消費支出／光熱・水道／ガス代（円）,生計支出／消費支出／光熱・水道／他の光熱（円）,生計支出／消費支出／光熱・水道／上下水道料（円）,生計支出／消費支出／家具・家事用品（円）,生計支出／消費支出／家具・家事用品／家庭用耐久財（円）,生計支出／消費支出／家具・家事用品／室内装備・装飾品（円）,生計支出／消費支出／家具・家事用品／寝具類（円）,生計支出／消費支出／家具・家事用品／家事雑貨（円）,生計支出／消費支出／家具・家事用品／家事用消耗品（円）,生計支出／消費支出／家具・家事用品／家事サービス（円）,生計支出／消費支出／被服及び履物（円）,生計支出／消費支出／被服及び履物／和服（円）,生計支出／消費支出／被服及び履物／洋服（円）,生計支出／消費支出／被服及び履物／シャツ・セーター類（円）,生計支出／消費支出／被服及び履物／下着類（円）,生計支出／消費支出／被服及び履物／生地・糸類（円）,生計支出／消費支出／被服及び履物／他の被服（円）,生計支出／消費支出／被服及び履物／履物類（円）,生計支出／消費支出／被服及び履物／被服関連サービス（円）,生計支出／消費支出／保健医療（円）,生計支出／消費支出／保健医療／医薬品（円）,生計支出／消費支出／保健医療／健康保持用摂取品（円）,生計支出／消費支出／保健医療／保健医療用品・器具（円）,生計支出／消費支出／保健医療／保健医療サービス（円）,生計支出／消費支出／交通・通信（円）,生計支出／消費支出／交通・通信／交通（円）,生計支出／消費支出／交通・通信／自動車等関係費（円）,生計支出／消費支出／交通・通信／通信（円）,生計支出／消費支出／教育（円）,生計支出／消費支出／教育／授業料等（円）,生計支出／消費支出／教育／教科書・学習参考教材（円）,生計支出／消費支出／教育／補習教育（円）,生計支出／消費支出／教養娯楽（円）,生計支出／消費支出／教養娯楽／教養娯楽用耐久財（円）,生計支出／消費支出／教養娯楽／教養娯楽用品（円）,生計支出／消費支出／教養娯楽／書籍・他の印刷物（円）,生計支出／消費支出／教養娯楽／教養娯楽サービス（円）,生計支出／消費支出／その他の消費支出（円）,生計支出／消費支出／その他の消費支出／諸雑費（円）,生計支出／消費支出／その他の消費支出／こづかい（円）,生計支出／消費支出／その他の消費支出／交際費（円）,生計支出／消費支出／その他の消費支出／仕送り金（円）,生計支出／土地家屋購入（円）,エンゲル係数（％）,選択的支出係数（％）,公共的料金負担率（％）,公共的料金負担率／公共料金等負担率（％）,公共的料金負担率／準公共料金等負担率（％）
meimoku,nen,対前年名目増加率_昭和52年,-,-,-,-,9.9,7.6,3.7,6.5,4.2,0.3,-1.3,-0.4,-1.3,1.2,0.5,7.9,11.9,5.9,10.4,10.7,14.9,2.2,9.8,19.4,8.5,-8.4,2.5,6,15.2,2,2.8,1.6,7.4,-28.2,3.1,-16.4,3.5,5.9,6.8,0.2,12.7,15.7,-1.4,8.3,3,-,2.5,10.9,15.9,17.2,1.3,36.4,13.1,16.4,-10.5,4.6,2,-0.9,2.2,-1.2,3.5,12.7,13.7,12.5,12.1,17.5,57.8,,,,,
meimoku,nen,対前年名目増加率_昭和53年,-,-,-,-,9.6,7.5,4.4,0.8,6.9,5.3,-0.8,2.1,9.6,-2.2,0.5,6.7,7.9,6.4,8.2,4.3,5.5,1.3,9.3,14.2,3.7,6.3,14.5,7,11.4,2.5,3.5,3.6,5.6,1.7,9.6,52.8,6.9,3.4,10.3,-0.6,5.6,6.1,11.3,8.3,6.2,-,6.7,9.1,11.8,9.8,13.7,11.8,6.5,5,35.5,8.7,9.2,3.2,1.1,11.7,12.7,9.5,2.3,10,13.3,11.9,39.3,,,,,
meimoku,nen,対前年名目増加率_昭和54年,-,-,-,-,2,5.7,5,2.2,6.6,2.9,1.2,3.8,6.1,0.9,1.7,10.5,-2.5,3.5,13.3,5.1,2.9,10.4,2.8,0,-0.1,-5.7,22,13,17.4,14.8,20.5,0.8,5.7,18.9,1.7,-16.6,5.8,6.3,2.3,-3.7,-6.3,3.9,4.5,4,8.2,-,9.4,2,6,14.3,1.3,3,17.3,17.8,-3.2,19.3,4.9,4.1,7.2,3.6,4.7,5.7,17.3,3.5,1.5,7.6,-37.9,,,,,
meimoku,nen,対前年名目増加率_昭和55年,-,-,-,-,7.1,5.2,3.8,4.8,2.8,0.3,3.7,10.4,-6.8,7.1,5.5,13.4,0.2,6.6,0,10.7,15.2,0.5,25,25.8,28.3,55.5,4.9,-5.3,-20.8,15.1,-9.5,5.3,11.3,37.1,-2,0.1,-3,4.4,-0.5,-23.3,6,-0.5,-1.5,10.2,4.7,-,7.2,12.2,9.1,0,23.6,3,8.9,6.4,38.7,14.4,3.3,4.2,4.8,10.5,0.7,4.6,-1.1,11.6,1.4,2.7,40.9,,,,,
meimoku,nen,対前年名目増加率_昭和56年,-,-,-,-,1.8,4.1,1.5,1.8,-1.4,1,4.3,-0.4,1.2,1.5,1.9,1.5,-3.8,7.6,4.6,14.2,15.2,11.8,19.7,20.3,22.7,16,12.6,6,9,3.4,5.3,13.8,7.4,-29.9,1.8,9.5,0.4,6.6,-5.5,-7.2,10.9,6.5,-6,-8.1,0.4,-,6.1,-12.8,16.9,6,33.9,6.2,3.2,6.4,-19.1,-5,5.5,-13.2,14.6,7.1,6.4,-1,2.7,0.3,-5,5,-29.9,,,,,
meimoku,nen,対前年名目増加率_昭和57年,-,-,-,-,4.8,6.5,5,5.5,9.1,7.8,-1,2.1,4.2,1.7,3.9,7.1,2.2,-0.1,6.5,2.8,-5.6,25,7.5,3.9,3.1,-6.9,38.2,4.2,1,0.4,1.4,6.6,4.8,38.6,3,2.1,3.7,10.6,2.7,-17.7,-2.8,0.9,5.6,8.7,21.9,-,1.7,7,5,11.7,-0.9,7.7,21.6,19.6,6.4,32.4,7.1,17.8,5.5,1.9,7.2,7.4,1.3,7.3,9.2,36.6,-29.3,,,,,
meimoku,nen,対前年名目増加率_昭和58年,-,-,-,-,-1.5,-0.9,-1,-3,-2.4,-3.7,-3.2,3.8,-3,-2.4,-1.6,0.8,-3.2,4.7,0,2,8.2,-10.2,1.3,2.6,-0.5,-0.8,3.5,2,0.8,-18.3,14.8,7.5,-1,11.9,0.3,-5.3,-1.6,1.3,-5.7,25.5,4.6,-1.8,7.1,6.7,9.4,-,30.5,0.6,1.5,-1.5,2.5,3.5,-9.5,-12.4,13.2,-1.4,2.7,9.7,-0.2,-2.4,3.8,-4.1,-0.7,-11.1,2.8,-15.7,-21.1,,,,,
meimoku,nen,対前年名目増加率_昭和59年,-,-,-,-,4,3.4,1.5,3.6,-1.7,2.4,4.5,1.9,4.8,2.8,-0.4,1.5,1.8,-3.1,1.6,1.4,-0.6,6.1,12.5,14.3,9,11,16.6,-1,1.9,13.8,-10.4,-2.2,2.3,-24.1,-2.5,-33.1,-1.6,-1.5,7,-2.8,5.8,0.6,4,-6.9,-0.9,-,-3.5,-9.8,2,10.2,-5.2,4.1,14.7,15.5,0.2,14.1,2.8,-16.6,4.4,1.6,6.8,5.8,4.4,8.2,4.2,8.6,26.5,,,,,
meimoku,nen,対前年名目増加率_昭和60年,-,-,-,-,7,5.1,2.7,-1.1,2.2,-0.3,-2.3,0.1,3.2,-0.4,6.4,6.5,0,-0.6,11.5,2.1,3.4,-1,0.5,1.2,-1.8,-20.6,10.7,8.8,14.2,12.5,-0.7,-0.3,7.1,22.2,11.6,23.9,14.9,10.5,4.2,2.5,0.6,8.6,13.1,12.4,-3.5,-,17.9,16.3,8.9,7.4,12.2,6.2,0.6,-0.9,1.8,5.7,8.1,8.3,6.7,1.6,10.1,5.4,12,8.1,0,-7.6,66.3,,,,,
meimoku,nen,対前年名目増加率_昭和61年,-,-,-,-,0.6,1.8,0.9,0,1.9,-1.3,0,-0.4,-5.9,0,5.3,1.1,-0.2,2.3,4.3,8.8,14.6,-5,-1.5,-2.6,-1.5,-5.2,1.4,-5.2,-13.5,-16.4,0.7,5.8,0.6,13.4,1.9,3.3,3.2,7.5,1.8,-3.6,3.6,-1.7,-8.8,6.1,9,-,-6.8,9.4,2.4,-0.3,6,0.3,8.1,0.6,9.7,31.8,3.8,24.2,7.1,4.9,-0.9,-0.2,0.9,-2.1,1.8,-9,-23.7,,,,,
meimoku,nen,対前年名目増加率_昭和62年,-,-,-,-,3.3,3.5,-1.4,-5.6,-2.4,-5.6,-6.8,-1.7,-2.2,-5.9,-4.3,3.8,2.8,1.9,5,14.3,5.8,38.5,-6.9,-1.2,-11.3,-42.4,-1.4,12.5,29.3,10.1,-8.3,3.7,0.8,9.4,6,7.3,8.3,5.2,1.7,-13.5,2.4,6,11,-4.1,-0.7,-,9.2,-8.7,6.7,8.7,8.7,1.2,-1,3.4,-12.6,-10.5,4.8,18.1,-0.4,-0.5,5.1,6.8,9.4,3.7,6,42.8,-1.9,,,,,
meimoku,nen,対前年名目増加率_昭和63年,-,-,-,-,6.7,2.6,2.5,-3,-1.9,-0.4,4,6,-3.3,-0.3,2.2,6.9,-1.8,4.3,8.6,-0.5,11.2,-25.7,0.1,0.4,0.1,-4.9,0.3,-0.6,-5.5,0.7,21.1,4.2,1.9,-18.1,2.3,-48.9,7.4,11.1,3.2,-11.3,4.2,-0.4,5,13.8,7.5,-,4.6,18.9,7.6,6.2,11.6,2.6,1.7,3.7,7.2,-4.4,7.1,-8.2,5,5.6,11.7,0.3,4.2,-2.7,0.9,-1.6,120.1,,,,,
meimoku,nen,対前年名目増加率_平成元年,-,-,-,-,-2.7,1.7,1.3,0.1,2.6,-0.9,5.1,0.2,2.3,3.2,5.2,6.3,9.5,-3.9,-2.2,-3.5,-8.3,12.1,-1.4,-1,-3.1,-23.7,3.4,-7.7,-17.7,0.5,-11,2.6,4.8,-12.9,4.1,33.3,1.8,2.2,4,4.2,8.9,4.8,4.6,12.8,11,-,9.7,14.3,-2.2,6.3,-10.9,2.6,4.5,3.5,-17,9.8,4.7,5,10.4,7.5,2.3,3.7,-2.4,4.6,7.3,-0.4,-60.9,,,,,
meimoku,nen,対前年名目増加率_平成 2年,-,-,-,-,3.5,4.2,3.6,0.2,2,0.7,2.2,5.2,11.8,0.7,3.5,3.5,4.3,5.6,5.5,-1.6,-0.3,-4.8,4.7,8.3,-0.6,17.8,4.9,15.9,22.8,38.2,11.8,5.1,1.4,31.8,5.3,38.1,6.6,5.4,2,-21.4,3.7,1.8,-0.6,-3.9,15,-,2.3,-10.9,7.3,-3.4,18.6,3.5,11.7,11.6,31.1,10.6,8.7,-2.9,10.4,-3,13.2,0.5,7.4,-4.4,0.6,2.1,-21.7,,,,,
meimoku,nen,対前年名目増加率_平成 3年,-,-,-,-,4.8,3.9,4,1,5.7,1.3,5.5,9.6,5.3,8.2,3.9,6.8,1.9,4.9,-0.6,21.7,16.1,37.2,1.4,0.1,2.4,17.6,0.6,0.2,0.6,-9.5,-4,3.9,7,-9.7,1.1,15.1,-1.5,-1.3,-2.4,4.7,2.7,4,8.5,4.1,9.2,-,2.3,2.9,3.9,2.8,5.6,2,-9.9,-14.7,-6,3.5,2.2,-8.8,2.1,3.8,3.8,5.4,3.9,2.3,8.4,15.6,43.9,,,,,
meimoku,nen,対前年名目増加率_平成 4年,-,-,-,-,1.4,2.8,1.8,4.2,1.2,2.5,-1,-3.4,-3,4.9,4,1.2,4.3,1.2,5.5,5.2,8.1,-1.4,3.5,8.5,0.5,-3.3,-0.1,-0.4,-1.5,5.6,-10.6,3.3,-1.3,2.8,-4,-23.8,-6.1,-1.9,2.7,-1.8,0.6,-1.8,4.3,-0.4,1,-,3.9,-2.2,7.4,8.4,12.4,-3.6,6.7,11.2,1.2,-3.6,5.8,-14.8,2.4,11.5,8.8,2.1,7.2,0.6,1.4,-11.7,-44.3,,,,,
meimoku,nen,対前年名目増加率_平成 5年,-,-,-,-,1.3,-0.3,-1.3,1.9,-2.6,-4.2,-0.6,1.1,-9.9,0.4,2,0.5,-0.9,-7,-1.2,0,1.4,-3.5,2.9,0.7,3.2,5.2,6.3,-7.4,-14.8,-11.9,-14.3,-0.3,1.8,8.7,-4,-6.5,-4.9,-5.1,-1.9,6.6,1.7,-7.8,-1.1,5.3,1.7,-,2.7,7.5,-6.2,0.4,-14.1,2.3,12.6,11.8,2.8,16,3.2,-13.4,3,1.4,5.5,-0.9,-3.4,2.3,-0.8,-14.3,94.3,,,,,
meimoku,nen,対前年名目増加率_平成 6年,-,-,-,-,-0.1,-1.8,-2.8,-3.2,-7.5,-6.7,0,-4,-0.1,-0.8,-1.9,-0.6,4,1.7,-1.7,9.5,6.5,17.6,2,5.9,-4.1,-18.8,5.5,1.5,2.3,11.3,-1.2,-0.7,-1,-0.5,-4.6,10.4,-5.8,-7.1,-3.8,-22.2,-2,3,-7.3,-2.5,-1.3,-,7.3,-6,3.3,0.7,6.8,0.5,-3.3,0,-2,-12.1,-9.1,11.8,-5.2,-1.4,-13.6,-3,1.9,-5.6,-5.2,15.4,52.5,,,,,
meimoku,nen,対前年名目増加率_平成 7年,-,-,-,-,-3.8,-2.9,-3.6,-8.9,-2.3,-1.5,-1.6,-3.3,-2.7,-4.5,-9.8,-0.1,-0.5,-2.8,-3,3.2,5.8,-3.2,2.8,1.5,0.4,-4.4,8.4,-0.6,-7.1,2.5,-6.7,1.8,-3.5,40.2,-5.4,-46,-3.1,3,-0.2,-14,-9.4,-9.2,-2.2,1.6,-18.2,-,-6.5,5.4,-5.6,-2,-12.3,2.6,-12.5,-14.2,-15.5,-7.3,0.3,-4.2,-3.8,-1,2.3,-4,-2.4,-5.4,-3.9,-3,-21.9,,,,,
meimoku,nen,対前年名目増加率_平成 8年,-,-,-,-,1.1,-1.8,-1.2,-2.8,-5.7,-5.3,1.3,-2.7,-6.5,-0.3,-3.3,1.6,0.8,5.4,3.7,4,6.6,-3,-1.3,-2.6,2,1.5,-3.2,-7.6,-6.3,-9.3,-3.4,-7.4,-0.8,-28.8,-5.8,19.2,-7.7,-6.5,-5.1,-15.6,-3.9,-1.5,-8.3,-7.3,-7.7,24.3,4.7,-13.1,2.7,-2.5,5.2,5.3,4,11.3,26.7,-18.1,-3.2,15.2,-1,-2.8,-6,-4.9,-8.5,-6,-4.8,37.8,73.7,,,,,
meimoku,nen,対前年名目増加率_平成 9年,-,-,-,-,-2,2.6,0,-1.7,-1.1,2.5,0.4,0.2,-1,-1,2.6,3.5,1.5,-7.4,-0.2,-1.6,-4.9,8,2.6,4.3,2,-23.4,2.5,2.5,5.1,-11.5,6.8,-1.9,-1.4,34.1,0.9,-22.2,0.3,3,4.7,26.5,-0.8,11.3,-6.8,20,4.7,29.6,4.3,30.1,2.2,0.6,-2.1,11.7,4.2,6.7,-14.5,-2.8,5.7,-0.8,6.8,1.9,7.1,3.6,6.6,-0.1,6.4,-12.2,-65.8,,,,,
meimoku,nen,対前年名目増加率_平成10年,-,-,-,-,-2,-2,0.3,-2.7,0.9,-1.1,0.4,4.9,-2,1,-5.1,0.4,2.3,9.3,-1.3,-6.9,-7.9,-4.2,2,2.1,2.6,-5.4,1.6,-2.4,-5.1,4,0.9,-4.7,0.3,-0.8,-6.2,-12.7,-1.9,-7,-7.7,-30,-10,-11.1,-6,-1,1.6,-41.3,-1.4,2,5.7,0,15.5,-2.6,-12.9,-17.3,-9.5,4.8,-1.2,8.4,-2.2,-0.8,-2.2,-3.4,1,-4.6,-4.9,-9.1,-0.4,,,,,
meimoku,nen,対前年名目増加率_平成11年,-,-,-,-,-3.2,-4.4,-2.5,-1.9,-6.7,-4.8,-0.5,-7.8,0.5,0.5,1.6,0.7,6.8,-7.6,-0.6,-3.9,1.2,-16.7,-2.1,-1.8,-4.8,-3,0.8,-6.3,-4.5,-11.8,-18.7,-0.8,-0.6,-20.8,-5,10.7,-6.2,-6.4,-5.9,17,-7.4,2.3,-10.3,-3.6,8.8,32.6,8.8,-12.4,-12.4,-1.2,-30,5.6,-11.2,-10,-1.7,-15.9,-5.1,7.9,-6.8,-1.4,-7.2,-1.3,-0.1,-6,2.4,-11.3,47.4,,,,,
meimoku,nen,対前年名目増加率_平成12年,-,-,-,-,0.8,1,-2.1,-4.2,-2.9,-3.2,-3.8,-5.2,-3.5,-1.4,-0.2,5.1,-1.2,-6,-1.1,1.3,-8.1,30,1.7,3.8,0.4,11.4,-0.7,4.2,-0.9,18.8,31.5,3.1,-0.2,-1.3,-4.4,4.1,-9,-1.5,2.7,-13.2,6.3,-9.3,1,5,3.8,20.4,0.2,5.9,11.2,2.6,25.3,3.8,14.2,13.9,31.9,13.5,3.2,6.6,0,2.1,3.9,-3.9,-13.2,-1.4,0.6,0,-5,,,,,
meimoku,nen,対前年名目増加率_平成13年,-,-,-,-,-1.8,-3.6,-2.7,-3.9,-2.7,-6.9,-3.1,-2.2,-1.2,-3.9,-2.7,2.7,-2.3,-4.1,-3.5,-1.3,1.6,-7.6,0.6,-1,3.6,-2.5,0.2,-0.9,4,12.5,-21.8,-2.5,-3.8,-6.7,-8.1,-54.6,-4,-8.8,-9.2,-18.9,-7.1,-0.5,-11.9,1.5,-2.5,27.2,-11,4.9,-4.3,-6.2,-9.7,5.5,-5.7,-5.4,-31.8,-3.6,-3.8,-13.2,3.2,-2.5,-4.6,-6.1,4.3,-7.6,-12.3,3.4,50.5,,,,,
meimoku,nen,対前年名目増加率_平成14年,-,-,-,-,-4.6,-0.7,1.8,1.1,-0.2,2.5,3.7,0.5,-3.4,3,6.1,1.3,4.2,6.7,1.5,1.2,-0.1,4,-4.6,-4.6,-4.8,-9.1,-4.3,-8.9,-12.5,-32.6,6.6,-4.5,0.2,-2,-0.9,46,-3.4,-2.9,-0.6,14.6,-1.2,-1.8,3.6,-4.8,-5.4,-7.1,0.2,-5.9,3.5,3,5.5,1.4,-7.3,-5.7,7.7,-14.2,-0.3,-2.9,-2.7,4.7,-0.3,-1.6,2.3,-6.7,0.3,-13.7,-74.6,,,,,
meimoku,nen,対前年名目増加率_平成15年,-,-,-,-,3.6,1.1,-2.4,0.6,-6.4,-1.8,-6.9,1.1,-5.8,0.3,-3.4,-0.5,-3.5,-3.5,-3.3,-5.9,-4.7,-8.7,-1.9,-3.6,-1.3,11.6,-0.6,-1.4,-2.1,-2.1,-8.2,-1.8,0.5,5.7,-0.6,46,2.2,-1.2,-9.1,-12.7,-4.3,-3.1,-9.6,9.4,-1.5,34.8,15.1,8,2.7,-1.1,4.7,3.9,9.9,15.4,-7.4,-9,0.2,-4.3,0.3,0.4,0.9,6.6,10.6,-0.6,4.3,60.9,183.2,,,,,
meimoku,nen,対前年名目増加率_平成16年,-,-,-,-,-3.3,-0.4,1.2,0.5,-2.9,-0.7,0.1,-1.2,4.1,0.7,0.2,0.9,5.1,2.2,4.9,-7.4,2.8,-31.4,-0.9,0.6,-3.7,-24.4,1.5,-2.1,-7.7,8.7,8.4,-8.3,3.6,2.6,-8.1,-30.8,-13,-0.1,5.4,-27.6,-5.2,-7.3,-2.7,7.9,-6,16.1,-9,16.3,10.2,1.3,23.9,1.1,-2.7,-12.1,-13.8,43.7,1.9,-4.1,-4.4,3.2,4.4,-4.3,-0.3,-4.2,-3.8,-34.5,-77.4,,,,,
meimoku,nen,対前年名目増加率_平成17年,-,-,-,-,-1.8,-3.4,-3.1,-7.7,-4.8,-0.6,-1.3,-3.2,-1.2,0.3,-4.3,-1.2,-2.6,-1.6,-3.6,-3.4,-9.1,16.8,-0.1,-2.5,1.5,57.4,-0.6,-5.2,-5.8,-1.7,-17.5,1,-4,-15.1,1.4,-40.4,6.8,-0.3,-7.1,2.6,-0.6,7.3,-1.8,-5.5,-1,11.5,-16.5,-5.8,-9.8,-2.6,-19.2,-1.8,-4,-2.2,11.8,-10.2,-3.9,9.7,-2.8,-5.3,-5.7,-1.3,2,0.3,-4.7,-7.5,182.5,,,,,
meimoku,nen,対前年名目増加率_平成18年,-,-,-,-,2.3,2.2,1.5,-2.5,0.2,2.8,1.2,-0.4,-7.2,-1.8,3.2,6.1,3.6,-1,3.9,-1.4,-0.9,-2.9,2.1,1.7,4.5,18.4,-1.3,11.9,20.7,3.1,32.6,1.8,3,26.5,-1,32.5,0.1,-5.8,-0.7,28.4,2.3,0,-9.6,5.7,-7,-16.7,25.4,7.5,-1.9,-2.6,-5.7,3.4,7.9,8.2,-20.9,9.5,3.6,5.3,6,0.8,3.3,3.1,4.2,-0.4,1.2,45.5,6.9,,,,,
meimoku,nen,対前年名目増加率_平成19年,-,-,-,-,10.2,-0.6,-1.8,-2.5,-1.6,0.6,-3.9,-2.9,1.7,1.7,-0.1,-5.5,-0.8,-0.9,-1.5,-4.3,-3.7,-6.2,-3,-1.6,-4.5,-22.1,-1.7,-7.6,-15.7,-18.5,-12.5,4.2,3.6,-14.6,0.9,-19.7,0.8,2.5,0.1,-14.1,0.7,7.4,-1.8,5.1,-7.4,-9.4,-1.8,11.1,-2,-6.8,1.1,-1.4,2.8,2.7,8.3,2.8,1.3,8.4,2.5,-6.9,1.6,1.5,7,-7.4,6.8,-35.2,407.3,,,,,
meimoku,nen,対前年名目増加率_平成20年,-,-,-,-,-11.8,-1.9,1.5,3.1,-1.8,7.8,0.8,3.8,1.5,5.4,3.6,-0.3,-4.1,-4,1,-10.2,-14,0.6,6.2,8.7,7.7,6.4,0.2,0.9,7.9,-13,-9.2,2,1.6,-7.5,-7.3,-32.2,-7.9,-6.7,-7.2,-19.6,-3.9,-10.1,3.2,-6.7,6.1,8.3,-11,-9.2,0.2,-0.7,1.3,-0.4,4.3,4.6,-9.7,4.2,0.5,-14.3,-0.8,1.6,3.2,-7.1,-8.2,-10.7,-7.8,47.7,-83.4,,,,,
meimoku,nen,対前年名目増加率_平成21年,-,-,-,-,3.4,3.7,3.1,4.1,-0.2,-1.7,4.8,-0.8,1.4,3.1,4,4.1,6.4,8,6,12.3,5.7,28.5,-2.2,-4.3,1.3,-25.9,-0.9,8.9,9.7,26.7,15,1.8,3.3,23.6,5.8,85.3,3.6,4.2,-1.7,-1.7,11.3,11.1,3.6,6.5,24.7,-1.2,20.2,0.7,5,1.7,5,7.8,-3,-4.7,-0.4,2.1,2.4,20.5,0.4,2,0.6,3.6,6.9,-4,3.7,13.9,-10.6,,,,,
meimoku,nen,対前年名目増加率_平成22年,-,-,-,-,-0.4,-0.2,-2.6,-5.2,-6.2,-1.1,-1.1,-0.1,-1.6,-3.7,0.7,0.5,-1.4,-8.4,-4.1,-1.5,-3.7,2.8,2.5,6.5,-4,22.3,2.8,0.1,8.7,-26.9,-34,0.8,-0.1,25.3,-1.2,-42.1,3.1,-1.8,-0.3,-15.4,-6.3,-0.5,-3.9,-2.4,12.1,20.3,-10.5,-6.1,1.9,3.7,1.7,0.9,2.3,-1.3,45.6,10.3,6.1,34.1,0.8,0.2,4.1,-2.7,4.5,-1.9,-9,-10.3,-10.4,,,,,
meimoku,nen,対前年名目増加率_平成23年,-,-,-,-,-2.8,-5.2,-1.1,-1.1,-2.3,-0.9,-3.2,-2,-0.7,2.6,-1.9,0.3,7.6,-3.5,-2.6,-6.4,1.4,-21.4,-5.2,-7.1,-4.3,5,-3.7,-3.7,-10.1,15.8,43.6,-5.3,1.8,-26,-11,-20.5,-14.8,-8.7,-0.6,28.7,-4.1,-9.2,-17.6,2.8,-1.4,-8.6,-4.3,7.7,-6.7,-12.2,-5.2,-4.2,2.2,7.1,-30.3,-8.3,-14.4,-42.3,-7,-8.2,-11.6,-5.7,-7.2,-10.9,1.2,-25,129.3,,,,,
meimoku,nen,対前年名目増加率_平成24年,-,-,-,-,0.2,2.4,1.3,-0.7,-1.6,-2.2,3.7,-1.1,0.7,-1.4,-2.5,4.7,1.7,8.4,4.2,8.1,-4.7,39.6,8.9,10.9,13.8,15.4,-0.7,3.5,-4.9,47,5.5,5.1,1.4,-3.4,5.9,-4,4.1,8.6,5.1,-14.1,6.1,6.7,13,0.3,4.2,12,6.3,-3.7,5.2,11.4,6.1,-0.4,-2.8,-2.7,1.8,-3.3,-0.2,-15.9,2.3,-5.8,2.4,0.6,6.9,0.9,-4.3,-16.7,-49.3,,,,,
meimoku,nen,対前年名目増加率_平成25年,-,-,-,-,4.9,3.6,1.7,0.5,-2.2,5.2,0.6,0.7,0.5,0.7,5.8,-1.2,4.8,-2.1,3.9,15.5,14.4,17.3,2.1,8.7,-4.1,-15.5,-0.9,1.5,10.1,-32,28.3,-6.1,3.9,2.9,3.4,1.8,4.3,2.7,1.1,13.9,-0.9,8.6,-2.2,0.7,1,-5.9,5.2,0.4,7,2.2,13.3,2.9,-9.1,-7.2,-8.6,-14.9,4.2,-7,1.3,0.8,7,4.3,7,-11,3.3,81.7,69.1,,,,,
meimoku,nen,対前年名目増加率_平成26年,-,-,-,-,-5.2,-2.8,1.1,-2,3.7,7.7,6.2,3.2,5.8,4.7,1,4.1,-3.9,2.9,-5.7,-13.8,-16.3,-9.8,1.2,0.7,4,18.3,-2.4,5.8,10,1.9,-10,4.3,4.8,19.9,-0.3,77.6,-1.9,-1.5,-5.2,-21.1,5.2,3.8,-4.2,-2.2,5,2.3,-7.9,-3.3,-2.7,-7.2,-1.6,-0.7,-12.6,-15.9,-12.2,-1.7,0.5,-4.6,7.9,-0.9,-0.8,-5.7,-3.4,-3.9,-5.9,-30.1,-71.3,,,,,
meimoku,nen,対前年名目増加率_平成27年,-,-,-,-,1.2,0.9,3.2,-0.4,3.2,2.4,6.6,5.4,6.9,1,2.3,2.5,-0.6,-0.7,5.1,-1.3,7.7,-14.9,-2.4,-3.6,-1.2,-38.6,1.5,-6.4,-11.2,9.2,-16.2,-4.1,-2.1,-7.9,-0.1,-22.8,8.3,-2.1,-2.9,0.7,-7.9,-6.3,-10.2,-0.5,-4.1,-1.7,-5,2,-3.5,0.7,-13,6.3,24.1,31.7,12.9,2.6,-1.9,-13,-7,-2.3,0.7,0.5,-1.7,-7.3,0.3,62.3,35.6,,,,,
meimoku,nen,対前年名目増加率_平成28年,-,-,-,-,-2.9,-1.9,1,-1,-0.3,0.8,2.2,-1.9,-0.8,0.7,-0.5,8.7,4.9,-3.9,0.3,-1.7,-5.5,5.6,-11.8,-12.8,-18,-16.7,-1,0.6,0.1,5.4,1,-4.2,6.1,-6.4,-4.8,-19.7,-8.3,-3.5,3.5,-17.5,-10.5,-2,11.3,-1.3,-1.7,0.6,9.7,-4.2,-5.5,0.4,-14.4,0.4,5,2.4,-22.1,16.6,-3.2,-3.1,1.3,-6,-4,-1.4,1.5,6.1,-7.6,-3.1,-75.4,,,,,
meimoku,nen,対前年名目増加率_平成29年,-,-,-,-,2.9,2.3,1,0.5,-3.6,3.9,-0.3,-0.6,-1.1,3.2,1.1,2,0,8.1,1.2,-3,-7.6,4.8,2.2,1.3,1.9,36.3,2.7,8.3,13.2,15.6,7.1,7.9,1,5.6,-2.5,-30.5,-0.4,-2.7,-6.7,35.6,0.7,-3.6,-8.6,3.1,3,14.9,0,2.3,9.9,0.1,26.4,1,-1.6,1,15.2,-11,2.6,23.3,5.4,-1.6,0.7,3,-0.3,-2.4,11.8,-8.3,170,,,,,
