項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,497,-,703,-,879,-,951,-,942,-,994,-,1066,-,3967,-,2071,-
0,0,0,0,0,調査世帯数,657,-,33,-,45,-,56,-,60,-,63,-,65,-,69,-,266,-,138,-
0,0,0,0,0,世帯人員,2.91,-,3.06,-,3.5,-,3.78,-,3.66,-,3.17,-,3.07,-,2.67,-,2.37,-,2.22,-
0,0,0,0,0,有業人員,1.3,-,1.54,-,1.5,-,1.61,-,1.58,-,1.57,-,1.96,-,1.67,-,0.78,-,0.56,-
0,0,0,0,0,世帯主平均年齢,59.3,-,31,-,36.8,-,41.9,-,47,-,51.7,-,57.2,-,62.1,-,75.3,-,80.5,-
2,2,0,0,0,生計支出,272875,-,218470,-,249403,-,303019,-,337499,-,331822,-,280578,-,309137,-,235998,-,234837,-
2,3,0,0,0,消費支出,272875,100,218470,100,249403,100,303019,100,337499,100,331822,100,280578,100,309137,100,235998,100,234837,100
2,4,1,0,0,食料,87384,32,60278,27.6,85918,34.4,86675,28.6,105449,31.2,91650,27.6,91743,32.7,93971,30.4,82988,35.2,78304,33.3
2,5,1,1,0,穀類,7724,2.8,5569,2.5,7718,3.1,8012,2.6,9519,2.8,8637,2.6,8417,3,7204,2.3,7250,3.1,6104,2.6
2,6,1,1,1,米類,2021,0.7,2008,0.9,1875,0.8,1657,0.5,2357,0.7,2270,0.7,2519,0.9,1620,0.5,1973,0.8,1709,0.7
2,6,1,1,2,パン,3098,1.1,1534,0.7,2837,1.1,3530,1.2,3797,1.1,3325,1,2988,1.1,3086,1,3053,1.3,2739,1.2
2,6,1,1,3,麺類,2013,0.7,1258,0.6,2202,0.9,2171,0.7,2438,0.7,2277,0.7,2119,0.8,1995,0.6,1854,0.8,1346,0.6
