項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3490,-,4920,-,686,-,114,-,904,-,3317,-
0,0,0,0,0,調査世帯数,701,-,247,-,348,-,47,-,7,-,59,-,232,-
0,0,0,0,0,世帯人員,2.97,-,2,-,3.68,-,2.29,-,2.83,-,3.39,-,3.45,-
0,0,0,0,0,有業人員,1.31,-,0.74,-,1.73,-,1.06,-,0.83,-,1.43,-,2.16,-
0,0,0,0,0,世帯主平均年齢,59.5,-,69.8,-,50.9,-,67.3,-,41.2,-,60,-,49.3,-
2,2,0,0,0,生計支出,312318,-,278778,-,351379,-,239083,-,231614,-,284784,-,350422,-
2,3,0,0,0,消費支出,312318,100,278778,100,351379,100,239083,100,231614,100,284784,100,350422,100
2,4,1,0,0,食料,93894,30.1,82497,29.6,105303,30,63276,26.5,51855,22.4,99033,34.8,103587,29.6
2,5,1,1,0,穀類,6755,2.2,4964,1.8,7945,2.3,5574,2.3,3869,1.7,8094,2.8,7028,2
2,6,1,1,1,米類,1945,0.6,1251,0.4,2302,0.7,1933,0.8,528,0.2,2693,0.9,2017,0.6
2,6,1,1,2,パン,2782,0.9,2202,0.8,3241,0.9,2009,0.8,1314,0.6,3112,1.1,2779,0.8
2,6,1,1,3,麺類,1593,0.5,1235,0.4,1880,0.5,1027,0.4,1352,0.6,1849,0.6,1762,0.5
2,6,1,1,4,他の穀類,435,0.1,277,0.1,523,0.1,605,0.3,675,0.3,440,0.2,471,0.1
2,5,1,2,0,魚介類,6637,2.1,6526,2.3,6561,1.9,4667,2,3622,1.6,8982,3.2,6326,1.8
2,6,1,2,1,生鮮魚介,3953,1.3,3798,1.4,3935,1.1,2707,1.1,2595,1.1,5594,2,3931,1.1
2,6,1,2,2,塩干魚介,1158,0.4,1101,0.4,1172,0.3,856,0.4,359,0.2,1529,0.5,1031,0.3
2,6,1,2,3,魚肉練製品,552,0.2,625,0.2,496,0.1,438,0.2,231,0.1,661,0.2,396,0.1
2,6,1,2,4,他の魚介加工品,974,0.3,1001,0.4,957,0.3,666,0.3,438,0.2,1199,0.4,968,0.3
2,5,1,3,0,肉類,9187,2.9,6861,2.5,10831,3.1,7439,3.1,6843,3,10548,3.7,10160,2.9
2,6,1,3,1,生鮮肉,7526,2.4,5583,2,8899,2.5,5845,2.4,4987,2.2,8825,3.1,8338,2.4
2,6,1,3,2,加工肉,1662,0.5,1278,0.5,1933,0.6,1594,0.7,1856,0.8,1723,0.6,1822,0.5
2,5,1,4,0,乳卵類,4882,1.6,4095,1.5,5538,1.6,4047,1.7,2746,1.2,4987,1.8,5091,1.5
2,6,1,4,1,牛乳,1589,0.5,1273,0.5,1744,0.5,1928,0.8,1130,0.5,1712,0.6,1662,0.5
2,6,1,4,2,乳製品,2447,0.8,2057,0.7,2897,0.8,1437,0.6,1060,0.5,2273,0.8,2558,0.7
2,6,1,4,3,卵,846,0.3,766,0.3,897,0.3,681,0.3,557,0.2,1001,0.4,871,0.2
2,5,1,5,0,野菜・海藻,12562,4,12438,4.5,12693,3.6,10057,4.2,4602,2,14229,5,11580,3.3
2,6,1,5,1,生鮮野菜,9225,3,9145,3.3,9269,2.6,7650,3.2,3524,1.5,10495,3.7,8480,2.4
2,6,1,5,2,乾物・海藻,833,0.3,744,0.3,925,0.3,509,0.2,259,0.1,920,0.3,904,0.3
