項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,484,-,859,-,682,-,918,-,1116,-,930,-,950,-,4062,-,2223,-
0,0,0,0,0,調査世帯数,685,-,33,-,58,-,46,-,60,-,74,-,66,-,68,-,280,-,151,-
0,0,0,0,0,世帯人員,2.95,-,3.1,-,3.59,-,3.74,-,3.7,-,3.2,-,3.11,-,2.71,-,2.44,-,2.3,-
0,0,0,0,0,有業人員,1.33,-,1.47,-,1.38,-,1.61,-,1.62,-,1.7,-,1.95,-,1.71,-,0.86,-,0.62,-
0,0,0,0,0,世帯主平均年齢,59.6,-,31.2,-,36.9,-,42,-,46.7,-,52.1,-,56.9,-,62.3,-,75.6,-,80.5,-
2,2,0,0,0,生計支出,317395,-,284613,-,298296,-,297704,-,407852,-,369613,-,363952,-,364778,-,272128,-,249380,-
2,3,0,0,0,消費支出,317395,100,284613,100,298296,100,297704,100,407852,100,369613,100,363952,100,364778,100,272128,100,249380,100
2,4,1,0,0,食料,90441,28.5,71041,25,87383,29.3,85929,28.9,109317,26.8,89378,24.2,94823,26.1,100463,27.5,86838,31.9,80194,32.2
2,5,1,1,0,穀類,8300,2.6,6158,2.2,8003,2.7,9188,3.1,9879,2.4,9200,2.5,8917,2.5,7674,2.1,7871,2.9,6919,2.8
2,6,1,1,1,米類,2562,0.8,1737,0.6,2224,0.7,2622,0.9,3218,0.8,2458,0.7,2720,0.7,2194,0.6,2652,1,2483,1
2,6,1,1,2,パン,3158,1,2319,0.8,3133,1.1,3462,1.2,3505,0.9,3710,1,3186,0.9,3427,0.9,2913,1.1,2534,1
2,6,1,1,3,麺類,1986,0.6,1543,0.5,2038,0.7,2296,0.8,2467,0.6,2311,0.6,2239,0.6,1595,0.4,1811,0.7,1509,0.6
2,6,1,1,4,他の穀類,594,0.2,558,0.2,608,0.2,809,0.3,689,0.2,721,0.2,772,0.2,458,0.1,495,0.2,392,0.2
2,5,1,2,0,魚介類,6818,2.1,3710,1.3,4057,1.4,4337,1.5,7112,1.7,5875,1.6,6481,1.8,7060,1.9,8403,3.1,8421,3.4
2,6,1,2,1,生鮮魚介,3988,1.3,2011,0.7,2423,0.8,2844,1,4595,1.1,3527,1,3671,1,3753,1,4864,1.8,4826,1.9
2,6,1,2,2,塩干魚介,1205,0.4,938,0.3,681,0.2,603,0.2,1033,0.3,884,0.2,1246,0.3,1474,0.4,1504,0.6,1567,0.6
2,6,1,2,3,魚肉練製品,592,0.2,155,0.1,453,0.2,270,0.1,422,0.1,415,0.1,583,0.2,668,0.2,798,0.3,863,0.3
2,6,1,2,4,他の魚介加工品,1033,0.3,606,0.2,500,0.2,619,0.2,1061,0.3,1049,0.3,981,0.3,1165,0.3,1237,0.5,1164,0.5
2,5,1,3,0,肉類,9100,2.9,6529,2.3,8657,2.9,8566,2.9,11498,2.8,10347,2.8,11040,3,8697,2.4,8354,3.1,7217,2.9
2,6,1,3,1,生鮮肉,7380,2.3,5545,1.9,6952,2.3,6720,2.3,9313,2.3,8673,2.3,9184,2.5,6780,1.9,6736,2.5,5859,2.3
2,6,1,3,2,加工肉,1719,0.5,984,0.3,1704,0.6,1846,0.6,2185,0.5,1675,0.5,1857,0.5,1917,0.5,1618,0.6,1358,0.5
2,5,1,4,0,乳卵類,5245,1.7,4559,1.6,5993,2,5753,1.9,5498,1.3,4186,1.1,4760,1.3,5657,1.6,5332,2,5533,2.2
2,6,1,4,1,牛乳,1610,0.5,1254,0.4,1901,0.6,1612,0.5,1629,0.4,1458,0.4,1253,0.3,1695,0.5,1690,0.6,2079,0.8
2,6,1,4,2,乳製品,2681,0.8,2577,0.9,2991,1,3201,1.1,2854,0.7,1918,0.5,2440,0.7,3010,0.8,2689,1,2577,1
2,6,1,4,3,卵,954,0.3,727,0.3,1100,0.4,940,0.3,1015,0.2,810,0.2,1067,0.3,952,0.3,953,0.4,878,0.4
2,5,1,5,0,野菜・海藻,11218,3.5,7019,2.5,8798,2.9,8180,2.7,10431,2.6,10150,2.7,11926,3.3,11900,3.3,12891,4.7,12582,5
2,6,1,5,1,生鮮野菜,7633,2.4,4846,1.7,6294,2.1,5925,2,7387,1.8,7221,2,8245,2.3,7677,2.1,8555,3.1,8295,3.3
2,6,1,5,2,乾物・海藻,872,0.3,723,0.3,654,0.2,628,0.2,778,0.2,660,0.2,955,0.3,1114,0.3,981,0.4,925,0.4
2,6,1,5,3,大豆加工品,1315,0.4,850,0.3,936,0.3,919,0.3,1000,0.2,1106,0.3,1411,0.4,1711,0.5,1531,0.6,1524,0.6
2,6,1,5,4,他の野菜・海藻加工品,1398,0.4,601,0.2,914,0.3,708,0.2,1267,0.3,1162,0.3,1316,0.4,1399,0.4,1824,0.7,1839,0.7
2,5,1,6,0,果物,3820,1.2,2060,0.7,2367,0.8,2939,1,3579,0.9,2708,0.7,3342,0.9,4357,1.2,4830,1.8,5105,2
2,6,1,6,1,生鮮果物,3383,1.1,1900,0.7,2169,0.7,2616,0.9,3056,0.7,2339,0.6,2847,0.8,3724,1,4348,1.6,4587,1.8
2,6,1,6,2,果物加工品,438,0.1,160,0.1,197,0.1,322,0.1,523,0.1,368,0.1,496,0.1,633,0.2,482,0.2,518,0.2
2,5,1,7,0,油脂・調味料,4678,1.5,3672,1.3,4412,1.5,4054,1.4,5730,1.4,4696,1.3,5554,1.5,4372,1.2,4587,1.7,4325,1.7
2,6,1,7,1,油脂,488,0.2,484,0.2,430,0.1,464,0.2,454,0.1,450,0.1,705,0.2,409,0.1,491,0.2,461,0.2
2,6,1,7,2,調味料,4190,1.3,3187,1.1,3982,1.3,3590,1.2,5276,1.3,4246,1.1,4849,1.3,3963,1.1,4097,1.5,3864,1.5
2,5,1,8,0,菓子類,7255,2.3,6034,2.1,8280,2.8,7640,2.6,9145,2.2,7269,2,8653,2.4,7370,2,6340,2.3,5792,2.3
2,5,1,9,0,調理食品,12214,3.8,9404,3.3,11799,4,10592,3.6,15562,3.8,12388,3.4,10777,3,14427,4,11916,4.4,10912,4.4
2,6,1,9,1,主食的調理食品,5367,1.7,4005,1.4,6273,2.1,3777,1.3,7143,1.8,6078,1.6,4477,1.2,6823,1.9,4871,1.8,4485,1.8
2,6,1,9,2,他の調理食品,6847,2.2,5399,1.9,5526,1.9,6815,2.3,8419,2.1,6310,1.7,6300,1.7,7603,2.1,7045,2.6,6426,2.6
2,5,1,10,0,飲料,5004,1.6,3461,1.2,4423,1.5,4952,1.7,5939,1.5,5507,1.5,5141,1.4,6004,1.6,4705,1.7,4165,1.7
2,6,1,10,1,茶類,1279,0.4,899,0.3,697,0.2,768,0.3,1369,0.3,1269,0.3,1262,0.3,1333,0.4,1508,0.6,1618,0.6
2,6,1,10,2,コーヒー・ココア,1072,0.3,824,0.3,1017,0.3,1227,0.4,986,0.2,1345,0.4,1166,0.3,1292,0.4,958,0.4,824,0.3
