項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,524,-,544,-,1095,-,972,-,953,-,772,-,1020,-,4120,-,2089,-
0,0,0,0,0,調査世帯数,701,-,36,-,39,-,74,-,67,-,67,-,54,-,71,-,293,-,149,-
0,0,0,0,0,世帯人員,2.97,-,3.13,-,3.89,-,3.69,-,3.63,-,3.46,-,3.12,-,2.74,-,2.4,-,2.24,-
0,0,0,0,0,有業人員,1.31,-,1.71,-,1.63,-,1.53,-,1.67,-,1.63,-,2.16,-,1.68,-,0.75,-,0.52,-
0,0,0,0,0,世帯主平均年齢,59.5,-,29.9,-,36.7,-,42.3,-,46.7,-,52,-,57,-,61.9,-,75.4,-,81.2,-
2,2,0,0,0,生計支出,312318,-,259694,-,366639,-,308997,-,359305,-,384098,-,366400,-,311638,-,275063,-,248021,-
2,3,0,0,0,消費支出,312318,100,259694,100,366639,100,308997,100,359305,100,384098,100,366400,100,311638,100,275063,100,248021,100
2,4,1,0,0,食料,93894,30.1,63636,24.5,104127,28.4,98316,31.8,108248,30.1,99010,25.8,107627,29.4,103364,33.2,85728,31.2,79710,32.1
2,5,1,1,0,穀類,6755,2.2,4184,1.6,6658,1.8,7397,2.4,8922,2.5,7687,2,7426,2,6591,2.1,6113,2.2,5151,2.1
2,6,1,1,1,米類,1945,0.6,971,0.4,1387,0.4,2091,0.7,2894,0.8,2388,0.6,2272,0.6,1842,0.6,1742,0.6,1552,0.6
2,6,1,1,2,パン,2782,0.9,2021,0.8,2925,0.8,2706,0.9,3568,1,2841,0.7,3103,0.8,2756,0.9,2628,1,2183,0.9
2,6,1,1,3,麺類,1593,0.5,832,0.3,1681,0.5,1988,0.6,2049,0.6,1966,0.5,1389,0.4,1634,0.5,1408,0.5,1192,0.5
2,6,1,1,4,他の穀類,435,0.1,360,0.1,665,0.2,612,0.2,412,0.1,492,0.1,663,0.2,359,0.1,336,0.1,223,0.1
2,5,1,2,0,魚介類,6637,2.1,3032,1.2,5437,1.5,5529,1.8,6517,1.8,5941,1.5,6105,1.7,7972,2.6,7508,2.7,7257,2.9
2,6,1,2,1,生鮮魚介,3953,1.3,1789,0.7,3808,1,3285,1.1,3764,1,3896,1,3638,1,4832,1.6,4324,1.6,4149,1.7
2,6,1,2,2,塩干魚介,1158,0.4,734,0.3,962,0.3,877,0.3,1176,0.3,951,0.2,1092,0.3,1273,0.4,1340,0.5,1348,0.5
2,6,1,2,3,魚肉練製品,552,0.2,121,0,232,0.1,411,0.1,469,0.1,320,0.1,466,0.1,758,0.2,725,0.3,775,0.3
2,6,1,2,4,他の魚介加工品,974,0.3,388,0.1,435,0.1,955,0.3,1107,0.3,773,0.2,909,0.2,1109,0.4,1119,0.4,986,0.4
2,5,1,3,0,肉類,9187,2.9,4672,1.8,10382,2.8,9359,3,12342,3.4,10904,2.8,9463,2.6,10361,3.3,8074,2.9,7129,2.9
2,6,1,3,1,生鮮肉,7526,2.4,3858,1.5,8453,2.3,7374,2.4,10633,3,9263,2.4,7825,2.1,8394,2.7,6503,2.4,5680,2.3
2,6,1,3,2,加工肉,1662,0.5,814,0.3,1929,0.5,1985,0.6,1709,0.5,1641,0.4,1638,0.4,1967,0.6,1571,0.6,1449,0.6
2,5,1,4,0,乳卵類,4882,1.6,3681,1.4,5608,1.5,5879,1.9,5082,1.4,4967,1.3,4101,1.1,5081,1.6,4705,1.7,4542,1.8
2,6,1,4,1,牛乳,1589,0.5,961,0.4,2066,0.6,1760,0.6,1573,0.4,1945,0.5,1195,0.3,1262,0.4,1637,0.6,1727,0.7
2,6,1,4,2,乳製品,2447,0.8,2292,0.9,2838,0.8,3173,1,2457,0.7,2147,0.6,2164,0.6,2855,0.9,2242,0.8,2013,0.8
2,6,1,4,3,卵,846,0.3,428,0.2,704,0.2,946,0.3,1051,0.3,875,0.2,742,0.2,965,0.3,826,0.3,802,0.3
2,5,1,5,0,野菜・海藻,12562,4,6079,2.3,10481,2.9,10162,3.3,12848,3.6,12092,3.1,12555,3.4,14605,4.7,13836,5,13285,5.4
2,6,1,5,1,生鮮野菜,9225,3,4510,1.7,7620,2.1,7513,2.4,9493,2.6,9141,2.4,9408,2.6,10835,3.5,10016,3.6,9698,3.9
2,6,1,5,2,乾物・海藻,833,0.3,499,0.2,923,0.3,733,0.2,810,0.2,718,0.2,671,0.2,917,0.3,932,0.3,952,0.4
2,6,1,5,3,大豆加工品,1233,0.4,495,0.2,1109,0.3,973,0.3,1390,0.4,1097,0.3,1159,0.3,1326,0.4,1398,0.5,1333,0.5
2,6,1,5,4,他の野菜・海藻加工品,1270,0.4,575,0.2,828,0.2,942,0.3,1155,0.3,1136,0.3,1317,0.4,1526,0.5,1490,0.5,1303,0.5
2,5,1,6,0,果物,4114,1.3,1359,0.5,2911,0.8,2770,0.9,3211,0.9,3323,0.9,3423,0.9,4215,1.4,5481,2,6145,2.5
2,6,1,6,1,生鮮果物,3705,1.2,1249,0.5,2613,0.7,2502,0.8,2960,0.8,2957,0.8,3021,0.8,3603,1.2,4983,1.8,5565,2.2
2,6,1,6,2,果物加工品,409,0.1,111,0,298,0.1,268,0.1,251,0.1,366,0.1,402,0.1,611,0.2,499,0.2,581,0.2
2,5,1,7,0,油脂・調味料,4184,1.3,2339,0.9,4060,1.1,4107,1.3,4641,1.3,4208,1.1,4170,1.1,4828,1.5,4185,1.5,3794,1.5
2,6,1,7,1,油脂,478,0.2,182,0.1,393,0.1,332,0.1,470,0.1,411,0.1,306,0.1,600,0.2,586,0.2,494,0.2
2,6,1,7,2,調味料,3705,1.2,2157,0.8,3667,1,3776,1.2,4171,1.2,3796,1,3864,1.1,4228,1.4,3598,1.3,3300,1.3
2,5,1,8,0,菓子類,6895,2.2,5938,2.3,8315,2.3,8497,2.7,8576,2.4,6367,1.7,6465,1.8,7540,2.4,6050,2.2,5758,2.3
2,5,1,9,0,調理食品,13361,4.3,10451,4,11584,3.2,11718,3.8,12497,3.5,15789,4.1,17174,4.7,14868,4.8,12956,4.7,12436,5
2,6,1,9,1,主食的調理食品,5868,1.9,4309,1.7,5434,1.5,5310,1.7,6170,1.7,7205,1.9,7433,2,6902,2.2,5343,1.9,4845,2
2,6,1,9,2,他の調理食品,7492,2.4,6142,2.4,6150,1.7,6408,2.1,6327,1.8,8584,2.2,9740,2.7,7966,2.6,7613,2.8,7590,3.1
2,5,1,10,0,飲料,6736,2.2,4731,1.8,7278,2,7537,2.4,7920,2.2,7251,1.9,7661,2.1,8054,2.6,5809,2.1,5257,2.1
2,6,1,10,1,茶類,1349,0.4,1157,0.4,1362,0.4,1388,0.4,1148,0.3,1752,0.5,1469,0.4,1328,0.4,1299,0.5,1107,0.4
2,6,1,10,2,コーヒー・ココア,1095,0.4,497,0.2,1195,0.3,1379,0.4,1312,0.4,1169,0.3,1361,0.4,1451,0.5,876,0.3,726,0.3
2,6,1,10,3,他の飲料,4292,1.4,3077,1.2,4722,1.3,4770,1.5,5460,1.5,4330,1.1,4832,1.3,5275,1.7,3633,1.3,3424,1.4
