項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3633,-,4898,-,549,-,68,-,920,-,3296,-
0,0,0,0,0,調査世帯数,686,-,254,-,339,-,37,-,4,-,56,-,223,-
0,0,0,0,0,世帯人員,2.95,-,2,-,3.64,-,2.34,-,3.28,-,3.44,-,3.32,-
0,0,0,0,0,有業人員,1.29,-,0.78,-,1.68,-,1.14,-,1,-,1.36,-,2.13,-
0,0,0,0,0,世帯主平均年齢,59.2,-,69.2,-,50.5,-,66.9,-,41.8,-,61.9,-,50.2,-
2,2,0,0,0,生計支出,307353,-,289179,-,340968,-,205988,-,245994,-,260669,-,321730,-
2,3,0,0,0,消費支出,307353,100,289179,100,340968,100,205988,100,245994,100,260669,100,321730,100
2,4,1,0,0,食料,87268,28.4,81578,28.2,93853,27.5,64593,31.4,58134,23.6,88219,33.8,89520,27.8
2,5,1,1,0,穀類,7174,2.3,5769,2,8216,2.4,5927,2.9,5744,2.3,7917,3,7486,2.3
2,6,1,1,1,米類,2021,0.7,1399,0.5,2358,0.7,2074,1,968,0.4,2656,1,2044,0.6
2,6,1,1,2,パン,2891,0.9,2475,0.9,3277,1,2203,1.1,2897,1.2,2893,1.1,3048,0.9
2,6,1,1,3,麺類,1810,0.6,1536,0.5,2014,0.6,1428,0.7,1552,0.6,2033,0.8,1838,0.6
2,6,1,1,4,他の穀類,452,0.1,359,0.1,568,0.2,223,0.1,327,0.1,334,0.1,555,0.2
2,5,1,2,0,魚介類,6635,2.2,7005,2.4,6344,1.9,4812,2.3,3339,1.4,7816,3,6037,1.9
2,6,1,2,1,生鮮魚介,3963,1.3,4332,1.5,3766,1.1,2433,1.2,2121,0.9,4471,1.7,3694,1.1
2,6,1,2,2,塩干魚介,1166,0.4,1128,0.4,1155,0.3,1129,0.5,764,0.3,1392,0.5,1035,0.3
2,6,1,2,3,魚肉練製品,584,0.2,572,0.2,557,0.2,564,0.3,125,0.1,788,0.3,476,0.1
2,6,1,2,4,他の魚介加工品,922,0.3,973,0.3,865,0.3,687,0.3,328,0.1,1166,0.4,832,0.3
