項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,513,570,913,1035,1150,1007,1026,3787,1769
0,0,0,0,0,0,0,調査世帯数,701,-,34,40,66,68,79,68,71,275,127
0,0,0,0,0,0,0,世帯人員,2.92,-,2.98,3.55,3.59,3.65,3.46,2.94,2.62,2.36,2.2
0,0,0,0,0,0,0,有業人員,1.33,-,1.65,1.72,1.5,1.64,1.73,1.96,1.56,0.75,0.48
0,0,0,0,0,0,0,世帯主平均年齢,59,-,30.8,36.9,42.6,46.8,52,56.6,62.1,75.4,81.9
2,2,0,0,0,0,0,生計支出,399089,24,306831,807253,321111,692749,404075,375368,357072,304860,297733
2,3,0,0,0,0,0,消費支出,336732,4.6,306831,277158,321111,382232,404075,375368,357072,304860,297733
2,4,1,0,0,0,0,食料,96464,2.9,76114,93816,92933,114092,105141,116565,95093,88046,80487
2,5,1,1,0,0,0,穀類,6493,-4.4,4915,6037,6493,7993,6836,6374,6053,6412,5882
2,6,1,1,1,0,0,米類,1671,-7.3,988,1018,1578,2061,1903,1475,1569,1788,1756
2,7,1,1,1,0,102,米,1671,-7.3,988,1018,1578,2061,1903,1475,1569,1788,1756
2,6,1,1,2,0,0,パン,2746,-13.3,2206,3066,2692,3329,2702,2962,2788,2569,2227
2,7,1,1,2,0,120,食パン,899,-4.5,710,801,893,1129,925,772,927,896,811
2,7,1,1,2,0,129,他のパン,1847,-17.1,1496,2265,1800,2201,1777,2191,1861,1673,1416
2,6,1,1,3,0,0,麺類,1534,9.8,1034,1461,1655,1966,1585,1482,1351,1513,1416
2,7,1,1,3,0,130,生うどん・そば,280,2.6,96,252,310,349,266,232,221,317,351
2,7,1,1,3,0,131,乾うどん・そば,142,-25.7,78,34,55,39,93,128,96,246,279
2,7,1,1,3,0,134,パスタ,124,18.1,119,116,132,202,141,195,74,92,75
2,7,1,1,3,0,133,中華麺,365,26.3,177,432,439,399,472,319,316,347,302
2,7,1,1,3,0,135,カップ麺,368,12.9,400,348,395,555,405,441,318,291,232
2,7,1,1,3,0,132,即席麺,151,15.3,117,128,225,245,106,91,219,127,95
2,7,1,1,3,0,139,他の麺類,104,26.8,47,151,98,177,102,77,106,93,82
