項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3530,-,4805,-,862,-,117,-,803,-,3410,-
0,0,0,0,0,調査世帯数,687,-,243,-,332,-,58,-,7,-,54,-,230,-
0,0,0,0,0,世帯人員,2.95,-,2,-,3.63,-,2.4,-,3.08,-,3.6,-,3.29,-
0,0,0,0,0,有業人員,1.35,-,0.83,-,1.72,-,1.24,-,0.75,-,1.49,-,2.21,-
0,0,0,0,0,世帯主平均年齢,59.5,-,68.9,-,50.8,-,67.3,-,44.4,-,61.5,-,52.5,-
2,2,0,0,0,生計支出,368393,-,284465,-,460800,-,184617,-,138791,-,381738,-,495396,-
2,3,0,0,0,消費支出,307747,100,284465,100,334574,100,184617,100,138791,100,381738,100,317557,100
2,4,1,0,0,食料,86602,28.1,81385,28.6,94002,28.1,64598,35,56072,40.4,88885,23.3,90841,28.6
2,5,1,1,0,穀類,6906,2.2,5717,2,7930,2.4,5945,3.2,6387,4.6,7043,1.8,7464,2.4
2,6,1,1,1,米類,1987,0.6,1769,0.6,2124,0.6,1665,0.9,1426,1,2471,0.6,2170,0.7
2,6,1,1,2,パン,3065,1,2564,0.9,3526,1.1,2953,1.6,3857,2.8,2628,0.7,3416,1.1
2,6,1,1,3,麺類,1390,0.5,1015,0.4,1695,0.5,1008,0.5,894,0.6,1624,0.4,1490,0.5
2,6,1,1,4,他の穀類,464,0.2,368,0.1,586,0.2,319,0.2,211,0.2,320,0.1,389,0.1
2,5,1,2,0,魚介類,5852,1.9,6429,2.3,5440,1.6,4647,2.5,1903,1.4,7075,1.9,5316,1.7
2,6,1,2,1,生鮮魚介,3481,1.1,3882,1.4,3262,1,2539,1.4,1370,1,4038,1.1,3303,1
2,6,1,2,2,塩干魚介,983,0.3,987,0.3,932,0.3,950,0.5,141,0.1,1308,0.3,806,0.3
2,6,1,2,3,魚肉練製品,527,0.2,577,0.2,467,0.1,517,0.3,126,0.1,671,0.2,439,0.1
2,6,1,2,4,他の魚介加工品,861,0.3,984,0.3,778,0.2,641,0.3,266,0.2,1058,0.3,769,0.2
2,5,1,3,0,肉類,8000,2.6,6102,2.1,9657,2.9,5477,3,6402,4.6,9140,2.4,8782,2.8
2,6,1,3,1,生鮮肉,6574,2.1,4979,1.8,7964,2.4,4519,2.4,4910,3.5,7484,2,7217,2.3
2,6,1,3,2,加工肉,1426,0.5,1124,0.4,1693,0.5,958,0.5,1491,1.1,1656,0.4,1565,0.5
2,5,1,4,0,乳卵類,4576,1.5,4349,1.5,4927,1.5,3517,1.9,2123,1.5,4613,1.2,4317,1.4
2,6,1,4,1,牛乳,1339,0.4,1273,0.4,1453,0.4,1130,0.6,661,0.5,1172,0.3,1300,0.4
2,6,1,4,2,乳製品,2416,0.8,2323,0.8,2588,0.8,1729,0.9,924,0.7,2535,0.7,2261,0.7
2,6,1,4,3,卵,821,0.3,753,0.3,886,0.3,657,0.4,538,0.4,906,0.2,756,0.2
2,5,1,5,0,野菜・海藻,9655,3.1,9911,3.5,9713,2.9,7405,4,4552,3.3,10599,2.8,8917,2.8
2,6,1,5,1,生鮮野菜,6558,2.1,6567,2.3,6749,2,4946,2.7,3624,2.6,7102,1.9,6093,1.9
2,6,1,5,2,乾物・海藻,781,0.3,864,0.3,767,0.2,571,0.3,172,0.1,731,0.2,720,0.2
2,6,1,5,3,大豆加工品,1187,0.4,1205,0.4,1179,0.4,961,0.5,402,0.3,1397,0.4,1084,0.3
2,6,1,5,4,他の野菜・海藻加工品,1129,0.4,1275,0.4,1018,0.3,927,0.5,354,0.3,1369,0.4,1021,0.3
2,5,1,6,0,果物,3772,1.2,4563,1.6,3270,1,3013,1.6,1614,1.2,4117,1.1,3062,1
2,6,1,6,1,生鮮果物,3346,1.1,4023,1.4,2892,0.9,2858,1.5,1437,1,3612,0.9,2661,0.8
2,6,1,6,2,果物加工品,426,0.1,540,0.2,378,0.1,156,0.1,177,0.1,505,0.1,401,0.1
2,5,1,7,0,油脂・調味料,3964,1.3,3737,1.3,4335,1.3,2473,1.3,2610,1.9,4346,1.1,3967,1.2
2,6,1,7,1,油脂,422,0.1,474,0.2,425,0.1,247,0.1,132,0.1,362,0.1,372,0.1
2,6,1,7,2,調味料,3542,1.2,3262,1.1,3910,1.2,2225,1.2,2478,1.8,3984,1,3595,1.1
2,5,1,8,0,菓子類,7196,2.3,6110,2.1,8202,2.5,5791,3.1,5431,3.9,7462,2,8191,2.6
2,5,1,9,0,調理食品,12021,3.9,11021,3.9,12447,3.7,11537,6.2,8313,6,14387,3.8,11604,3.7
2,6,1,9,1,主食的調理食品,5499,1.8,5127,1.8,5494,1.6,5247,2.8,3369,2.4,7428,1.9,5436,1.7
2,6,1,9,2,他の調理食品,6523,2.1,5895,2.1,6953,2.1,6290,3.4,4944,3.6,6960,1.8,6168,1.9
2,5,1,10,0,飲料,4692,1.5,4173,1.5,5191,1.6,3601,2,2816,2,5163,1.4,4547,1.4
2,6,1,10,1,茶類,1182,0.4,1060,0.4,1231,0.4,1168,0.6,724,0.5,1444,0.4,1046,0.3
2,6,1,10,2,コーヒー・ココア,1011,0.3,936,0.3,1083,0.3,679,0.4,852,0.6,1272,0.3,1128,0.4
2,6,1,10,3,他の飲料,2499,0.8,2177,0.8,2877,0.9,1754,1,1239,0.9,2447,0.6,2372,0.7
2,5,1,11,0,酒類,3080,1,3476,1.2,3160,0.9,1231,0.7,209,0.2,2842,0.7,3740,1.2
2,5,1,12,0,外食,16885,5.5,15796,5.6,19729,5.9,9961,5.4,13713,9.9,12098,3.2,20933,6.6
2,6,1,12,1,一般外食,15908,5.2,15796,5.6,17837,5.3,9440,5.1,9885,7.1,11806,3.1,19415,6.1
2,6,1,12,2,学校給食,977,0.3,-,-,1892,0.6,521,0.3,3828,2.8,292,0.1,1518,0.5
2,4,2,0,0,住居,29284,9.5,25865,9.1,23806,7.1,12481,6.8,5166,3.7,95094,24.9,25392,8
