項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年増加率（％）,第1階層／実数（円）,第2階層／実数（円）,第3階層／実数（円）,第4階層／実数（円）,第5階層／実数（円）,第6階層／実数（円）,第7階層／実数（円）
2,7,2,2,1,0,410,設備器具,2270,5.8,6298,981,848,2503,2280,783,2407
2,7,2,2,1,0,419,修繕材料,443,130.7,368,193,161,692,487,668,527
2,6,2,2,2,0,0,工事その他のサービス,4478,-22.2,3291,6463,1041,4097,3233,6203,7234
2,7,2,2,2,0,420,畳替え,14,0,-,-,-,-,102,-,-
2,7,2,2,2,0,424,給排水関係工事費,479,-21.6,58,1419,59,313,793,392,350
2,7,2,2,2,0,425,外壁・塀等工事費,1850,-19.2,1087,3640,-,2241,439,2359,3344
2,7,2,2,2,0,426,植木・庭手入れ代,144,-7.1,227,-,39,2,49,124,570
2,7,2,2,2,0,427,他の工事費,972,-49.9,1012,582,549,806,790,1777,1313
2,7,2,2,2,0,429,火災・地震保険料,1019,36.4,908,822,394,735,1061,1551,1656
2,4,3,0,0,0,0,光熱・水道,20717,-2.1,18140,19557,19973,21667,21036,22150,22425
2,5,3,1,0,0,430,電気代,9458,-3,7777,8695,9498,9900,9878,10379,9998
2,5,3,2,0,0,0,ガス代,5687,-6.4,4969,5669,5448,6220,5432,5826,6199
2,7,3,2,0,0,431,都市ガス,5292,-7.4,4622,5008,4838,5781,5141,5648,5957
2,7,3,2,0,0,432,プロパンガス,395,10,347,661,610,439,291,178,242
2,5,3,3,0,0,0,他の光熱,177,-25.3,322,236,82,176,161,177,94
2,7,3,3,0,0,433,灯油,151,-14.2,306,209,65,137,132,150,65
2,7,3,3,0,0,439,他の光熱のその他,26,-58.1,17,28,17,39,29,26,29
2,5,3,4,0,0,440,上下水道料,5394,5.5,5072,4956,4945,5372,5564,5769,6135
2,4,4,0,0,0,0,家具・家事用品,14751,15.2,12194,11525,12317,11646,16480,19129,20122
2,5,4,1,0,0,0,家庭用耐久財,5010,36.7,4025,4399,3619,2729,5744,7982,6636
2,6,4,1,1,0,0,家事用耐久財,2751,59.6,2945,2408,2079,1273,2142,4587,3877
2,7,4,1,1,0,45X,電子レンジ,191,17.2,89,123,347,116,149,321,183
2,7,4,1,1,0,451,炊事用電気器具,529,134.1,208,190,488,312,744,680,1117
2,7,4,1,1,0,452,炊事用ガス器具,56,250,271,37,25,26,13,16,-
2,7,4,1,1,0,453,電気冷蔵庫,689,63.3,1195,868,228,-,218,1137,1195
2,7,4,1,1,0,455,電気掃除機,314,28.2,182,174,419,172,351,599,323
2,7,4,1,1,0,456,電気洗濯機,751,88.2,876,781,425,433,503,1478,743
2,7,4,1,1,0,459,他の家事用耐久財,222,-12.3,124,235,147,215,165,356,316
2,6,4,1,2,0,0,冷暖房用器具,1360,29.3,585,1428,1366,1240,2194,1639,1005
2,7,4,1,2,0,470,エアコン,991,48.6,293,1205,1114,1099,1485,1137,506
2,7,4,1,2,0,472,ストーブ・温風ヒーター,84,-30,84,41,16,15,172,88,189
2,7,4,1,2,0,479,他の冷暖房用器具,285,7.5,208,183,236,126,537,413,310
2,6,4,1,3,0,0,一般家具,899,1,495,563,174,216,1408,1756,1754
2,7,4,1,3,0,480,たんす,30,-60,-,17,22,34,103,37,-
2,7,4,1,3,0,482,テーブル・ソファー,609,17.1,372,157,4,50,994,1401,1336
2,7,4,1,3,0,483,食器戸棚,11,-82.5,-,-,-,-,82,-,-
2,7,4,1,3,0,489,他の家具,249,7.3,123,389,148,131,229,319,418
2,5,4,2,0,0,0,室内装備・装飾品,844,-13.3,967,396,674,815,1322,878,863
2,7,4,2,0,0,491,照明器具,112,49.3,93,21,144,68,163,214,77
2,7,4,2,0,0,492,室内装飾品,140,-60.6,280,40,53,356,85,42,115
2,7,4,2,0,0,493,敷物,214,-31.8,137,135,212,70,548,219,185
2,7,4,2,0,0,496,カーテン,196,206.3,260,31,114,192,331,231,228
2,7,4,2,0,0,499,他の室内装備品,181,9.7,197,169,152,128,195,172,259
2,5,4,3,0,0,0,寝具類,1047,-13.3,384,535,866,1036,937,1681,1948
2,7,4,3,0,0,500,ベッド,201,-49.6,32,-,267,72,185,783,73
2,7,4,3,0,0,501,布団,325,65,125,142,192,458,229,230,926
2,7,4,3,0,0,503,毛布,48,37.1,26,29,73,7,70,78,59
2,7,4,3,0,0,505,敷布,61,-60.9,33,46,43,80,70,56,98
2,7,4,3,0,0,509,他の寝具類,412,-1.9,168,319,292,419,383,533,791
2,5,4,4,0,0,0,家事雑貨,3224,8.8,2610,2269,2880,2671,3412,3834,4912
2,7,4,4,0,0,510,茶わん・皿・鉢,165,15.4,192,93,184,109,182,164,233
2,7,4,4,0,0,514,他の食卓用品,373,1.4,220,188,352,326,326,371,830
2,7,4,4,0,0,515,鍋・やかん,189,-22.2,196,84,126,200,155,296,273
2,7,4,4,0,0,517,他の台所用品,347,16.4,377,257,354,252,379,424,388
2,7,4,4,0,0,518,電球・ランプ,83,-4.6,53,54,76,105,81,78,135
2,7,4,4,0,0,519,タオル,196,-19,109,179,142,150,256,244,294
2,7,4,4,0,0,529,他の家事雑貨,1871,18.3,1464,1413,1647,1530,2032,2257,2760
2,5,4,5,0,0,0,家事用消耗品,3928,23.4,3583,3559,3639,3862,4226,4261,4357
2,7,4,5,0,531-532,0,ティッシュペーパー・トイレットペーパー,632,12.1,688,593,561,668,683,644,584
2,7,4,5,0,531-532,531,ティッシュペーパー,244,6.1,254,219,218,258,298,247,216
2,7,4,5,0,531-532,532,トイレットペーパー,387,15.5,434,374,344,410,386,398,368
2,7,4,5,0,533-534,0,洗剤,832,12.7,769,751,805,848,818,921,914
2,7,4,5,0,533-534,533,台所・住居用洗剤,386,24.9,363,347,365,421,381,387,440
2,7,4,5,0,533-534,534,洗濯用洗剤,446,3.7,406,404,440,427,437,535,474
2,7,4,5,0,530 535-539,0,他の家事用消耗品,2464,31,2126,2216,2272,2346,2724,2696,2858
2,7,4,5,0,530 535-539,530,ポリ袋・ラップ,421,18.9,366,373,405,459,447,431,465
2,7,4,5,0,530 535-539,535,殺虫・防虫剤,215,38.7,215,224,205,184,240,205,218
2,7,4,5,0,530 535-539,536,柔軟仕上剤,233,6.9,220,231,252,204,229,262,233
2,7,4,5,0,530 535-539,537,芳香・消臭剤,211,21.3,192,200,190,203,202,247,245
2,7,4,5,0,530 535-539,539,他の家事用消耗品のその他,1384,41.4,1133,1188,1220,1296,1607,1551,1697
2,5,4,6,0,0,0,家事サービス,698,-14.1,624,367,639,534,840,493,1407
2,7,4,6,0,0,540,家事代行料,179,-38.7,82,-,56,215,113,164,641
2,7,4,6,0,0,541,清掃代,192,1.1,200,189,218,165,191,172,204
2,7,4,6,0,0,542,家具・家事用品関連サービス,328,-0.9,343,178,365,153,536,156,562
2,4,5,0,0,0,0,被服及び履物,13589,-21.9,8531,9969,10438,13153,14432,16795,22066
2,5,5,1,0,0,558,和服,176,6.7,100,22,29,622,145,229,114
2,5,5,2,0,0,0,洋服,5686,-29.9,3556,4166,4427,5454,5816,6729,9786
2,6,5,2,1,0,0,男子用洋服,1487,-42.1,1076,910,1196,1576,1535,1669,2484
2,7,5,2,1,0,560,背広服,318,-60.9,269,91,198,527,168,339,644
2,7,5,2,1,0,561,男子用上着,96,-48.7,16,79,103,95,168,137,77
2,7,5,2,1,0,562,男子用ズボン,288,-31.3,247,159,298,206,379,222,510
2,7,5,2,1,0,563,男子用コート,159,-50.2,174,37,52,213,106,251,283
2,7,5,2,1,0,565,男子用学校制服,60,-45.5,90,50,27,94,104,39,7
2,7,5,2,1,0,569,他の男子用洋服,566,-21.4,279,493,519,441,608,680,962
2,6,5,2,2,0,0,婦人用洋服,3270,-26,1916,2525,2153,2939,3230,4246,5962
2,7,5,2,2,0,570,婦人服,507,-40.6,426,357,462,401,571,687,625
2,7,5,2,2,0,574,婦人用上着,119,-57.2,80,110,34,150,180,130,142
2,7,5,2,2,0,571,スカート,268,-25.6,120,165,136,290,327,247,592
2,7,5,2,2,0,572,婦人用スラックス,574,-22.6,342,430,312,499,622,846,981
2,7,5,2,2,0,573,婦人用コート,520,0.8,254,196,193,191,190,719,1960
2,7,5,2,2,0,575,女子用学校制服,192,140,130,38,11,229,337,444,156
2,7,5,2,2,0,576,他の婦人用洋服,1091,-31.4,563,1229,1005,1178,1004,1171,1505
2,6,5,2,3,0,0,子供用洋服,929,-17.7,563,731,1078,939,1051,814,1341
2,7,5,2,3,0,580,子供服,831,-13.4,523,667,941,825,833,749,1290
2,7,5,2,3,0,582,乳児服,99,-41.4,40,64,137,115,218,65,51
2,5,5,3,0,0,0,シャツ・セーター類,2409,-21.6,1444,1720,1613,2620,2762,2670,4059
2,6,5,3,1,0,0,男子用シャツ・セーター類,731,-30.7,377,446,515,815,974,876,1105
2,7,5,3,1,0,590,ワイシャツ,164,-34.7,75,142,98,240,178,230,173
2,7,5,3,1,0,591,他の男子用シャツ,482,-27.5,216,268,359,539,698,522,765
2,7,5,3,1,0,592,男子用セーター,86,-38.1,86,36,57,36,98,124,167
2,6,5,3,2,0,0,婦人用シャツ・セーター類,1396,-18.5,897,1068,897,1396,1480,1590,2481
2,7,5,3,2,0,593,ブラウス,283,-11.6,249,220,254,290,288,207,469
2,7,5,3,2,0,594,他の婦人用シャツ,640,-21.8,363,591,422,713,649,718,1021
2,7,5,3,2,0,595,婦人用セーター,474,-17.4,285,257,221,393,543,665,991
2,6,5,3,3,0,596,子供用シャツ・セーター類,282,-7.5,170,206,202,409,308,204,472
2,5,5,4,0,0,0,下着類,1092,-11.2,768,768,898,911,1254,1418,1651
2,6,5,4,1,0,0,男子用下着類,284,-12.1,250,203,162,252,302,329,501
2,7,5,4,1,0,600,男子用下着,221,-13,195,172,116,217,268,230,360
2,7,5,4,1,0,602,男子用寝巻き,63,-8.7,55,30,46,36,34,99,141
2,6,5,4,2,0,0,婦人用下着類,608,-11.4,426,432,540,345,737,946,844
2,7,5,4,2,0,610,婦人用ファンデーション,96,-1,38,61,99,44,183,117,136
2,7,5,4,2,0,612,他の婦人用下着,434,-14.2,337,317,365,260,461,735,567
2,7,5,4,2,0,614,婦人用寝巻き,78,-6,50,54,76,41,92,94,142
2,6,5,4,3,0,0,子供用下着類,200,-9.5,93,133,196,315,215,144,306
2,7,5,4,3,0,620,子供用下着,130,-7.1,63,67,117,203,148,104,210
2,7,5,4,3,0,621,子供用寝巻き,70,-13.6,30,65,79,112,67,40,96
2,5,5,5,0,0,0,生地・糸類,164,-2.4,117,251,135,139,145,246,112
2,7,5,5,0,0,631,着尺地・生地,100,-2,66,167,90,85,83,155,49
2,7,5,5,0,0,640,他の生地・糸類,64,-1.5,51,84,44,54,62,91,63
2,5,5,6,0,0,0,他の被服,981,-20.1,686,688,945,952,1002,1078,1550
2,7,5,6,0,0,650,帽子,110,-29,72,74,137,101,120,134,130
2,7,5,6,0,0,651,ネクタイ,34,-42.4,23,23,10,40,22,32,90
2,7,5,6,0,0,652,マフラー・スカーフ,83,-42,13,56,99,93,98,101,128
2,7,5,6,0,0,653,手袋,80,11.1,87,37,45,33,50,99,220
2,7,5,6,0,0,654,男子用靴下,145,-6.5,75,100,147,142,163,162,226
2,7,5,6,0,0,655,婦人用ストッキング,39,-25,28,31,31,28,52,37,67
2,7,5,6,0,0,656,婦人用ソックス,151,-16.6,118,117,147,134,144,179,228
2,7,5,6,0,0,657,子供用靴下,65,-7.1,35,35,63,81,67,72,103
2,7,5,6,0,0,659,他の被服のその他,273,-20.4,235,215,267,299,285,262,359
2,5,5,7,0,0,0,履物類,1861,-18.3,1184,1520,1530,1718,1923,2076,3076
2,7,5,7,0,0,675,大人用運動靴,330,-49.8,225,200,203,294,539,362,480
2,7,5,7,0,0,679,大人用サンダル,22,-37.1,19,15,35,27,20,25,9
2,7,5,7,0,0,670,男子靴,452,-13.6,238,330,423,401,412,599,768
2,7,5,7,0,0,672,婦人靴,533,-30.6,381,629,401,450,431,561,875
2,7,5,7,0,0,676,子供用靴・サンダル,354,160.3,202,210,352,431,358,306,616
2,7,5,7,0,0,680,他の履物,171,9.6,119,137,116,117,164,222,329
2,5,5,8,0,0,0,被服関連サービス,1220,7.3,678,833,860,735,1386,2349,1718
2,7,5,8,0,0,691,洗濯代,791,-7.3,576,492,529,572,881,949,1532
2,7,5,8,0,0,694,被服賃借料,321,119.9,-,333,183,58,354,1263,77
2,7,5,8,0,0,692,他の被服関連サービス,109,-20.4,101,9,148,105,151,137,110
2,4,6,0,0,0,0,保健医療,16488,6.6,12957,14464,16514,14418,17034,20246,19901
2,5,6,1,0,0,0,医薬品,2537,8.5,2542,2354,2510,1981,3096,2697,2591
2,7,6,1,0,0,700,感冒薬,154,-21,161,125,159,110,192,149,185
2,7,6,1,0,0,701,胃腸薬,108,21.3,127,105,105,71,127,110,111
2,7,6,1,0,0,702,栄養剤,225,-4.3,222,210,207,197,244,263,235
2,7,6,1,0,0,704,外傷・皮膚病薬,79,49.1,80,62,72,52,94,97,93
2,7,6,1,0,0,706,他の外用薬,340,37.7,325,330,328,277,374,398,345
2,7,6,1,0,0,709,他の医薬品,1632,7.4,1627,1522,1640,1273,2065,1681,1622
2,5,6,2,0,0,710,健康保持用摂取品,1183,25.7,1513,2051,818,688,1499,864,823
2,5,6,3,0,0,0,保健医療用品・器具,3947,40,2469,3511,3447,3518,4938,4498,5272
2,7,6,3,0,0,713,紙おむつ,380,-8.2,191,352,528,546,365,252,428
2,7,6,3,0,0,711,保健用消耗品,1796,96.7,1462,1590,1622,1698,1936,2039,2239
2,7,6,3,0,0,712,眼鏡,644,23.1,256,908,241,434,402,1090,1174
2,7,6,3,0,0,714,コンタクトレンズ,693,-1.6,313,470,566,473,1090,825,1134
2,7,6,3,0,0,719,他の保健医療用品・器具,433,62.2,247,191,489,368,1144,293,297
2,5,6,4,0,0,0,保健医療サービス,8821,-5.9,6433,6548,9739,8230,7502,12187,11214
2,7,6,4,0,0,720,医科診療代,3219,-8.2,2661,3029,2569,2702,2945,4647,4064
2,7,6,4,0,0,722,歯科診療代,2980,11.4,2188,1023,4438,2546,1507,5385,3769
2,7,6,4,0,0,723,出産入院料,199,-40.8,-,-,766,196,416,-,-
2,7,6,4,0,0,721,他の入院料,874,-16.8,761,1533,216,1425,1120,369,667
2,7,6,4,0,0,724,整骨(接骨)・鍼灸院治療代,254,-24,172,374,216,338,181,285,203
2,7,6,4,0,0,728,マッサージ料金等(診療外),470,-13.1,229,167,629,400,566,313,995
2,7,6,4,0,0,727,人間ドック等受診料,321,-17.3,225,149,305,153,268,525,638
2,7,6,4,0,0,729,他の保健医療サービス,504,-7.2,198,275,600,472,499,662,878
2,4,7,0,0,0,0,交通・通信,39313,-15.5,22313,25700,38251,43173,45350,46928,53298
2,5,7,1,0,0,0,交通,8293,-38.3,3640,4470,5949,8052,9898,11722,14249
2,7,7,1,0,0,730,鉄道運賃,2241,-49.2,1593,1026,1182,2027,2438,3752,3690
2,7,7,1,0,0,731,鉄道通学定期代,387,-56.4,230,97,325,310,541,452,746
2,7,7,1,0,0,732,鉄道通勤定期代,3651,-13.2,547,2478,2801,4060,4812,4824,5926
2,7,7,1,0,0,733,バス代,298,-35.2,120,162,280,332,379,339,478
2,7,7,1,0,0,734,バス通学定期代,88,-45,-,19,12,64,229,49,248
2,7,7,1,0,0,735,バス通勤定期代,111,98.2,7,2,134,67,125,136,315
2,7,7,1,0,0,736,タクシー代,532,-16.5,288,350,462,452,586,522,1061
2,7,7,1,0,0,737,航空運賃,399,-71.8,466,87,296,196,208,738,807
2,7,7,1,0,0,738,有料道路料,540,-49.1,364,229,437,511,500,813,927
2,7,7,1,0,0,739,他の交通,46,-71.6,25,20,20,33,79,98,51
2,5,7,2,0,0,0,自動車等関係費,16220,-11.7,7918,8556,18273,19654,20102,17990,20890
2,6,7,2,1,0,0,自動車等購入,4267,-23.5,294,-,5842,6185,7801,4693,4742
2,7,7,2,1,0,740,自動車購入,4195,-11.8,294,-,5842,5690,7801,4693,4742
2,7,7,2,1,0,742,自動車以外の輸送機器購入,71,-91.4,-,-,-,494,-,-,-
2,6,7,2,2,0,745,自転車購入,726,38.5,511,606,373,594,1096,1238,640
2,6,7,2,3,0,0,自動車等維持,11229,-8.4,7114,7949,12058,12876,11206,12059,15508
2,7,7,2,3,0,750,ガソリン,1967,-27,1416,1249,1904,2302,2158,2190,2560
2,7,7,2,3,0,751,自動車等部品,894,-27.4,489,622,555,968,931,867,1886
2,7,7,2,3,0,752,自動車等関連用品,592,5.2,146,298,697,536,862,695,904
2,7,7,2,3,0,753,自動車整備費,1911,24.7,1374,1805,1542,2631,1930,1771,2350
2,7,7,2,3,0,755,自動車以外の輸送機器整備費,123,-17.4,70,49,54,243,64,336,40
2,7,7,2,3,0,75X,年極・月極駐車場借料,1902,-10.2,1194,2206,1805,2249,1623,2400,1860
2,7,7,2,3,0,756,他の駐車場借料,358,-32.7,162,224,305,403,371,438,608
2,7,7,2,3,0,75B,レンタカー・カーシェアリング料金,669,14.4,60,172,2385,246,203,648,1000
2,7,7,2,3,0,754,他の自動車等関連サービス,726,3.6,263,249,1006,783,1024,806,941
2,7,7,2,3,0,757,自動車保険料（自賠責）,387,-5.8,354,332,468,583,265,434,273
2,7,7,2,3,0,758,自動車保険料（任   意）,1664,-3.8,1539,744,1338,1777,1760,1432,3086
2,7,7,2,3,0,759,自動車保険料以外の輸送機器保険料,37,105.6,48,-,-,154,14,43,-
2,5,7,3,0,0,0,通信,14799,0.7,10755,12675,14030,15467,15350,17215,18159
2,7,7,3,0,0,760,郵便料,436,2.1,551,274,336,241,317,429,970
2,7,7,3,0,0,762,固定電話通信料,1177,-10.3,1251,1123,1176,1064,1079,1435,1102
2,7,7,3,0,0,763,携帯電話通信料,11770,0.5,7847,10651,11806,12466,11821,13568,14195
2,7,7,3,0,0,769,運送料,395,-17.5,348,369,288,397,441,416,512
2,7,7,3,0,0,766,携帯電話機,795,27.4,640,162,302,1090,1558,959,878
2,7,7,3,0,0,764,他の通信機器,226,55.9,118,96,121,209,133,408,502
2,4,8,0,0,0,0,教育,28602,-12,20731,15449,20860,22415,36787,46547,37646
2,5,8,1,0,0,0,授業料等,21277,-12.1,16447,11751,16887,18002,25815,35376,24677
2,7,8,1,0,0,770,国公立小学校,413,-12.1,231,417,374,394,478,446,542
2,7,8,1,0,0,771,私立小学校,278,-38.5,-,-,-,499,-,154,1302
2,7,8,1,0,0,772,国公立中学校,386,-22.3,200,527,169,271,479,354,696
2,7,8,1,0,0,773,私立中学校,1947,-1,2700,1699,459,1601,844,4400,1907
2,7,8,1,0,0,774,国公立高校,658,3.8,318,138,76,357,343,1668,1693
2,7,8,1,0,0,775,私立高校,3617,-24.4,2155,470,2010,1373,5269,8683,5327
2,7,8,1,0,0,776,国公立大学,666,-1.5,741,-,1533,40,1257,849,332
2,7,8,1,0,0,777,私立大学,9786,-7.6,9151,5260,7776,9516,14082,12129,10767
2,7,8,1,0,0,778,幼児教育費用,1841,-50.7,222,995,2937,2710,2276,1636,2112
2,7,8,1,0,0,779,専修学校,1685,317.1,729,2245,1554,1242,788,5056,-
2,5,8,2,0,0,0,教科書・学習参考教材,411,6.5,245,188,275,486,683,596,381
2,7,8,2,0,0,780,教科書,161,11.8,133,32,66,213,280,326,61
2,7,8,2,0,0,781,学習参考教材,250,3.3,112,157,210,273,403,270,320
2,5,8,3,0,0,0,補習教育,6915,-12.5,4040,3510,3698,3927,10289,10575,12588
2,7,8,3,0,0,790,幼児・小学校補習教育,2314,-24.6,1916,739,1607,2246,3623,2906,3163
2,7,8,3,0,0,791,中学校補習教育,2386,-0.8,1009,2519,1207,664,3510,2575,5232
2,7,8,3,0,0,792,高校補習教育・予備校,2215,-8.8,1115,252,884,1018,3156,5094,4193
2,4,9,0,0,0,0,教養娯楽,35103,-16.3,22294,23296,29065,32313,36830,42370,60027
2,5,9,1,0,0,0,教養娯楽用耐久財,4056,20.4,1924,2176,2826,4050,5766,4457,7182
2,7,9,1,0,0,801,テレビ,900,67,-,402,997,359,2264,1413,864
2,7,9,1,0,0,813,ビデオレコーダー・プレイヤー,149,21.1,-,282,39,91,248,66,324
2,7,9,1,0,0,810,パソコン,1892,6.8,1134,1213,1176,2542,1790,1940,3416
2,7,9,1,0,0,804,カメラ・ビデオカメラ,162,-22.9,28,18,76,373,359,164,115
2,7,9,1,0,0,806,楽器,225,0.9,135,78,12,142,39,167,1018
2,7,9,1,0,0,807,書斎・学習用机・椅子,226,...,340,16,141,155,434,248,238
2,7,9,1,0,0,809,他の教養娯楽用耐久財,458,19,248,159,380,323,611,429,1080
2,7,9,1,0,0,812,教養娯楽用耐久財修理代,43,-56.1,40,10,5,65,22,31,127
2,5,9,2,0,0,0,教養娯楽用品,8631,-1.2,6627,6862,7537,8753,8330,9382,13052
2,7,9,2,0,821-829,0,文房具,797,-5.9,625,576,570,815,894,955,1152
2,7,9,2,0,821-829,821,筆記・絵画用具,139,-7.3,107,92,78,110,207,156,223
2,7,9,2,0,821-829,826,ノート・紙製品,330,-4.9,264,241,269,373,319,369,482
2,7,9,2,0,821-829,827,他の学習用消耗品,72,-5.3,54,48,49,78,97,75,104
2,7,9,2,0,821-829,828,他の学習用文房具,158,-4.2,113,101,116,166,162,256,189
2,7,9,2,0,821-829,829,他の文房具,99,-8.3,87,95,57,88,109,99,155
2,7,9,2,0,832-834,0,運動用具類,1667,-10.8,1000,1483,1158,1974,1596,1528,2989
2,7,9,2,0,832-834,832,ゴルフ用具,80,-36,3,45,20,5,134,135,220
2,7,9,2,0,832-834,833,他の運動用具,539,25.9,335,678,357,776,524,336,759
2,7,9,2,0,832-834,834,スポーツウェア,1048,-20.4,662,760,781,1193,938,1058,2009
2,7,9,2,0,835-837,0,玩具,1216,13.4,581,1015,1261,1385,958,1392,1936
2,7,9,2,0,835-837,836,ゲーム機,214,47.6,117,217,309,120,124,344,287
2,7,9,2,0,835-837,835,ゲームソフト等,288,10.3,159,177,311,325,196,363,485
2,7,9,2,0,835-837,837,他の玩具,713,6.9,305,621,642,941,639,685,1164
2,7,9,2,0,0,840,切り花,539,8.2,436,701,506,618,295,571,636
2,7,9,2,0,842 843 845-849 84A 84Y,0,他の教養娯楽用品,3066,0.7,3323,2236,2402,2747,2922,3678,4203
2,7,9,2,0,842 843 845-849 84A 84Y,846,音楽・映像用未使用メディア,98,-2,32,68,67,125,104,161,127
2,7,9,2,0,842 843 845-849 84A 84Y,845,音楽・映像収録済メディア,349,-14,231,159,318,240,507,457,538
2,7,9,2,0,842 843 845-849 84A 84Y,848,ペットフード,665,-8.9,505,554,740,622,670,717,851
2,7,9,2,0,842 843 845-849 84A 84Y,84Y,ペット・他のペット用品,689,0,1596,451,495,388,479,797,643
2,7,9,2,0,842 843 845-849 84A 84Y,84A,園芸用植物,159,39.5,133,195,105,142,183,206,139
2,7,9,2,0,842 843 845-849 84A 84Y,847,園芸用品,175,43.4,168,155,145,215,146,226,155
2,7,9,2,0,842 843 845-849 84A 84Y,843,手芸・工芸材料,91,7.1,107,75,56,112,62,134,82
2,7,9,2,0,842 843 845-849 84A 84Y,849,電池,176,-11.1,104,250,180,192,137,146,219
2,7,9,2,0,842 843 845-849 84A 84Y,842,他の教養娯楽用品のその他,666,10.3,447,329,297,711,633,833,1450
2,7,9,2,0,0,84X,動物病院代,992,2.7,395,588,1398,994,1074,884,1616
2,7,9,2,0,0,841,他のペット関連サービス,336,-19.6,259,264,241,219,562,349,447
2,7,9,2,0,0,844,教養娯楽用品修理代,19,11.8,8,-,0,1,28,25,72
2,5,9,3,0,0,0,書籍・他の印刷物,3651,-1.2,3009,2801,2878,3087,3856,4534,5373
2,7,9,3,0,0,850,新聞,1849,-9.8,1644,1661,1661,1460,1889,2131,2475
2,7,9,3,0,0,851,雑誌,251,-12.2,221,166,241,220,218,312,384
2,7,9,3,0,0,854,書籍,1410,21.6,1055,826,864,1283,1635,1942,2248
2,7,9,3,0,0,859,他の印刷物,141,-29.9,89,148,112,123,114,149,266
2,5,9,4,0,0,0,教養娯楽サービス,18765,-28.2,10735,11457,15823,16423,18877,23996,34419
2,6,9,4,1,0,860,宿泊料,1981,-51.2,1034,445,1137,1977,2109,2576,4618
2,6,9,4,2,0,0,パック旅行費,1655,-63.2,924,700,1386,663,2096,2485,3366
2,7,9,4,2,0,861,国内パック旅行費,1564,-38.9,924,700,1323,663,2096,2485,2791
2,7,9,4,2,0,862,外国パック旅行費,91,-95.3,-,-,63,-,-,-,575
2,6,9,4,3,0,0,月謝類,4968,-11.6,2804,2759,4129,4669,4333,6468,9756
2,7,9,4,3,0,875,語学月謝,467,-39.5,152,319,245,599,236,720,1006
2,7,9,4,3,0,870,他の教育的月謝,272,-17.8,53,108,236,203,363,542,415
2,7,9,4,3,0,876,音楽月謝,698,10.8,448,475,477,666,637,788,1411
2,7,9,4,3,0,871,他の教養的月謝,310,18.3,210,414,257,150,311,330,487
2,7,9,4,3,0,872,スポーツ月謝,1599,-29.5,735,777,1568,1733,1786,1732,2861
2,7,9,4,3,0,873,自動車教習料,694,112.2,331,-,704,605,708,1566,1001
2,7,9,4,3,0,874,家事月謝,37,-36.2,68,7,22,21,71,18,49
2,7,9,4,3,0,879,他の月謝類,891,-8.3,807,660,619,693,221,771,2527
2,6,9,4,4,0,0,他の教養娯楽サービス,10162,-15,5972,7552,9172,9114,10338,12467,16679
2,7,9,4,4,880 88A 88B,0,放送受信料,2283,-4.4,1948,2553,2746,2100,2242,1840,2567
2,7,9,4,4,880 88A 88B,88A,ＮＨＫ放送受信料,1138,2.7,1011,1271,1251,1099,1192,825,1337
2,7,9,4,4,880 88A 88B,88B,ケーブルテレビ放送受信料,985,-9.1,796,1130,1208,913,935,853,1055
2,7,9,4,4,880 88A 88B,880,他の放送受信料,160,-17.9,141,152,287,88,116,162,175
2,7,9,4,4,877 878 881-886,0,入場・観覧・ゲーム代,2742,-42.4,1234,1021,1999,1846,2705,4584,5869
2,7,9,4,4,877 878 881-886,882,映画・演劇等入場料,435,-60.3,205,236,552,265,461,533,813
2,7,9,4,4,877 878 881-886,883,スポーツ観覧料,48,-77.8,2,9,5,-,69,124,130
2,7,9,4,4,877 878 881-886,877,ゴルフプレー料金,715,-18.4,320,70,290,138,596,1408,2194
2,7,9,4,4,877 878 881-886,878,スポーツクラブ使用料,531,-34.7,114,195,282,359,477,1199,1094
2,7,9,4,4,877 878 881-886,881,他のスポーツ施設使用料,153,-49.3,80,67,73,119,193,207,333
2,7,9,4,4,877 878 881-886,884,文化施設入場料,207,-42.5,81,82,190,296,206,346,246
2,7,9,4,4,877 878 881-886,886,遊園地入場・乗物代,309,-33.1,140,161,345,261,319,470,467
2,7,9,4,4,877 878 881-886,885,他の入場・ゲーム代,345,-46.1,291,201,262,407,383,297,592
2,7,9,4,4,0,888,諸会費,171,-25,93,154,216,196,60,143,340
2,7,9,4,4,0,887,写真撮影・プリント代,614,22.1,156,405,589,722,337,1073,1044
2,7,9,4,4,0,88X,教養娯楽賃借料,101,-35.3,171,99,42,69,67,126,134
2,7,9,4,4,0,88Y,インターネット接続料,3037,11.4,1983,2539,3005,3264,3276,3567,3640
2,7,9,4,4,0,889,他の教養娯楽サービスのその他,1214,2.5,387,782,575,917,1652,1133,3085
2,4,10,0,0,0,0,その他の消費支出,49104,-5.3,26524,39092,43324,47231,50503,60976,76628
2,5,10,1,0,0,0,諸雑費,27462,3.9,15560,21624,24557,26244,27591,33581,43366
2,6,10,1,1,0,0,理美容サービス,3855,1.8,2626,3342,2604,3432,4033,4810,6154
2,7,10,1,1,0,890,温泉・銭湯入浴料,121,-33.1,232,42,60,120,169,103,123
2,7,10,1,1,0,891,理髪料,433,8.5,275,251,321,399,496,595,688
