項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3611,-,4941,-,690,-,88,-,758,-,3665,-
0,0,0,0,0,調査世帯数,688,-,253,-,337,-,47,-,6,-,51,-,247,-
0,0,0,0,0,世帯人員,2.97,-,2,-,3.71,-,2.24,-,2.45,-,3.46,-,3.34,-
0,0,0,0,0,有業人員,1.34,-,0.83,-,1.74,-,1.06,-,0.78,-,1.4,-,2.16,-
0,0,0,0,0,世帯主平均年齢,58.8,-,67.9,-,50.8,-,68.1,-,46.9,-,59.4,-,50,-
2,2,0,0,0,生計支出,370797,-,327831,-,412527,-,279034,-,345902,-,387053,-,452463,-
2,3,0,0,0,消費支出,357262,100,327831,100,385132,100,279034,100,345902,100,387053,100,415538,100
2,4,1,0,0,食料,92973,26,88426,27,99486,25.8,63314,22.7,58219,16.8,99199,25.6,100543,24.2
2,5,1,1,0,穀類,6950,1.9,5884,1.8,7757,2,5368,1.9,5065,1.5,8208,2.1,7000,1.7
2,6,1,1,1,米類,1944,0.5,1809,0.6,1989,0.5,1376,0.5,228,0.1,2812,0.7,1781,0.4
2,6,1,1,2,パン,2902,0.8,2294,0.7,3346,0.9,2464,0.9,2378,0.7,3309,0.9,3029,0.7
2,6,1,1,3,麺類,1587,0.4,1333,0.4,1824,0.5,1099,0.4,1673,0.5,1690,0.4,1653,0.4
2,6,1,1,4,他の穀類,517,0.1,447,0.1,598,0.2,429,0.2,785,0.2,398,0.1,536,0.1
2,5,1,2,0,魚介類,6502,1.8,6904,2.1,5885,1.5,5439,1.9,3195,0.9,9579,2.5,5408,1.3
2,6,1,2,1,生鮮魚介,3843,1.1,4015,1.2,3545,0.9,3210,1.2,2120,0.6,5545,1.4,3293,0.8
2,6,1,2,2,塩干魚介,1043,0.3,1131,0.3,905,0.2,903,0.3,325,0.1,1655,0.4,789,0.2
2,6,1,2,3,魚肉練製品,665,0.2,717,0.2,596,0.2,614,0.2,404,0.1,921,0.2,503,0.1
2,6,1,2,4,他の魚介加工品,951,0.3,1041,0.3,840,0.2,712,0.3,347,0.1,1458,0.4,823,0.2
2,5,1,3,0,肉類,8735,2.4,6824,2.1,10281,2.7,6617,2.4,7829,2.3,9701,2.5,9330,2.2
