項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3610,-,4759,-,887,-,106,-,744,-,3339,-
0,0,0,0,0,調査世帯数,697,-,251,-,333,-,60,-,7,-,53,-,230,-
0,0,0,0,0,世帯人員,2.95,-,2,-,3.67,-,2.36,-,3.1,-,3.65,-,3.35,-
0,0,0,0,0,有業人員,1.32,-,0.78,-,1.73,-,1.16,-,0.73,-,1.51,-,2.24,-
0,0,0,0,0,世帯主平均年齢,59.9,-,68.6,-,51.4,-,67.8,-,45.6,-,62.1,-,52.3,-
2,2,0,0,0,生計支出,319486,-,296386,-,353725,-,217821,-,168346,-,333812,-,355411,-
2,3,0,0,0,消費支出,319486,100,296386,100,353725,100,217821,100,168346,100,333812,100,355411,100
2,4,1,0,0,食料,83890,26.3,75800,25.6,93130,26.3,62651,28.8,64859,38.5,89371,26.8,89928,25.3
2,5,1,1,0,穀類,5994,1.9,4752,1.6,7071,2,5057,2.3,7127,4.2,6250,1.9,6408,1.8
2,6,1,1,1,米類,1461,0.5,1203,0.4,1691,0.5,1166,0.5,1505,0.9,1591,0.5,1553,0.4
2,6,1,1,2,パン,2884,0.9,2345,0.8,3343,0.9,2723,1.3,4494,2.7,2756,0.8,3098,0.9
2,6,1,1,3,麺類,1245,0.4,915,0.3,1539,0.4,823,0.4,904,0.5,1465,0.4,1349,0.4
2,6,1,1,4,他の穀類,404,0.1,290,0.1,497,0.1,346,0.2,224,0.1,438,0.1,408,0.1
2,5,1,2,0,魚介類,5599,1.8,5968,2,5302,1.5,4444,2,3156,1.9,7081,2.1,5101,1.4
2,6,1,2,1,生鮮魚介,3306,1,3420,1.2,3162,0.9,2585,1.2,2117,1.3,4526,1.4,3224,0.9
2,6,1,2,2,塩干魚介,1012,0.3,1144,0.4,966,0.3,733,0.3,374,0.2,994,0.3,858,0.2
2,6,1,2,3,魚肉練製品,520,0.2,576,0.2,484,0.1,457,0.2,77,0,556,0.2,404,0.1
2,6,1,2,4,他の魚介加工品,762,0.2,828,0.3,690,0.2,670,0.3,587,0.3,1006,0.3,615,0.2
2,5,1,3,0,肉類,7685,2.4,5708,1.9,9216,2.6,5330,2.4,6708,4,10299,3.1,8116,2.3
2,6,1,3,1,生鮮肉,6423,2,4710,1.6,7725,2.2,4371,2,6230,3.7,8850,2.7,6720,1.9
2,6,1,3,2,加工肉,1262,0.4,998,0.3,1490,0.4,959,0.4,478,0.3,1449,0.4,1396,0.4
2,5,1,4,0,乳卵類,4124,1.3,3733,1.3,4620,1.3,3179,1.5,2061,1.2,3971,1.2,3679,1
2,6,1,4,1,牛乳,1304,0.4,1096,0.4,1525,0.4,927,0.4,560,0.3,1352,0.4,1143,0.3
2,6,1,4,2,乳製品,2069,0.6,1955,0.7,2256,0.6,1700,0.8,959,0.6,1859,0.6,1835,0.5
2,6,1,4,3,卵,751,0.2,682,0.2,839,0.2,551,0.3,542,0.3,760,0.2,702,0.2
2,5,1,5,0,野菜・海藻,9256,2.9,9089,3.1,9772,2.8,6905,3.2,4485,2.7,9572,2.9,8583,2.4
2,6,1,5,1,生鮮野菜,6422,2,6168,2.1,6870,1.9,4924,2.3,3583,2.1,6579,2,5994,1.7
2,6,1,5,2,乾物・海藻,634,0.2,630,0.2,672,0.2,420,0.2,224,0.1,660,0.2,581,0.2
2,6,1,5,3,大豆加工品,1082,0.3,1079,0.4,1161,0.3,745,0.3,232,0.1,994,0.3,1038,0.3
2,6,1,5,4,他の野菜・海藻加工品,1118,0.3,1212,0.4,1068,0.3,816,0.4,446,0.3,1339,0.4,970,0.3
2,5,1,6,0,果物,3369,1.1,3990,1.3,2986,0.8,2616,1.2,1614,1,3706,1.1,2579,0.7
2,6,1,6,1,生鮮果物,2944,0.9,3528,1.2,2585,0.7,2292,1.1,1501,0.9,3194,1,2310,0.6
2,6,1,6,2,果物加工品,425,0.1,462,0.2,401,0.1,324,0.1,113,0.1,512,0.2,269,0.1
2,5,1,7,0,油脂・調味料,3600,1.1,3189,1.1,4044,1.1,2392,1.1,3013,1.8,4191,1.3,3678,1
2,6,1,7,1,油脂,360,0.1,370,0.1,382,0.1,147,0.1,213,0.1,419,0.1,327,0.1
2,6,1,7,2,調味料,3240,1,2818,1,3663,1,2245,1,2800,1.7,3772,1.1,3351,0.9
2,5,1,8,0,菓子類,6079,1.9,4873,1.6,6955,2,5394,2.5,5038,3,7145,2.1,6608,1.9
2,5,1,9,0,調理食品,11539,3.6,10086,3.4,12568,3.6,11297,5.2,17318,10.3,12288,3.7,12019,3.4
