項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
2,7,3,2,0,0,431,都市ガス,5452,-2,4789,4701,5257,5702,5671,5361,5450,5581,5645
2,7,3,2,0,0,432,プロパンガス,395,21.9,309,373,169,502,328,264,671,406,460
2,5,3,3,0,0,0,他の光熱,266,-20.6,39,126,93,165,136,187,321,416,365
2,7,3,3,0,0,433,灯油,242,-4,15,101,67,136,111,158,301,394,342
2,7,3,3,0,0,439,他の光熱のその他,24,-71.1,25,25,26,29,26,29,20,22,24
2,5,3,4,0,0,440,上下水道料,5283,7.5,4387,4744,5575,5745,5852,5153,5475,5128,4970
2,4,4,0,0,0,0,家具・家事用品,13813,10.8,14129,14033,14361,17410,14520,14646,14940,12033,10266
2,5,4,1,0,0,0,家庭用耐久財,4636,11,5003,3941,5872,5277,4296,4833,5103,4180,3815
2,6,4,1,1,0,0,家事用耐久財,2624,17.9,2150,2443,3133,3024,2344,2254,2946,2540,2527
2,7,4,1,1,0,45X,電子レンジ,168,52.7,139,536,192,135,164,148,166,115,83
2,7,4,1,1,0,451,炊事用電気器具,456,72.7,748,224,486,703,301,247,837,375,363
2,7,4,1,1,0,452,炊事用ガス器具,60,22.4,4,5,20,167,82,5,159,32,22
2,7,4,1,1,0,453,電気冷蔵庫,651,-16.9,427,-,953,658,990,697,538,639,605
2,7,4,1,1,0,455,電気掃除機,336,42.4,250,113,385,403,163,264,377,405,417
2,7,4,1,1,0,456,電気洗濯機,684,22.4,426,1376,882,826,540,619,406,639,704
2,7,4,1,1,0,459,他の家事用耐久財,270,19.5,155,187,215,131,104,275,462,336,334
2,6,4,1,2,0,0,冷暖房用器具,1301,0.5,1702,303,1866,1095,1366,1640,1189,1306,1103
2,7,4,1,2,0,470,エアコン,929,-1.5,1282,79,1434,599,1167,1257,755,929,833
2,7,4,1,2,0,472,ストーブ・温風ヒーター,88,-7.4,123,84,20,126,64,49,109,103,30
2,7,4,1,2,0,479,他の冷暖房用器具,285,10.5,298,141,411,370,135,334,325,274,240
2,6,4,1,3,0,0,一般家具,711,8.2,1151,1195,873,1158,587,939,968,335,185
2,7,4,1,3,0,480,たんす,45,-11.8,-,38,82,141,39,18,-,37,65
2,7,4,1,3,0,482,テーブル・ソファー,476,19.6,929,817,496,824,158,710,871,198,51
2,7,4,1,3,0,483,食器戸棚,6,-88,-,-,-,31,-,29,-,-,-
2,7,4,1,3,0,489,他の家具,184,15.7,222,341,295,163,391,181,97,100,69
2,5,4,2,0,0,0,室内装備・装飾品,736,-9.6,849,842,691,834,777,932,713,634,557
2,7,4,2,0,0,491,照明器具,110,20.9,25,81,121,122,64,90,113,131,166
2,7,4,2,0,0,492,室内装飾品,148,-47.3,98,65,35,265,346,75,79,142,49
2,7,4,2,0,0,493,敷物,159,-21.3,239,179,138,186,107,430,113,116,127
2,7,4,2,0,0,496,カーテン,124,59,301,321,206,77,82,132,270,33,19
2,7,4,2,0,0,499,他の室内装備品,195,21.1,186,197,192,184,177,204,138,212,197
2,5,4,3,0,0,0,寝具類,969,-2.7,490,728,656,1635,1595,960,1162,770,439
2,7,4,3,0,0,500,ベッド,187,-29.7,-,60,179,397,334,188,441,74,-
2,7,4,3,0,0,501,布団,259,57,71,133,189,570,678,128,271,162,79
2,7,4,3,0,0,503,毛布,42,13.5,46,57,54,80,42,36,41,28,20
2,7,4,3,0,0,505,敷布,54,-50.5,23,117,34,92,38,87,46,44,35
2,7,4,3,0,0,509,他の寝具類,428,2.1,349,361,199,496,502,522,362,461,306
2,5,4,4,0,0,0,家事雑貨,2931,13.3,3784,4086,2957,3984,3339,3143,2935,2222,1857
2,7,4,4,0,0,510,茶わん・皿・鉢,172,22,250,176,169,303,376,116,150,91,48
2,7,4,4,0,0,514,他の食卓用品,302,-3.8,404,507,385,411,410,321,349,164,128
2,7,4,4,0,0,515,鍋・やかん,194,-2.5,134,294,111,276,125,240,230,181,161
2,7,4,4,0,0,517,他の台所用品,325,26.5,431,420,393,268,308,379,330,289,205
2,7,4,4,0,0,518,電球・ランプ,88,-8.3,85,61,57,73,95,71,118,96,103
2,7,4,4,0,0,519,タオル,225,9.8,136,208,147,313,527,173,171,186,108
2,7,4,4,0,0,529,他の家事雑貨,1625,18.4,2345,2419,1694,2340,1499,1842,1587,1216,1105
2,5,4,5,0,0,0,家事用消耗品,3685,21.8,3653,3696,3842,4344,3825,4112,4131,3239,2671
2,7,4,5,0,531-532,0,ティッシュペーパー・トイレットペーパー,612,10.1,551,571,673,685,619,663,664,565,473
2,7,4,5,0,531-532,531,ティッシュペーパー,240,8.1,247,231,277,266,226,240,261,222,176
2,7,4,5,0,531-532,532,トイレットペーパー,373,11.7,305,340,396,419,394,423,403,343,297
2,7,4,5,0,533-534,0,洗剤,765,17,759,839,852,975,779,832,820,648,553
2,7,4,5,0,533-534,533,台所・住居用洗剤,360,31.9,365,379,382,440,355,431,442,295,261
2,7,4,5,0,533-534,534,洗濯用洗剤,404,5.8,394,460,471,535,424,401,379,354,292
2,7,4,5,0,530 535-539,0,他の家事用消耗品,2308,27.2,2343,2286,2316,2684,2427,2617,2646,2025,1645
2,7,4,5,0,530 535-539,530,ポリ袋・ラップ,399,19.1,484,410,442,431,390,384,443,363,319
2,7,4,5,0,530 535-539,535,殺虫・防虫剤,237,23.4,166,211,197,196,221,196,266,277,241
2,7,4,5,0,530 535-539,536,柔軟仕上剤,198,8.8,250,221,227,247,233,270,226,136,112
2,7,4,5,0,530 535-539,537,芳香・消臭剤,199,17.8,168,205,139,229,269,222,284,162,122
2,7,4,5,0,530 535-539,539,他の家事用消耗品のその他,1274,35.8,1275,1239,1312,1581,1314,1545,1428,1086,851
2,5,4,6,0,0,0,家事サービス,856,-1.6,351,741,343,1336,689,667,896,988,926
2,7,4,6,0,0,540,家事代行料,177,-28.6,90,218,9,450,110,123,175,160,149
2,7,4,6,0,0,541,清掃代,248,24,121,199,176,206,158,228,281,319,209
2,7,4,6,0,0,542,家具・家事用品関連サービス,432,2.1,140,323,158,680,421,316,440,509,567
2,4,5,0,0,0,0,被服及び履物,11753,-19.6,13019,13909,12121,16453,14757,15854,14272,7697,6423
2,5,5,1,0,0,558,和服,286,35.5,12,72,44,191,557,1418,560,34,31
2,5,5,2,0,0,0,洋服,4835,-23.4,7370,5854,5486,7535,6129,6308,5831,2675,2095
2,6,5,2,1,0,0,男子用洋服,1357,-26.7,2005,1131,859,2698,1640,1696,2621,644,542
2,7,5,2,1,0,560,背広服,382,-23.4,701,238,-,1074,417,471,1417,5,-
2,7,5,2,1,0,561,男子用上着,83,-53.6,156,59,38,47,47,220,129,65,47
2,7,5,2,1,0,562,男子用ズボン,262,-29.6,258,169,255,318,344,367,262,221,205
2,7,5,2,1,0,563,男子用コート,118,-38.5,108,80,143,278,68,84,275,61,35
2,7,5,2,1,0,565,男子用学校制服,43,-35.8,80,9,-,214,61,120,-,-,-
2,7,5,2,1,0,569,他の男子用洋服,469,-13.6,702,577,424,767,703,434,539,292,256
2,6,5,2,2,0,0,婦人用洋服,2807,-24.8,3372,2758,2944,3700,3993,4314,2862,1833,1390
2,7,5,2,2,0,570,婦人服,409,-48.5,405,689,425,329,444,583,618,285,194
2,7,5,2,2,0,574,婦人用上着,125,-47.9,158,55,127,81,107,111,146,143,158
2,7,5,2,2,0,571,スカート,205,-24.1,305,168,238,374,402,193,228,95,61
2,7,5,2,2,0,572,婦人用スラックス,527,-22.5,316,439,404,604,604,975,613,426,307
2,7,5,2,2,0,573,婦人用コート,399,-5.2,779,293,498,134,814,771,380,245,120
2,7,5,2,2,0,575,女子用学校制服,135,193.5,-,89,207,460,555,32,-,-,-
2,7,5,2,2,0,576,他の婦人用洋服,1007,-21.5,1408,1026,1045,1716,1067,1649,876,638,550
2,6,5,2,3,0,0,子供用洋服,671,-7.8,1993,1965,1683,1137,496,299,348,199,163
2,7,5,2,3,0,580,子供服,593,-6,1534,1575,1631,1137,492,270,247,160,131
2,7,5,2,3,0,582,乳児服,78,-20.4,459,390,52,-,4,28,101,39,32
2,5,5,3,0,0,0,シャツ・セーター類,2109,-24.2,1712,2225,1946,3000,2562,2677,2071,1708,1419
2,6,5,3,1,0,0,男子用シャツ・セーター類,619,-29.6,502,686,508,932,779,820,638,470,416
2,7,5,3,1,0,590,ワイシャツ,114,-34.5,149,132,102,202,162,236,116,43,35
2,7,5,3,1,0,591,他の男子用シャツ,418,-25.9,285,540,351,606,547,511,420,326,276
2,7,5,3,1,0,592,男子用セーター,88,-37.6,68,15,56,124,70,73,102,101,105
2,6,5,3,2,0,0,婦人用シャツ・セーター類,1310,-23.7,715,1093,1068,1592,1583,1809,1349,1207,979
2,7,5,3,2,0,593,ブラウス,261,-34.1,64,68,105,362,298,373,326,272,281
2,7,5,3,2,0,594,他の婦人用シャツ,616,-14.6,413,729,509,927,681,738,493,566,333
2,7,5,3,2,0,595,婦人用セーター,433,-27.8,238,296,454,303,605,699,530,369,365
2,6,5,3,3,0,596,子供用シャツ・セーター類,180,-3.7,495,447,370,476,200,49,84,31,24
2,5,5,4,0,0,0,下着類,1071,-5.1,918,1407,1115,1025,1096,1079,1124,1022,892
2,6,5,4,1,0,0,男子用下着類,322,-6.1,245,197,231,253,358,366,333,368,357
2,7,5,4,1,0,600,男子用下着,237,-9.9,197,167,143,218,264,294,260,252,249
2,7,5,4,1,0,602,男子用寝巻き,85,7.6,48,30,88,35,94,72,73,116,108
2,6,5,4,2,0,0,婦人用下着類,620,-5.1,350,779,492,545,648,683,740,625,529
2,7,5,4,2,0,610,婦人用ファンデーション,101,18.8,40,190,140,36,79,90,145,101,52
2,7,5,4,2,0,612,他の婦人用下着,436,-9.4,255,507,316,428,495,480,507,434,387
2,7,5,4,2,0,614,婦人用寝巻き,83,-3.5,55,82,36,81,75,113,88,90,91
2,6,5,4,3,0,0,子供用下着類,129,-3,324,432,392,227,90,30,52,29,5
2,7,5,4,3,0,620,子供用下着,80,-3.6,194,260,239,161,65,24,30,15,5
2,7,5,4,3,0,621,子供用寝巻き,49,-2,130,172,154,66,26,7,22,14,-
2,5,5,5,0,0,0,生地・糸類,161,-7.5,96,162,158,176,126,129,269,155,117
2,7,5,5,0,0,631,着尺地・生地,93,6.9,64,91,78,121,68,66,212,76,38
2,7,5,5,0,0,640,他の生地・糸類,68,-22.7,32,71,80,55,58,64,57,79,79
2,5,5,6,0,0,0,他の被服,850,-21.4,1014,1179,872,1127,921,1039,953,610,548
2,7,5,6,0,0,650,帽子,101,-33.6,135,150,93,167,83,91,84,87,74
2,7,5,6,0,0,651,ネクタイ,22,-35.3,17,27,27,17,51,42,8,11,15
2,7,5,6,0,0,652,マフラー・スカーフ,80,-48.4,152,118,72,77,101,52,101,60,84
2,7,5,6,0,0,653,手袋,69,9.5,17,83,58,95,56,190,51,50,42
2,7,5,6,0,0,654,男子用靴下,136,-3.5,66,117,104,140,166,155,222,119,95
2,7,5,6,0,0,655,婦人用ストッキング,36,-30.8,31,27,38,35,32,68,59,25,17
2,7,5,6,0,0,656,婦人用ソックス,132,-21.4,125,147,126,166,125,187,163,104,83
2,7,5,6,0,0,657,子供用靴下,43,-2.3,80,177,89,93,43,16,11,7,7
2,7,5,6,0,0,659,他の被服のその他,231,-15.1,392,334,265,337,264,239,254,147,131
2,5,5,7,0,0,0,履物類,1476,-21.6,1352,2065,1885,2513,1674,1538,1907,866,824
2,7,5,7,0,0,675,大人用運動靴,299,-35.4,175,255,428,577,440,209,359,191,189
2,7,5,7,0,0,679,大人用サンダル,28,-15.2,27,9,9,23,25,22,34,37,36
2,7,5,7,0,0,670,男子靴,315,-20.3,354,406,314,499,369,559,473,138,171
2,7,5,7,0,0,672,婦人靴,450,-37.2,259,522,368,553,582,469,834,313,265
2,7,5,7,0,0,676,子供用靴・サンダル,221,140.2,455,721,651,559,133,87,30,35,4
2,7,5,7,0,0,680,他の履物,164,-10.9,83,153,115,302,124,191,179,151,158
2,5,5,8,0,0,0,被服関連サービス,966,-7.5,544,945,614,887,1692,1666,1557,626,496
2,7,5,8,0,0,691,洗濯代,672,-8.4,401,640,449,750,560,1191,1047,552,428
2,7,5,8,0,0,694,被服賃借料,172,22,75,239,115,36,983,271,151,-,-
2,7,5,8,0,0,692,他の被服関連サービス,122,-27.8,69,66,49,102,149,205,359,75,69
2,4,6,0,0,0,0,保健医療,17819,6.2,17071,14109,13306,15002,15022,19511,17682,20559,20506
2,5,6,1,0,0,0,医薬品,3018,2.4,1705,1343,1910,2403,2530,2744,3716,3863,3912
2,7,6,1,0,0,700,感冒薬,160,-9.6,195,137,174,209,143,119,149,164,136
2,7,6,1,0,0,701,胃腸薬,117,6.4,50,103,69,117,129,82,133,139,137
2,7,6,1,0,0,702,栄養剤,266,-5.3,121,112,139,227,259,287,354,322,360
2,7,6,1,0,0,704,外傷・皮膚病薬,77,26.2,63,39,40,48,120,104,65,87,81
2,7,6,1,0,0,706,他の外用薬,346,15.3,261,271,255,350,304,415,376,378,296
2,7,6,1,0,0,709,他の医薬品,2051,1.6,1016,680,1232,1452,1576,1738,2639,2774,2903
2,5,6,2,0,0,710,健康保持用摂取品,1453,10.2,280,809,317,1059,1982,1166,1634,1906,1886
2,5,6,3,0,0,0,保健医療用品・器具,3388,21.7,4924,3764,3731,4435,3169,4337,3475,2626,2297
2,7,6,3,0,0,713,紙おむつ,268,-9.2,1446,840,529,221,101,69,111,115,163
2,7,6,3,0,0,711,保健用消耗品,1547,88.7,1606,1801,1833,2221,1644,1766,1659,1163,977
2,7,6,3,0,0,712,眼鏡,654,-0.8,310,348,390,523,623,668,983,754,672
2,7,6,3,0,0,714,コンタクトレンズ,455,-2.8,1264,465,841,1090,511,731,256,71,13
2,7,6,3,0,0,719,他の保健医療用品・器具,465,-14,298,309,139,380,290,1104,466,523,473
2,5,6,4,0,0,0,保健医療サービス,9961,2.4,10163,8194,7348,7104,7341,11265,8857,12164,12412
2,7,6,4,0,0,720,医科診療代,3723,-8.3,6274,1620,2260,2273,2682,3373,4230,4688,4527
2,7,6,4,0,0,722,歯科診療代,2746,27,913,1925,3191,2111,1553,4994,1325,3227,2270
2,7,6,4,0,0,723,出産入院料,250,25,1523,2688,301,-,-,-,-,-,-
2,7,6,4,0,0,721,他の入院料,1752,8.8,1,10,82,1352,1973,1289,1209,2913,4231
2,7,6,4,0,0,724,整骨(接骨)・鍼灸院治療代,324,0.3,232,364,259,213,196,441,257,404,532
2,7,6,4,0,0,728,マッサージ料金等(診療外),463,-16,473,596,418,460,355,497,551,433,407
2,7,6,4,0,0,727,人間ドック等受診料,325,-11.4,16,232,306,249,343,311,816,272,200
2,7,6,4,0,0,729,他の保健医療サービス,377,-17,733,759,532,447,239,359,468,229,245
2,4,7,0,0,0,0,交通・通信,34253,-6.7,28295,28810,34143,39728,41680,44497,40420,28716,25725
2,5,7,1,0,0,0,交通,5725,-43,4875,5489,6910,7578,8142,9873,7092,3146,2286
2,7,7,1,0,0,730,鉄道運賃,1674,-53.9,1467,1447,1697,2323,2460,2478,2116,1072,696
2,7,7,1,0,0,731,鉄道通学定期代,235,-59.1,-,-,73,767,759,487,209,11,-
2,7,7,1,0,0,732,鉄道通勤定期代,2110,-9.6,2431,2022,2964,2860,3450,4292,2960,620,183
2,7,7,1,0,0,733,バス代,224,-44.8,159,159,235,279,258,478,226,154,122
2,7,7,1,0,0,734,バス通学定期代,50,-55,-,22,19,32,316,72,33,-,-
2,7,7,1,0,0,735,バス通勤定期代,96,21.5,-,-,189,19,73,295,64,89,125
2,7,7,1,0,0,736,タクシー代,577,-28.9,439,518,553,602,246,688,457,688,895
2,7,7,1,0,0,737,航空運賃,252,-75.4,-,776,474,181,-,482,553,69,13
2,7,7,1,0,0,738,有料道路料,474,-50.7,361,483,696,445,542,528,450,423,245
2,7,7,1,0,0,739,他の交通,33,-70.8,18,61,9,70,37,73,25,20,8
2,5,7,2,0,0,0,自動車等関係費,15104,6.4,10605,10927,13519,14471,16697,17375,18355,15155,14275
2,6,7,2,1,0,0,自動車等購入,4606,32.1,2539,1054,3072,3370,4584,5484,3848,6192,7223
2,7,7,2,1,0,740,自動車購入,4508,47.8,2539,1054,2621,3370,4584,5484,3591,6109,7223
2,7,7,2,1,0,742,自動車以外の輸送機器購入,98,-77.5,-,-,451,-,-,-,257,83,-
2,6,7,2,2,0,745,自転車購入,544,39.1,732,579,1079,1016,614,651,164,312,319
2,6,7,2,3,0,0,自動車等維持,9954,-3.5,7334,9294,9369,10086,11500,11241,14342,8650,6733
2,7,7,2,3,0,750,ガソリン,1651,-23.5,1326,2061,2150,1895,1984,2035,1772,1256,944
2,7,7,2,3,0,751,自動車等部品,737,-23.9,224,830,609,778,406,1454,1216,560,328
2,7,7,2,3,0,752,自動車等関連用品,649,29.5,637,645,445,606,511,283,631,830,1116
2,7,7,2,3,0,753,自動車整備費,1761,30.7,666,1745,1646,1116,1686,2319,2724,1746,991
2,7,7,2,3,0,755,自動車以外の輸送機器整備費,111,-3.5,45,113,115,154,247,57,91,91,135
2,7,7,2,3,0,75X,年極・月極駐車場借料,1651,-11.3,1835,830,1577,2266,2139,1726,2544,1243,792
2,7,7,2,3,0,756,他の駐車場借料,289,-26.5,228,580,494,368,343,347,263,161,115
2,7,7,2,3,0,75B,レンタカー・カーシェアリング料金,406,0.5,218,288,221,206,734,208,1855,133,23
2,7,7,2,3,0,754,他の自動車等関連サービス,622,18.3,593,498,722,468,704,790,736,571,480
2,7,7,2,3,0,757,自動車保険料（自賠責）,343,-2.6,133,220,225,280,483,486,596,296,200
2,7,7,2,3,0,758,自動車保険料（任   意）,1697,1.4,1262,1355,1134,1905,2262,1530,1903,1730,1572
2,7,7,2,3,0,759,自動車保険料以外の輸送機器保険料,38,192.3,168,130,32,45,-,5,12,35,38
2,5,7,3,0,0,0,通信,13424,7.7,12816,12395,13715,17679,16841,17248,14973,10416,9164
2,7,7,3,0,0,760,郵便料,480,9.1,287,213,277,494,428,474,604,574,563
2,7,7,3,0,0,762,固定電話通信料,1567,-6.4,161,533,596,1427,1457,1691,1916,2076,1970
2,7,7,3,0,0,763,携帯電話通信料,9937,7.1,10883,10929,11422,13529,13073,13521,11017,6529,5253
2,7,7,3,0,0,769,運送料,596,23.7,224,298,449,509,424,437,485,887,1206
2,7,7,3,0,0,766,携帯電話機,670,42.6,1074,163,797,1371,1174,1007,716,261,114
2,7,7,3,0,0,764,他の通信機器,175,48.3,186,259,172,348,285,118,235,89,58
2,4,8,0,0,0,0,教育,19169,-0.6,5954,12122,21169,46979,60165,37097,12151,1036,870
2,5,8,1,0,0,0,授業料等,14293,1.2,4712,7542,11022,30172,47899,32908,10613,879,811
2,7,8,1,0,0,770,国公立小学校,250,-1.2,216,563,875,746,365,56,7,7,9
2,7,8,1,0,0,771,私立小学校,227,-32.6,-,-,690,962,460,-,167,-,-
2,7,8,1,0,0,772,国公立中学校,237,-14.1,-,178,454,1317,346,135,18,-,-
2,7,8,1,0,0,773,私立中学校,1153,-17.4,-,510,738,2954,5150,681,-,319,-
2,7,8,1,0,0,774,国公立高校,376,4.7,-,137,195,1538,1509,425,-,-,-
2,7,8,1,0,0,775,私立高校,2816,9.1,295,-,3232,10350,9739,3439,1255,-,-
2,7,8,1,0,0,776,国公立大学,354,-31.9,881,-,490,419,808,268,1132,-,-
2,7,8,1,0,0,777,私立大学,6842,12,-,-,1401,6411,26135,25605,7569,450,801
2,7,8,1,0,0,778,幼児教育費用,1049,-47.3,3321,6154,2586,2005,469,31,-,1,-
2,7,8,1,0,0,779,専修学校,992,234,-,-,362,3469,2917,2270,464,102,-
2,5,8,2,0,0,0,教科書・学習参考教材,282,30,43,374,514,820,563,509,96,25,39
2,7,8,2,0,0,780,教科書,122,56.4,-,-,-,393,357,391,62,9,13
2,7,8,2,0,0,781,学習参考教材,160,15.1,43,374,514,426,206,118,35,16,27
2,5,8,3,0,0,0,補習教育,4594,-7.2,1199,4205,9634,15987,11704,3680,1442,131,20
2,7,8,3,0,0,790,幼児・小学校補習教育,1599,-5.3,138,2843,5421,6623,1809,763,33,23,20
2,7,8,3,0,0,791,中学校補習教育,1629,9.8,1060,1363,4040,6069,3654,592,460,108,-
2,7,8,3,0,0,792,高校補習教育・予備校,1366,-23.1,-,-,172,3295,6240,2324,949,-,-
2,4,9,0,0,0,0,教養娯楽,32286,-17.1,26371,38662,35407,44035,35850,32939,34283,26931,22774
2,5,9,1,0,0,0,教養娯楽用耐久財,3576,36.9,5091,4880,3495,4081,5118,3925,1768,3063,2574
2,7,9,1,0,0,801,テレビ,810,67.7,1537,1309,606,838,600,998,117,906,455
2,7,9,1,0,0,813,ビデオレコーダー・プレイヤー,148,31,226,258,147,158,245,67,-,153,85
2,7,9,1,0,0,810,パソコン,1758,45.4,1951,2128,1870,1563,3459,1429,1069,1494,1557
2,7,9,1,0,0,804,カメラ・ビデオカメラ,122,-19.7,815,-,177,134,68,243,13,60,24
2,7,9,1,0,0,806,楽器,125,-45.9,10,198,77,187,117,591,-,33,21
2,7,9,1,0,0,807,書斎・学習用机・椅子,149,893.3,158,495,174,313,230,61,179,40,21
2,7,9,1,0,0,809,他の教養娯楽用耐久財,377,24,377,480,367,793,395,454,344,234,252
2,7,9,1,0,0,812,教養娯楽用耐久財修理代,87,-17.9,18,12,76,96,4,81,46,142,159
2,5,9,2,0,0,0,教養娯楽用品,7983,0.4,6056,9000,9097,11530,10164,7804,10361,5839,4225
2,7,9,2,0,821-829,0,文房具,648,-7.7,873,981,990,1194,658,653,484,395,374
2,7,9,2,0,821-829,821,筆記・絵画用具,107,-8.5,113,183,165,238,102,117,76,56,53
2,7,9,2,0,821-829,826,ノート・紙製品,286,-8,477,326,397,464,274,281,235,207,191
2,7,9,2,0,821-829,827,他の学習用消耗品,59,-1.7,53,88,90,107,78,47,47,37,32
2,7,9,2,0,821-829,828,他の学習用文房具,120,-1.6,77,267,252,282,107,122,37,56,70
2,7,9,2,0,821-829,829,他の文房具,75,-19.4,152,116,86,104,97,86,90,40,29
2,7,9,2,0,832-834,0,運動用具類,1255,-11.9,916,2452,1658,2765,1693,1273,621,702,330
2,7,9,2,0,832-834,832,ゴルフ用具,117,-20.9,9,58,28,81,170,41,111,184,22
2,7,9,2,0,832-834,833,他の運動用具,369,29.9,325,1021,640,867,340,345,208,151,36
2,7,9,2,0,832-834,834,スポーツウェア,769,-22.6,582,1373,989,1816,1183,888,302,367,273
2,7,9,2,0,835-837,0,玩具,829,20,2508,2465,1789,1317,775,699,423,200,125
2,7,9,2,0,835-837,836,ゲーム機,140,79.5,502,302,346,203,196,77,52,32,29
2,7,9,2,0,835-837,835,ゲームソフト等,192,20.8,742,431,375,297,184,271,39,44,36
2,7,9,2,0,835-837,837,他の玩具,498,9.7,1265,1731,1068,817,395,351,332,123,60
2,7,9,2,0,0,840,切り花,691,0,146,253,204,450,956,546,829,935,931
2,7,9,2,0,842 843 845-849 84A 84Y,0,他の教養娯楽用品,3084,1.7,1449,2403,3026,3624,4321,3688,4107,2562,2040
2,7,9,2,0,842 843 845-849 84A 84Y,846,音楽・映像用未使用メディア,76,5.6,69,86,72,118,104,178,65,39,28
2,7,9,2,0,842 843 845-849 84A 84Y,845,音楽・映像収録済メディア,277,-22.2,266,280,194,568,355,408,339,143,145
2,7,9,2,0,842 843 845-849 84A 84Y,848,ペットフード,698,-8.4,70,278,474,872,1097,901,936,642,418
2,7,9,2,0,842 843 845-849 84A 84Y,84Y,ペット・他のペット用品,671,23.6,80,418,916,514,1335,984,1485,314,194
2,7,9,2,0,842 843 845-849 84A 84Y,84A,園芸用植物,256,18,88,118,177,212,100,242,242,382,394
2,7,9,2,0,842 843 845-849 84A 84Y,847,園芸用品,242,33,167,198,178,181,126,226,284,316,288
2,7,9,2,0,842 843 845-849 84A 84Y,843,手芸・工芸材料,75,-11.8,38,76,110,143,120,37,54,58,45
2,7,9,2,0,842 843 845-849 84A 84Y,849,電池,193,-5.9,133,188,131,298,146,142,186,217,217
2,7,9,2,0,842 843 845-849 84A 84Y,842,他の教養娯楽用品のその他,595,-2.3,538,760,774,718,940,569,516,451,311
2,7,9,2,0,0,84X,動物病院代,1124,14.2,136,144,1160,1850,1179,601,3201,767,317
2,7,9,2,0,0,841,他のペット関連サービス,338,-18.4,27,295,255,292,576,284,693,271,107
2,7,9,2,0,0,844,教養娯楽用品修理代,15,25,1,8,16,37,5,62,3,6,1
2,5,9,3,0,0,0,書籍・他の印刷物,3970,-0.7,2417,2811,2721,4005,3636,4323,4372,4539,4589
2,7,9,3,0,0,850,新聞,2469,-5.1,779,955,837,1682,2065,2485,2795,3513,3650
2,7,9,3,0,0,851,雑誌,259,-7.5,237,232,150,228,224,320,385,264,218
2,7,9,3,0,0,854,書籍,1108,17,1327,1525,1575,1916,1231,1339,1076,637,622
2,7,9,3,0,0,859,他の印刷物,134,-19.8,76,99,159,178,116,179,116,125,99
2,5,9,4,0,0,0,教養娯楽サービス,16757,-31.3,12807,21971,20093,24420,16932,16886,17782,13491,11386
2,6,9,4,1,0,860,宿泊料,1596,-56.6,1518,2123,2598,2979,1259,2063,1521,1015,573
2,6,9,4,2,0,0,パック旅行費,1554,-70.4,815,1827,985,1685,884,1292,2344,1715,1664
2,7,9,4,2,0,861,国内パック旅行費,1257,-55.9,815,1827,985,1641,884,1232,1724,1155,659
2,7,9,4,2,0,862,外国パック旅行費,297,-87.6,-,-,-,44,-,61,620,559,1004
2,6,9,4,3,0,0,月謝類,3848,-5.5,2263,7436,7541,8814,5319,3564,1490,1696,1018
2,7,9,4,3,0,875,語学月謝,298,-32.3,297,1044,713,842,296,17,239,28,30
2,7,9,4,3,0,870,他の教育的月謝,280,20.7,166,1541,521,355,104,199,126,148,155
2,7,9,4,3,0,876,音楽月謝,554,0.5,280,1036,1388,1347,920,234,175,194,109
2,7,9,4,3,0,871,他の教養的月謝,313,-16.3,35,532,345,432,393,286,243,286,417
2,7,9,4,3,0,872,スポーツ月謝,1116,-27.6,1167,2768,3046,1833,1384,724,507,447,73
2,7,9,4,3,0,873,自動車教習料,429,138.3,-,-,-,851,1625,1195,-,149,30
2,7,9,4,3,0,874,家事月謝,28,-34.9,83,26,11,32,4,30,47,26,19
2,7,9,4,3,0,879,他の月謝類,830,16.7,235,489,1518,3123,593,879,153,419,186
2,6,9,4,4,0,0,他の教養娯楽サービス,9760,-14.3,8211,10585,8970,10941,9471,9968,12426,9065,8132
2,7,9,4,4,880 88A 88B,0,放送受信料,2617,3.7,1315,1414,1534,2148,2409,2705,3312,3195,3200
2,7,9,4,4,880 88A 88B,88A,ＮＨＫ放送受信料,1236,4.5,964,828,757,1102,1119,1091,1555,1467,1516
2,7,9,4,4,880 88A 88B,88B,ケーブルテレビ放送受信料,1162,0.7,336,560,729,949,1055,1250,1547,1421,1424
2,7,9,4,4,880 88A 88B,880,他の放送受信料,218,17.2,16,25,48,97,235,365,210,308,260
2,7,9,4,4,877 878 881-886,0,入場・観覧・ゲーム代,2726,-43.4,1470,3241,2395,2964,2491,2577,4627,2457,1764
2,7,9,4,4,877 878 881-886,882,映画・演劇等入場料,372,-65.7,171,529,397,444,444,440,502,284,270
2,7,9,4,4,877 878 881-886,883,スポーツ観覧料,84,-50.6,30,95,-,76,40,111,101,103,-
2,7,9,4,4,877 878 881-886,877,ゴルフプレー料金,957,-33.6,164,73,254,453,1043,808,1950,1262,844
2,7,9,4,4,877 878 881-886,878,スポーツクラブ使用料,624,-21.8,131,522,333,1045,272,775,1439,504,379
2,7,9,4,4,877 878 881-886,881,他のスポーツ施設使用料,147,-41,65,146,249,211,129,54,258,113,113
