項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,476,-,545,-,1050,-,1059,-,1167,-,953,-,983,-,3768,-,1723,-
0,0,0,0,0,調査世帯数,688,-,31,-,37,-,70,-,69,-,80,-,65,-,68,-,268,-,122,-
0,0,0,0,0,世帯人員,2.97,-,3.12,-,3.64,-,3.63,-,3.72,-,3.53,-,2.98,-,2.56,-,2.39,-,2.24,-
0,0,0,0,0,有業人員,1.34,-,1.55,-,1.68,-,1.49,-,1.71,-,1.79,-,1.99,-,1.61,-,0.74,-,0.47,-
0,0,0,0,0,世帯主平均年齢,58.8,-,30.7,-,36.9,-,42.4,-,46.7,-,52,-,56.8,-,62.1,-,75.3,-,81.6,-
2,2,0,0,0,生計支出,370797,-,336509,-,575793,-,300581,-,411264,-,508335,-,462394,-,366533,-,289025,-,245449,-
2,3,0,0,0,消費支出,357262,100,336509,100,327257,100,300581,100,411264,100,508335,100,462394,100,366533,100,289025,100,245449,100
2,4,1,0,0,食料,92973,26,68049,20.2,86806,26.5,90560,30.1,107514,26.1,105335,20.7,109144,23.6,88925,24.3,86735,30,80171,32.7
2,5,1,1,0,穀類,6950,1.9,4311,1.3,6199,1.9,7681,2.6,8201,2,7155,1.4,7222,1.6,6485,1.8,6825,2.4,5781,2.4
2,6,1,1,1,米類,1944,0.5,796,0.2,1156,0.4,1935,0.6,2226,0.5,1720,0.3,1620,0.4,1677,0.5,2347,0.8,1839,0.7
2,6,1,1,2,パン,2902,0.8,1965,0.6,3152,1,3116,1,3594,0.9,3081,0.6,3512,0.8,2870,0.8,2530,0.9,2230,0.9
2,6,1,1,3,麺類,1587,0.4,874,0.3,1474,0.5,1940,0.6,1697,0.4,1838,0.4,1625,0.4,1588,0.4,1475,0.5,1284,0.5
2,6,1,1,4,他の穀類,517,0.1,675,0.2,418,0.1,690,0.2,684,0.2,516,0.1,465,0.1,350,0.1,472,0.2,428,0.2
2,5,1,2,0,魚介類,6502,1.8,2857,0.8,3840,1.2,4613,1.5,6451,1.6,5868,1.2,5481,1.2,6870,1.9,8248,2.9,8254,3.4
2,6,1,2,1,生鮮魚介,3843,1.1,1661,0.5,2356,0.7,2852,0.9,3662,0.9,3730,0.7,3078,0.7,4252,1.2,4783,1.7,4851,2
2,6,1,2,2,塩干魚介,1043,0.3,622,0.2,696,0.2,597,0.2,969,0.2,910,0.2,829,0.2,971,0.3,1406,0.5,1447,0.6
2,6,1,2,3,魚肉練製品,665,0.2,204,0.1,279,0.1,496,0.2,609,0.1,602,0.1,501,0.1,706,0.2,893,0.3,905,0.4
2,6,1,2,4,他の魚介加工品,951,0.3,369,0.1,509,0.2,667,0.2,1211,0.3,626,0.1,1073,0.2,942,0.3,1166,0.4,1051,0.4
2,5,1,3,0,肉類,8735,2.4,5471,1.6,7763,2.4,8116,2.7,10974,2.7,10669,2.1,10123,2.2,9240,2.5,7750,2.7,6465,2.6
2,6,1,3,1,生鮮肉,7152,2,4326,1.3,6560,2,6498,2.2,9075,2.2,9023,1.8,8236,1.8,7492,2,6295,2.2,5205,2.1
2,6,1,3,2,加工肉,1583,0.4,1146,0.3,1203,0.4,1618,0.5,1899,0.5,1646,0.3,1888,0.4,1748,0.5,1456,0.5,1260,0.5
2,5,1,4,0,乳卵類,4558,1.3,4551,1.4,3700,1.1,5217,1.7,5136,1.2,4766,0.9,3959,0.9,4057,1.1,4556,1.6,4290,1.7
2,6,1,4,1,牛乳,1406,0.4,930,0.3,1103,0.3,1669,0.6,1507,0.4,1703,0.3,1031,0.2,1162,0.3,1474,0.5,1410,0.6
2,6,1,4,2,乳製品,2310,0.6,3136,0.9,1991,0.6,2548,0.8,2639,0.6,2126,0.4,2229,0.5,2127,0.6,2218,0.8,2064,0.8
2,6,1,4,3,卵,843,0.2,485,0.1,606,0.2,1000,0.3,990,0.2,937,0.2,699,0.2,768,0.2,864,0.3,816,0.3
2,5,1,5,0,野菜・海藻,11396,3.2,5962,1.8,8154,2.5,9024,3,11571,2.8,11090,2.2,11518,2.5,11507,3.1,13197,4.6,12796,5.2
2,6,1,5,1,生鮮野菜,8047,2.3,4454,1.3,5907,1.8,6511,2.2,8070,2,7930,1.6,8326,1.8,8283,2.3,9136,3.2,8898,3.6
2,6,1,5,2,乾物・海藻,877,0.2,275,0.1,669,0.2,602,0.2,1051,0.3,897,0.2,742,0.2,732,0.2,1077,0.4,1157,0.5
2,6,1,5,3,大豆加工品,1205,0.3,576,0.2,863,0.3,1006,0.3,1249,0.3,1259,0.2,1052,0.2,1202,0.3,1401,0.5,1291,0.5
2,6,1,5,4,他の野菜・海藻加工品,1266,0.4,656,0.2,715,0.2,906,0.3,1200,0.3,1004,0.2,1397,0.3,1290,0.4,1583,0.5,1450,0.6
2,5,1,6,0,果物,3882,1.1,1556,0.5,2414,0.7,2195,0.7,3937,1,3401,0.7,2803,0.6,3921,1.1,5253,1.8,5274,2.1
2,6,1,6,1,生鮮果物,3487,1,1301,0.4,2044,0.6,1939,0.6,3602,0.9,3106,0.6,2431,0.5,3516,1,4749,1.6,4776,1.9
2,6,1,6,2,果物加工品,394,0.1,255,0.1,370,0.1,255,0.1,335,0.1,295,0.1,372,0.1,404,0.1,504,0.2,498,0.2
2,5,1,7,0,油脂・調味料,4394,1.2,2941,0.9,3673,1.1,3779,1.3,4817,1.2,4792,0.9,4999,1.1,4460,1.2,4440,1.5,3977,1.6
2,6,1,7,1,油脂,464,0.1,161,0,366,0.1,354,0.1,444,0.1,486,0.1,515,0.1,446,0.1,538,0.2,450,0.2
2,6,1,7,2,調味料,3930,1.1,2780,0.8,3307,1,3425,1.1,4373,1.1,4306,0.8,4483,1,4015,1.1,3902,1.4,3527,1.4
2,5,1,8,0,菓子類,7028,2,7489,2.2,8362,2.6,7354,2.4,9283,2.3,6917,1.4,7547,1.6,6019,1.6,6217,2.2,5974,2.4
2,5,1,9,0,調理食品,13382,3.7,9556,2.8,11028,3.4,12527,4.2,13878,3.4,15312,3,17003,3.7,13925,3.8,12649,4.4,11555,4.7
2,6,1,9,1,主食的調理食品,5831,1.6,4626,1.4,5205,1.6,5528,1.8,6899,1.7,6411,1.3,7083,1.5,5468,1.5,5457,1.9,5210,2.1
2,6,1,9,2,他の調理食品,7551,2.1,4930,1.5,5823,1.8,6999,2.3,6979,1.7,8901,1.8,9919,2.1,8457,2.3,7192,2.5,6345,2.6
2,5,1,10,0,飲料,5384,1.5,4278,1.3,4822,1.5,5004,1.7,7403,1.8,5610,1.1,6549,1.4,5291,1.4,4804,1.7,4354,1.8
2,6,1,10,1,茶類,1211,0.3,1137,0.3,887,0.3,910,0.3,1339,0.3,1397,0.3,1388,0.3,1130,0.3,1234,0.4,1366,0.6
2,6,1,10,2,コーヒー・ココア,1225,0.3,813,0.2,1098,0.3,1331,0.4,1820,0.4,1195,0.2,1396,0.3,1213,0.3,1068,0.4,987,0.4
2,6,1,10,3,他の飲料,2948,0.8,2328,0.7,2836,0.9,2764,0.9,4243,1,3017,0.6,3765,0.8,2948,0.8,2502,0.9,2000,0.8
2,5,1,11,0,酒類,4088,1.1,1899,0.6,2773,0.8,4720,1.6,3004,0.7,2996,0.6,7353,1.6,5549,1.5,3815,1.3,2556,1
2,5,1,12,0,外食,16674,4.7,17179,5.1,24078,7.4,20330,6.8,22859,5.6,26760,5.3,24587,5.3,11600,3.2,8981,3.1,8897,3.6
2,6,1,12,1,一般外食,15853,4.4,16719,5,21346,6.5,17472,5.8,20546,5,25888,5.1,24546,5.3,11600,3.2,8981,3.1,8897,3.6
2,6,1,12,2,学校給食,821,0.2,460,0.1,2733,0.8,2858,1,2313,0.6,872,0.2,41,0,-,-,-,-,-,-
2,4,2,0,0,住居,32675,9.1,38574,11.5,21063,6.4,24669,8.2,34304,8.3,36471,7.2,23670,5.1,47759,13,32549,11.3,19899,8.1
2,5,2,1,0,家賃地代,14800,4.1,37832,11.2,18578,5.7,22939,7.6,26601,6.5,14491,2.9,20432,4.4,19419,5.3,3227,1.1,1490,0.6
2,5,2,2,0,設備修繕・維持,17875,5,742,0.2,2486,0.8,1731,0.6,7703,1.9,21980,4.3,3237,0.7,28340,7.7,29322,10.1,18408,7.5
2,6,2,2,1,設備材料,9953,2.8,27,0,11,0,246,0.1,7171,1.7,10376,2,203,0,26558,7.2,14136,4.9,5081,2.1
2,6,2,2,2,工事その他のサービス,7921,2.2,715,0.2,2475,0.8,1484,0.5,532,0.1,11604,2.3,3034,0.7,1782,0.5,15186,5.3,13327,5.4
2,4,3,0,0,光熱・水道,20396,5.7,18385,5.5,15575,4.8,18919,6.3,20567,5,23014,4.5,22330,4.8,20871,5.7,20287,7,19613,8
