実数・増減率,年次コード,年次,調査世帯数(世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,実収入（円）,実収入／経常収入（円）,実収入／経常収入／勤め先収入（円）,実収入／経常収入／勤め先収入／世帯主収入（円）,実収入／経常収入／勤め先収入／世帯主収入／うち男（円）,実収入／経常収入／勤め先収入／世帯主収入／定期収入（円）,実収入／経常収入／勤め先収入／世帯主収入／臨時収入（円）,実収入／経常収入／勤め先収入／世帯主収入／賞与（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入／うち女（円）,実収入／経常収入／勤め先収入／他の世帯員収入（円）,実収入／経常収入／事業・内職収入（円）,実収入／経常収入／事業・内職収入／家賃収入（円）,実収入／経常収入／事業・内職収入／他の事業収入（円）,実収入／経常収入／事業・内職収入／内職収入（円）,実収入／経常収入／他の経常収入（円）,実収入／特別収入（円）,可処分所得（円）,実支出（円）,実支出／生計支出（円）,実支出／生計支出／消費支出（円）,実支出／生計支出／消費支出／食料（円）,実支出／生計支出／消費支出／食料／穀類（円）,実支出／生計支出／消費支出／食料／魚介類（円）,実支出／生計支出／消費支出／食料／肉類（円）,実支出／生計支出／消費支出／食料／乳卵類（円）,実支出／生計支出／消費支出／食料／野菜・海藻（円）,実支出／生計支出／消費支出／食料／果物（円）,実支出／生計支出／消費支出／食料／油脂・調味料（円）,実支出／生計支出／消費支出／食料／菓子類（円）,実支出／生計支出／消費支出／食料／調理食品（円）,実支出／生計支出／消費支出／食料／飲料（円）,実支出／生計支出／消費支出／食料／酒類（円）,実支出／生計支出／消費支出／食料／外食（円）,実支出／生計支出／消費支出／住居（円）,実支出／生計支出／消費支出／住居／家賃地代（円）,実支出／生計支出／消費支出／住居／設備修繕・維持（円）,実支出／生計支出／消費支出／光熱・水道（円）,実支出／生計支出／消費支出／光熱・水道／電気代（円）,実支出／生計支出／消費支出／光熱・水道／ガス代（円）,実支出／生計支出／消費支出／光熱・水道／他の光熱（円）,実支出／生計支出／消費支出／光熱・水道／上下水道料（円）,実支出／生計支出／消費支出／家具・家事用品（円）,実支出／生計支出／消費支出／家具・家事用品／家庭用耐久財（円）,実支出／生計支出／消費支出／家具・家事用品／室内装備・装飾品（円）,実支出／生計支出／消費支出／家具・家事用品／寝具類（円）,実支出／生計支出／消費支出／家具・家事用品／家事雑貨（円）,実支出／生計支出／消費支出／家具・家事用品／家事用消耗品（円）,実支出／生計支出／消費支出／家具・家事用品／家事サービス（円）,実支出／生計支出／消費支出／被服及び履物（円）,実支出／生計支出／消費支出／被服及び履物／和服（円）,実支出／生計支出／消費支出／被服及び履物／洋服（円）,実支出／生計支出／消費支出／被服及び履物／シャツ・セーター類（円）,実支出／生計支出／消費支出／被服及び履物／下着類（円）,実支出／生計支出／消費支出／被服及び履物／生地・糸類（円）,実支出／生計支出／消費支出／被服及び履物／他の被服（円）,実支出／生計支出／消費支出／被服及び履物／履物類（円）,実支出／生計支出／消費支出／被服及び履物／被服関連サービス（円）,実支出／生計支出／消費支出／保健医療（円）,実支出／生計支出／消費支出／保健医療／医薬品（円）,実支出／生計支出／消費支出／保健医療／健康保持用摂取品（円）,実支出／生計支出／消費支出／保健医療／保健医療用品 ・器具（円）,実支出／生計支出／消費支出／保健医療／保健医療サービス（円）,実支出／生計支出／消費支出／交通・通信（円）,実支出／生計支出／消費支出／交通・通信／交通（円）,実支出／生計支出／消費支出／交通・通信／自動車等関係費（円）,実支出／生計支出／消費支出／交通・通信／通信（円）,実支出／生計支出／消費支出／教育（円）,実支出／生計支出／消費支出／教育／授業料等（円）,実支出／生計支出／消費支出／教育／教科書・学習参考教材（円）,実支出／生計支出／消費支出／教育／補習教育（円）,実支出／生計支出／消費支出／教養娯楽（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用耐久財（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用品（円）,実支出／生計支出／消費支出／教養娯楽／書籍・他の印刷物（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽サービス（円）,実支出／生計支出／消費支出／その他の消費支出（円）,実支出／生計支出／消費支出／その他の消費支出／諸雑費（円）,実支出／生計支出／消費支出／その他の消費支出／こづかい（円）,実支出／生計支出／消費支出／その他の消費支出／交際費（円）,実支出／生計支出／消費支出／その他の消費支出／仕送り金（円）,実支出／生計支出／土地家屋購入（円）,実支出／その他の実支出（円）,平均消費性向（％）,エンゲル係数（％）,選択的支出係数（％）,公共的料金負担率（％）,公共的料金負担率／公共料金等負担率（％）,公共的料金負担率／準公共料金等負担率（％）
jissu,nen,平成19年,411,3.29,1.55,46.3,574514,563269,540415,488199,465746,406624,3946,77629,45229,43596,6987,5319,2475,1842,1003,17534,11245,474584,528003,428072,346256,77247,6601,6065,6333,3529,8841,2612,3007,5450,8808,4142,3551,18309,28689,24500,4188,20241,8401,6267,294,5279,10011,3009,796,720,2549,2364,573,17338,202,7421,3290,1271,204,1275,2283,1392,13070,1496,719,2599,8256,40787,10765,16751,13271,27631,20479,442,6710,39806,4551,7391,5077,22786,71437,23627,22407,23146,2256,81816,99931,73,22.3,49.9,29.9,18.1,11.9
jissu,nen,平成20年,398,3.3,1.53,46.9,581293,572045,549379,500732,480981,416176,3235,81321,44329,42724,4318,4290,1558,2030,702,18377,9247,475071,462525,356303,343972,80052,6967,6058,6991,3668,9334,2676,3345,5785,8873,4081,3328,18946,25443,21476,3967,21551,9301,6701,309,5240,10653,3236,893,839,2659,2466,560,17083,215,7427,3087,1242,173,1336,2221,1381,12861,1548,823,2331,8160,41320,10855,17277,13187,26715,19335,392,6988,41485,3792,7755,5266,24671,66810,23328,19474,20320,3689,12331,106222,72.4,23.3,49.9,29.2,17.9,11.3
jissu,nen,平成21年,398,3.34,1.58,47.2,598723,585015,560648,503739,479151,429562,2724,71453,50814,49673,6096,6927,4046,2249,632,17440,13709,484538,486036,371850,359096,83390,7143,6157,7023,3828,9208,2703,3406,5918,9457,4289,3731,20526,28276,23294,4982,21481,8996,6887,233,5364,11531,3593,1150,753,2840,2513,683,18690,65,7986,3614,1269,177,1499,2499,1581,13612,1893,794,3004,7921,42112,11083,16675,14354,29256,21038,405,7814,43890,4879,7536,5141,26334,66860,23304,18925,21127,3504,12753,114186,74.1,23.2,50.8,29.1,17.3,11.8
jissu,nen,平成22年,396,3.34,1.56,47.5,615748,607569,577272,525894,505374,437624,3662,84609,42371,41805,9007,5959,4013,1355,591,24338,8179,496013,493268,373533,363141,80444,6824,5723,6868,3758,9247,2661,3288,5893,9168,4242,3289,19483,28533,21606,6927,21911,9592,6524,273,5522,11881,4228,615,671,2781,2580,1006,19128,269,8400,3526,1229,157,1439,2468,1641,13803,2064,1172,2833,7734,42443,12031,15960,14452,29099,20462,632,8005,47225,6039,7857,5210,28119,68676,26564,19128,19997,2986,10392,119735,73.2,22.2,55.7,28.4,17.4,11
jissu,nen,平成23年,402,3.37,1.55,47.5,565071,557355,530796,475015,452061,408004,3134,63876,47181,46497,8600,3525,1189,1658,678,23035,7716,457212,463261,355402,337458,79519,6806,5391,6771,3657,8766,2572,3301,5918,9163,4645,3256,19275,26425,22385,4040,20711,8843,6248,287,5334,10678,3246,735,716,2573,2595,814,16167,260,6852,2917,1212,184,1292,2180,1271,13493,2002,889,2596,8007,40125,10308,15775,14042,29246,21486,402,7359,39908,3707,7214,4709,24278,61187,23821,15509,19488,2368,17944,107860,73.8,23.6,54.6,30.2,17.7,12.5
jissu,nen,平成24年,394,3.29,1.59,48,575440,565795,539670,478074,458146,407466,3115,67493,54006,53033,7590,4119,1550,1850,719,22006,9645,463181,472720,360461,348158,80151,6654,5339,6599,3722,8710,2538,3240,5685,9531,4632,3489,20011,28584,21446,7137,22436,9738,7004,320,5374,11281,3272,1394,754,2726,2561,574,17527,223,7315,3376,1232,141,1350,2448,1443,14225,2103,985,2807,8331,43413,11953,17334,14126,27915,20734,426,6755,39868,2934,7415,4263,25256,62758,24589,16938,18729,2501,12304,112259,75.2,23,55.6,29.6,18.3,11.2
jissu,nen,平成25年,384,3.37,1.64,47.1,578628,570606,549846,482419,465873,408351,3634,70433,59825,57922,7603,2811,1410,564,836,17949,8022,465083,500147,386602,363721,83196,6911,5311,7112,3756,8799,2464,3335,6259,9555,5097,3395,21203,33120,25436,7685,22869,10670,6729,284,5186,11908,3780,720,1157,2757,2804,690,18206,194,7764,3349,1351,165,1401,2629,1353,14311,2161,943,2869,8338,47836,12069,21044,14723,27464,20744,419,6302,40441,2811,7717,4371,25543,64369,25901,14610,19588,4271,22881,113545,78.2,22.9,54.5,30,17.9,12.1
jissu,nen,平成26年,361,3.35,1.62,48.4,585636,576120,553922,494198,469905,414967,3630,75601,54252,53045,5472,4654,1143,2523,988,17544,9516,465913,476753,357031,353261,83860,6681,5634,7755,3946,9193,2708,3453,6346,10002,4784,3474,19886,29430,22130,7299,22907,10667,6876,295,5068,13005,4524,850,1041,2867,2914,809,18629,370,7692,3449,1355,153,1459,2758,1392,13153,2176,784,2732,7462,46330,11361,20645,14324,25194,18091,365,6739,41353,2811,7991,4038,26514,59400,25599,12960,18056,2785,3770,119723,75.8,23.7,53.9,28.7,17.6,11.1
jissu,nen,平成27年,373,3.31,1.64,48.5,574733,567024,542219,481340,468465,404193,3795,73352,56596,54745,4283,3756,1439,1646,670,21049,7709,459901,478111,363280,354241,86581,6584,5755,7806,4151,9667,2970,3520,6479,10153,4723,3539,21235,28009,21430,6579,22241,10019,6908,190,5124,11957,3841,882,981,2691,2779,784,18319,310,8295,3196,1253,135,1357,2575,1199,13403,2209,872,2502,7821,42397,10986,16261,15149,30224,23012,426,6786,40164,2246,7374,4172,26373,60946,25747,12952,19290,2959,9039,114831,77,24.4,52.2,29.6,17.4,12.1
jissu,nen,平成28年,365,3.38,1.68,48.3,605530,599434,572681,493003,470549,412007,3698,77298,71517,69125,8162,5040,3063,1502,474,21713,6096,483888,480773,359130,356829,88441,6661,5605,7929,4428,9424,2955,3563,6519,11059,5124,3198,21977,26752,21147,5606,19634,8796,5560,165,5114,12297,3801,880,1113,2608,3117,778,18337,86,8287,3325,1390,133,1239,2510,1367,13802,2149,1064,2974,7614,39450,11588,12214,15648,34188,25692,332,8165,41175,2412,8414,3865,26484,62752,26671,13420,18407,4254,2301,121642,73.7,24.8,53,29.9,17,12.9
jissu,nen,平成29年,350,3.33,1.67,49.6,580063,573254,546946,479004,450690,408402,4190,66412,62406,60206,5536,3879,1969,1307,604,22429,6810,467754,482914,370605,364470,88082,6765,5297,8083,4145,9155,2714,3633,6575,11339,4982,3570,21825,27837,19421,8416,20449,9145,5855,176,5273,12250,4121,657,827,2738,3141,767,17369,123,7872,3198,1244,172,1240,2320,1200,13933,2312,1373,2842,7406,47120,11927,19580,15613,32903,24872,415,7617,42284,3356,8218,3776,26935,62242,25215,13461,19599,3968,6135,112309,77.9,24.2,54,28.7,16.8,11.9
jissu,nen,平成30年,359,3.27,1.71,49.8,632404,626646,592054,503688,481432,409714,5573,88400,77226,76899,11141,7671,4151,2646,874,26921,5757,503418,483473,354487,353941,88365,6836,5127,7988,4071,9265,2740,3606,6805,11571,5241,3085,22031,26641,20097,6545,20830,9631,5756,209,5235,11294,3221,628,973,2591,3033,849,16722,97,7603,2993,1266,114,1169,2405,1074,14161,2110,1070,2823,8158,43335,12330,15275,15730,34420,26504,304,7612,39168,2450,7601,3559,25557,59006,25071,12399,18993,2543,546,128986,70.3,25,52.7,30.1,17.9,12.2
jissu,nen,平成31年・令和元年,360,3.3,1.7,50.5,673468,662685,624865,523034,497805,420967,5651,96417,88364,86739,13466,7518,3398,2593,1527,30302,10783,539517,501987,368036,360606,90551,6925,5193,7951,4109,8941,2839,3575,7073,11918,5309,3618,23100,26402,18308,8094,21172,9749,6074,237,5111,12628,3625,955,1197,2872,3170,810,16768,162,7728,2980,1168,168,1184,2243,1136,15418,2337,937,2780,9364,46350,13316,18341,14694,32489,24202,385,7903,40890,3301,8383,3651,25556,57937,26231,10653,17012,4041,7430,133951,66.8,25.1,53.3,29.2,18.2,11
jissu,nen,令和 2年,365,3.3,1.71,49.4,701538,675758,639589,523450,499359,421611,6025,95814,101297,96503,14843,6722,3346,1910,1467,29447,25780,561620,505201,365283,343451,93467,7385,5954,9625,4750,10478,3012,4410,7524,12695,5670,4470,17495,29225,22131,7094,20717,9458,5687,177,5394,14511,4921,810,1016,3143,3923,697,13219,171,5535,2338,1037,164,933,1822,1220,16441,2536,1183,3909,8814,39244,8252,16199,14793,28602,21277,410,6915,34598,4025,8333,3618,18621,53428,27245,9456,13725,3003,21831,139918,61.2,27.2,48.3,29,17.5,11.5
meimoku,nen,対前年名目増加率_昭和51年,-,-,-,-,11.6,13.9,14.2,15,-,14.1,-6.4,21.6,-,-4.2,23.9,-3.9,-,1.6,-9,25.7,-32,9.8,10.1,7.8,7.7,4.7,9.2,8.7,12.3,1.1,8.3,-1,-4.8,-8,10,-3.8,-15.9,11.4,-1.8,-2.6,0,11.5,-3.6,9,17.4,78.4,-9.6,-5.4,-7.8,-6.2,-26.3,3.6,-8.8,7.8,-14.1,13.5,10.7,9.6,-0.9,2.1,5.6,11.9,4.6,4.2,-,6,4.4,13.2,7,15.2,18.8,22.1,13.6,61.2,56.1,11.3,-2.5,4.8,6.1,20.2,12.3,11.6,8.9,17.9,17.5,10.1,29.4,,,,,,
meimoku,nen,対前年名目増加率_昭和52年,-,-,-,-,9.9,9.8,9.8,8,-,9.1,-21.6,7.9,-,27.9,40.5,16.5,-,2.7,30.6,-1.9,14.5,9.1,9.9,9,9.1,5.6,7.6,6.1,3,0.4,1.3,-2.5,1.3,2.5,9.6,14.9,12.3,13.2,20.1,17.4,26.2,11.3,20.9,10.3,-12,7.8,10.4,18.3,13.7,7.6,2.6,8,-18.2,6.2,5.2,3.8,8.5,6.1,5.5,13.4,15.7,1.6,8.5,3.8,-,2.4,10.8,19.9,19.9,8.9,39,13.3,18.5,-16,0.3,2.3,5.7,5.5,-2.5,2,10.2,3.5,11.4,13.4,-1.8,7.2,16.4,,,,,,
meimoku,nen,対前年名目増加率_昭和53年,-,-,-,-,4.9,5.4,5.3,5.9,-,7.9,-20.7,0.9,-,15.5,-26.2,4.8,-,6.2,3.7,15.2,-9.9,4.2,8.1,7.7,6.3,2.8,-0.5,3,1.8,-0.4,-0.5,7.9,-3.2,2.6,4.9,7.6,5.2,8.1,0.1,5.7,-11.9,9.8,13.1,4.9,13.7,14.1,-1.1,-2.9,-10.6,-2.2,2.9,4.8,5.6,3.8,35.6,0.6,0.4,6.7,-13.7,1.9,4.6,12.3,8.8,0.7,-,2,11.9,7,6.6,6.3,8.4,12,9.6,49.1,16.2,8.2,1.4,1.2,10.8,11.8,11.1,10.4,11.4,10.3,21.3,31.1,10.1,,,,,,
meimoku,nen,対前年名目増加率_昭和54年,-,-,-,-,3.3,3.4,3.2,4.7,-,6,-1.5,0.1,-,-18.9,-2.3,23.5,-,35.5,13.6,-12.4,-0.3,2.8,2.2,1.4,3.6,3.2,1,5.9,0.9,-1.6,2.6,5.7,-1.4,-1.1,13.9,-2.8,2.1,7.7,6.9,9.5,0.3,1.8,-2.4,-0.6,-4.4,21.6,6.9,15.2,-3,5.3,-6.6,2.9,19.7,0,-15.7,0.1,7.2,3.2,4.2,-3.2,5.2,-4.4,-4.7,-4.4,-,16,-8.3,5.9,13.6,1.5,2.8,11.2,14,-13,5.1,7.7,5.7,3.3,3.2,11.1,1.9,7.6,1.5,-2.6,27.9,-27.1,7.1,,,,,,
meimoku,nen,対前年名目増加率_昭和55年,-,-,-,-,8.4,8.3,8.8,6.1,-,4.7,20.8,10.9,-,53.9,29.7,-25.5,-,-28.4,-22.6,37.8,12.5,7.9,12.9,13.1,8.6,6.9,7.9,5.8,4.7,4.8,12.9,-4.9,11.6,10.3,13.7,-1,12.4,4.3,12.7,16.1,2.9,29.2,32,31.3,59.1,7.4,-2.3,-20.9,30.4,0.7,15.7,16.5,-0.9,3.1,1.6,3.1,6.4,6.3,-19.1,12.4,2.9,6.3,11.5,14.6,-,15.1,10.1,13.5,1.6,30.2,7,10.1,7.9,35.6,15,7.9,7.7,12.3,14.4,4.7,7.9,4.8,11.8,6.2,-16.5,95.4,11.9,,,,,,
meimoku,nen,対前年名目増加率_昭和56年,-,-,-,-,1.9,2.1,1.5,1.9,-,3.5,11,-4.8,-,-3.5,-1.3,6.2,-,12.4,0.5,35.9,-3.9,0.3,1.6,-0.3,3.4,1.1,-0.4,-1.9,-0.1,5.6,-1.2,-1,0.7,-3,1.8,-2.1,2.3,9.9,10.7,9,16.2,17.6,18.7,21.4,8.9,9.9,11.9,17.8,18.2,14.6,7,5.1,-12.1,1,2.8,4.9,4.7,-9.1,-13.5,1.3,5,-10.4,-5.2,4.5,-,5.1,-9.7,20.6,5.9,42.4,3.8,2.2,3.6,-19.6,0.6,2.5,-14.1,16.8,3.1,1.8,-2.5,4.5,-4.3,-4,3.8,-38.5,13.3,,,,,,
meimoku,nen,対前年名目増加率_昭和57年,-,-,-,-,9,9.1,8.9,9.1,-,8.3,-8.7,13.9,-,4.5,13.7,14.2,-,24.5,3.8,12.2,4.4,6.4,5.6,2.1,4.4,4.1,6.2,8,7.6,-3.1,2.1,3.6,1.1,2.3,5.7,2.4,2,3,6.9,0.8,25,6,2.1,1.8,-8.7,36.5,1.8,-2.3,-12.9,2.9,6.4,3.2,58.7,-1.3,-7.6,-4.1,6.1,1.6,-7.5,-3.6,-0.4,5.5,5.1,23.5,-,1.5,1.4,-1,10,-10.9,7.1,10.4,8.3,6.1,19.4,6.5,14.2,2.7,1.5,7.9,5.5,-1.3,8.1,3.1,35.2,-36.9,24.3,,,,,,
meimoku,nen,対前年名目増加率_昭和58年,-,-,-,-,2.5,3,3.8,3.5,-,4,-3.8,2.2,-,13.8,-8.5,-25.1,-,-34.2,-14,-4.9,-21,2.2,1.5,1,0.8,-0.2,-2.8,-3.2,-3.4,-1.2,2.9,-2.9,-2.4,-0.1,-0.7,-3.3,4.9,5.9,-3.9,2.2,-18.6,3,4.8,0.2,1.1,6.6,3.8,7.4,-11.3,4.1,12,1.3,-17.7,4.5,20.7,3.3,3.2,-5.4,13.5,9.6,-0.1,7.3,6.3,3.6,-,15.3,4.8,6.2,1.7,10.2,4.7,1.6,-1.9,15.8,12.8,6.9,12,-1.4,0.3,10.6,-3.3,0.6,-8.6,2.9,-1.2,6,3.8,,,,,,
meimoku,nen,対前年名目増加率_昭和59年,-,-,-,-,7.2,7,7.3,6.7,-,6.9,6.2,5.9,-,15,11.6,-2.1,-,17.6,-20.5,-2.2,14.2,6.5,7.9,7.2,6.4,3.8,6.2,1,5.1,6.6,3.2,6.4,4.9,0,5.6,4.8,-3.1,4.4,2.4,-2.1,15.7,15.8,17.9,11.9,18.2,19.2,2.1,2.5,19,-8.5,-4.3,5.6,12.1,3.8,-46.7,7.4,4.4,11.3,19.3,12,5.1,12.2,4.2,1.3,-,21.4,0.1,5.3,15.2,-0.7,4.7,26.9,28.6,23.3,22,2.9,-11.2,5,0.3,6.1,7.1,1.2,10.8,7.4,-15.5,29.2,10.7,,,,,,
meimoku,nen,対前年名目増加率_昭和60年,-,-,-,-,6.3,6.5,6.8,5.3,-,4.6,3.9,8,-,16,35.3,-18.4,-,-28.1,-4.9,10.7,-7.3,5.9,5.7,5.1,2.4,1.4,-1.5,1.1,-2.2,-2.2,0.4,3,-0.2,7.3,4.7,0,-1.6,5.6,2.3,10.5,-18.7,-2.9,-3.5,-4.1,-20.1,6.9,3.3,6.1,7.5,-6.6,0.5,3.7,3.5,5.2,5.4,7.8,6.7,4.6,-5.4,-3.8,4,5.3,8.2,-2,-,2.5,13.4,2.9,2.3,2.3,4.6,-3.6,-6,-9.2,5.3,2.9,7.6,2.6,1.2,2.5,4.5,16.2,3.8,-0.2,-1.4,65.1,7.9,,,,,,
meimoku,nen,対前年名目増加率_昭和61年,-,-,-,-,3.5,3.2,2.4,3.6,-,4.2,-5,1.8,-,-5.5,-12.1,15.3,-,22.5,7.8,40.3,20.8,2.8,0.7,-0.9,2.7,0.5,0.5,0.4,-0.3,-1.7,0.5,-6,0.4,3.9,0.1,-4.4,3.2,3.1,9.2,10.9,3.3,-1.6,-1.8,-0.8,-16.1,1.6,-1.1,-8.3,-16.6,16.5,10.1,1,6.7,1.2,14.9,2.7,3.2,-2.3,-14.4,7,-1.1,-6.2,10,10.2,-,0.5,13,3.9,4.2,4.8,1.7,11.7,5.6,16.2,29.5,5.3,18.4,3,7,3,1.2,2.7,1.3,1,-8.7,-50.1,7.1,,,,,,
meimoku,nen,対前年名目増加率_昭和62年,-,-,-,-,3,1.8,1.2,1.5,-,2.8,-12.5,-2.7,-,1.7,-11,48.4,-,71.2,21.5,5.2,59.7,3.4,3.8,4.6,2.4,-2.3,-7.1,-2.7,-6.4,-5.8,-3.8,-5.8,-6,-3,3.9,5.5,-1.5,4,13.3,7.6,34.4,-6.6,-1.9,-10.7,-37.5,-0.6,10.1,31.8,2.7,-13.6,-1.8,3.2,-13.7,3.6,-8.1,4.2,5.1,1.4,-5,2.7,4.2,9.8,-11.6,-1.2,-,-5.4,-16,13.2,3.2,27.5,0.8,-5.7,-2.9,-23.9,-10.7,5.3,31.4,6.9,-1,0.6,3.5,3.2,3.8,1.9,20.4,66.9,0.9,,,,,,
meimoku,nen,対前年名目増加率_昭和63年,-,-,-,-,3.3,3.7,4.6,5.1,-,2.8,2.6,14.6,-,0,-0.5,-29.4,-,-35.9,-18.6,-9.7,-8.4,3.6,6.1,7.2,2.5,3.2,-0.6,-0.6,0,3.4,6.5,-1.9,-0.5,2.4,8.6,-0.4,5.2,8.1,0.6,6.9,-18.1,0.8,-1.1,1.4,-7.5,4,-0.1,-6.8,-6.7,32.5,5.7,0.6,-10.6,2.7,-21.5,6.3,7.5,2.8,-18.9,-2.4,-2.3,5.5,11.1,9,-,9.3,12.3,3.3,4.7,3.2,1.6,8.8,12.1,25.2,-1.6,5.6,-13.1,7.3,4.7,10.8,-0.8,3.6,-4.6,2.6,-4.6,88.4,1.8,,,,,,
meimoku,nen,対前年名目増加率_平成元年,-,-,-,-,2.7,3.5,3.1,3.4,-,4.8,-11.5,-0.9,-,-7.4,21.3,21.9,-,41.3,-3.5,10.7,-24.3,4,-3.5,-3.6,1.8,1.4,-1.5,1.5,0.1,4.9,-0.5,3.1,2.5,5.3,7.4,8.6,-2.1,-0.8,-6.7,-7.1,-5.2,0.3,2.6,-2.4,-20.4,3.4,-11.5,-22.8,6.2,-32,3.1,3.6,0.8,6.1,42.3,4.3,2.9,7,-5.4,12.4,8.9,3.6,21,8.6,-,20.6,24.8,-2.1,11.6,-13.5,5.1,-0.9,-3.4,-19.5,9.1,5.3,3,8.3,5.6,4.8,4.6,9.2,0.5,7.2,10.5,-54.4,-3.2,,,,,,
meimoku,nen,対前年名目増加率_平成 2年,-,-,-,-,7.7,7.1,6.5,6.2,-,4.5,24.1,12.4,-,21.2,-17.5,31,-,33.6,25.9,18.7,40.1,7,5.2,3.7,6.4,5,0.4,1.4,2,2,4.4,8.8,0.2,3.9,5.9,5.9,5.5,12.5,7.4,8.3,3.8,3.8,8,-0.5,9.3,3.2,22.1,34.8,56.2,18.7,5.5,1.5,30.8,5.8,-6.1,8.8,10.8,-0.6,-12.4,3.9,4.5,0.6,-4.9,9,-,10.9,-13.2,9.4,-3.8,21.8,5.7,24,23.6,31.6,24.1,8.7,-6.3,8.9,-1.4,14.4,1.2,-0.8,0.2,4.2,-0.5,-53.8,11.4,,,,,,
meimoku,nen,対前年名目増加率_平成 3年,-,-,-,-,3.2,3.6,4.1,4,-,4.3,-20.8,4.1,-,4.6,3.8,-31.4,-,-34.5,-25,7.2,-11.1,2.9,6.6,7.2,4.4,3.8,2.6,6,1.7,5.4,11.2,7,9.7,4.9,5.2,0.6,1.9,-2.8,20.1,12.5,50.1,3.3,3.5,3,19.1,2,3,2.3,-11.7,8.6,5.9,7.8,4.7,-1.3,0.7,-4.1,-2.6,-0.6,2.5,4,1.4,6.1,7,18.4,-,-4.4,7.6,3.4,0.5,6.9,-0.5,-4.4,-8.7,6.9,6.3,3.3,-3.1,2.3,2.3,5,5.8,11.1,1.5,4.8,47.6,140.9,4.5,,,,,,
meimoku,nen,対前年名目増加率_平成 4年,-,-,-,-,2.4,2.4,1.9,1.7,-,2.7,10.4,-2.3,-,4.8,0.4,21.6,-,31.5,3.8,11.5,5,2.2,-0.3,-1.3,0.6,1.6,4.2,3.1,3.2,-0.9,-3,-2.8,5.3,3.2,2.7,6,3.2,0.6,-2.9,3.5,-21.7,2.8,6.9,0.1,-1.1,0.2,-8.3,-12.3,-5.7,-18.5,-0.3,-1.6,-17,-0.8,-17,-0.8,-0.9,2.6,-11.7,0.5,1.3,2.9,-3.8,4.5,-,4.3,-9.6,5.9,11,7.1,-3.9,-0.1,3.7,-4.1,-8.7,5.2,-11.7,4.9,10,7.2,-1.3,-2.2,0.7,-1.8,-14.5,-41.4,3.8,,,,,,
meimoku,nen,対前年名目増加率_平成 5年,-,-,-,-,4.8,4.9,5.5,5.4,-,3.3,-16,14.3,-,8.9,0.2,-9.6,-,-10.6,-7.3,-8.8,-0.4,3.8,3.8,2.2,1.5,-0.8,0.5,-2.2,-4.5,-1.1,1.7,-11.2,-0.1,1.2,-2.1,-2.1,-3.1,2.6,4.3,4.9,1.7,2,-0.7,2.4,4.4,5.7,-0.6,-7.1,-10.5,-1.8,4.4,3.6,40.4,2.7,34.6,-0.1,1.2,-0.6,39,5.7,-5.4,9.1,6.5,1.1,-,9.4,7.5,-6,-0.1,-14,5.9,17,16.5,10.7,19.1,2.1,-11.1,5.3,2.5,2.9,0.8,5.6,-1.8,3,-17,27.2,9.5,,,,,,
meimoku,nen,対前年名目増加率_平成 6年,-,-,-,-,-1.1,-1.5,-1.9,-1.6,-,0.7,0.9,-9.6,-,-10.3,15.3,6.8,-,27.2,-37.7,11,15.1,0.3,-0.2,1.9,-0.7,-2.3,-3.3,-8.3,-8.5,-0.5,-5.8,-0.8,-1.3,-0.4,2.5,5.9,-1.2,1.9,14.6,13.2,20.4,2.9,9.4,-5.2,-16.4,5.2,-3.5,-6.2,13.3,-13,0.4,-0.8,-24,-7.5,4.7,-10.3,-11.1,-5.6,-25.1,-3.4,3.3,-4.6,-2,-0.7,-,-1,-2.9,7.6,1.3,15.6,-0.3,-1.2,2.3,-3.9,-10,-3.5,17.1,-3.8,1.3,-6.9,-4.3,-1,-5.5,-5.3,-1.7,76.8,-7.4,,,,,,
meimoku,nen,対前年名目増加率_平成 7年,-,-,-,-,-3.1,-2.7,-2.8,-3.4,-,-1.9,-47.5,-7.7,-,10.6,-19.3,-26.6,-,-83.8,8.5,7.8,-17.6,-3.3,-3.1,-3.4,-3.6,-4.9,-9,-5.2,-0.7,-3.1,-4.2,-5.9,-5.4,-11.6,-1.3,-2.9,-1.6,-5.4,3.8,9,-16.4,3,1.9,1.6,-8.5,7.7,1.1,2,0.7,8.7,0.7,-4.1,7,-8.1,-50.1,-4.9,-0.9,-2.3,-15.4,-12.2,-10.6,-9.7,4.5,-24.2,-,-2.5,12.3,-9.2,-2.6,-19.4,6.5,-13.5,-17.7,-19.6,-0.6,-3.6,1.2,-7.5,-4.2,-2.9,-1.7,-5.5,1.5,-4.1,11.2,1,-2,,,,,,
