項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3768,-,4785,-,693,-,144,-,754,-,3281,-
0,0,0,0,0,調査世帯数,657,-,247,-,321,-,44,-,8,-,45,-,213,-
0,0,0,0,0,世帯人員,2.91,-,2,-,3.6,-,2.45,-,3.36,-,3.47,-,3.17,-
0,0,0,0,0,有業人員,1.3,-,0.86,-,1.66,-,1.13,-,0.93,-,1.36,-,2.12,-
0,0,0,0,0,世帯主平均年齢,59.3,-,68.5,-,50.8,-,65.7,-,39.9,-,62.2,-,51,-
2,2,0,0,0,生計支出,272875,-,246709,-,315498,-,163834,-,137943,-,233354,-,286718,-
2,3,0,0,0,消費支出,272875,100,246709,100,315498,100,163834,100,137943,100,233354,100,286718,100
2,4,1,0,0,食料,87384,32,78686,31.9,97685,31,60668,37,48557,35.2,90023,38.6,91852,32
2,5,1,1,0,穀類,7724,2.8,6254,2.5,8873,2.8,6736,4.1,6188,4.5,8686,3.7,7885,2.8
2,6,1,1,1,米類,2021,0.7,1625,0.7,2141,0.7,2292,1.4,1371,1,2993,1.3,1990,0.7
2,6,1,1,2,パン,3098,1.1,2740,1.1,3550,1.1,2156,1.3,2209,1.6,2879,1.2,3225,1.1
2,6,1,1,3,麺類,2013,0.7,1524,0.6,2370,0.8,1872,1.1,1990,1.4,2328,1,2008,0.7
2,6,1,1,4,他の穀類,592,0.2,366,0.1,813,0.3,416,0.3,618,0.4,486,0.2,662,0.2
2,5,1,2,0,魚介類,6977,2.6,7096,2.9,6959,2.2,4974,3,2335,1.7,8338,3.6,6621,2.3
2,6,1,2,1,生鮮魚介,4251,1.6,4371,1.8,4233,1.3,2788,1.7,1622,1.2,5110,2.2,4175,1.5
2,6,1,2,2,塩干魚介,1233,0.5,1207,0.5,1230,0.4,924,0.6,249,0.2,1665,0.7,1071,0.4
2,6,1,2,3,魚肉練製品,541,0.2,536,0.2,503,0.2,667,0.4,345,0.3,695,0.3,446,0.2
2,6,1,2,4,他の魚介加工品,951,0.3,981,0.4,992,0.3,595,0.4,118,0.1,868,0.4,929,0.3
2,5,1,3,0,肉類,10086,3.7,7511,3,12321,3.9,7876,4.8,7714,5.6,10799,4.6,11172,3.9
2,6,1,3,1,生鮮肉,8244,3,6055,2.5,10139,3.2,6381,3.9,6148,4.5,8863,3.8,9170,3.2
2,6,1,3,2,加工肉,1842,0.7,1456,0.6,2181,0.7,1495,0.9,1566,1.1,1936,0.8,2002,0.7
2,5,1,4,0,乳卵類,5585,2,5203,2.1,6218,2,3769,2.3,2926,2.1,5151,2.2,5743,2
2,6,1,4,1,牛乳,1672,0.6,1581,0.6,1844,0.6,1321,0.8,769,0.6,1352,0.6,1831,0.6
2,6,1,4,2,乳製品,2914,1.1,2757,1.1,3229,1,1631,1,1614,1.2,2879,1.2,2874,1
2,6,1,4,3,卵,999,0.4,864,0.4,1145,0.4,818,0.5,543,0.4,920,0.4,1037,0.4
2,5,1,5,0,野菜・海藻,12548,4.6,12039,4.9,13089,4.1,9848,6,7186,5.2,14136,6.1,12006,4.2
2,6,1,5,1,生鮮野菜,8887,3.3,8486,3.4,9397,3,6673,4.1,5363,3.9,9691,4.2,8699,3
2,6,1,5,2,乾物・海藻,963,0.4,927,0.4,1012,0.3,664,0.4,645,0.5,1105,0.5,967,0.3
2,6,1,5,3,大豆加工品,1341,0.5,1226,0.5,1448,0.5,1043,0.6,495,0.4,1513,0.6,1289,0.4
2,6,1,5,4,他の野菜・海藻加工品,1357,0.5,1401,0.6,1232,0.4,1468,0.9,682,0.5,1827,0.8,1051,0.4
2,5,1,6,0,果物,3929,1.4,4261,1.7,3805,1.2,3225,2,1102,0.8,3699,1.6,3302,1.2
2,6,1,6,1,生鮮果物,3500,1.3,3848,1.6,3328,1.1,3040,1.9,1072,0.8,3274,1.4,2960,1
2,6,1,6,2,果物加工品,429,0.2,413,0.2,477,0.2,186,0.1,30,0,425,0.2,342,0.1
2,5,1,7,0,油脂・調味料,4734,1.7,4134,1.7,5431,1.7,3470,2.1,3497,2.5,4476,1.9,5222,1.8
2,6,1,7,1,油脂,606,0.2,461,0.2,754,0.2,500,0.3,644,0.5,483,0.2,788,0.3
2,6,1,7,2,調味料,4128,1.5,3673,1.5,4677,1.5,2970,1.8,2853,2.1,3993,1.7,4434,1.5
2,5,1,8,0,菓子類,7145,2.6,5902,2.4,8453,2.7,4762,2.9,4375,3.2,7244,3.1,8296,2.9
2,5,1,9,0,調理食品,12320,4.5,11469,4.6,13463,4.3,8602,5.3,7481,5.4,12735,5.5,12600,4.4
2,6,1,9,1,主食的調理食品,5671,2.1,5322,2.2,6201,2,3889,2.4,2910,2.1,5688,2.4,6288,2.2
2,6,1,9,2,他の調理食品,6649,2.4,6146,2.5,7262,2.3,4713,2.9,4571,3.3,7047,3,6311,2.2
2,5,1,10,0,飲料,5694,2.1,5072,2.1,6536,2.1,3206,2,1654,1.2,5744,2.5,5784,2
2,6,1,10,1,茶類,1398,0.5,1535,0.6,1435,0.5,694,0.4,321,0.2,1125,0.5,1041,0.4
2,6,1,10,2,コーヒー・ココア,1144,0.4,940,0.4,1410,0.4,630,0.4,455,0.3,942,0.4,1347,0.5
2,6,1,10,3,他の飲料,3153,1.2,2597,1.1,3692,1.2,1882,1.1,879,0.6,3677,1.6,3396,1.2
2,5,1,11,0,酒類,4243,1.6,4854,2,4345,1.4,1252,0.8,1665,1.2,3289,1.4,4490,1.6
2,5,1,12,0,外食,6399,2.3,4891,2,8192,2.6,2948,1.8,2434,1.8,5728,2.5,8731,3
2,6,1,12,1,一般外食,6198,2.3,4891,2,7774,2.5,2948,1.8,2434,1.8,5714,2.4,8256,2.9
2,6,1,12,2,学校給食,201,0.1,-,-,418,0.1,-,-,-,-,14,0,476,0.2
2,4,2,0,0,住居,22461,8.2,23087,9.4,25593,8.1,13126,8,11713,8.5,8031,3.4,25180,8.8
2,5,2,1,0,家賃地代,16661,6.1,16588,6.7,19350,6.1,11223,6.9,9295,6.7,4949,2.1,22432,7.8
2,5,2,2,0,設備修繕・維持,5800,2.1,6499,2.6,6243,2,1903,1.2,2418,1.8,3081,1.3,2749,1
2,6,2,2,1,設備材料,1826,0.7,1917,0.8,2140,0.7,664,0.4,2418,1.8,449,0.2,1126,0.4
2,6,2,2,2,工事その他のサービス,3974,1.5,4582,1.9,4103,1.3,1239,0.8,-,-,2633,1.1,1623,0.6
2,4,3,0,0,光熱・水道,20994,7.7,18989,7.7,22642,7.2,16355,10,10187,7.4,24814,10.6,20108,7
2,5,3,1,0,電気代,9902,3.6,9460,3.8,10360,3.3,7615,4.6,2858,2.1,11304,4.8,9503,3.3
2,5,3,2,0,ガス代,6602,2.4,5876,2.4,6974,2.2,5445,3.3,2919,2.1,8931,3.8,6403,2.2
2,5,3,3,0,他の光熱,47,0,74,0,26,0,39,0,-,-,56,0,37,0
2,5,3,4,0,上下水道料,4443,1.6,3580,1.5,5281,1.7,3256,2,4410,3.2,4522,1.9,4165,1.5
2,4,4,0,0,家具・家事用品,13179,4.8,11249,4.6,14515,4.6,14230,8.7,5685,4.1,13376,5.7,13485,4.7
2,5,4,1,0,家庭用耐久財,4615,1.7,4265,1.7,4283,1.4,9353,5.7,-,-,4117,1.8,4409,1.5
2,6,4,1,1,家事用耐久財,1786,0.7,1686,0.7,1578,0.5,4394,2.7,-,-,1199,0.5,2045,0.7
2,6,4,1,2,冷暖房用器具,2546,0.9,2121,0.9,2529,0.8,4959,3,-,-,2559,1.1,2046,0.7
