階層コード,地域コード,地域,人口総数／平成23年１月１日,人口総数／平成22年12月１日,人口総数／平成22年１月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13068971,13071528,13009759,-2557,-0.02,59212,0.46
1,13100,区部,8895198,8897591,8851384,-2393,-0.03,43814,0.49
1,13200,市部,4085831,4085942,4070115,-111,0,15716,0.39
1,13300,郡部,59691,59709,59783,-18,-0.03,-92,-0.15
1,13350,島部,28251,28286,28477,-35,-0.12,-226,-0.79
,,,,,,,,,
住民基本台帳による世帯と人口_平成23年１月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
