階層コード,地域コード,地域,人口総数／平成23年10月１日,人口総数／平成23年9月１日,人口総数／平成22年10月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13094564,13093100,13067390,1464,0.01,27174,0.21
1,13100,区部,8915766,8914960,8894782,806,0.01,20984,0.24
1,13200,市部,4091152,4090560,4084602,592,0.01,6550,0.16
1,13300,郡部,59496,59458,59723,38,0.06,-227,-0.38
1,13350,島部,28150,28122,28283,28,0.1,-133,-0.47
,,, ,,,,,,
住民基本台帳による世帯と人口_平成23年10月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
