階層コード,地域コード,地域,人口総数／平成23年11月１日,人口総数／平成23年10月１日,人口総数／平成22年11月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13096833,13094564,13070482,2269,0.02,26351,0.2
1,13100,区部,8918163,8915766,8897866,2397,0.03,20297,0.23
1,13200,市部,4091058,4091152,4084649,-94,0,6409,0.16
1,13300,郡部,59460,59496,59689,-36,-0.06,-229,-0.38
1,13350,島部,28152,28150,28278,2,0.01,-126,-0.45
,,, ,,,,,,
住民基本台帳による世帯と人口_平成23年11月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
