地域階層,地域コード,国・地域(人),総数,中国,韓国・朝鮮,フィリピン,米国,インド,英国,タイ,フランス,ブラジル,オーストラリア,その他,前年同月との比較／総数,前年同月との比較／増減数
4,13307,檜原村,11,0,3,3,5,0,0,0,0,0,0,0,10,1
4,13308,奥多摩町,20,3,5,5,5,0,1,0,0,0,0,1,21,-1
2,13350,島部,225,16,85,67,18,0,1,10,0,5,1,22,233,-8
3,13360,大島支庁,55,9,11,4,4,0,0,6,0,4,0,17,52,3
3,13380,三宅支庁,37,1,22,11,1,0,0,0,0,0,0,2,38,-1
3,13400,八丈支庁,120,6,49,51,7,0,1,4,0,0,1,1,131,-11
3,13420,小笠原支庁,13,0,3,1,6,0,0,0,0,1,0,2,12,1
,,,,,,,,,,,,,,,,
外国人登録人口　平成20年4月,,,,,,,,,,,,,,,,
第１表　区市町村別主要10か国外国人登録人口 （平成20年4月１日現在）,,,,,,,,,,,,,,,,
注１）国籍は、平成２０年１月１日現在で登録人口の多い１０か国とした。,,,,,,,,,,,,,,,,
注２）人口規模を考慮し、島部町村については、支庁単位の集計とした。各支庁管内の町村は次のとおり。大島支庁：大島町、利島村、新島村、神津島村。　八丈支庁 ：八丈町、青ヶ島村。三宅支庁 ：三宅村、御蔵島村。小笠原支庁：小笠原村。,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,,
