一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
312,足立区綾瀬3-12-15,35.764210,139.828583,JGD2011,都道314号言問大谷田線,b,2011-12-07,2011-12-08,4,2,6,1.5,67,63
313,足立区綾瀬1-11,35.756969,139.821121,JGD2011,都道308号千住小松川葛西沖線,b,2011-12-07,2011-12-08,4,2,3,1.5,65,63
315,葛飾区水元公園,35.788548,139.869415,JGD2011,都道葛飾吉川松伏線,A,2011-12-15,2011-12-16,4,2,3.7,1.2,68,65
316,葛飾区柴又1丁目37,35.756058,139.872635,JGD2011,都道王子金町江戸川線,C,2011-12-15,2011-12-16,4,2,2.5,1.2,65,59
317,葛飾区亀有3丁目38,35.763786,139.850296,JGD2011,都道環状7号線(環七通り),C,2011-12-15,2011-12-16,4,4,4.3,1.2,71,68
318,葛飾区柴又5丁目45,35.751671,139.884766,JGD2011,都道江戸川堤防線,A,2011-12-15,2011-12-16,4,2,14.5,1.2,58,53
319,葛飾区新宿2丁目25,35.762100,139.858307,JGD2011,都道千住新宿町線,B,2011-12-15,2011-12-16,4,2,2.5,1.2,60,57
320,葛飾区水元3-20,35.782383,139.865417,JGD2011,都道王子金町江戸川線(岩槻街道),b,2011-09-07,2011-09-14,4,2,5,1.2,63,58
321,葛飾区西水元6-16,35.788822,139.856949,JGD2011,都道王子金町江戸川線,b,2011-09-07,2011-09-14,4,2,1.5,1.2,67,62
322,葛飾区東金町8-2,35.779060,139.883957,JGD2011,都道松戸草加線,c,2011-07-20,2011-07-27,4,4,4.9,1.2,66,62
323,葛飾区柴又4-30,35.752903,139.877029,JGD2011,都道王子金町江戸川線(柴又街道),c,2011-09-07,2011-09-14,4,2,5,1.2,65,60
324,葛飾区亀有3-38,35.763786,139.850296,JGD2011,都道環状7号線(環七通り),c,2011-07-28,2011-08-04,4,4,4.3,1.2,70,67
325,葛飾区高砂1-2,35.741302,139.863144,JGD2011,都道環状7号線(環七通り),c,2011-07-28,2011-08-04,4,5,4.1,2.3,71,69
328,葛飾区堀切6-1,35.752026,139.827789,JGD2011,都道言問大谷田線,c,2011-09-07,2011-09-14,4,4,8.6,1.2,67,64
329,葛飾区小菅3-6,35.755337,139.824203,JGD2011,都道千住小松川葛西沖線,c,2011-07-20,2011-07-27,4,2,0.3,1.2,67,62
330,葛飾区小菅2-19,35.750191,139.825821,JGD2011,都道千住小松川葛西沖線(平和橋通り),c,2011-08-05,2011-08-12,4,5,4.1,1.2,68,63
331,葛飾区堀切3-32,35.743622,139.833282,JGD2011,都道千住小松川葛西沖線(平和橋通り),c,2011-08-05,2011-08-12,4,2,3.8,1.6,69,65
332,葛飾区東立石2-1,35.733753,139.843430,JGD2011,都道千住小松川葛西沖線(平和橋通り),c,2011-08-05,2011-08-12,4,3,4,1.2,66,62
333,葛飾区奥戸2-37,35.734699,139.861832,JGD2011,都道市川四つ木線(奥戸街道),c,2011-07-28,2011-08-04,4,2,3.2,1.8,64,61
334,葛飾区新小岩1-53,35.714451,139.861130,JGD2011,都道千住小松川葛西沖線(平和橋通り),c,2011-08-05,2011-08-12,4,3,3.7,1.2,66,64
335,葛飾区東新小岩3-12,35.722919,139.861862,JGD2011,都道御徒町小岩線(蔵前橋通り),c,2011-08-05,2011-08-12,4,4,4.6,1.4,67,64
336,葛飾区小菅1-35,35.756767,139.818176,JGD2011,都道千住小松川葛西沖線,b,2011-08-30,2011-09-06,4,4,4.6,1.8,68,65
339,葛飾区堀切2-4,35.742863,139.825012,JGD2011,都道新荒川葛西堤防線,b,2011-08-30,2011-09-06,4,2,13,1.2,67,66
