一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
272,荒川区町屋3-8,35.746952,139.782974,JGD2011,都道上野尾竹橋線(尾竹橋通り),c,2011-10-17,2011-10-21,4,2,3.5,1.5,66,63
275,板橋区小豆沢4丁目21,35.781322,139.699860,JGD2011,都道環状8号線,C,2011-10-18,2011-10-19,4,4,4.5,1.2,71,67
276,板橋区坂下1丁目5,35.779690,139.687164,JGD2011,都道環状8号線,C,2011-10-18,2011-10-19,4,4,4.5,1.2,67,64
277,板橋区若木3丁目22,35.774258,139.674988,JGD2011,都道環状8号線,B,2011-10-18,2011-10-19,4,4,8.5,1.2,59,56
278,板橋区大山金井町13,35.745518,139.707504,JGD2011,都道環状6号線,C,2011-10-24,2011-10-25,4,6,4.5,1.2,73,71
279,板橋区南町4,35.737480,139.703476,JGD2011,都道環状6号線,C,2011-10-24,2011-10-25,4,4,7.5,1.2,69,66
281,板橋区高島平1-9-1,35.781695,139.667824,JGD2011,都道446号線(都道補助201号),b,2011-10-04,2011-10-07,4,6,2,1.2,72,69
282,板橋区双葉町42-1,35.759457,139.700028,JGD2011,都道318号線(環七通り),c,2011-11-07,2011-11-10,4,4,4,1.2,69,67
283,板橋区蓮根3-6-3,35.785884,139.675917,JGD2011,都道446号線(高島通り),b,2011-10-17,2011-10-20,4,4,4,1.2,68,64
285,板橋区熊野町25-2,35.744221,139.707901,JGD2011,都道317号線(山手通り),c,2011-07-04,2011-07-05,4,6,4,1.2,74,72
288,板橋区小茂根4-9-2,35.746487,139.675751,JGD2011,都道318号線(環七通り),c,2011-09-15,2011-09-16,4,4,4,1.2,74,73
291,板橋区小豆沢4-29-9,35.781399,139.696838,JGD2011,都道311号線(環八通り),c,2011-09-28,2011-09-29,4,4,4,1.2,72,68
292,板橋区稲荷台22-4,35.762180,139.710297,JGD2011,都道318号線(環七通り),c,2011-10-11,2011-10-12,4,4,3,1.2,73,72
293,板橋区熊野町11-2,35.741886,139.706751,JGD2011,都道317号線(山手通り),c,2011-11-14,2011-11-15,4,9,4,1.2,70,69
298,足立区谷中2丁目23,35.776302,139.835541,JGD2011,都道307号王子金町江戸川線,C,2011-10-27,2011-10-28,4,4,5,1.2,71,71
301,足立区椿2丁目3,35.778679,139.757507,JGD2011,都道318号環状7号線,C,2011-10-25,2011-10-26,4,6,3.2,1.2,74,71
302,足立区関原2丁目48,35.768745,139.786407,JGD2011,都道461号吾妻橋伊興町線,C,2011-10-25,2011-10-26,4,4,3.1,1.2,70,67
303,足立区南花畑3丁目36,35.793430,139.825668,JGD2011,都道466号内匠橋花畑線,B,2011-10-27,2011-10-28,4,2,3.2,1.2,64,59
304,足立区西綾瀬3丁目11,35.763920,139.816254,JGD2011,都道467号千住新宿町線,C,2011-10-27,2011-10-28,4,2,3.5,1.2,67,65
305,足立区新田2-4,35.773075,139.740738,JGD2011,都道318号線環状7号（環七通り）,c,2011-05-25,2011-05-26,4,4,3,1.5,71,70
306,足立区大谷田4-1,35.777340,139.837265,JGD2011,都道307号王子金町江戸川線,c,2011-12-12,2011-12-13,4,4,4,1.5,68,66
310,足立区西新井本町2-3-1,35.777260,139.775710,JGD2011,都道307号王子金町江戸川線,c,2011-12-12,2011-12-13,4,2,1,1.5,66,61
311,足立区本木南町2,35.760323,139.781052,JGD2011,都道450号新荒川葛西堤防線,c,2011-12-07,2011-12-08,4,4,7.1,1.5,71,67
