一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
544,武蔵村山市学園3－24－1,35.748326,139.405331,JGD2011,都道新宿青梅線（新青梅街道）,b,2011-10-31,2011-11-01,4,4,2.8,1.2,76,72
545,武蔵村山市残堀5－8－1,35.749798,139.373489,JGD2011,都道三ツ木八王子線,b,2011-11-07,2011-11-08,4,2,4,1.2,69,66
546,武蔵村山市榎3－113－6,35.749404,139.383198,JGD2011,都道八王子武蔵村山線,b,2011-10-31,2011-11-01,4,2,3.9,1.2,68,66
547,武蔵村山市伊奈平2－19－1,35.740856,139.382156,JGD2011,都道八王子武蔵村山線,c,2011-11-01,2011-11-02,4,2,3.9,1.2,67,64
548,武蔵村山市大南1－148,35.736668,139.395889,JGD2011,都道所沢武蔵村山立川線,c,2011-10-31,2011-11-01,4,2,3.1,1.2,66,63
550,多摩市永山6-17,35.615475,139.443207,JGD2011,都道府中町田線,B,2011-11-24,2011-11-25,4,4,4.2,1.2,69,65
551,多摩市和田2,35.644142,139.437531,JGD2011,都道乞田東寺方線,C,2011-11-24,2011-11-25,4,2,0.9,1.2,67,62
552,多摩市一ノ宮4-40,35.651226,139.438278,JGD2011,都道府中相模原線（野猿街道）,c,2011-12-01,2011-12-07,4,8,4,1.2,67,65
553,多摩市貝取5,35.612305,139.440384,JGD2011,都道府中町田線（鎌倉街道）,b,2011-12-01,2011-12-07,4,4,4,1.2,67,62
554,多摩市関戸4-10,35.647438,139.452744,JGD2011,都道府中町田線（鎌倉街道）,c,2011-12-01,2011-12-07,4,7,4,1.2,70,66
555,多摩市鶴牧1-1-4,35.625220,139.421285,JGD2011,都道小山乞田線（多摩ニュータウン通り）,c,2011-12-01,2011-12-07,4,4,3.5,1.2,67,62
556,多摩市乞田７１２,35.631371,139.436386,JGD2011,都道小山乞田線（多摩ニュータウン通り）,b,2011-12-01,2011-12-07,4,4,4,1.2,69,64
557,稲城市東長沼1362,35.643494,139.506638,JGD2011,都道川崎府中線（川崎街道）,b,2011-08-16,2011-08-17,4,4,6,1.2,64,61
558,稲城市大丸1173,35.649818,139.481720,JGD2011,都道稲城日野線（川崎街道）,c,2011-08-16,2011-08-17,4,4,6,1.2,69,66
559,羽村市富士見平2-11,35.764153,139.329575,JGD2011,都道羽村瑞穂線,A,2011-11-16,2011-11-17,4,4,2.5,1.2,67,60
560,羽村市羽西1-16,35.769695,139.298752,JGD2011,都道立川青梅線,A,2011-11-16,2011-11-17,4,2,1.2,1.2,70,65
561,羽村市羽加美4-2-9,35.765480,139.300278,JGD2011,都道立川青梅線（奥多摩街道）,a,2011-05-19,2011-05-20,4,2,1.5,1.2,70,64
562,羽村市羽加美1-29-5,35.768400,139.307700,JGD2011,都道立川青梅線（新奥多摩街道）,b,2011-05-19,2011-05-20,4,2,3.5,1.2,65,60
563,羽村市羽加美4-2-9,35.765480,139.300278,JGD2011,都道立川青梅線（奥多摩街道）,a,2011-11-17,2011-11-18,4,2,1.5,1.2,69,65
564,羽村市羽加美1-29-5,35.768400,139.307700,JGD2011,都道立川青梅線（新奥多摩街道）,b,2011-11-17,2011-11-18,4,2,3.5,1.2,66,61
566,あきる野市小川638,35.721107,139.317123,JGD2011,都道166号瑞穂あきる野八王子線,a,2011-10-12,2011-10-13,4,2,1,1.2,69,64
568,あきる野市舘谷230,35.731209,139.230316,JGD2011,都道杉並あきる野線（五日市街道）,c,2011-10-12,2011-10-13,4,4,3,1.2,65,59
569,あきる野市小川836,35.720715,139.319839,JGD2011,都道杉並あきる野線（睦橋通り）,b,2011-10-12,2011-10-13,4,4,3,1.2,66,62
