一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
141,品川区八潮5-10,35.599377,139.752625,JGD2011,国道357号（湾岸道路）,b,2011-06-07,2011-06-10,3,4,35,1.2,62,59
146,品川区東大井3-18-34,35.600257,139.738632,JGD2011,国道15号（第一京浜）,c,2011-12-06,2011-12-09,3,4,2.5,1.5,73,70
147,品川区東中延2-5-10,35.607813,139.713852,JGD2011,国道1号（第二京浜）,c,2012-01-17,2012-01-20,3,6,2.7,2.7,73,70
149,目黒区東山3丁目1-19,35.651096,139.685760,JGD2011,国道246号,C,2012-02-16,2012-02-17,3,6,5.5,1.2,74,75
161,大田区南馬込5丁目42,35.585648,139.705750,JGD2011,国道1号,B,2012-01-19,2012-01-20,3,6,2,2.1,73,68
162,大田区大森中2丁目1,35.568119,139.730362,JGD2011,国道15号,C,2012-02-13,2012-02-14,3,4,4.2,2.3,72,71
163,大田区西糀谷3丁目9,35.555283,139.738342,JGD2011,国道131号,C,2012-01-31,2012-02-01,3,6,5,3.3,68,65
173,大田区西糀谷3-9,35.555283,139.738342,JGD2011,国道131号（産業道路）,c,2012-01-31,2012-02-03,3,7,5,3.3,67,65
174,大田区大森東4-35,35.566814,139.736649,JGD2011,国道131号（産業道路）,c,2012-01-31,2012-02-03,3,4,3.7,2.2,70,69
177,世田谷区上北沢5-3-1,35.671001,139.621475,JGD2011,国道20号,C,2011-10-12,2011-10-13,3,4,6,1.2,73,71
178,世田谷区北烏山1-12-5,35.673088,139.604050,JGD2011,国道20号,B,2011-10-12,2011-10-13,3,4,2.5,1.2,74,74
187,世田谷区太子堂１-4-24,35.645943,139.676056,JGD2011,国道246号（玉川通り）,c,2011-05-24,2011-06-03,3,6,4.4,1.2,73,73
188,世田谷区上馬4-1-3,35.635284,139.664078,JGD2011,国道246号（玉川通り）,c,2011-08-23,2011-09-02,3,6,3.2,1.2,74,74
191,世田谷区北烏山9-3-8,35.669563,139.594894,JGD2011,国道20号（甲州街道）,b,2011-10-18,2011-10-28,3,4,3,1.2,75,74
197,世田谷区太子堂2-13-2,35.644619,139.673004,JGD2011,国道246号（玉川通り）,c,2011-12-13,2011-12-14,3,7,2.6,1.2,73,73
198,世田谷区上北沢4-31-10,35.670990,139.617905,JGD2011,国道20号（甲州街道）,c,2011-12-13,2011-12-14,3,4,4.7,1.2,71,70
200,世田谷区瀬田2-31-2,35.618130,139.629593,JGD2011,国道246号（玉川通り）,b,2011-12-13,2011-12-14,3,8,3,1.2,75,74
202,世田谷区松原1-39-11,35.670105,139.651138,JGD2011,国道20号（甲州街道）,c,2011-12-14,2011-12-15,3,8,3.5,1.2,74,74
204,渋谷区幡ヶ谷2丁目1,35.678387,139.678772,JGD2011,国道20号,C,2011-12-07,2011-12-08,3,6,3.7,1.2,74,70
207,渋谷区円山町19,35.656639,139.694885,JGD2011,国道246号,C,2011-12-07,2011-12-08,3,8,4.7,1.2,74,73
219,杉並区上高井戸1丁目21,35.672245,139.609314,JGD2011,国道20号（甲州街道）,B,2011-11-30,2011-12-01,3,4,3.5,1.2,74,74
232,杉並区下高井戸3-3,35.670132,139.631882,JGD2011,国道20号（甲州街道）,c,2011-09-13,2011-09-16,3,8,4.9,1.2,70,69
