一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
455,昭島市福島町3-24-20,35.695034,139.374939,JGD2011,都道59号八王子村山線,a,2012-03-06,2012-03-09,4,3,4.6,1.2,69,67
456,昭島市福島町2-25-23,35.696262,139.378708,JGD2011,都道29号立川青梅線（新奥多摩街道）,b,2012-03-06,2012-03-09,4,4,3.8,1.2,71,68
457,昭島市田中町1-29-5,35.704342,139.353302,JGD2011,都道29号立川青梅線（新奥多摩街道）,b,2012-03-20,2012-03-23,4,4,3.5,1.2,69,65
458,昭島市中神町1237,35.711037,139.379517,JGD2011,都道59号八王子武蔵村山線,c,2012-02-07,2012-02-10,4,2,4.3,1.2,67,64
460,調布市小島町2-7,35.652157,139.538010,JGD2011,都道町田調布線,A,2011-11-07,2011-11-08,4,4,4.6,1.2,69,67
461,調布市飛田給1-39,35.660641,139.525024,JGD2011,都道府中調布線,B,2011-11-07,2011-11-08,4,2,1.9,1.2,64,59
464,調布市多摩川1-51,35.648731,139.532318,JGD2011,都道町田調布線（鶴川街道）,c,2012-01-11,2012-01-17,4,4,6,1.2,68,64
465,調布市深大寺北町7-6-10,35.673523,139.544840,JGD2011,都道調布田無線（武蔵境通り）,a,2012-01-18,2012-01-19,4,4,11,1.2,61,56
466,調布市富士見町2-16-33,35.659873,139.541131,JGD2011,都道調布田無線（武蔵境通り）,a,2012-01-10,2012-01-11,4,2,5,1.2,66,64
469,町田市相原町792,35.604332,139.334030,JGD2011,都道八王子町田線,C,2011-11-21,2011-11-22,4,2,1.3,1.2,65,62
470,町田市図師町332,35.584312,139.421204,JGD2011,都道町田平山八王子線,A,2011-11-24,2011-11-25,4,2,4.5,1.2,67,60
473,町田市小山町2507,35.597279,139.368607,JGD2011,都道八王子町田線（町田街道）,b,2012-02-08,2012-02-09,4,2,2.1,1.2,71,68
474,町田市中町1-20-23,35.548351,139.447166,JGD2011,都道八王子町田線（町田街道）,c,2012-02-15,2012-02-16,4,2,2.1,1.2,68,68
475,小金井市貫井北町5-21,35.702206,139.492340,JGD2011,都道武蔵小金井停車場貫井線,A,2011-11-07,2011-11-08,4,2,3,1.2,64,60
476,小金井市桜町3-1-3,35.712772,139.512405,JGD2011,都道7号杉並あきる野線（五日市街道）,a,2011-10-27,2011-10-28,4,2,2.4,1.3,68,66
477,小金井市本町4-12-40,35.706596,139.507935,JGD2011,都道15号府中清瀬線（小金井街道）,c,2011-10-26,2011-10-27,4,2,3.5,1.3,68,65
478,小金井市貫井北町5-16-13,35.702953,139.488663,JGD2011,都道134号恋ヶ窪新田三鷹線（連雀通り）,a,2011-10-24,2011-10-25,4,2,3,1.3,67,63
479,小金井市貫井南町2-2-25,35.692650,139.497910,JGD2011,都道248号府中小平線（新小金井街道）,b,2011-10-20,2011-10-21,4,2,4.5,1.3,66,63
480,小金井市前原町4-11-40,35.689171,139.505386,JGD2011,都道14号新宿国立線（東八道路）,b,2011-10-19,2011-10-20,4,4,4.5,1.3,67,63
481,小平市小川東町2-3,35.743111,139.466095,JGD2011,都道立川所沢線,A,2011-11-01,2011-11-02,4,2,3,1.2,68,66
482,小平市中島町26－9,35.729717,139.434265,JGD2011,都道中島十番線（村山街道）,a,2011-11-24,2011-11-25,4,2,2,1.2,67,64
483,小平市上水本町1－25－31,35.720364,139.464783,JGD2011,都道所沢府中線（府中街道）,a,2011-11-24,2011-11-25,4,2,2,1.2,69,68
484,小平市上水本町3－11－11,35.717648,139.470566,JGD2011,都道杉並あきる野線（五日市街道）,a,2011-11-24,2011-11-25,4,2,2,1.2,66,63
