一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
364,八王子市北野529,35.648705,139.351425,JGD2011,国道16号,C,2011-11-21,2011-11-22,3,4,3.9,1.2,70,69
365,八王子市大谷町48,35.668865,139.353210,JGD2011,国道16号,B,2011-11-21,2011-11-22,3,4,5.8,1.2,74,73
366,八王子市大和田町3-5,35.662178,139.355026,JGD2011,国道20号,C,2011-11-21,2011-11-22,3,4,4.4,1.2,70,67
367,八王子市明神町4-2,35.659321,139.343262,JGD2011,国道20号,C,2011-11-21,2011-11-22,3,4,5.7,1.2,64,60
368,八王子市川口町3281,35.696354,139.275360,JGD2011,都道八王子五日市線,A,2011-11-24,2011-11-25,4,2,1.5,1.2,71,64
369,八王子市廿里町35-1,35.643980,139.280414,JGD2011,都道八王子あきる野線,A,2011-11-21,2011-11-22,4,2,4.6,1.2,67,62
370,八王子市絹ヶ丘2-19,35.637615,139.360565,JGD2011,都道下柚木八王子線,A,2011-11-21,2011-11-22,4,4,4.7,1.2,68,64
371,八王子市万町112,35.653194,139.332748,JGD2011,国道16号,C,2011-11-21,2011-11-22,3,2,4.5,1.2,67,64
372,八王子市暁町1-23,35.670490,139.332275,JGD2011,国道16号,C,2011-11-21,2011-11-22,3,2,1.6,1.2,73,70
373,八王子市尾崎町348,35.681297,139.344101,JGD2011,国道16号,C,2011-11-09,2011-11-10,3,2,6.8,1.2,75,73
374,八王子市片倉町2416,35.640305,139.338898,JGD2011,国道16号(東京環状),b,2011-11-15,2011-11-16,3,6,1.8,1.2,72,73
375,八王子市中野山王1-8-7,35.670620,139.331345,JGD2011,国道16号(東京環状),c,2011-11-15,2011-11-16,3,2,2.6,1.2,71,68
376,八王子市北野町549-5,35.646137,139.353210,JGD2011,国道16号八王子バイパス,c,2011-11-15,2011-11-16,3,6,8.3,1.2,69,68
377,八王子市大谷町355-1,35.677241,139.354245,JGD2011,国道16号八王子バイパス,b,2011-11-15,2011-11-16,3,6,0,1.2,72,72
378,八王子市明神町4-21-1,35.660000,139.345459,JGD2011,国道20号(甲州街道),c,2011-11-15,2011-11-16,3,4,3.7,1.2,69,65
379,八王子市八日町6-2,35.660316,139.329941,JGD2011,国道20号(甲州街道),c,2011-11-15,2011-11-16,3,4,5,1.2,68,66
380,八王子市並木町15-15,35.651310,139.300201,JGD2011,国道20号(甲州街道),b,2011-11-17,2011-11-18,3,4,4.4,1.2,70,67
381,八王子市加住町1-170-2,35.700542,139.316833,JGD2011,国道411号(滝山街道),a,2011-11-15,2011-11-16,3,2,1.5,1.2,71,68
382,八王子市下柚木2-10-6,35.627022,139.382715,JGD2011,都道20号府中相模原線,b,2011-11-15,2011-11-16,4,4,2.8,1.2,65,60
383,八王子市中野上町1-32-19,35.668228,139.322296,JGD2011,都道32号線(秋川街道),c,2011-11-17,2011-11-18,4,2,1.2,1.2,68,65
384,八王子市川口町908-1,35.693042,139.279282,JGD2011,都道32号線(秋川街道),a,2011-11-17,2011-11-18,4,2,1.5,1.2,69,64
385,八王子市犬目町863,35.693054,139.303253,JGD2011,都道46号線(高尾街道),a,2011-11-17,2011-11-18,4,2,2.1,1.2,69,65
386,八王子市四谷町741-6,35.675873,139.297012,JGD2011,都道46号線(高尾街道),b,2011-11-17,2011-11-18,4,2,1.1,1.2,69,69
387,八王子市狭間町1737,35.637131,139.287140,JGD2011,都道47号線(町田街道),a,2011-11-17,2011-11-18,4,2,1.7,1.2,71,68
388,八王子市石川町2065,35.671555,139.360764,JGD2011,都道59号八王子武蔵村山線,b,2011-11-15,2011-11-16,4,2,2.5,1.2,68,65
389,八王子市片倉町245-1,35.643249,139.333370,JGD2011,都道173号線(北野街道),a,2011-11-15,2011-11-16,4,2,1.7,1.2,65,61
390,八王子市大楽寺町539,35.670731,139.298981,JGD2011,都道521号線(陣場街道),b,2011-11-17,2011-11-18,4,2,2.1,1.2,70,66
391,八王子市西寺方町732,35.681908,139.273453,JGD2011,都道521号線(陣場街道),a,2011-11-17,2011-11-18,4,2,2.4,1.2,70,65
392,八王子市元本郷町1-3-10,35.662373,139.321396,JGD2011,市道17号線（国道20号バイパス）,c,2011-11-17,2011-11-18,5,4,2.9,1.2,72,69
393,八王子市下恩方町1849-1,35.6714868,139.260799,JGD2011,都道61号山田宮の前線,a,2011-11-17,2011-11-18,4,2,4.4,1.2,70,64
394,八王子市松木30-1,35.621272,139.389995,JGD2011,都道158号線(多摩ﾆｭｰﾀｳﾝ通り),b,2011-11-15,2011-11-16,4,4,4.8,1.2,65,62
395,八王子市下柚木341,35.628994,139.380585,JGD2011,都道160号線(野猿街道),c,2011-11-15,2011-11-16,4,4,4.3,1.2,68,62
396,八王子市美山町1782,35.688110,139.250381,JGD2011,都道61号山田宮の前線,a,2011-11-17,2011-11-18,4,2,4.3,1.2,66,59
397,八王子市下恩方町1185-1,35.677281,139.256892,JGD2011,都道61号山田宮の前線,a,2011-11-17,2011-11-18,4,2,4.4,1.2,67,61
