一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
138,品川区東大井3丁目18,35.600006,139.738266,JGD2011,国道15号,C,2011-12-07,2011-12-08,3,4,4.7,1.2,73,70
139,品川区南大井2丁目12,35.588818,139.736420,JGD2011,国道15号,C,2011-12-07,2011-12-08,3,8,4.7,1.2,73,68
140,品川区戸越4丁目11,35.610619,139.719971,JGD2011,都道鮫洲大山線,C,2011-12-07,2011-12-08,4,2,5.8,1.2,57,46
141,品川区八潮5-10,35.599377,139.752625,JGD2011,国道357号（湾岸道路）,b,2011-06-07,2011-06-10,3,4,35,1.2,62,59
142,品川区上大崎2-13-36,35.634548,139.717494,JGD2011,都道白金台町等々力線（目黒通り）,c,2011-08-02,2011-08-05,4,5,5,1.5,65,62
143,品川区北品川5-1-12,35.623856,139.732079,JGD2011,都道環状6号線（八ツ山通り）,c,2011-08-23,2011-08-26,4,4,4,1.6,71,68
144,品川区北品川3-10-13,35.616417,139.737625,JGD2011,都道環状6号線（山手通り）,c,2011-09-06,2011-09-09,4,4,5.5,2.3,68,64
145,品川区上大崎3-14-23,35.630382,139.720228,JGD2011,首都高速2号目黒線,b,2011-11-15,2011-11-18,2,4,15,8,69,66
146,品川区東大井3-18-34,35.600257,139.738632,JGD2011,国道15号（第一京浜）,c,2011-12-06,2011-12-09,3,4,2.5,1.5,73,70
147,品川区東中延2-5-10,35.607813,139.713852,JGD2011,国道1号（第二京浜）,c,2012-01-17,2012-01-20,3,6,2.7,2.7,73,70
148,品川区東品川3-1-5,35.617160,139.747360,JGD2011,都道日本橋芝浦大森線（海岸通り）,c,2012-02-21,2012-02-24,4,6,5,2.2,72,68
