一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
72,新宿区余丁町4-15,35.695473,139.716187,JGD2011,都道新宿両国線(余丁町通り),c,2012-01-24,2012-01-27,4,2,0.4,1.2,66,66
73,新宿区富久町8-25,35.691345,139.718140,JGD2011,都道新宿両国線(靖国通り),c,2012-01-24,2012-01-27,4,4,0.4,1.2,70,69
74,新宿区新宿5-16-5,35.692558,139.706100,JGD2011,都道新宿両国線(靖国通り),c,2012-01-31,2012-02-03,4,10,0.4,1.2,69,67
75,新宿区西新宿8-14-18,35.694984,139.691574,JGD2011,都道東京所沢線(青梅街道),c,2012-01-24,2012-01-27,4,4,5.2,1.2,65,63
77,新宿区市谷本村町7-3,35.695076,139.724976,JGD2011,都道環状3号線(外苑東通り),b,2012-01-24,2012-01-27,4,4,0.5,1.2,70,67
78,新宿区左門町13,35.686466,139.719818,JGD2011,都道環状3号線(外苑東通り),c,2012-01-31,2012-02-03,4,4,0.4,1.2,68,65
79,新宿区高田馬場2-1-9,35.712124,139.710083,JGD2011,都道芝新宿王子線(明治通り),c,2012-01-31,2012-02-03,4,4,0.4,1.2,74,72
80,新宿区中落合1-14-22,35.717953,139.688507,JGD2011,都道環状6号線(山手通り),a,2012-01-31,2012-02-03,4,4,0.3,1.2,72,69
82,新宿区大久保3-1-3,35.704676,139.708092,JGD2011,都道芝新宿王子線(明治通り),c,2012-01-24,2012-01-27,4,4,0.3,1.2,76,73
84,文京区目白台1丁目20,35.715145,139.722214,JGD2011,都道千代田練馬田無線,C,2012-02-02,2012-02-03,4,4,3.2,1.2,60,57
85,文京区小石川1丁目21,35.714695,139.751694,JGD2011,都道白山祝田田町線,C,2012-02-02,2012-02-03,4,6,7,1.2,64,62
86,文京区本郷1丁目1,35.702545,139.758072,JGD2011,都道外濠環状線,C,2012-02-02,2012-02-03,4,6,4.4,1.2,71,68
87,文京区千駄木3丁目48,35.729694,139.762695,JGD2011,都道駒込宮地線,C,2012-02-02,2012-02-03,4,4,5.9,1.2,67,65
88,文京区湯島3丁目13,35.704529,139.769531,JGD2011,都道神田白山線,C,2012-02-02,2012-02-03,4,4,3.3,1.2,68,66
90,台東区西浅草1丁目2,35.710361,139.790222,JGD2011,都道463号上野月島線,C,2011-12-05,2011-12-06,4,4,6.1,1.2,69,65
93,台東区西浅草1丁目2,35.710361,139.790222,JGD2011,都道463号上野月島線（浅草通り）,c,2011-12-06,2011-12-07,4,4,6.1,1.2,69,65
95,墨田区吾妻橋2丁目3,35.708782,139.803726,JGD2011,都道本郷亀戸線,C,2011-11-24,2011-11-25,4,6,5.4,1.2,66,63
96,墨田区業平5丁目9,35.707909,139.817413,JGD2011,都道本郷亀戸線,C,2011-11-24,2011-11-25,4,4,2.2,1.2,70,65
97,墨田区文花1丁目29,35.707718,139.820740,JGD2011,都道本郷亀戸線,B,2011-11-24,2011-11-25,4,4,29.7,1.2,59,55
99,墨田区墨田4丁目29,35.734203,139.822693,JGD2011,都道新荒川堤防線,C,2011-11-24,2011-11-25,4,2,27.4,1.2,59,53
100,墨田区東墨田2丁目25,35.724026,139.833084,JGD2011,都道新荒川堤防線,C,2011-11-24,2011-11-25,4,2,14.3,1.2,62,56
101,墨田区業平3丁目4,35.706112,139.813980,JGD2011,都道深川吾嬬線,C,2011-11-24,2011-11-25,4,4,4.8,1.2,69,66
102,墨田区菊川1丁目9,35.688572,139.802505,JGD2011,都道東京市川線,C,2011-11-24,2011-11-25,4,4,4.9,1.2,67,65
