一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
410,武蔵野市八幡町3-5,35.718342,139.552887,JGD2011,都道杉並あきる野線,B,2011-11-01,2011-11-02,4,4,5.3,1.2,66,62
411,武蔵野市吉祥寺東町2-42,35.709709,139.588226,JGD2011,都道杉並武蔵野線,A,2011-11-01,2011-11-02,4,2,1.4,1.2,65,60
412,武蔵野市吉祥寺南町4-15,35.699360,139.588882,JGD2011,都道杉並あきる野線,C,2011-11-01,2011-11-02,4,4,2.5,1.2,71,69
413,武蔵野市中町2－10,35.706509,139.563416,JGD2011,都道7号杉並あきる野線,c,2012-02-20,2012-02-21,4,2,0,1.5,68,68
414,武蔵野市中町3－9－11,35.711914,139.565796,JGD2011,都道7号杉並あきる野線,c,2012-02-27,2012-02-28,4,2,1,1.5,68,66
415,武蔵野市中町3－4,35.711681,139.564117,JGD2011,都道121号武蔵野調布線,c,2012-02-21,2012-02-22,4,2,2,1.5,67,62
416,武蔵野市関前1－9,35.710793,139.544022,JGD2011,都道12号調布田無線,c,2012-03-01,2012-03-02,4,2,0,1.5,70,67
417,武蔵野市八幡町4－28－3,35.719063,139.553528,JGD2011,都道7号杉並あきる野線,b,2012-03-07,2012-03-08,4,3,0,1.5,66,61
418,武蔵野市吉祥寺東町1－23,35.708572,139.588120,JGD2011,都道113号杉並武蔵野線,a,2012-02-16,2012-02-17,4,2,1,1.5,64,60
419,武蔵野市御殿山1－19,35.699440,139.572311,JGD2011,都道114号武蔵野狛江線,a,2012-02-15,2012-02-16,4,3,0,1.5,71,69
420,武蔵野市境南町5－10,35.695648,139.537155,JGD2011,都道123号境調布線,a,2012-03-12,2012-03-13,4,2,0,1.5,65,61
