一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
234,杉並区上高井戸2-16,35.679134,139.606979,JGD2011,都道放射5号新宿国立線,b,2011-10-18,2011-10-21,4,2,8.7,1.2,63,62
235,杉並区高円寺南2-11,35.698475,139.650757,JGD2011,都道東京所沢線（青梅街道）,c,2011-10-11,2011-10-14,4,4,4.4,1.2,70,69
236,杉並区成田東5-34,35.700737,139.631714,JGD2011,都道東京所沢線（青梅街道）,c,2011-11-08,2011-11-11,4,4,6.6,1.2,71,70
237,杉並区桃井4-2,35.712292,139.603058,JGD2011,都道東京所沢線（青梅街道）,c,2011-11-15,2011-11-18,4,4,5,1.2,72,70
238,杉並区高井戸東4-3,35.687462,139.620407,JGD2011,都道赤坂杉並線（井の頭通り）,b,2011-11-01,2011-11-04,4,4,3.1,1.2,73,71
239,杉並区宮前1-14,35.689945,139.609360,JGD2011,都道杉並あきる野線（井の頭通り）,b,2011-11-29,2011-12-02,4,4,4.3,1.4,70,70
240,杉並区成田東3-7,35.692486,139.637650,JGD2011,都道杉並あきる野線（五日市街道）,c,2011-10-25,2011-10-28,4,2,3.2,1.5,65,60
241,杉並区宮前1-18,35.690220,139.613647,JGD2011,都道杉並あきる野線（五日市街道）,c,2011-11-22,2011-11-25,4,2,2,1.2,68,68
242,杉並区阿佐谷北5-45,35.711430,139.641129,JGD2011,都道飯田橋石神井新座線（早稲田通り）,c,2012-01-24,2012-01-27,4,2,2.5,2.3,67,67
243,杉並区上井草3-6,35.719406,139.602066,JGD2011,都道向井町新町線（早稲田通り）,a,2011-12-06,2011-12-09,4,2,2.9,1.3,67,64
244,杉並区堀ノ内1-9,35.683540,139.650314,JGD2011,都道新宿国立線（方南通り）,b,2012-02-28,2012-03-02,4,4,4,1.2,68,64
245,杉並区阿佐谷北1-31,35.708443,139.636154,JGD2011,都道瀬田貫井線（中杉通り）,c,2011-12-13,2011-12-16,4,2,6.5,1.2,65,63
252,豊島区西巣鴨1丁目14,35.739410,139.723801,JGD2011,都道芝新宿王子線,C,2011-11-14,2011-11-15,4,4,3.6,1.2,69,69
253,豊島区東池袋3丁目4,35.730648,139.717163,JGD2011,都道音羽池袋線,C,2011-11-16,2011-11-17,4,6,5,1.2,69,68
258,北区赤羽北2丁目22,35.784939,139.704636,JGD2011,都道環状8号線,B,2012-02-20,2012-02-21,4,4,4.7,1.2,70,67
262,北区昭和町3-9-10,35.749462,139.751129,JGD2011,都道王子千住南砂町線（明治通り）,c,2011-11-28,2011-12-01,4,4,4.1,1.2,69,66
264,北区赤羽北1-12-1,35.785896,139.712280,JGD2011,都道環状8号線（環八通り）,c,2011-11-28,2011-12-01,4,4,4.2,1.2,71,68
265,北区上十条5-4-1,35.764732,139.717499,JGD2011,都道環状7号線（環七通り）,c,2011-11-28,2011-12-01,4,4,5.4,1.2,69,67
266,荒川区西日暮里1丁目18,35.736115,139.775024,JGD2011,都道457号駒込宮地線,C,2011-11-28,2011-11-29,4,2,3.2,1.2,65,62
267,荒川区南千住2丁目29,35.729717,139.798782,JGD2011,都道464号言問橋南千住線,C,2011-11-28,2011-11-29,4,2,3.2,1.2,68,65
269,荒川区荒川2-2,35.736259,139.783386,JGD2011,都道王子千住南砂町線(明治通り),c,2011-05-30,2011-06-03,4,4,4.2,1.5,69,65
270,荒川区東尾久2-43,35.742863,139.769562,JGD2011,都道台東鳩ヶ谷線(尾久橋通り),c,2011-04-18,2011-04-22,4,4,6.1,1.2,72,66
271,荒川区荒川3-67,35.734917,139.778183,JGD2011,都道上野尾竹橋線(尾竹橋通り),c,2011-09-26,2011-09-30,4,4,3.4,1.4,69,64
