一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
488,日野市万願寺4-20-1,35.670102,139.414965,JGD2011,国道20号,B,2011-11-09,2011-11-10,3,4,4,1.2,66,62
489,日野市南平4-5,35.662437,139.404205,JGD2011,都道上館日野線,A,2011-11-09,2011-11-10,4,2,1.3,1.2,69,66
490,日野市新井713,35.663696,139.418839,JGD2011,都道相模原立川線,B,2011-11-09,2011-11-10,4,2,3,1.2,69,62
491,日野市多摩平４－３－１,35.667109,139.378379,JGD2011,国道２０号　（日野バイパス）,a,2012-03-21,2012-03-22,3,4,3,1.3,66,62
492,日野市多摩平７－２３－２３,35.669273,139.389725,JGD2011,国道２０号　（日野バイパス）,a,2012-03-22,2012-03-23,3,4,2,1.3,66,66
493,日野市万願寺６－３５－１３,35.669601,139.410080,JGD2011,国道２０号　（日野バイパス）,b,2012-03-23,2012-03-26,3,4,3,1.3,67,62
494,日野市石田１－１１－１,35.668066,139.420638,JGD2011,都道503号線　（相模原立川線）,a,2012-03-26,2012-03-27,4,3,4,1.3,69,63
495,日野市平山３－８－８,35.646694,139.385310,JGD2011,都道155号線　（町田平山八王子線）,a,2012-03-27,2012-03-28,4,2,2,1.3,70,63
496,日野市平山５－１２－１６,35.647003,139.383423,JGD2011,都道173号線　（北野街道）,c,2012-03-28,2012-03-29,4,2,2,1.3,63,58
497,日野市旭が丘１－８,35.657703,139.375183,JGD2011,都道155号線　（町田平山八王子線）,a,2012-03-29,2012-03-30,4,3,3,1.3,68,66
498,日野市三沢１－１９－１,35.659542,139.421097,JGD2011,都道稲城日野線　（川崎街道）,a,2012-03-28,2012-03-30,4,2,5,1.3,63,59
