一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
3,千代田区神田錦町1丁目25,35.690552,139.763611,JGD2011,都道402号錦町有楽町線,C,2011-12-20,2011-12-21,4,5,4.3,1.2,67,67
6,千代田区神田神保町2-15,35.695442,139.757939,JGD2011,都道301号線,c,2011-07-12,2011-07-19,4,6,8.8,1.5,70,67
8,千代田区九段南1-1,35.693378,139.754913,JGD2011,都道401号線,b,2011-07-12,2011-07-14,4,4,1.7,1.5,66,62
9,千代田区飯田橋4-5-14,35.700638,139.747498,JGD2011,都道8号線,c,2011-07-12,2011-07-14,4,5,4.4,1.5,71,69
11,千代田区九段南3-8-14,35.692982,139.742935,JGD2011,都道302号線,c,2011-09-13,2011-09-15,4,5,4.5,1.5,68,65
12,千代田区神田須田町1-3,35.696018,139.769287,JGD2011,都道302号線,c,2011-09-13,2011-09-15,4,6,6,1.5,69,65
13,千代田区東神田2-10-18,35.695507,139.780655,JGD2011,都道302号線,c,2011-09-13,2011-09-15,4,6,6,1.5,72,70
14,千代田区神田神保町1-42,35.697716,139.757797,JGD2011,都道301号線,c,2011-10-11,2011-10-13,4,5,4.2,1.5,70,67
15,千代田区一ツ橋2-3,35.694153,139.758224,JGD2011,都道301号線,c,2011-10-11,2011-10-13,4,5,4.5,1.5,69,66
16,千代田区神田神保町2-15,35.695442,139.757939,JGD2011,都道301号線,c,2011-10-11,2011-10-18,4,6,8.8,1.5,71,68
20,千代田区内神田1-1,35.689434,139.765686,JGD2011,都道402号線,c,2012-02-14,2012-02-16,4,6,4.6,1.5,66,64
23,中央区新川2丁目22,35.674049,139.782242,JGD2011,都道463号上野月島線,C,2011-10-06,2011-10-07,4,2,5.4,1.2,65,63
24,中央区佃2丁目12,35.666733,139.786209,JGD2011,都道463号上野月島線,B,2011-10-06,2011-10-07,4,4,5.5,1.2,65,61
32,中央区月島4-1,35.662067,139.782181,JGD2011,都道上野月島線(清澄通り),c,2011-06-07,2011-06-10,4,6,7,1.2,66,64
34,中央区日本橋本町2-2,35.687996,139.775497,JGD2011,都道日本橋芝浦大森線(昭和通り),c,2011-06-07,2011-06-10,4,7,6,1.2,74,73
35,中央区築地6-1,35.665749,139.772690,JGD2011,都道日比谷豊洲埠頭東雲町線(晴海通り),c,2011-07-05,2011-07-08,4,6,5,1.2,70,69
36,中央区京橋3-11,35.674385,139.771667,JGD2011,都道日本橋芝浦大森線(昭和通り),c,2011-10-04,2011-10-07,4,10,5.6,1.2,71,70
37,中央区日本橋人形町2-36,35.685848,139.786469,JGD2011,都道東京市川線(新大橋通り),c,2011-10-04,2011-10-07,4,6,5.5,1.2,70,67
39,中央区新富2-15,35.671257,139.775208,JGD2011,都道東京市川線(新大橋通り),c,2011-11-08,2011-11-11,4,6,5.5,1.2,68,65
40,中央区晴海3-1,35.656456,139.779572,JGD2011,都道日比谷豊洲埠頭東雲町線(晴海通り),c,2011-12-13,2011-12-16,4,9,7.5,1.2,67,65
41,中央区入船1-1,35.673565,139.777573,JGD2011,都道東京市川線(新大橋通り),c,2012-02-21,2012-02-24,4,6,6.2,1.2,67,64
44,港区東麻布2丁目31,35.655727,139.740875,JGD2011,都道環状3号線,C,2012-01-30,2012-01-31,4,4,6.1,1.2,72,71
45,港区西新橋1丁目5,35.669243,139.753525,JGD2011,都道外堀環状線,C,2012-01-30,2012-01-31,4,6,5.6,1.2,68,68
