一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
340,葛飾区堀切2-4,35.742863,139.825012,JGD2011,都道新荒川葛西堤防線,b,2011-08-30,2011-09-06,4,2,17.2,7.5,66,64
342,葛飾区東四つ木1-3,35.725761,139.841141,JGD2011,都道新荒川葛西堤防線,c,2011-09-07,2011-09-14,4,3,10,1.2,64,61
343,葛飾区東四つ木1-3,35.725761,139.841141,JGD2011,都道新荒川葛西堤防線,c,2011-09-07,2011-09-14,4,3,25.5,9.4,62,59
354,江戸川区東小松川4丁目18,35.687618,139.862045,JGD2011,都道東京市川線,C,2011-11-30,2011-12-01,4,4,5,1.2,71,70
355,江戸川区一之江3011,35.683151,139.872986,JGD2011,都道東京市川線,C,2011-11-30,2011-12-01,4,4,5.8,1.2,65,61
361,江戸川区東小松川4-18,35.687618,139.862045,JGD2011,都道東京市川線,c,2011-11-30,2011-12-01,4,4,5.0,1.2,71,70
362,江戸川区一之江町3011,35.683151,139.872986,JGD2011,都道東京市川線,c,2011-11-30,2011-12-01,4,4,5.8,1.2,65,61
368,八王子市川口町3281,35.696354,139.275360,JGD2011,都道八王子五日市線,A,2011-11-24,2011-11-25,4,2,1.5,1.2,71,64
369,八王子市廿里町35-1,35.643980,139.280414,JGD2011,都道八王子あきる野線,A,2011-11-21,2011-11-22,4,2,4.6,1.2,67,62
370,八王子市絹ヶ丘2-19,35.637615,139.360565,JGD2011,都道下柚木八王子線,A,2011-11-21,2011-11-22,4,4,4.7,1.2,68,64
382,八王子市下柚木2-10-6,35.627022,139.382715,JGD2011,都道20号府中相模原線,b,2011-11-15,2011-11-16,4,4,2.8,1.2,65,60
383,八王子市中野上町1-32-19,35.668228,139.322296,JGD2011,都道32号線(秋川街道),c,2011-11-17,2011-11-18,4,2,1.2,1.2,68,65
384,八王子市川口町908-1,35.693042,139.279282,JGD2011,都道32号線(秋川街道),a,2011-11-17,2011-11-18,4,2,1.5,1.2,69,64
385,八王子市犬目町863,35.693054,139.303253,JGD2011,都道46号線(高尾街道),a,2011-11-17,2011-11-18,4,2,2.1,1.2,69,65
386,八王子市四谷町741-6,35.675873,139.297012,JGD2011,都道46号線(高尾街道),b,2011-11-17,2011-11-18,4,2,1.1,1.2,69,69
387,八王子市狭間町1737,35.637131,139.287140,JGD2011,都道47号線(町田街道),a,2011-11-17,2011-11-18,4,2,1.7,1.2,71,68
388,八王子市石川町2065,35.671555,139.360764,JGD2011,都道59号八王子武蔵村山線,b,2011-11-15,2011-11-16,4,2,2.5,1.2,68,65
389,八王子市片倉町245-1,35.643249,139.333370,JGD2011,都道173号線(北野街道),a,2011-11-15,2011-11-16,4,2,1.7,1.2,65,61
390,八王子市大楽寺町539,35.670731,139.298981,JGD2011,都道521号線(陣場街道),b,2011-11-17,2011-11-18,4,2,2.1,1.2,70,66
391,八王子市西寺方町732,35.681908,139.273453,JGD2011,都道521号線(陣場街道),a,2011-11-17,2011-11-18,4,2,2.4,1.2,70,65
393,八王子市下恩方町1849-1,35.671486,139.260799,JGD2011,都道61号山田宮の前線,a,2011-11-17,2011-11-18,4,2,4.4,1.2,70,64
394,八王子市松木30-1,35.621272,139.389995,JGD2011,都道158号線(多摩ﾆｭｰﾀｳﾝ通り),b,2011-11-15,2011-11-16,4,4,4.8,1.2,65,62
395,八王子市下柚木341,35.628994,139.380585,JGD2011,都道160号線(野猿街道),c,2011-11-15,2011-11-16,4,4,4.3,1.2,68,62
