公金支出情報（令和３年５月（出納整理期間）分）,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
局名,部名,課名,支払日,会計名,款名,項名,目名,節・細節名,支払内容（件名）,　　　支払額　（円）　
政策企画局,総務部,総務課,令和03年05月06日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,定日払旅費の支出(システム・R3年4月・不適合除外分),"2,395 "
政策企画局,総務部,総務課,令和03年05月06日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,定日払旅費の支出(システム・R3年4月・不適合除外分),"3,828 "
政策企画局,総務部,総務課,令和03年05月06日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,定日払旅費の支出(システム・R3年4月・不適合除外分),"3,616 "
政策企画局,総務部,総務課,令和03年05月06日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,定日払旅費の支出(システム・R3年4月・不適合除外分),"3,784 "
政策企画局,総務部,総務課,令和03年05月06日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,定日払旅費の支出(システム・R3年4月・不適合除外分),"2,720 "
政策企画局,総務部,総務課,令和03年05月06日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,定日払旅費の支出(システム・R3年4月・不適合除外分),336 
政策企画局,総務部,総務課,令和03年05月12日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,チケットによるタクシー供給契約の支払（3月分その2）,"3,250 "
政策企画局,総務部,総務課,令和03年05月21日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,都議会情報の購読,"39,600 "
政策企画局,総務部,総務課,令和03年05月21日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,定日払旅費の支出（システムR2予算・R3年5月処理分),199 
政策企画局,総務部,渉外課,令和03年05月11日,一般会計,総務費,政策企画費,管理費,役務費,ポケットWi-fiのレンタル契約に要する経費の支払い,"7,410 "
政策企画局,総務部,渉外課,令和03年05月24日,一般会計,総務費,政策企画費,管理費,委託料,教育の国際競争力等に関する調査業務委託,"6,017,000 "
政策企画局,総務部,渉外課,令和03年05月26日,一般会計,総務費,政策企画費,管理費,委託料,地方連携推進に係る調査業務委託について,"1,309,000 "
政策企画局,政策調整部,政策調整課,令和03年05月06日,一般会計,総務費,政策企画費,管理費,委託料,新型コロナ対策専用HP運用等委託（その２の２）,"4,295,500 "
政策企画局,政策調整部,政策調整課,令和03年05月11日,一般会計,総務費,政策企画費,管理費,報償費,象牙取引規制有識者会議の謝礼金の支払いについて,"167,660 "
政策企画局,政策調整部,政策調整課,令和03年05月12日,一般会計,総務費,政策企画費,管理費,委託料,令和2年度支援情報ナビ構築・運用業務委託の支払,"11,808,500 "
政策企画局,政策調整部,政策調整課,令和03年05月12日,一般会計,総務費,政策企画費,管理費,委託料,新型コロナウイルス対策動画に係る加工・編集委託,"297,000 "
