公金支出情報（令和３年４月分）,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
局名,部名,課名,支払日,会計名,款名,項名,目名,節・細節名,支払内容（件名）,　　　支払額　（円）　
政策企画局,総務部,総務課,令和03年04月08日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,少額支払案件に係る前渡金の支出（4月・一般需用費）,"80,000 "
政策企画局,総務部,総務課,令和03年04月08日,一般会計,総務費,政策企画費,管理費,役務費,少額支払案件に係る前渡金の準備（役務費）,"30,000 "
政策企画局,総務部,秘書課,令和03年04月01日,一般会計,総務費,政策企画費,管理費,役務費,モバイルWi-Fiルーター代金の払込(4月分),"10,588 "
政策企画局,総務部,秘書課,令和03年04月01日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,複数の少額支払案件に係る前渡金の支出(４月分),"250,000 "
政策企画局,総務部,秘書課,令和03年04月01日,一般会計,総務費,政策企画費,管理費,役務費,複数の少額支払案件に係る前渡金の支出(４月分),"50,000 "
政策企画局,総務部,秘書課,令和03年04月01日,一般会計,総務費,政策企画費,管理費,交際費,令和３年度　知事等交際費の支出について（４月分）,"900,000 "
政策企画局,総務部,秘書課,令和03年04月30日,一般会計,総務費,政策企画費,管理費,役務費,モバイルWi-Fiルーター料金の払込（5月分）,"10,588 "
政策企画局,総務部,渉外課,令和03年04月07日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,複数の少額支払案件に係る前渡金（使賃・017801）,"50,000 "
政策企画局,総務部,渉外課,令和03年04月07日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,複数の少額支払案件に係る前渡金(一需・017801・4月),"80,000 "
政策企画局,総務部,渉外課,令和03年04月09日,一般会計,総務費,政策企画費,管理費,役務費,複数の少額支払案件に係る前渡金(役務・017801・4月),"50,000 "
政策企画局,総務部,渉外課,令和03年04月14日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,「地方行財政調査会東京・首都圏懇談会」会費　3年度,"264,000 "
政策企画局,総務部,渉外課,令和03年04月16日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,2021年度全国知事会分担金の支出について,"22,761,000 "
政策企画局,政策調整部,政策調整課,令和03年04月09日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,複数少額支払案件に係る前渡金の支出(一需4月分),"150,000 "
政策企画局,政策調整部,政策調整課,令和03年04月14日,一般会計,総務費,政策企画費,管理費,役務費,複数の少額支払案件に係る前渡金の支出(役務４月分),"150,000 "
政策企画局,政策調整部,政策調整課,令和03年04月15日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,Web会議用ソフトウェアライセンスの購入に係る支出,"99,000 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(日経新聞）,"88,506 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(読売新聞）,"124,146 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(日経新聞）,"76,704 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,総務費,都民安全推進費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(日経新聞）,"5,900 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,総務費,総務管理費,財務管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(日経新聞）,"11,801 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,総務費,デジタルサービス費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(日経新聞）,"35,402 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,徴税費,徴税管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(読売新聞）,"23,602 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,スポーツ振興費,スポーツ振興管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(日経新聞）,"29,502 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,生活文化費,生活文化費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(日経新聞）,"23,602 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,都市整備費,都市整備管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(日経新聞）,"53,104 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,都市整備費,住宅政策費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(日経新聞）,"23,602 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,環境費,環境管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(日経新聞）,"41,303 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,福祉保健費,福祉保健管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(日経新聞）,"70,805 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,産業労働費,産業労働管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(日経新聞）,"53,104 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,港湾費,港湾管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(日経新聞）,"17,701 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,総務費,会計管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(日経新聞）,"5,900 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,教育費,教育管理費,調査広報費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(日経新聞）,"23,602 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,総務費,監査委員費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(日経新聞）,"5,900 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(読売新聞）,"107,592 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,総務費,都民安全推進費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(読売新聞）,"8,276 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,総務費,総務管理費,財務管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(読売新聞）,"16,553 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,総務費,デジタルサービス費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(読売新聞）,"49,658 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,徴税費,徴税管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(読売新聞）,"33,106 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,スポーツ振興費,スポーツ振興管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(読売新聞）,"41,382 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,生活文化費,生活文化費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(読売新聞）,"33,106 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,都市整備費,都市整備管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(読売新聞）,"74,488 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,都市整備費,住宅政策費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(読売新聞）,"33,106 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,環境費,環境管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(読売新聞）,"57,935 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,福祉保健費,福祉保健管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(読売新聞）,"99,317 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,産業労働費,産業労働管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(読売新聞）,"74,488 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,港湾費,港湾管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(読売新聞）,"24,829 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,総務費,会計管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(読売新聞）,"8,276 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,教育費,教育管理費,調査広報費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(読売新聞）,"33,106 "
政策企画局,政策調整部,報道課,令和03年04月01日,一般会計,総務費,監査委員費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(読売新聞）,"8,276 "
政策企画局,政策調整部,報道課,令和03年04月06日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,複数の少額支払い案件前渡金の支出（一需４月）,"100,000 "
政策企画局,政策調整部,報道課,令和03年04月06日,一般会計,総務費,政策企画費,管理費,役務費,複数の少額支払い案件前渡金の支出（役務４月）,"10,000 "
政策企画局,外務部,管理課,令和03年04月01日,一般会計,総務費,政策企画費,管理費,役務費,新型コロナウイルス検査費用の支出（ロンドン事務所）,"34,794 "
政策企画局,外務部,管理課,令和03年04月15日,一般会計,総務費,政策企画費,管理費,役務費,少額支払案件に係る資金前途について（役務・４月）,"120,000 "
政策企画局,外務部,管理課,令和03年04月15日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,少額支払案件に係る資金前途について（一需・４月）,"150,000 "
