公金支出情報（令和３年４月分）,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
局名,部名,課名,支払日,会計名,款名,項名,目名,節・細節名,支払内容（件名）,　　　支払額　（円）　
政策企画局,外務部,事業課,令和03年04月30日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,Web会議用ソフトウェアのライセンスの借上げ,"33,000 "
政策企画局,計画部,計画課,令和03年04月16日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,少額支払案件に係る資金前渡(一般需用費)(4月分),"50,000 "
政策企画局,計画部,計画課,令和03年04月16日,一般会計,総務費,政策企画費,管理費,役務費,少額支払案件に係る資金前渡について(役務費)(4月分),"10,000 "
政策企画局,計画部,計画課,令和03年04月16日,一般会計,総務費,政策企画費,管理費,役務費,「未来の東京」戦略【マンガ】の英訳について,"26,730 "
政策企画局,計画部,計画課,令和03年04月20日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,画像使用料の支出について,"55,000 "
政策企画局,戦略事業部,戦略事業課,令和03年04月08日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,複数の少額支払案件に係る資金前渡（一般需用費）,"50,000 "
政策企画局,戦略事業部,戦略事業課,令和03年04月22日,一般会計,総務費,政策企画費,管理費,役務費,複数の少額支払案件に係る資金前渡（役務費）,"50,000 "
政策企画局,戦略事業部,戦略事業課,令和03年04月30日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,東京開業ワンストップセンター渋谷オフィス利用支出,"880,000 "
総務局,総務部,企画計理課,令和03年04月09日,一般会計,学務費,東京都公立大学法人支援費,東京都公立大学法人支援費,負担金補助及交付金,東京都公立大学法人運営費支出（第１四半期）,"8,611,101,000 "
総務局,総務部,企画計理課,令和03年04月09日,一般会計,学務費,東京都公立大学法人支援費,東京都公立大学法人支援費,負担金補助及交付金,東京都公立大学法人運営費支出（第１四半期）,"194,398,000 "
総務局,総務部,企画計理課,令和03年04月09日,一般会計,学務費,東京都公立大学法人支援費,東京都公立大学法人支援費,負担金補助及交付金,東京都公立大学法人運営費支出（第１四半期）,"211,560,000 "
総務局,総務部,企画計理課,令和03年04月09日,一般会計,学務費,東京都公立大学法人支援費,東京都公立大学法人支援費,負担金補助及交付金,東京都公立大学法人運営費支出（第１四半期）,"134,436,000 "
総務局,総務部,企画計理課,令和03年04月09日,一般会計,学務費,東京都公立大学法人支援費,東京都公立大学法人支援費,負担金補助及交付金,東京都公立大学法人運営費支出（第１四半期）,"13,627,000 "
総務局,総務部,企画計理課,令和03年04月09日,一般会計,学務費,東京都公立大学法人支援費,東京都公立大学法人支援費,負担金補助及交付金,東京都公立大学法人運営費支出（第１四半期）,"6,737,000 "
総務局,総務部,企画計理課,令和03年04月09日,一般会計,学務費,東京都公立大学法人支援費,東京都公立大学法人支援費,負担金補助及交付金,東京都公立大学法人運営費支出（第１四半期）,"12,492,000 "
総務局,総務部,企画計理課,令和03年04月09日,一般会計,学務費,東京都公立大学法人支援費,東京都公立大学法人支援費,負担金補助及交付金,東京都公立大学法人運営費支出（第１四半期）,"151,171,000 "
総務局,総務部,企画計理課,令和03年04月09日,一般会計,学務費,東京都公立大学法人支援費,東京都公立大学法人支援費,負担金補助及交付金,東京都公立大学法人運営費支出（第１四半期）,"306,775,000 "
総務局,総務部,企画計理課,令和03年04月09日,一般会計,学務費,東京都公立大学法人支援費,東京都公立大学法人支援費,負担金補助及交付金,東京都公立大学法人運営費支出（第１四半期）,"115,497,000 "
総務局,総務部,企画計理課,令和03年04月09日,一般会計,学務費,東京都公立大学法人支援費,東京都公立大学法人支援費,負担金補助及交付金,東京都公立大学法人運営費支出（第１四半期）,"2,813,000 "
総務局,総務部,企画計理課,令和03年04月09日,一般会計,学務費,東京都公立大学法人支援費,東京都公立大学法人支援費,負担金補助及交付金,東京都公立大学法人運営費支出（第１四半期）,"47,166,000 "
総務局,総務部,企画計理課,令和03年04月09日,一般会計,学務費,東京都公立大学法人支援費,東京都公立大学法人支援費,負担金補助及交付金,東京都公立大学法人運営費支出（第１四半期）,"66,882,000 "
総務局,総務部,企画計理課,令和03年04月09日,一般会計,学務費,東京都公立大学法人支援費,東京都公立大学法人支援費,負担金補助及交付金,東京都公立大学法人運営費支出（第１四半期）,"1,963,715,000 "
総務局,総務部,企画計理課,令和03年04月09日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,複数の少額支払案件に係る資金前渡（４月分）,"250,000 "
総務局,総務部,企画計理課,令和03年04月09日,一般会計,総務費,総務管理費,総務管理費,役務費,複数の少額支払案件に係る資金前渡（４月分）,"50,000 "
総務局,総務部,企画計理課,令和03年04月09日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,通信サービスの申込に係る経費の支出について,"740,520 "
総務局,総務部,文書課,令和03年04月26日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,少額支払案件に係る資金前渡（４月分）,"200,000 "
総務局,総務部,文書課,令和03年04月26日,一般会計,総務費,総務管理費,総務管理費,役務費,少額支払案件に係る資金前渡（４月分）,"5,000 "
総務局,総務部,法務課,令和03年04月09日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,複数の少額支払案件に係る資金前渡（一需４月分）,"200,000 "
総務局,総務部,法務課,令和03年04月09日,一般会計,総務費,総務管理費,総務管理費,役務費,複数の少額支払案件に係る資金前渡（役務４月分）,"100,000 "
総務局,総務部,総務課,令和03年04月01日,一般会計,総務費,総務管理費,総務管理費,役務費,複数の少額支払案件に係る資金前渡について（4月分）,"100,000 "
総務局,総務部,総務課,令和03年04月09日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,複数の少額支払案件に係る資金前渡について（４月分）,"100,000 "
総務局,総務部,総務課,令和03年04月09日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,複数の少額支払案件に係る資金前渡（４月分）,"50,000 "
総務局,総務部,総務課,令和03年04月09日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,複数の少額支払案件に係る資金前渡（４月分）,"50,000 "
総務局,総務部,総務課,令和03年04月30日,一般会計,総務費,総務管理費,総務管理費,役務費,携帯電話使用料の支出（毎月払い）（令和3年4月分）,"72,973 "
総務局,総務部,総務課,令和03年04月30日,一般会計,総務費,総務管理費,総務管理費,負担金補助及交付金,令和3年度東京都共済組合業務経理負担金支出（4月分）,"45,329,946 "
総務局,人事部,人事課,令和03年04月12日,一般会計,総務費,総務管理費,職員研修費,負担金補助及交付金,R3東京都職員人材育成事業交付金の支出（第1四半期）,"295,739,000 "
総務局,人事部,人事課,令和03年04月15日,一般会計,総務費,総務管理費,総務管理費,役務費,求人広告への掲載に係る掲載料金の支出,"795,575 "
総務局,人事部,人事課,令和03年04月16日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,複数の少額資金案件に係る前渡金の準備（４月支出）,"200,000 "
総務局,人事部,人事課,令和03年04月16日,一般会計,総務費,総務管理費,総務管理費,役務費,複数の少額資金案件に係る前渡金の準備（４月支出）,"70,000 "
総務局,人事部,人事課,令和03年04月16日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,複数の少額資金案件に係る前渡金の準備（４月支出）,"30,000 "
総務局,人事部,人事課,令和03年04月21日,一般会計,総務費,総務管理費,総務管理費,負担金補助及交付金,派遣研修生の「公共経済ﾌﾟﾛｸﾞﾗﾑ」の費用,"260,400 "
総務局,人事部,人事課,令和03年04月21日,一般会計,総務費,総務管理費,職員研修費,負担金補助及交付金,R3大学院修士課程修学支援にかかる授業料の支出,"520,800 "
総務局,人事部,人事課,令和03年04月23日,一般会計,総務費,総務管理費,職員研修費,負担金補助及交付金,R3教育研究機関派遣研修実施に係る授業料の支出,"1,260,000 "
総務局,人事部,人事課,令和03年04月28日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,プリンタートナー外１点の購入,"409,464 "
総務局,人事部,人事課,令和03年04月28日,一般会計,総務費,総務管理費,総務管理費,委託料,令和3年度東京都職員入都式の企画運営業務委託,"2,563,000 "
総務局,人事部,職員支援課,令和03年04月16日,一般会計,総務費,総務管理費,福利厚生費,需用費 光熱水費,４月分  公共料金支払,"11,357 "
総務局,人事部,職員支援課,令和03年04月19日,一般会計,総務費,総務管理費,福利厚生費,需用費 一般需用費,少額支払案件に係る資金前渡金の支出（４月分）,"150,000 "
総務局,人事部,職員支援課,令和03年04月19日,一般会計,総務費,総務管理費,福利厚生費,役務費,少額支払案件に係る資金前渡金の支出（４月分）,"10,000 "
総務局,人事部,職員支援課,令和03年04月19日,一般会計,総務費,総務管理費,福利厚生費,役務費,非常用食糧有効活用のための発送及び資金前渡について,"53,400 "
総務局,人事部,職員支援課,令和03年04月22日,一般会計,総務費,総務管理費,福利厚生費,負担金補助及交付金,令和３年度　産業医の障害保険更新に係る経費支出,"1,212,500 "
総務局,人事部,職員支援課,令和03年04月27日,一般会計,総務費,総務管理費,福利厚生費,負担金補助及交付金,令和３年度都庁内保育施設運営交付金支出　第一四半期,"30,129,000 "
総務局,人事部,職員支援課,令和03年04月27日,一般会計,教育費,教育管理費,管理費,負担金補助及交付金,令和３年度都庁内保育施設運営交付金支出　第一四半期,"50,000 "
総務局,人事部,職員支援課,令和03年04月30日,一般会計,総務費,総務管理費,福利厚生費,使用料及賃借料,建物賃借に係る経費の支出について,"329,229 "
総務局,人事部,職員支援課,令和03年04月30日,一般会計,総務費,総務管理費,福利厚生費,負担金補助及交付金,建物賃借に係る経費の支出について,"139,922 "
総務局,人事部,職員支援課,令和03年04月30日,一般会計,教育費,教育管理費,管理費,使用料及賃借料,建物賃借に係る経費の支出について,"578,623 "
総務局,人事部,職員支援課,令和03年04月30日,一般会計,教育費,教育管理費,管理費,負担金補助及交付金,建物賃借に係る経費の支出について,"245,915 "
総務局,人事部,職員支援課,令和03年04月30日,一般会計,総務費,総務管理費,福利厚生費,使用料及賃借料,建物賃借に係る経費の支出について,"329,229 "
総務局,人事部,職員支援課,令和03年04月30日,一般会計,総務費,総務管理費,福利厚生費,負担金補助及交付金,建物賃借に係る経費の支出について,"139,922 "
総務局,人事部,職員支援課,令和03年04月30日,一般会計,教育費,教育管理費,管理費,使用料及賃借料,建物賃借に係る経費の支出について,"578,623 "
総務局,人事部,職員支援課,令和03年04月30日,一般会計,教育費,教育管理費,管理費,負担金補助及交付金,建物賃借に係る経費の支出について,"245,915 "
総務局,コンプライアンス推進部,コンプライアンス推進課,令和03年04月08日,一般会計,総務費,総務管理費,総務管理費,役務費,複数の少額支払案件に係る資金前渡,"20,000 "
総務局,コンプライアンス推進部,コンプライアンス推進課,令和03年04月08日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,複数の少額支払案件に係る資金前渡,"200,000 "
総務局,行政部,振興企画課,令和03年04月15日,一般会計,総務費,区市町村振興費,管理費,旅費 普通旅費,小笠原振興開発事業調査出張に係る旅費の支出,"149,140 "
総務局,行政部,振興企画課,令和03年04月15日,一般会計,総務費,区市町村振興費,管理費,旅費 特別旅費,小笠原振興開発事業調査出張に係る旅費の支出,"149,096 "
総務局,行政部,振興企画課,令和03年04月20日,一般会計,総務費,区市町村振興費,管理費,委託料,PCR検査陽性反応者の確定検査に要する前渡金準備・4月,"132,000 "
総務局,行政部,振興企画課,令和03年04月20日,一般会計,総務費,区市町村振興費,管理費,委託料,PCR検査陽性反応者の移送に要する前渡金の準備・4月,"880,000 "
総務局,行政部,振興企画課,令和03年04月20日,一般会計,総務費,区市町村振興費,管理費,需用費 一般需用費,複数の少額支払案件に係る前渡金の支出（４月分）,"170,000 "
総務局,行政部,振興企画課,令和03年04月20日,一般会計,総務費,区市町村振興費,管理費,使用料及賃借料,複数の少額支払案件に係る前渡金の支出（４月分）,"20,000 "
総務局,行政部,振興企画課,令和03年04月20日,一般会計,総務費,区市町村振興費,管理費,役務費,複数の少額支払案件に係る前渡金の支出（４月分）,"60,000 "
総務局,行政部,振興企画課,令和03年04月26日,一般会計,総務費,区市町村振興費,自治振興費,貸付金,(公財)東京都島しょ振興公社への貸付金の支出,"560,000,000 "
総務局,行政部,振興企画課,令和03年04月30日,特別区財政調整会計,特別区交付金,特別区財政調整交付金,普通交付金,負担金補助及交付金,令和３年度特別区財政調整交付金の支出（３年４月分）,"62,532,904,000 "
総務局,行政部,振興企画課,令和03年04月30日,一般会計,総務費,区市町村振興費,管理費,使用料及賃借料,Microsoft 365 Business Basicの利用,"449,064 "
総務局,総合防災部,防災管理課,令和03年04月06日,一般会計,総務費,防災管理費,防災指導費,需用費 一般需用費,複数の少額支払案件に係る経費の支出（４月分）,"140,000 "
総務局,総合防災部,防災管理課,令和03年04月06日,一般会計,総務費,防災管理費,防災指導費,役務費,複数の少額支払案件に係る経費の支出（４月分）,"100,000 "
総務局,総合防災部,防災管理課,令和03年04月06日,一般会計,総務費,防災管理費,防災指導費,使用料及賃借料,複数の少額支払案件に係る経費の支出（４月分）,"60,000 "
総務局,総合防災部,防災管理課,令和03年04月09日,一般会計,総務費,防災管理費,防災指導費,需用費 一般需用費,令和３年度複数の少額支払案件に係る経費,"150,000 "
総務局,総合防災部,防災管理課,令和03年04月09日,一般会計,総務費,防災管理費,防災指導費,役務費,令和３年度複数の少額支払案件に係る経費,"60,000 "
総務局,総合防災部,防災管理課,令和03年04月09日,一般会計,総務費,防災管理費,防災指導費,使用料及賃借料,令和３年度複数の少額支払案件に係る経費,"20,000 "
総務局,総合防災部,防災管理課,令和03年04月09日,一般会計,総務費,防災管理費,防災指導費,需用費 一般需用費,令和３年度複数の少額支払案件に係る経費,"50,000 "
総務局,総合防災部,防災管理課,令和03年04月09日,一般会計,総務費,防災管理費,防災指導費,役務費,令和３年度複数の少額支払案件に係る経費,"20,000 "
総務局,総合防災部,防災管理課,令和03年04月09日,一般会計,総務費,防災管理費,防災指導費,役務費,大島町消防本部・消防団の教育訓練用資器材運搬費,"12,420 "
総務局,総合防災部,防災管理課,令和03年04月09日,一般会計,総務費,防災管理費,防災指導費,需用費 一般需用費,複数の少額支払案件に係る経費の支出（４月分）,"100,000 "
総務局,総合防災部,防災管理課,令和03年04月09日,一般会計,総務費,防災管理費,防災指導費,役務費,複数の少額支払案件に係る経費の支出（４月分）,"50,000 "
総務局,総合防災部,防災管理課,令和03年04月09日,一般会計,総務費,防災管理費,防災指導費,使用料及賃借料,複数の少額支払案件に係る経費の支出（４月分）,"16,000 "
総務局,総合防災部,防災管理課,令和03年04月15日,一般会計,総務費,防災管理費,防災指導費,需用費 一般需用費,オーディオプレーヤー等の購入にかかる経費の支出,"335,000 "
総務局,総合防災部,防災管理課,令和03年04月15日,一般会計,総務費,防災管理費,防災指導費,使用料及賃借料,クラウドシステムの借入れにかかる経費（その２）,"429,000 "
総務局,総合防災部,防災管理課,令和03年04月16日,一般会計,総務費,防災管理費,防災指導費,負担金補助及交付金,令和3年度　関東情報通信協力会会費の支出について,"18,000 "
総務局,総合防災部,防災管理課,令和03年04月16日,一般会計,総務費,防災管理費,防災指導費,使用料及賃借料,クラウドシステムの借入れにかかる経費の支出,"66,000 "
総務局,総合防災部,防災管理課,令和03年04月16日,一般会計,総務費,防災管理費,防災指導費,委託料,随時の資金前渡(コロナまん延防止重点措置に係る広報),"6,417,400 "
総務局,総合防災部,防災管理課,令和03年04月16日,一般会計,総務費,防災管理費,防災指導費,役務費,随時の資金前渡(コロナまん延防止重点措置に係る広報),"1,980 "
総務局,総合防災部,防災管理課,令和03年04月16日,一般会計,総務費,防災管理費,防災指導費,委託料,随時の資金前渡（まん延防止重点措置に係る広報）②,"3,799,400 "
総務局,総合防災部,防災管理課,令和03年04月19日,一般会計,総務費,防災管理費,防災指導費,使用料及賃借料,スマートホンの借入れ（随時の資金前渡）に要する資金,"180,000 "
総務局,総合防災部,防災管理課,令和03年04月21日,一般会計,総務費,防災管理費,防災指導費,使用料及賃借料,工作物及び建物賃借に係る経費の支出（ﾃﾚｺﾑｾﾝﾀｰ）4月,"632,940 "
総務局,総合防災部,防災管理課,令和03年04月21日,一般会計,総務費,防災管理費,防災指導費,使用料及賃借料,工作物及び建物賃借に係る経費の支出（ﾃﾚｺﾑｾﾝﾀｰ）4月,"198,000 "
総務局,総合防災部,防災管理課,令和03年04月21日,一般会計,総務費,防災管理費,防災指導費,使用料及賃借料,工作物及び建物賃借の支出(江東補助中継所)上半期,"3,429,954 "
総務局,総合防災部,防災管理課,令和03年04月21日,一般会計,総務費,防災管理費,防災指導費,役務費,郵送にかかる経費の支出(資金前渡),"420,000 "
総務局,総合防災部,防災管理課,令和03年04月21日,一般会計,総務費,防災管理費,防災指導費,委託料,随時の資金前渡（コロナ対策リーダー必携監修）,"110,000 "
総務局,総合防災部,防災管理課,令和03年04月22日,一般会計,総務費,防災管理費,防災指導費,負担金補助及交付金,令和３年度地域衛星ネットワーク分担金の支出について,"20,482,500 "
総務局,総合防災部,防災管理課,令和03年04月22日,一般会計,総務費,防災管理費,防災指導費,需用費 一般需用費,複数の少額支払案件に係る経費の準備について,"240,000 "
総務局,総合防災部,防災管理課,令和03年04月22日,一般会計,総務費,防災管理費,防災指導費,役務費,複数の少額支払案件に係る経費の準備について,"40,000 "
総務局,総合防災部,防災管理課,令和03年04月22日,一般会計,総務費,防災管理費,防災指導費,使用料及賃借料,複数の少額支払案件に係る経費の準備について,"20,000 "
総務局,総合防災部,防災管理課,令和03年04月22日,一般会計,総務費,防災管理費,防災指導費,使用料及賃借料,令和3年度秦野無線中継所専用道路使用料の支出,"39,050 "
総務局,総合防災部,防災管理課,令和03年04月22日,一般会計,総務費,防災管理費,防災指導費,使用料及賃借料,クラウドシステムの借入れにかかる経費（その３）,"132,000 "
総務局,総合防災部,防災管理課,令和03年04月23日,一般会計,総務費,防災管理費,防災指導費,使用料及賃借料,工作物及び建物賃借の支出(都市づくり公社）,"728,112 "
総務局,総合防災部,防災管理課,令和03年04月26日,一般会計,総務費,防災管理費,防災指導費,使用料及賃借料,令和3年度工作物及び建物賃借料の支出(竹芝中継所),"1,966,800 "
総務局,総合防災部,防災管理課,令和03年04月26日,一般会計,総務費,防災管理費,防災指導費,使用料及賃借料,令和3年度工作物及び建物賃借料の支出(大塚山中継所),"3,952,080 "
総務局,総合防災部,防災管理課,令和03年04月26日,一般会計,総務費,防災管理費,防災指導費,需用費 一般需用費,広報車に係る経費の支出について,"97,000 "
