○債券種別内訳,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,令和元年度第2四半期,,,,,令和元年度第1四半期,,,
,,,,,期中平均残高,,"期　末　残　高
(R1.9.30現在）",,,期中平均残高,,"期　末　残　高
(R1.6.30現在）",
,,,,,,構成比,,構成比,,,構成比,,構成比
,,,,,億円,％,億円,％,,億円,％,億円,％
,基金,,国債,,1435,15.4,1270,13.8,,1614,17.1,1458,15.7
,,,地方債,,3163,33.8,3307,35.9,,3038,32.2,3091,33.3
,,,政府保証債,,414,4.4,404,4.4,,415,4.4,415,4.5
,,,財投機関債等,,3384,36.2,3486,37.8,,3278,34.7,3224,34.7
,,,金融債,,849,9.1,654,7.1,,999,10.6,991,10.7
,,,外債,,100,1.1,100,1.1,,100,1.1,100,1.1
,,,計,,9346,100,9221,100,,9443,100,9278,100
