○運用商品別内訳,,,,,,,,,,,,
,平成29年度,,,,,,,,,,,
,,,,,,期中平均残高,,残　　　　高　　　　推　　　　　移,,,,"運用収入
及び
利回り"
,,,,,,,,"H29.3.31
残高","H30.3.31
残高",増　減,,
,,,,,,,構成比,,,増減額,増減率,
,,,,,,億円,％,億円,億円,億円,％,
,歳計現金等,,預金,,,"11,891",100.0,"14,269","14,057",△ 212,△ 1.5,運用収入計
,,,,定期性預金,,"10,711",90.1,"10,024","10,602",578,5.8,1億259万円
,,,,普通預金,,"1,027",8.6,"4,102","3,152",△ 950,△ 23.2,
,,,,当座預金,,153,1.3,143,304,160,111.7,利回り
,,,債券,,,－,－,－,－,－,－,0.009%
,,,計,,,"11,891",100.0,"14,269","14,057",△ 212,△ 1.5,
,基金,,預金,,,"29,499",78.2,"25,859","29,625","3,766",14.6,運用収入計
,,,,定期性預金,,"28,731",76.1,"25,823","29,257","3,434",13.3,"22億2,790万円"
,,,,普通預金,,768,2.0,36,368,332,935.6,
,,,債券等,,,"7,992",21.2,"7,421","8,177",757,10.2,利回り
,,,金銭信託,,,250,0.7,250,250,0,0.0,
,,,その他,,,4,0.0,1,1,0,0.0,0.059%
,,,計,,,"37,746",100.0,"33,531","38,053","4,523",13.5,
,準公営企業会計資金,,預金,,,"4,875",100.0,"4,737","4,805",67,1.4,運用収入計
,,,,定期性預金,,"3,212",65.9,"2,910","2,930",20,0.7,"3,693万円"
,,,,普通預金,,"1,663",34.1,"1,827","1,875",47,2.6,
,,,債券等,,,－,－,－,－,－,－,利回り
,,,その他,,,－,－,－,－,－,－,0.008%
,,,計,,,"4,875",100.0,"4,737","4,805",67,1.4,
,合計,,預金,,,"46,265",84.9,"44,865","48,487","3,621",8.1,運用収入計
,,,,定期性預金,,"42,655",78.2,"38,757","42,789","4,032",10.4,"23億6,742万円"
,,,,普通預金,,"3,458",6.3,"5,965","5,394",△ 571,△ 9.6,
,,,,当座預金,,153,0.3,143,304,160,111.7,利回り
,,,債券等,,,"7,992",14.7,"7,421","8,177",757,10.2,0.043%
,,,金銭信託,,,250,0.5,250,250,0,0.0,
,,,その他,,,4,0.0,1,1,0,0.0,
,,,計,,,"54,512",100.0,"52,537","56,915","4,378",8.3,
