○運用商品別内訳,,,,,,,,,,,,
,令和元年度第1四半期,,,,,,,,,,,
,,,,,,期中平均残高,,残　　　　高　　　　推　　　　　移,,,,"運用収入
及び
利回り"
,,,,,,,,"H31.3.31
残高","R1.6.30
残高",増　減,,
,,,,,,,構成比,,,増減額,増減率,
,,,,,,億円,％,億円,億円,億円,％,
,歳計現金等,,預金,,,9212,100,10644,12225,1582,14.9,運用収入計
,,,,定期性預金,,6179,67.1,6849,11349,4500,65.7,897万円
,,,,普通預金,,2692,29.2,3452,702,-2750,-79.7,
,,,,当座預金,,342,3.7,343,174,-168,-49.1,利回り
,,,債券,,,－,－,－,－,－,－,0.00004
,,,計,,,9212,100,10644,12225,1582,14.9,
,基金,,預金,,,30690,76,30957,30638,-319,-1,運用収入計
,,,,定期性預金,,28239,69.9,30192,30202,10,0,"5億4,816万円"
,,,,普通預金,,2451,6.1,765,436,-329,-43,
,,,債券等,,,9443,23.4,9290,9278,-11,-0.1,利回り
,,,金銭信託,,,11,0,250,－,-250,皆減,0.00054
,,,その他,,,232,0.6,1,1,0,0,
,,,計,,,40376,100,40498,39917,-581,-1.4,
,準公営企業会計資金,,預金,,,10342,100,10425,10395,-30,-0.3,運用収入計
,,,,定期性預金,,6178,59.7,3845,7215,3370,87.6,"1,634万円"
,,,,普通預金,,4164,40.3,6580,3180,-3400,-51.7,
,,,債券等,,,－,－,－,－,－,－,利回り
,,,その他,,,－,－,－,－,－,－,0.00006
,,,計,,,10342,100,10425,10395,-30,-0.3,
,合計,,預金,,,50244,83.8,52026,53259,1233,2.4,運用収入計
,,,,定期性預金,,40595,67.7,40886,48766,7880,19.3,"5億7,346万円"
,,,,普通預金,,9307,15.5,10797,4318,-6478,-60,
,,,,当座預金,,342,0.6,343,174,-168,-49.1,利回り
,,,債券等,,,9443,15.8,9290,9278,-11,-0.1,0.00038
,,,金銭信託,,,11,0,250,－,-250,皆減,
,,,その他,,,232,0.4,1,1,0,0,
,,,計,,,59931,100,61566,62538,972,1.6,
