平成29年度第4四半期,,,,,,,,,,,
,,,,,期中平均残高,,残　　　　高　　　　推　　　　　移,,,,"運用収入
及び
利回り"
,,,,,,,"H29.12.31
残高","H30.3.31
残高",増　減,,
,,,,,,構成比,,,増減額,増減率,
,,,,,億円,％,億円,億円,億円,％,
歳計現金等,,預金,,,"14,101",100.0,"12,869","14,057","1,188",9.2,運用収入計
,,,定期性預金,,"12,865",91.2,"12,025","10,602","△ 1,423",△ 11.8,"3,048万円"
,,,普通預金,,"1,060",7.5,502,"3,152","2,650",527.9,
,,,当座預金,,176,1.2,342,304,△ 38,△ 11.2,利回り
,,債券,,,－,－,－,－,－,－,0.009%
,,計,,,"14,101",100.0,"12,869","14,057","1,188",9.2,
基金,,預金,,,"29,390",77.4,"29,529","29,625",96,0.3,運用収入計
,,,定期性預金,,"29,288",77.2,"29,509","29,257",△ 252,△ 0.9,"5億2,962万円"
,,,普通預金,,103,0.3,20,368,348,"1,779.3",
,,債券等,,,"8,319",21.9,"8,219","8,177",△ 41,△ 0.5,利回り
,,金銭信託,,,250,0.7,250,250,0,0.0,
,,その他,,,1,0.0,1,1,0,0.0,0.057%
,,計,,,"37,960",100.0,"37,999","38,053",55,0.1,
準公営企業会計資金,,預金,,,"4,892",100.0,"4,997","4,805",△ 192,△ 3.8,運用収入計
,,,定期性預金,,"3,260",66.6,"3,320","2,930",△ 390,△ 11.7,674万円
,,,普通預金,,"1,633",33.4,"1,677","1,875",198,11.8,
,,債券等,,,－,－,－,－,－,－,利回り
,,その他,,,－,－,－,－,－,－,0.006%
,,計,,,"4,892",100.0,"4,997","4,805",△ 192,△ 3.8,
合計,,預金,,,"48,383",85.0,"47,394","48,487","1,092",2.3,運用収入計
,,,定期性預金,,"45,412",79.7,"44,854","42,789","△ 2,065",△ 4.6,"5億6,684万円"
,,,普通預金,,"2,795",4.9,"2,198","5,394","3,196",145.4,
,,,当座預金,,176,0.3,342,304,△ 38,△ 11.2,利回り
,,債券等,,,"8,319",14.6,"8,219","8,177",△ 41,△ 0.5,0.040%
,,金銭信託,,,250,0.4,250,250,0,0.0,
,,その他,,,1,0.0,1,1,0,0.0,
,,計,,,"56,954",100.0,"55,864","56,915","1,051",1.9,
