,,,,平成30年度第3四半期,,,,,平成30年度第2四半期,,,
,,,,期中平均残高,,"期　末　残　高
(H30.12.31現在）",,,期中平均残高,,"期　末　残　高
(H30.9.30現在）",
,,,,,構成比,,構成比,,,構成比,,構成比
,,,,億円,％,億円,％,,億円,％,億円,％
基金,,国債,,"1,778",19.3,"1,721",18.3,,"1,830",20.5,"1,786",19.9
,,地方債,,"2,836",30.7,"2,929",31.2,,"2,779",31.1,"2,781",30.9
,,政府保証債,,587,6.4,562,6,,649,7.3,626,7
,,財投機関債等,,"2,936",31.8,"3,029",32.2,,"2,671",29.9,"2,737",30.4
,,金融債,,998,10.8,"1,054",11.2,,918,10.3,964,10.7
,,外債,,100,1.1,100,1.1,,100,1.1,100,1.1
,,計,,"9,235",100,"9,394",100,,"8,947",100,"8,994",100
