○債券種別内訳,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,令和元年度第1四半期,,,,,平成30年度第4四半期,,,
,,,,,期中平均残高,,"期　末　残　高
(R1.6.30現在）",,,期中平均残高,,"期　末　残　高
(H31.3.31現在）",
,,,,,,構成比,,構成比,,,構成比,,構成比
,,,,,億円,％,億円,％,,億円,％,億円,％
,基金,,国債,,1614,17.1,1458,15.7,,1709,18.1,1635,17.6
,,,地方債,,3038,32.2,3091,33.3,,2958,31.4,3025,32.6
,,,政府保証債,,415,4.4,415,4.5,,515,5.5,415,4.5
,,,財投機関債等,,3278,34.7,3224,34.7,,3088,32.8,3124,33.6
,,,金融債,,999,10.6,991,10.7,,1054,11.2,991,10.7
,,,外債,,100,1.1,100,1.1,,100,1.1,100,1.1
,,,計,,9443,100,9278,100,,9424,100,9290,100
