○金融機関種別預金内訳,,,,,,,,,,,,
,,,,平成30年度第2四半期,,,,,平成30年度第1四半期,,,
,,,,期中平均残高,,"期　末　残　高
(H30.9.30現在）",,,期中平均残高,,"期　末　残　高
(H30.6.30現在）",
,,,,,構成比,,構成比,,,構成比,,構成比
,,,,億円,％,億円,％,,億円,％,億円,％
歳計現金等,,都市銀行,,"15,521",100,"10,883",100,,"10,822",100,"10,514",100
,,信託銀行,,－,－,－,－,,－,－,－,－
,,地方銀行等,,－,－,－,－,,－,－,－,－
,,外国銀行,,－,－,－,－,,－,－,－,－
,,計,,"15,521",100,"10,883",100,,"10,822",100,"10,514",100
基金,,都市銀行,,"19,073",58.6,"17,250",53.5,,"17,014",54.6,"19,704",60.3
,,信託銀行,,"4,903",15.1,"6,207",19.2,,"6,188",19.9,"5,002",15.3
,,地方銀行等,,"3,850",11.8,"3,856",11.9,,"3,770",12.1,"3,846",11.8
,,外国銀行,,"4,699",14.4,"4,955",15.4,,"4,171",13.4,"4,141",12.7
,,計,,"32,525",100,"32,269",100,,"31,142",100,"32,693",100
準公営企業会計資金,,都市銀行,,"2,579",50.1,"2,375",45.8,,"2,883",58.1,"2,654",51.1
,,信託銀行,,"1,455",28.3,"1,595",30.7,,"1,095",22.1,"1,435",27.6
,,地方銀行等,,585,11.4,585,11.3,,563,11.3,585,11.3
,,外国銀行,,533,10.3,635,12.2,,422,8.5,520,10
,,計,,"5,150",100,"5,190",100,,"4,963",100,"5,194",100
合計,,都市銀行,,"37,172",69.9,"30,507",63.1,,"30,718",65.5,"32,872",67.9
,,信託銀行,,"6,357",12,"7,802",16.1,,"7,284",15.5,"6,437",13.3
,,地方銀行等,,"4,435",8.3,"4,441",9.2,,"4,332",9.2,"4,431",9.2
,,外国銀行,,"5,232",9.8,"5,590",11.6,,"4,593",9.8,"4,661",9.6
,,計,,"53,196",100,"48,341",100,,"46,927",100,"48,401",100
