,,,,平成30年度第2四半期,,,,,平成30年度第1四半期,,,
,,,,期中平均残高,,"期　末　残　高
(H30.9.30現在）",,,期中平均残高,,"期　末　残　高
(H30.6.30現在）",
,,,,,構成比,,構成比,,,構成比,,構成比
,,,,億円,％,億円,％,,億円,％,億円,％
基金,,国債,,"1,830",20.5,"1,786",19.9,,"1,837",21.9,"1,836",20.9
,,地方債,,"2,779",31.1,"2,781",30.9,,"2,695",32.1,"2,726",31.1
,,政府保証債,,649,7.3,626,7,,704,8.4,655,7.5
,,財投機関債等,,"2,671",29.9,"2,737",30.4,,"2,226",26.5,"2,572",29.3
,,金融債,,918,10.3,964,10.7,,828,9.9,884,10.1
,,外債,,100,1.1,100,1.1,,100,1.2,100,1.1
,,計,,"8,947",100,"8,994",100,,"8,391",100,"8,773",100
