,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,平成30年度第1四半期,,,,,平成29年度第4四半期,,,
,,,,期中平均残高,,"期　末　残　高
(H30.6.30現在）",,,期中平均残高,,"期　末　残　高
(H30.3.31現在）",
,,,,,構成比,,構成比,,,構成比,,構成比
,,,,億円,％,億円,％,,億円,％,億円,％
基金,,国債,,"1,837",21.9,"1,836",20.9,,"1,954",23.5,"1,838",22.5
,,地方債,,"2,695",32.1,"2,726",31.1,,"2,705",32.5,"2,697",33.0
,,政府保証債,,704,8.4,655,7.5,,824,9.9,785,9.6
,,財投機関債等,,"2,226",26.5,"2,572",29.3,,"1,942",23.3,"1,964",24.0
,,金融債,,828,9.9,884,10.1,,794,9.5,794,9.7
,,外債,,100,1.2,100,1.1,,100,1.2,100,1.2
,,計,,"8,391",100.0,"8,773",100.0,,"8,319",100.0,"8,177",100.0
