○運用商品別内訳,,,,,,,,,,,,
,平成30年度第1四半期,,,,,,,,,,,
,,,,,,期中平均残高,,残　　　　高　　　　推　　　　　移,,,,"運用収入
及び
利回り"
,,,,,,,,"H30.3.31
残高","H30.6.30
残高",増　減,,
,,,,,,,構成比,,,増減額,増減率,
,,,,,,億円,％,億円,億円,億円,％,
,歳計現金等,,預金,,,"10,822",100.0,"14,057","10,514","△ 3,543",△ 25.2,運用収入計
,,,,定期性預金,,"8,934",82.6,"10,602","9,802",△ 800,△ 7.5,"1,989万円"
,,,,普通預金,,"1,699",15.7,"3,152",552,"△ 2,600",△ 82.5,
,,,,当座預金,,189,1.7,304,160,△ 143,△ 47.2,利回り
,,,債券,,,－,－,－,－,－,－,0.007%
,,,計,,,"10,822",100.0,"14,057","10,514","△ 3,543",△ 25.2,
,基金,,預金,,,"31,142",78.3,"29,625","32,693","3,068",10.4,運用収入計
,,,,定期性預金,,"26,756",67.2,"29,257","28,805",△ 452,△ 1.5,"5億5,468万円"
,,,,普通預金,,"4,386",11.0,368,"3,888","3,521",957.6,
,,,債券等,,,"8,391",21.1,"8,177","8,773",596,7.3,利回り
,,,金銭信託,,,250,0.6,250,250,0,0.0,0.056%
,,,その他,,,12,0.0,1,1,0,0.0,
,,,計,,,"39,795",100.0,"38,053","41,717","3,664",9.6,
,準公営企業会計資金,,預金,,,"4,963",100.0,"4,805","5,194",389,8.1,運用収入計
,,,,定期性預金,,"3,304",66.6,"2,930","3,925",995,34.0,813万円
,,,,普通預金,,"1,659",33.4,"1,875","1,269",△ 606,△ 32.3,
,,,債券等,,,－,－,－,－,－,－,利回り
,,,その他,,,－,－,－,－,－,－,0.007%
,,,計,,,"4,963",100.0,"4,805","5,194",389,8.1,
,合計,,預金,,,"46,927",84.4,"48,487","48,401",△ 86,△ 0.2,運用収入計
,,,,定期性預金,,"38,993",70.2,"42,789","42,532",△ 257,△ 0.6,"5億8,271万円"
,,,,普通預金,,"7,744",13.9,"5,394","5,709",315,5.8,
,,,,当座預金,,189,0.3,304,160,△ 143,△ 47.2,利回り
,,,債券等,,,"8,391",15.1,"8,177","8,773",596,7.3,0.042%
,,,金銭信託,,,250,0.4,250,250,0,0.0,
,,,その他,,,12,0.0,1,1,0,0.0,
,,,計,,,"55,580",100.0,"56,915","57,425",510,0.9,
