産業分類階層,産業コード,産業中分類,経営組織階層,経営組織コード,経営組織,資本金階層,資本金規模コード,資本金額,事業所数,従業者数（送出者を除く）（人）,現金給与総額（万円）,原材料使用額等（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／製造品出荷額（万円）,製造品出荷額等／加工賃収入額（万円）,製造品出荷額等／修理料収入額（万円）,製造品出荷額等／くず・廃物出荷額（万円）,製造品出荷額等／その他の収入額（万円）,付加価値額（29人以下は粗付加価値額）（万円）,粗付加価値額（万円）,生産額（30人以上）（万円）,在庫額（30人以上）／製造品／年初（万円）,在庫額（30人以上）／製造品／年末（万円）,在庫額（30人以上）／半製品及び仕掛品／年初（万円）,在庫額（30人以上）／半製品及び仕掛品／年末（万円）,在庫額（30人以上）／原材料及び燃料／年初（万円）,在庫額（30人以上）／原材料及び燃料／年末（万円）,有形固定資産額（30人以上）／年初現在高（万円）,有形固定資産額（30人以上）／取得額（万円）,有形固定資産額（30人以上）／除却額（万円）,有形固定資産額（30人以上）／減価償却額（万円）
1,20,なめし革・同製品・毛皮製造業,1,3,個人,1,10,－,24,131,19447,22636,56438,24520,31918,-,-,-,31303,31303,-,-,-,-,-,-,-,-,-,-,-
1,21,窯業・土石製品製造業,0,0,総数,0,00,総数,198,3883,2016994,9738606,17021270,15714972,378623,3133,71,924471,6692110,6871999,5950270,472251,485852,110024,104571,195255,190003,3524732,343001,28637,188037
1,21,窯業・土石製品製造業,1,1,会社,0,00,総数,192,3859,2012589,9735982,17011241,15707245,376829,3133,71,923963,6685253,6865142,5950270,472251,485852,110024,104571,195255,190003,3524732,343001,28637,188037
1,21,窯業・土石製品製造業,1,1,会社,1,03,300万円～499万円,31,292,113204,139638,352165,255911,77654,110,-,18490,196795,196795,-,-,-,-,-,-,-,-,-,-,-
1,21,窯業・土石製品製造業,1,1,会社,1,04,500万円～999万円,7,60,24788,150934,196301,193461,2190,-,-,650,42199,42199,-,-,-,-,-,-,-,-,-,-,-
1,21,窯業・土石製品製造業,1,1,会社,1,05,1000万円～4999万円,111,1943,956857,4241467,6889651,6376900,263299,3023,71,246358,2417471,2457613,1270199,25022,25618,3086,3334,11882,10762,610697,30067,6472,40986
1,21,窯業・土石製品製造業,1,1,会社,1,06,5000万円～9999万円,19,516,263901,1646103,2739342,2555570,33686,-,-,150086,980254,1018978,820090,70588,64344,8565,9140,11742,12512,743637,84875,4395,33055
1,21,窯業・土石製品製造業,1,1,会社,1,07,1億円～10億円未満,19,654,348449,2256576,3765657,3618026,-,-,-,147631,1354041,1402166,1513266,245768,261304,1072,1383,13067,12285,826492,30876,589,63972
1,21,窯業・土石製品製造業,1,1,会社,1,08,10億円～100億円未満,5,394,305390,1301264,3068125,2707377,-,-,-,360748,1694493,1747391,2346715,130873,134586,97301,90714,158564,154444,1343906,197183,17181,50024
1,21,窯業・土石製品製造業,1,3,個人,1,10,－,6,24,4405,2624,10029,7727,1794,-,-,508,6857,6857,-,-,-,-,-,-,-,-,-,-,-
1,22,鉄鋼業,0,0,総数,0,00,総数,109,2578,1310984,10339164,14319323,12982710,806061,-,10371,520181,3273678,3799842,9565949,453448,401541,609315,573423,228096,216673,4285198,377677,92009,438365
1,22,鉄鋼業,1,1,会社,0,00,総数,107,2567,x,x,x,x,x,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,22,鉄鋼業,1,1,会社,1,03,300万円～499万円,19,122,50467,86446,161952,99981,60077,-,-,1894,69913,69913,-,-,-,-,-,-,-,-,-,-,-
1,22,鉄鋼業,1,1,会社,1,04,500万円～999万円,7,38,12162,18497,39016,13113,25903,-,-,-,18999,18999,-,-,-,-,-,-,-,-,-,-,-
1,22,鉄鋼業,1,1,会社,1,05,1000万円～4999万円,61,898,429822,2248867,3619957,2861187,354648,-,2760,401362,1247899,1272971,601832,53351,44502,45073,43246,20089,20865,275170,5953,6625,14396
1,22,鉄鋼業,1,1,会社,1,06,5000万円～9999万円,6,235,125017,1292475,1919018,1915233,3785,-,-,-,431383,589024,1651320,49404,32929,30039,22443,18769,21970,768710,112462,x,133570
1,22,鉄鋼業,1,1,会社,1,07,1億円～10億円未満,11,709,345926,3368848,4033683,3584711,324436,-,7611,116925,568346,617426,2822071,74543,65035,50159,50694,72549,53092,339616,49262,125,40107
1,22,鉄鋼業,1,1,会社,1,08,10億円～100億円未満,2,453,x,x,x,x,x,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x
1,22,鉄鋼業,1,1,会社,1,09,100億円以上,1,112,x,x,x,x,-,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x
1,22,鉄鋼業,1,3,個人,1,10,－,2,11,x,x,x,x,x,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,23,非鉄金属製造業,0,0,総数,0,00,総数,128,2630,1111818,5730421,8299030,7345373,488598,-,740,464319,2329726,2405028,4521213,322836,285677,285819,334417,193985,201505,1200418,143585,14753,86741
1,23,非鉄金属製造業,1,1,会社,0,00,総数,124,2612,1108620,5726051,8287898,7338620,484219,-,740,464319,2323464,2398766,4521213,322836,285677,285819,334417,193985,201505,1200418,143585,14753,86741
1,23,非鉄金属製造業,1,1,会社,1,03,300万円～499万円,31,286,90698,144283,366783,259276,105543,-,740,1224,201173,206505,81009,-,-,1220,1099,281,220,9840,6615,-,5211
1,23,非鉄金属製造業,1,1,会社,1,04,500万円～999万円,11,112,32340,62035,122408,66924,55005,-,-,479,55899,55899,-,-,-,-,-,-,-,-,-,-,-
1,23,非鉄金属製造業,1,1,会社,1,05,1000万円～4999万円,67,1127,484681,1872535,3176329,2809372,251711,-,-,115246,1242770,1217708,1536222,32722,24109,26972,97194,85414,90134,226153,69069,2926,36547
1,23,非鉄金属製造業,1,1,会社,1,06,5000万円～9999万円,11,815,392914,2107909,2731687,2565328,61504,-,-,104855,508443,589068,2396944,262059,223986,205416,183630,52449,71332,509721,22165,2416,20766
1,23,非鉄金属製造業,1,1,会社,1,07,1億円～10億円未満,3,262,x,x,x,x,x,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,23,非鉄金属製造業,1,1,会社,1,08,10億円～100億円未満,1,10,x,x,x,x,x,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,23,非鉄金属製造業,1,3,個人,1,10,－,4,18,3198,4370,11132,6753,4379,-,-,-,6262,6262,-,-,-,-,-,-,-,-,-,-,-
1,24,金属製品製造業,0,0,総数,0,00,総数,1491,18206,7283380,12194790,26943961,17946017,8187148,52853,4945,752998,13429585,13701954,9191588,446961,452199,316863,350291,303193,342872,4145448,411054,36065,311035
1,24,金属製品製造業,1,1,会社,0,00,総数,1443,17973,7235714,12139495,26807171,17854927,8145018,52563,4945,749718,13354128,13626497,9191588,446961,452199,316863,350291,303193,342872,4145448,411054,36065,311035
1,24,金属製品製造業,1,1,会社,1,01,1万円～199万円,13,92,36395,38674,98285,41521,52171,4593,-,-,55194,55194,-,-,-,-,-,-,-,-,-,-,-
1,24,金属製品製造業,1,1,会社,1,02,200万円～299万円,3,22,x,x,x,x,x,-,-,x,x,x,-,-,-,-,-,-,-,-,-,-,-
1,24,金属製品製造業,1,1,会社,1,03,300万円～499万円,374,2666,922639,1048678,2826785,1759110,1048587,510,258,18320,1646824,1646824,24000,-,-,-,-,-,-,-,-,-,-
1,24,金属製品製造業,1,1,会社,1,04,500万円～999万円,172,1344,501999,578815,1460448,850003,546312,1243,2143,60747,816990,816990,-,-,-,-,-,-,-,-,-,-,-
1,24,金属製品製造業,1,1,会社,1,05,1000万円～4999万円,833,11799,4715715,8226856,17858988,11534333,5667272,45740,2488,609155,8775306,8945235,5431027,224071,231689,121230,126840,119010,122831,2033392,283792,28744,183157
1,24,金属製品製造業,1,1,会社,1,06,5000万円～9999万円,34,1030,467696,860472,2012677,1344144,625579,477,17,42460,1042597,1075307,1498126,46803,47533,53907,60077,81052,86941,797212,73435,510,39610
1,24,金属製品製造業,1,1,会社,1,07,1億円～10億円未満,12,681,334091,868075,1525288,1308668,197593,-,39,18988,556492,613248,x,x,x,x,x,x,x,x,x,x,x
1,24,金属製品製造業,1,1,会社,1,08,10億円～100億円未満,1,320,x,x,x,x,-,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x
1,24,金属製品製造業,1,1,会社,1,09,100億円以上,1,19,x,x,x,x,-,-,-,x,x,x,-,-,-,-,-,-,-,-,-,-,-
1,24,金属製品製造業,1,3,個人,1,10,－,48,233,47666,55295,136790,91090,42130,290,-,3280,75457,75457,-,-,-,-,-,-,-,-,-,-,-
1,25,はん用機械器具製造業,0,0,総数,0,00,総数,362,7597,3626237,8938567,16852084,14477133,863894,1103305,1865,405887,7222485,7398432,10834436,220477,258504,930542,995962,425243,561345,3666379,523338,45139,279394
1,25,はん用機械器具製造業,1,1,会社,0,00,総数,355,7559,3619972,8931292,16831225,14465727,854708,1103297,1865,405628,7209907,7385854,10834436,220477,258504,930542,995962,425243,561345,3666379,523338,45139,279394
1,25,はん用機械器具製造業,1,1,会社,1,01,1万円～199万円,3,18,x,x,x,x,x,-,x,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,25,はん用機械器具製造業,1,1,会社,1,03,300万円～499万円,67,497,161783,172352,477235,337985,133639,5088,-,523,281322,282329,25090,158,95,64,23,165,156,7584,-,-,903
1,25,はん用機械器具製造業,1,1,会社,1,04,500万円～999万円,28,244,100907,119388,320046,198414,108080,8096,-,5456,183051,187071,x,165,-,1129,1146,x,x,38265,17243,623,3872
1,25,はん用機械器具製造業,1,1,会社,1,05,1000万円～4999万円,223,3798,1736159,3628794,7294197,6076679,472089,444044,1733,299652,3345439,3405248,2972482,90718,86006,63356,73628,150620,180977,716935,52293,14314,65369
1,25,はん用機械器具製造業,1,1,会社,1,06,5000万円～9999万円,23,1080,580787,1379302,2925872,2620835,132926,83941,115,88055,1450478,1449024,2559862,56555,65668,93902,120893,223665,215407,751202,134177,10491,34650
1,25,はん用機械器具製造業,1,1,会社,1,07,1億円～10億円未満,3,250,112948,255205,561692,550144,-,-,-,11548,268837,285259,493969,x,x,x,x,20362,20111,x,x,x,x
1,25,はん用機械器具製造業,1,1,会社,1,08,10億円～100億円未満,6,756,331473,1719618,2826970,2264448,-,562128,-,394,1105175,1048092,2341264,2087,52124,234174,281696,2633,121489,340968,143991,2017,40476
1,25,はん用機械器具製造業,1,1,会社,1,09,100億円以上,2,916,x,x,x,x,x,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x
1,25,はん用機械器具製造業,1,3,個人,1,10,－,7,38,6265,7275,20859,11406,9186,8,-,259,12578,12578,-,-,-,-,-,-,-,-,-,-,-
1,26,生産用機械器具製造業,0,0,総数,0,00,総数,1000,16652,7937772,20650204,38695788,33670684,2355933,x,x,2207413,16911493,17623709,20886512,740205,616021,2063744,2262319,1016897,1023137,8272862,4906382,311522,786607
1,26,生産用機械器具製造業,1,1,会社,0,00,総数,980,16563,7920250,20635478,38645345,33639468,2336710,461415,339,2207413,16878423,17590639,20886512,740205,616021,2063744,2262319,1016897,1023137,8272862,4906382,311522,786607
1,26,生産用機械器具製造業,1,1,会社,1,01,1万円～199万円,5,35,12249,5949,20749,12578,8171,-,-,-,13704,13704,-,-,-,-,-,-,-,-,-,-,-
1,26,生産用機械器具製造業,1,1,会社,1,02,200万円～299万円,3,26,8901,15490,50605,43266,7339,-,-,-,32531,32531,-,-,-,-,-,-,-,-,-,-,-
1,26,生産用機械器具製造業,1,1,会社,1,03,300万円～499万円,206,1508,564818,731924,1879281,1443912,416464,11600,8,7297,1059253,1062705,70899,1576,1430,237,330,654,712,31206,2952,-,3399
1,26,生産用機械器具製造業,1,1,会社,1,04,500万円～999万円,81,606,234601,245712,675131,483834,183029,984,37,7247,397609,397609,-,-,-,-,-,-,-,-,-,-,-
1,26,生産用機械器具製造業,1,1,会社,1,05,1000万円～4999万円,605,9348,4355125,8905938,17975750,15658551,1436860,186753,294,693292,8375700,8508530,6005029,187696,189044,379703,382230,308560,327300,2128999,340084,101124,136705
1,26,生産用機械器具製造業,1,1,会社,1,06,5000万円～9999万円,56,1844,975316,2509052,4481079,4005442,240306,43517,-,191814,1912077,1871303,3006089,88817,89769,231551,322685,92545,79619,1307813,161412,58923,51312
1,26,生産用機械器具製造業,1,1,会社,1,07,1億円～10億円未満,16,1348,731611,2193565,3931663,2775260,44541,175379,-,936483,1534157,1835860,2563218,220437,160620,151259,164907,173496,181599,1965217,2626122,97236,255534
1,26,生産用機械器具製造業,1,1,会社,1,08,10億円～100億円未満,4,823,426849,1752867,2397396,2354214,-,43182,-,-,530111,731424,2323987,83208,27984,549075,574072,110892,112498,995296,327959,4277,171086
1,26,生産用機械器具製造業,1,1,会社,1,09,100億円以上,4,1025,610780,4274981,7233691,6862411,-,-,-,371280,3023281,3136973,6917290,158471,147174,751919,818095,330750,321409,1844331,1447853,49962,168571
1,26,生産用機械器具製造業,1,3,個人,1,10,－,20,89,17522,14726,50443,31216,19223,x,x,-,33070,33070,-,-,-,-,-,-,-,-,-,-,-
1,27,業務用機械器具製造業,0,0,総数,0,00,総数,539,13266,6717200,16662714,30021666,26965652,683069,552802,196,1819947,12773557,12583416,21055373,1836579,2301486,1820199,1976342,2474802,2146431,6426891,648403,342165,430909
1,27,業務用機械器具製造業,1,1,会社,0,00,総数,525,13189,6697976,16647480,29976721,26943238,660538,552802,196,1819947,12745569,12555428,21055373,1836579,2301486,1820199,1976342,2474802,2146431,6426891,648403,342165,430909
1,27,業務用機械器具製造業,1,1,会社,1,01,1万円～199万円,2,25,x,x,x,x,-,x,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,27,業務用機械器具製造業,1,1,会社,1,03,300万円～499万円,95,798,307559,402262,932962,846075,84590,240,150,1907,495227,495227,-,-,-,-,-,-,-,-,-,-,-
1,27,業務用機械器具製造業,1,1,会社,1,04,500万円～999万円,35,360,138392,110051,370343,330381,35219,1456,-,3287,241216,241042,10543,1063,874,1126,1502,2262,2534,42,-,-,13
1,27,業務用機械器具製造業,1,1,会社,1,05,1000万円～4999万円,320,6591,2962398,6358659,12610643,10802496,425499,280491,46,1102111,5704637,5848204,6427858,386099,403172,576314,506832,757441,673629,2254571,280011,3665,91158
1,27,業務用機械器具製造業,1,1,会社,1,06,5000万円～9999万円,51,2088,1123514,3550194,5207120,4334365,115230,165959,-,591566,2360937,1560855,4384114,219035,1057336,360895,430116,954049,808589,1527008,156507,7701,107440
1,27,業務用機械器具製造業,1,1,会社,1,07,1億円～10億円未満,16,1409,748464,1632286,3116991,2942442,-,87090,-,87459,1386904,1437820,2848152,97383,62448,330387,413964,233520,211524,1059862,105673,265518,99558
1,27,業務用機械器具製造業,1,1,会社,1,08,10億円～100億円未満,5,1121,712310,1987751,3155363,3104389,-,17357,-,33617,1157384,1142510,x,x,x,x,x,x,x,x,x,x,x
1,27,業務用機械器具製造業,1,1,会社,1,09,100億円以上,1,797,x,x,x,x,-,x,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x
1,27,業務用機械器具製造業,1,3,個人,1,10,－,14,77,19224,15234,44945,22414,22531,-,-,-,27988,27988,-,-,-,-,-,-,-,-,-,-,-
1,28,電子部品・デバイス・電子回路製造業,0,0,総数,0,00,総数,270,10396,5455816,22791703,33953310,29381568,1009044,5471,583,3556644,9210732,11454153,27256630,831922,838448,1373573,1337744,1002805,1111439,7718865,3770953,75017,2214118
1,28,電子部品・デバイス・電子回路製造業,1,1,会社,0,00,総数,263,10355,5448507,22786225,33937085,29374464,999975,5471,583,3556592,9200781,11444202,27256630,831922,838448,1373573,1337744,1002805,1111439,7718865,3770953,75017,2214118
1,28,電子部品・デバイス・電子回路製造業,1,1,会社,1,01,1万円～199万円,3,22,x,x,x,x,x,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,28,電子部品・デバイス・電子回路製造業,1,1,会社,1,03,300万円～499万円,39,402,105673,65460,253350,115440,124166,-,-,13744,173374,173956,41589,-,-,-,-,264,1,7966,-,-,582
1,28,電子部品・デバイス・電子回路製造業,1,1,会社,1,04,500万円～999万円,13,108,34658,18661,73792,42359,31332,-,-,101,51046,51046,-,-,-,-,-,-,-,-,-,-,-
1,28,電子部品・デバイス・電子回路製造業,1,1,会社,1,05,1000万円～4999万円,175,3926,1441989,3134614,5832158,4683489,705690,5041,583,437355,2438656,2519098,3069527,94316,127993,77936,58212,197141,185167,1077646,144089,7527,94395
1,28,電子部品・デバイス・電子回路製造業,1,1,会社,1,06,5000万円～9999万円,23,1284,575265,1373944,2628168,2287623,125087,430,-,215028,1091911,1171883,1957295,133439,117254,226533,218896,163438,164415,687756,55063,3105,56150
1,28,電子部品・デバイス・電子回路製造業,1,1,会社,1,07,1億円～10億円未満,6,1468,917207,2439339,4285684,4198326,-,-,-,87358,1454065,1813967,4132954,130258,60004,331007,370989,358554,382110,1185190,913666,7018,329630
1,28,電子部品・デバイス・電子回路製造業,1,1,会社,1,08,10億円～100億円未満,1,56,x,x,x,x,-,-,-,-,x,x,x,-,-,x,x,x,x,x,x,x,x
1,28,電子部品・デバイス・電子回路製造業,1,1,会社,1,09,100億円以上,3,3089,2334588,14746764,19765390,16962384,-,-,-,2803006,3929108,5629860,x,473909,533197,x,x,x,x,x,x,x,x
1,28,電子部品・デバイス・電子回路製造業,1,3,個人,1,10,－,7,41,7309,5478,16225,7104,9069,-,-,52,9951,9951,-,-,-,-,-,-,-,-,-,-,-
1,29,電気機械器具製造業,0,0,総数,0,00,総数,597,24338,13824158,44703191,80330197,66713815,2210855,390725,1078,11013724,30789694,34171729,58702047,3559096,2686993,12047829,10824882,3330119,3504590,x,2024132,661109,x
1,29,電気機械器具製造業,1,1,会社,0,00,総数,588,24287,13814857,44698862,80311417,66706795,2199550,390725,1078,11013269,30776313,34158348,58702047,3559096,2686993,12047829,10824882,3330119,3504590,12309775,2024132,661109,1286985
1,29,電気機械器具製造業,1,1,会社,1,01,1万円～199万円,2,15,x,x,x,x,-,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,29,電気機械器具製造業,1,1,会社,1,03,300万円～499万円,83,715,242728,319911,725602,575448,120182,948,900,28124,375459,375696,21662,-,86,24,-,13,14,5586,-,-,299
1,29,電気機械器具製造業,1,1,会社,1,04,500万円～999万円,28,297,119652,283922,497333,380816,40885,13842,-,61790,191769,197640,246031,1987,1465,13971,11661,3554,3182,47215,877,18,3039
1,29,電気機械器具製造業,1,1,会社,1,05,1000万円～4999万円,402,7494,3096906,5863355,12227845,10528363,1003177,157698,178,538429,5745135,5923396,5559765,173569,131822,233932,214378,257148,323044,1853100,79543,29587,116960
1,29,電気機械器具製造業,1,1,会社,1,06,5000万円～9999万円,37,2259,986439,2306627,4549269,3559527,707750,66498,-,215494,2072239,2117948,3659736,76630,75326,256401,278476,129777,266991,1223001,99445,106261,66480
1,29,電気機械器具製造業,1,1,会社,1,07,1億円～10億円未満,23,2491,1652937,4207951,8036221,7609183,327556,60549,-,38933,3439492,3725982,7152196,134884,142002,1665674,1522607,356978,331148,1637263,124493,44327,150541
1,29,電気機械器具製造業,1,1,会社,1,08,10億円～100億円未満,8,3723,2807973,4403118,17957414,7735725,-,91190,-,10130499,12341453,12841101,7213081,935821,482852,325337,316662,403914,325894,2984697,195635,361041,38004
1,29,電気機械器具製造業,1,1,会社,1,09,100億円以上,5,7293,x,x,x,x,-,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x
1,29,電気機械器具製造業,1,2,組合・その他法人,1,10,－,1,6,x,x,x,x,-,-,-,-,x,x,-,-,-,-,-,-,-,x,-,-,x
1,29,電気機械器具製造業,1,3,個人,1,10,－,8,45,x,x,x,x,x,-,-,x,x,x,-,-,-,-,-,-,-,-,-,-,-
1,30,情報通信機械器具製造業,0,0,総数,0,00,総数,127,8295,5581770,31514313,57683413,48918990,1007804,33153,-,7723466,26035038,24463898,50447201,715498,632096,3736085,6327769,851327,822642,5407040,775686,185928,937142
1,30,情報通信機械器具製造業,1,1,会社,0,00,総数,124,8278,5578550,31511452,57674541,48912608,1005404,33153,-,7723376,26029464,24458324,50447201,715498,632096,3736085,6327769,851327,822642,5407040,775686,185928,937142
1,30,情報通信機械器具製造業,1,1,会社,1,03,300万円～499万円,15,134,36444,30315,93188,x,25693,x,-,-,58214,58214,-,-,-,-,-,-,-,-,-,-,-
1,30,情報通信機械器具製造業,1,1,会社,1,04,500万円～999万円,9,85,30108,36684,78705,x,42564,x,-,700,39066,39066,-,-,-,-,-,-,-,-,-,-,-
1,30,情報通信機械器具製造業,1,1,会社,1,05,1000万円～4999万円,74,1527,662053,1064984,2314734,1954383,322659,x,-,x,1154872,1169438,804515,70236,65220,27461,29356,61595,54446,329095,1427,53,11445
1,30,情報通信機械器具製造業,1,1,会社,1,06,5000万円～9999万円,15,742,295808,685425,1402653,1241254,130056,19240,-,12103,631951,672809,1121503,21196,13705,64250,65091,82703,71431,482361,98189,108372,34208
1,30,情報通信機械器具製造業,1,1,会社,1,07,1億円～10億円未満,6,1322,821365,1570480,3439455,2851849,484432,-,-,103174,1644375,1753139,3182922,4778,5618,331202,272474,159524,154599,323079,53284,2672,50876
1,30,情報通信機械器具製造業,1,1,会社,1,08,10億円～100億円未満,1,124,x,x,x,x,-,x,-,x,x,x,x,-,-,x,x,x,x,x,x,x,x
1,30,情報通信機械器具製造業,1,1,会社,1,09,100億円以上,4,4344,x,x,x,x,-,x,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,30,情報通信機械器具製造業,1,3,個人,1,10,－,3,17,3220,2861,8872,6382,2400,-,-,90,5574,5574,-,-,-,-,-,-,-,-,-,-,-
1,31,輸送用機械器具製造業,0,0,総数,0,00,総数,283,22019,12991013,83044931,179218108,175677871,2237159,10902,1272,1290904,88747172,89239186,176056115,3932522,4630781,15423917,16316181,5199332,4997344,14403611,3429774,83262,2082537
1,31,輸送用機械器具製造業,1,1,会社,0,00,総数,279,21999,12986922,83043666,179209955,175675128,2231749,10902,1272,1290904,88740794,89232808,176056115,3932522,4630781,15423917,16316181,5199332,4997344,14403611,3429774,83262,2082537
1,31,輸送用機械器具製造業,1,1,会社,1,01,1万円～199万円,1,20,x,x,x,x,x,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,31,輸送用機械器具製造業,1,1,会社,1,03,300万円～499万円,52,483,163750,154760,433672,288831,143390,585,45,821,254464,258527,35349,-,-,97,238,84,59,18980,3383,60,4204
1,31,輸送用機械器具製造業,1,1,会社,1,04,500万円～999万円,21,163,57631,72374,203852,134164,67333,-,-,2355,121740,121740,-,-,-,-,-,-,-,-,-,-,-
1,31,輸送用機械器具製造業,1,1,会社,1,05,1000万円～4999万円,170,3859,1680736,3201647,6379750,5050811,1198845,7316,533,122245,2799188,2962490,3804090,98514,95206,127148,110791,69045,58769,1258864,233815,31068,143637
1,31,輸送用機械器具製造業,1,1,会社,1,06,5000万円～9999万円,13,708,289020,1306663,2093887,1778398,315489,-,-,-,680489,760534,1819882,32678,23177,38681,40593,46027,45753,485987,440597,6009,72456
1,31,輸送用機械器具製造業,1,1,会社,1,07,1億円～10億円未満,13,1239,660431,1598330,2781445,2218864,502537,3001,694,56349,976523,1103907,2633775,18874,23432,203872,164689,110090,96582,686602,91831,4388,92759
1,31,輸送用機械器具製造業,1,1,会社,1,08,10億円～100億円未満,4,1041,x,x,x,x,x,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,31,輸送用機械器具製造業,1,1,会社,1,09,100億円以上,5,14486,9513803,73239060,162017029,162017029,-,-,-,-,82477355,82296983,163601421,3777080,4483054,14805729,15760829,4734561,4613309,7379438,1119116,33633,1480702
1,31,輸送用機械器具製造業,1,3,個人,1,10,－,4,20,4091,1265,8153,2743,5410,-,-,-,6378,6378,-,-,-,-,-,-,-,-,-,-,-
1,32,その他の製造業,0,0,総数,0,00,総数,583,9221,3948031,11341636,20433465,16693989,925414,45846,489,2767727,8231601,8517510,9805490,662041,621669,471854,462379,575975,541302,2913277,279954,78092,236062
1,32,その他の製造業,1,1,会社,0,00,総数,560,9098,3925555,11303878,20350388,16627340,909711,45144,489,2767704,8189640,8475549,9805490,662041,621669,471854,462379,575975,541302,2913277,279954,78092,236062
1,32,その他の製造業,1,1,会社,1,01,1万円～199万円,2,10,x,x,x,x,x,-,-,x,x,x,-,-,-,-,-,-,-,-,-,-,-
1,32,その他の製造業,1,1,会社,1,02,200万円～299万円,3,24,7078,22441,39223,36253,2970,-,-,-,15539,15539,-,-,-,-,-,-,-,-,-,-,-
1,32,その他の製造業,1,1,会社,1,03,300万円～499万円,142,997,332018,483113,1061931,880629,149634,2233,289,29146,536613,536613,-,-,-,-,-,-,-,-,-,-,-
1,32,その他の製造業,1,1,会社,1,04,500万円～999万円,50,377,124530,176158,416546,350409,54773,147,-,11217,222602,222602,-,-,-,-,-,-,-,-,-,-,-
1,32,その他の製造業,1,1,会社,1,05,1000万円～4999万円,326,4886,2028696,4404415,8620781,7240009,605150,13833,200,761589,3847459,3929414,2397303,132876,113882,70435,45558,114672,105663,991336,65580,45584,38084
1,32,その他の製造業,1,1,会社,1,06,5000万円～9999万円,27,971,460741,1908548,3101286,2626932,90971,-,-,383383,1083515,1106483,2026059,69047,63681,34122,42772,97806,92982,666315,22710,2710,26252
1,32,その他の製造業,1,1,会社,1,07,1億円～10億円未満,9,849,418127,1745221,2705909,2650263,3813,28931,-,22902,808383,902676,x,x,x,x,x,x,x,x,x,x,x
1,32,その他の製造業,1,1,会社,1,08,10億円～100億円未満,1,984,x,x,x,x,x,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,32,その他の製造業,1,3,個人,1,10,－,23,123,22476,37758,83077,66649,15703,702,-,23,41961,41961,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017東京の工業　平成29年工業統計調査報告（平成28年実績）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第9表　産業中分類，経営組織及び資本金階層別統計表（従業者4人以上の事業所）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
産業分類階層（0：総数　1：産業中分類）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
経営組織階層（0：総数　1：経営組織）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
資本金階層（0：総数　1：資本金階層）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
