地域階層,地域コード,地域,従業者規模階層,従業者規模コード,従業者規模,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,常用労働者／総数（人）,常用労働者／うち男（人）,個人業主及び無給家族従業者（人）,現金給与総額（万円）,原材料使用額等（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／製造品出荷額（万円）,製造品出荷額等／加工賃収入額（万円）,製造品出荷額等／修理料収入額（万円）,製造品出荷額等／くず・廃物出荷額（万円）,製造品出荷額等／その他の収入額（万円）,付加価値額（29人以下は粗付加価値額）（万円）,粗付加価値額（万円）,有形固定資産額（30人以上）／年初現在高（万円）,有形固定資産額（30人以上）／取得額（万円）,有形固定資産額（30人以上）／除却額（万円）,有形固定資産額（30人以上）／減価償却額（万円）
2,13122,葛飾区,1,01,4～9人,409,2436,1489,2389,1452,48,755068,1200177,2539824,1913186,553302,10034,321,62981,1241646,1241646,…,…,…,…
2,13122,葛飾区,1,02,10～19人,172,2354,1489,2356,1491,-,854703,1644894,3396756,2784746,511128,7654,232,92996,1623148,1623148,…,…,…,…
2,13122,葛飾区,1,03,20～29人,62,1541,992,1541,992,-,590085,1193296,2584252,2157827,333357,3158,-,89910,1288504,1288504,…,…,…,…
2,13122,葛飾区,1,04,30～49人,32,1189,727,1190,728,-,455237,1326304,2391813,2019492,247098,-,19,125204,900142,1004326,847528,56397,1958,45040
2,13122,葛飾区,1,05,50～99人,11,711,434,711,434,-,287123,1180777,1884196,1259693,6006,-,552,617945,617280,665610,788427,44003,5076,45771
2,13122,葛飾区,1,06,100～199人,6,824,573,830,579,-,419181,3405443,4056469,2656075,185929,-,3636,1210829,518984,614209,1147920,195048,68847,103201
2,13123,江戸川区,0,00,総数,672,8919,5972,8938,5997,39,3662846,10983677,19144231,15108348,1917021,137491,1719,1979652,7446618,7796447,4281721,3045360,154343,380770
2,13123,江戸川区,1,01,4～9人,391,2398,1545,2361,1517,37,832502,1373843,2990391,2261880,639098,16468,335,72610,1499326,1499326,…,…,…,…
2,13123,江戸川区,1,02,10～19人,174,2286,1437,2285,1436,2,854517,1673736,3349937,2751604,498382,39874,70,60007,1554098,1554098,…,…,…,…
2,13123,江戸川区,1,03,20～29人,65,1526,967,1526,967,-,597919,1295558,2701272,2046800,380673,54784,-,219015,1302320,1302320,…,…,…,…
2,13123,江戸川区,1,04,30～49人,26,1031,778,1031,778,-,484651,1676024,2752386,2128761,260713,1242,-,361670,961405,1013656,938304,168542,33384,61918
2,13123,江戸川区,1,05,50～99人,12,813,590,834,609,-,414068,2608249,3943579,3654313,93614,-,1314,194338,1122672,1263295,2205874,273880,33992,148751
2,13123,江戸川区,1,06,100～199人,2,273,217,273,217,-,x,x,x,x,x,x,-,x,x,x,x,x,x,x
2,13123,江戸川区,1,07,200～299人,1,268,220,282,233,-,x,x,x,x,x,x,-,x,x,x,x,x,x,x
2,13123,江戸川区,1,08,300～499人,1,324,218,346,240,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
1,13200,市部,0,00,総数,2220,104325,76796,105923,78256,69,54614051,234876104,430006217,389031773,10091329,984670,2021,29896424,174326314,182677019,69664353,17335984,1752460,9451466
1,13200,市部,1,01,4～9人,837,5097,3233,5040,3188,64,1702621,2605592,5979938,4699893,1080480,23486,658,175421,3126110,3126110,…,…,…,…
1,13200,市部,1,02,10～19人,571,7896,5238,7908,5248,5,2948896,6117949,12529892,10179667,1619224,99624,87,631290,5945007,5945007,…,…,…,…
1,13200,市部,1,03,20～29人,304,7350,4790,7372,4803,-,2956923,8305727,15145899,12714647,1683604,117454,493,629701,6392323,6392323,…,…,…,…
1,13200,市部,1,04,30～49人,204,7999,5586,8132,5713,-,3464616,9662326,18425194,15910448,1318111,185615,783,1010237,7872932,8250003,6172574,666807,103477,431446
1,13200,市部,1,05,50～99人,138,9429,6410,9461,6439,-,4105823,12543340,22612863,19031742,2460744,134038,-,986339,8934570,9534636,6279648,1582309,221004,513366
1,13200,市部,1,06,100～199人,94,12926,9072,13096,9209,-,6205261,22674427,42791569,39285612,1247050,216521,-,2042386,15635890,16845685,13293422,3813071,273436,1294099
1,13200,市部,1,07,200～299人,22,5443,3845,5534,3928,-,2653537,11403120,16764354,16020587,104376,52629,-,586762,4754168,5092635,3635430,720388,12222,389397
1,13200,市部,1,08,300～499人,24,9341,5937,9445,6037,-,4684059,18367144,32993494,31829657,x,x,-,x,12709734,13905379,12994175,2939534,389156,1190914
1,13200,市部,1,09,500～999人,16,10662,7924,10835,8086,-,5704549,22717777,35974060,33560810,x,x,-,x,12538003,13222063,7104764,2647817,136670,1108962
1,13200,市部,1,10,1000人以上,10,28182,24761,29100,25605,-,20187766,120478702,226788954,205798710,-,-,-,20990244,96417577,100363178,20184340,4966058,616495,4523282
2,13201,八王子市,0,00,総数,521,16029,10576,16058,10606,19,6868774,18275430,37051291,33073076,2176090,276428,1279,1524418,17124938,17843333,8344907,1620123,104513,738622
2,13201,八王子市,1,01,4～9人,191,1170,737,1153,724,17,395807,577582,1353149,1018150,267298,11122,583,55996,718643,718643,…,…,…,…
2,13201,八王子市,1,02,10～19人,141,1979,1368,1981,1369,2,733728,1440114,3307001,2785870,249848,16493,-,254790,1730718,1730718,…,…,…,…
2,13201,八王子市,1,03,20～29人,72,1751,1132,1751,1132,-,723677,1913277,3713417,3173383,298150,21720,-,220164,1701955,1701955,…,…,…,…
2,13201,八王子市,1,04,30～49人,54,2073,1455,2083,1463,-,911494,2789268,5087071,4313860,483767,153126,696,135622,2073383,2167535,1703900,145059,13394,110822
2,13201,八王子市,1,05,50～99人,34,2297,1547,2304,1554,-,1039277,2271877,4573701,3711152,580663,51660,-,230226,1996719,2135804,1472989,59166,11040,114367
2,13201,八王子市,1,06,100～199人,17,2250,1490,2259,1499,-,918887,2589004,5443513,4713700,281891,22307,-,425615,2604329,2767890,2306615,686768,7624,190916
2,13201,八王子市,1,07,200～299人,6,1427,972,1431,976,-,756634,1866321,3540165,3351782,14473,-,-,173910,1476346,1559714,885315,75319,1800,97447
2,13201,八王子市,1,08,300～499人,3,1064,434,1064,434,-,416643,820762,2468048,2468048,-,-,-,-,1449940,1548213,338051,38255,19267,36953
2,13201,八王子市,1,09,500～999人,3,2018,1441,2032,1455,-,972627,4007225,7565226,7537131,-,-,-,28095,3372905,3512861,1638037,615556,51388,188117
2,13202,立川市,0,00,総数,81,3736,2471,3790,2514,2,1733359,6034377,9578890,8645304,744994,63824,87,124681,3953931,3707971,1742893,290575,58757,200179
2,13202,立川市,1,01,4～9人,27,161,98,160,97,1,51876,105019,217418,191289,15057,3173,-,7899,104070,104070,…,…,…,…
2,13202,立川市,1,02,10～19人,18,240,166,239,165,1,88869,235689,398908,327859,67695,158,-,3196,151772,151772,…,…,…,…
2,13202,立川市,1,03,20～29人,13,321,219,330,220,-,114525,237074,536730,275249,233908,5817,-,21756,277520,277520,…,…,…,…
2,13202,立川市,1,04,30～49人,13,535,323,535,323,-,207087,396868,910750,546906,278077,-,87,85680,470589,479072,176448,86125,606,17510
2,13202,立川市,1,05,50～99人,4,263,168,264,169,-,121155,337292,567060,410653,150257,-,-,6150,212161,214186,67709,14523,1222,6053
2,13202,立川市,1,06,100～199人,3,457,345,464,351,-,287999,228293,576990,569070,-,7920,-,-,311833,330454,57340,7724,2026,13423
2,13202,立川市,1,08,300～499人,1,341,179,341,179,-,x,x,x,x,-,x,-,-,x,x,x,x,x,x
2,13202,立川市,1,09,500～999人,2,1418,973,1457,1010,-,x,x,x,x,-,x,-,-,x,x,x,x,x,x
2,13203,武蔵野市,0,00,総数,22,299,186,299,186,-,136522,181974,452642,320672,21921,47060,-,62989,251799,251015,x,x,-,x
2,13203,武蔵野市,1,01,4～9人,10,57,37,57,37,-,20416,32447,55984,53407,700,83,-,1794,21959,21959,…,…,…,…
2,13203,武蔵野市,1,02,10～19人,7,105,72,105,72,-,61348,87320,221405,123156,2870,46977,-,48402,124219,124219,…,…,…,…
2,13203,武蔵野市,1,03,20～29人,3,68,47,68,47,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13203,武蔵野市,1,04,30～49人,2,69,30,69,30,-,x,x,x,x,-,-,-,x,x,x,x,x,-,x
2,13204,三鷹市,0,00,総数,77,1515,1089,1537,1112,1,734126,1555956,2977149,2677202,273702,6400,5,19840,1259464,1336825,894342,75045,6700,70799
2,13204,三鷹市,1,01,4～9人,32,195,135,194,135,1,85939,93707,231627,178775,49362,169,5,3316,127863,127863,…,…,…,…
2,13204,三鷹市,1,02,10～19人,20,267,179,267,179,-,104598,123930,308229,203993,81845,6231,-,16160,171480,171480,…,…,…,…
2,13204,三鷹市,1,03,20～29人,12,285,205,286,206,-,124223,157767,403628,310596,93032,-,-,-,227647,227647,…,…,…,…
2,13204,三鷹市,1,04,30～49人,9,345,255,349,259,-,139077,250099,589743,539916,49463,-,-,364,309327,316422,287493,7363,1868,11960
2,13204,三鷹市,1,05,50～99人,2,145,95,145,95,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13204,三鷹市,1,06,100～199人,2,278,220,296,238,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13205,青梅市,0,00,総数,237,7370,5109,7448,5191,22,3340142,10201780,17800135,16324238,1129998,62411,49,283439,6688066,7240081,3479395,1150566,46496,536503
2,13205,青梅市,1,01,4～9人,94,576,356,555,340,21,180234,269745,648828,471625,161332,22,46,15803,351458,351458,…,…,…,…
2,13205,青梅市,1,02,10～19人,64,911,580,916,586,1,314125,631162,1266890,1038732,214734,1624,3,11797,590358,590358,…,…,…,…
2,13205,青梅市,1,03,20～29人,33,801,546,804,549,-,327398,1432937,2174889,1854548,230015,17255,-,73071,698550,698550,…,…,…,…
2,13205,青梅市,1,04,30～49人,15,598,410,677,487,-,294924,966411,1823613,1734628,85097,-,-,3888,753145,801114,568498,79787,12476,52195
2,13205,青梅市,1,05,50～99人,16,1211,916,1223,928,-,548349,1174956,2401502,1999421,329904,43510,-,28667,1074689,1161997,624606,191399,14715,40670
2,13205,青梅市,1,06,100～199人,10,1296,798,1296,798,-,497528,1224592,2299147,2040018,108916,-,-,150213,961264,1013469,842910,49499,12773,64065
2,13205,青梅市,1,07,200～299人,3,755,491,755,491,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13205,青梅市,1,08,300～499人,1,362,293,362,293,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13205,青梅市,1,09,500～999人,1,860,719,860,719,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13206,府中市,0,00,総数,118,13150,10754,13250,10843,3,7781040,51723407,84820382,75532165,1275302,23824,-,7989091,28445281,28799595,8955387,1057002,165408,1535374
2,13206,府中市,1,01,4～9人,32,191,120,188,118,3,64927,163750,348371,331390,14231,1064,-,1686,170952,170952,…,…,…,…
2,13206,府中市,1,02,10～19人,36,501,352,501,352,-,217655,583006,1003396,915374,66986,4343,-,16693,392578,392578,…,…,…,…
2,13206,府中市,1,03,20～29人,12,291,202,296,207,-,118794,243401,593879,492291,72787,-,-,28801,324518,324518,…,…,…,…
2,13206,府中市,1,04,30～49人,8,332,282,352,302,-,170066,405542,837368,777424,23328,14523,-,22093,376187,403039,331245,4875,924,31802
2,13206,府中市,1,05,50～99人,10,673,478,673,478,-,309686,762693,1549556,1006801,357064,3894,-,181797,695180,732148,315055,36084,108450,23207
2,13206,府中市,1,06,100～199人,11,1449,945,1449,945,-,619066,2325289,6954315,6696161,163166,-,-,94988,1860078,1988833,1606214,123477,39656,154608
2,13206,府中市,1,07,200～299人,2,522,371,531,379,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13206,府中市,1,08,300～499人,2,766,549,766,549,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13206,府中市,1,09,500～999人,3,1934,1670,1971,1698,-,1154485,5261953,7633124,7055384,577740,-,-,-,2197247,2357632,202745,88070,881,76783
2,13206,府中市,1,10,1000人以上,2,6491,5785,6523,5815,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13207,昭島市,0,00,総数,118,9560,7042,10038,7489,5,5339755,25963212,44171035,39199629,305113,21681,197,4644415,16351633,18360024,10878365,5257849,241491,1944000
2,13207,昭島市,1,01,4～9人,40,242,171,240,169,5,82211,76849,217595,142561,61580,2781,-,10673,130350,130350,…,…,…,…
2,13207,昭島市,1,02,10～19人,27,376,247,376,247,-,135483,222001,552079,405788,62082,3297,-,80912,305803,305803,…,…,…,…
2,13207,昭島市,1,03,20～29人,18,435,310,436,310,-,142253,218724,532564,422828,94315,13964,197,1260,291155,291155,…,…,…,…
2,13207,昭島市,1,04,30～49人,8,302,227,302,227,-,121990,232120,476410,460514,-,1639,-,14257,238453,228730,88805,4470,640,7517
2,13207,昭島市,1,05,50～99人,8,519,394,519,394,-,244025,2070234,2908717,2824052,80621,-,-,4044,866201,920146,621555,973652,358,58666
2,13207,昭島市,1,06,100～199人,6,956,698,988,730,-,513827,1987520,4066928,3782954,6515,-,-,277459,2026601,2041923,1355373,245088,49734,54166
2,13207,昭島市,1,07,200～299人,3,639,395,657,411,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13207,昭島市,1,08,300～499人,6,2454,1535,2528,1605,-,1231015,3320699,7485076,6350417,-,-,-,1134659,3595785,3945299,4835720,1555170,44870,313045
2,13207,昭島市,1,10,1000人以上,2,3637,3065,3992,3396,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13208,調布市,0,00,総数,85,2099,1524,2129,1554,1,1062822,2246904,4527576,3923642,152706,156670,-,294558,2077015,2139484,1378879,119446,2900,69952
2,13208,調布市,1,01,4～9人,38,224,121,223,120,1,67242,72557,188121,168688,18017,-,-,1416,107281,107281,…,…,…,…
2,13208,調布市,1,02,10～19人,27,375,247,375,247,-,142438,348961,617667,535277,53149,6069,-,23172,248879,248879,…,…,…,…
2,13208,調布市,1,03,20～29人,10,252,147,252,147,-,102377,179187,357233,312144,23723,-,-,21366,165001,165001,…,…,…,…
2,13208,調布市,1,04,30～49人,5,205,157,205,157,-,85676,419164,762373,688127,17,6782,-,67447,310852,321627,440717,32120,1873,20941
2,13208,調布市,1,05,50～99人,3,189,113,190,114,-,x,x,x,x,x,x,-,x,x,x,x,x,x,x
2,13208,調布市,1,07,200～299人,1,295,274,312,291,-,x,x,x,x,-,x,-,-,x,x,x,x,x,x
2,13208,調布市,1,09,500～999人,1,559,465,572,478,-,x,x,x,x,-,x,-,x,x,x,x,x,x,x
2,13209,町田市,0,00,総数,129,4482,2698,4494,2708,-,1892363,5281978,9419242,8178589,220908,32014,-,987731,3807097,3916497,2458754,373081,269579,190656
2,13209,町田市,1,01,4～9人,44,286,167,286,167,-,94790,102095,279886,240726,33249,772,-,5139,164623,164623,…,…,…,…
2,13209,町田市,1,02,10～19人,32,449,272,453,274,-,162265,452623,717467,625913,73540,299,-,17715,245347,245347,…,…,…,…
2,13209,町田市,1,03,20～29人,20,491,269,491,269,-,205388,431993,864540,760278,82841,80,-,21341,411137,411137,…,…,…,…
2,13209,町田市,1,04,30～49人,17,716,503,723,510,-,289126,1079457,1986677,1708368,-,3600,-,274709,821706,867835,795356,142847,8896,50233
2,13209,町田市,1,05,50～99人,6,403,253,403,253,-,164057,235495,620990,594298,17850,-,-,8842,350708,362272,305848,41810,24,12356
2,13209,町田市,1,06,100～199人,7,897,535,897,535,-,453999,1862319,2809501,2138003,13428,27263,-,630807,834895,909693,601118,121927,1735,78357
2,13209,町田市,1,08,300～499人,3,1240,699,1241,700,-,522738,1117996,2140181,2111003,-,-,-,29178,978681,955590,756432,66497,258924,49710
2,13210,小金井市,0,00,総数,14,326,252,326,252,-,143170,190684,395001,267372,5415,28931,-,93283,185164,189302,x,x,-,x
2,13210,小金井市,1,01,4～9人,6,34,24,34,24,-,9727,17646,31856,28189,3142,-,-,525,13158,13158,…,…,…,…
2,13210,小金井市,1,02,10～19人,4,56,43,56,43,-,22892,33092,76921,74654,2267,-,-,-,40582,40582,…,…,…,…
2,13210,小金井市,1,03,20～29人,3,81,57,81,57,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13210,小金井市,1,06,100～199人,1,155,128,155,128,-,x,x,x,x,-,x,-,x,x,x,x,x,-,x
2,13211,小平市,0,00,総数,73,3404,2682,3434,2705,1,2294977,7960879,10517783,10305719,191388,372,-,20304,2166956,2434303,2687242,306793,70830,272471
2,13211,小平市,1,01,4～9人,34,205,127,205,127,1,73416,108926,242555,168770,65861,-,-,7924,123733,123733,…,…,…,…
2,13211,小平市,1,02,10～19人,14,187,109,187,109,-,57607,96828,210438,126586,83480,x,-,x,105194,105194,…,…,…,…
2,13211,小平市,1,03,20～29人,11,257,169,258,170,-,110305,179919,435782,392620,42047,-,-,1115,237123,237123,…,…,…,…
2,13211,小平市,1,04,30～49人,7,263,173,263,173,-,99885,101366,290763,285222,-,-,-,5541,166950,175719,141844,5135,2399,7496
2,13211,小平市,1,05,50～99人,2,154,111,154,111,-,x,x,x,x,-,x,-,-,x,x,x,x,x,x
2,13211,小平市,1,06,100～199人,2,319,288,327,294,-,x,x,x,x,-,x,-,-,x,x,x,x,x,x
2,13211,小平市,1,07,200～299人,2,524,342,524,342,-,x,x,x,x,-,x,-,x,x,x,x,x,x,x
2,13211,小平市,1,10,1000人以上,1,1495,1363,1516,1379,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13212,日野市,0,00,総数,62,12945,10899,13492,11397,1,9471785,30265085,80062123,69461347,525368,35013,-,10040395,44741882,46595813,7807919,2358599,397641,1293723
2,13212,日野市,1,01,4～9人,27,161,103,160,102,1,53176,59900,156215,112537,41524,-,-,2154,89183,89183,…,…,…,…
2,13212,日野市,1,02,10～19人,12,176,100,176,100,-,70316,76796,224968,148552,45246,-,-,31170,137198,137198,…,…,…,…
2,13212,日野市,1,03,20～29人,7,177,136,177,136,-,96533,226017,374843,337224,37311,308,-,-,137801,137801,…,…,…,…
2,13212,日野市,1,04,30～49人,3,102,42,102,42,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,13212,日野市,1,05,50～99人,3,187,118,187,118,-,87725,122101,337134,185614,151520,-,-,-,172557,199353,244183,2049,1145,26697
2,13212,日野市,1,06,100～199人,5,624,511,656,537,-,290887,929978,1505882,1243701,225448,34705,-,2028,499422,553901,306904,274855,2128,59340
2,13212,日野市,1,07,200～299人,1,272,244,302,274,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13212,日野市,1,09,500～999人,1,704,595,704,595,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13212,日野市,1,10,1000人以上,3,10542,9050,11028,9493,-,8189141,26038614,74002420,64020443,-,-,-,9981977,43254649,44859923,6398588,1317198,389097,1068177
2,13213,東村山市,0,00,総数,82,3059,1918,3078,1932,1,1190135,4349201,8244633,7536771,321133,178,-,386551,3526423,3632943,1912934,279601,72553,175811
2,13213,東村山市,1,01,4～9人,25,137,76,136,75,1,41511,78754,166019,125879,34436,-,-,5704,80803,80803,…,…,…,…
2,13213,東村山市,1,02,10～19人,24,327,193,327,193,-,117427,292258,579089,465350,94190,150,-,19399,265587,265587,…,…,…,…
2,13213,東村山市,1,03,20～29人,7,171,91,171,91,-,59253,240629,415370,339313,13821,28,-,62208,157602,157602,…,…,…,…
2,13213,東村山市,1,04,30～49人,14,563,376,569,382,-,262653,649361,1125272,926731,100318,-,-,98223,359905,442452,455029,40597,27223,26461
2,13213,東村山市,1,05,50～99人,8,618,332,619,333,-,263015,1020945,1821027,1621349,-,-,-,199678,688988,744812,482939,37497,26338,53449
2,13213,東村山市,1,06,100～199人,1,185,127,185,127,-,x,x,x,x,x,-,-,-,x,x,x,-,x,x
2,13213,東村山市,1,07,200～299人,1,228,83,241,91,-,x,x,x,-,x,-,-,x,x,x,x,x,x,x
2,13213,東村山市,1,08,300～499人,2,830,640,830,640,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,13214,国分寺市,0,00,総数,24,966,715,990,739,-,542629,788393,1662151,1449626,21463,18787,-,172275,761072,821982,490314,28256,1237,39853
2,13214,国分寺市,1,01,4～9人,13,69,43,69,43,-,23535,23746,66454,53648,8923,43,-,3840,39545,39545,…,…,…,…
2,13214,国分寺市,1,02,10～19人,4,53,35,54,36,-,17367,14230,75852,63795,4978,x,-,x,57170,57170,…,…,…,…
2,13214,国分寺市,1,03,20～29人,2,52,23,52,23,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13214,国分寺市,1,04,30～49人,2,81,47,81,47,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13214,国分寺市,1,05,50～99人,2,135,120,137,122,-,x,x,x,x,x,-,-,x,x,x,x,x,-,x
2,13214,国分寺市,1,09,500～999人,1,576,447,597,468,-,x,x,x,x,-,x,-,x,x,x,x,x,x,x
2,13215,国立市,0,00,総数,21,296,206,295,205,1,118888,200640,409745,339534,26754,4376,-,39081,192918,196404,x,x,x,x
2,13215,国立市,1,01,4～9人,10,63,49,62,48,1,24620,52441,101881,99924,1629,328,-,-,45778,45778,…,…,…,…
2,13215,国立市,1,02,10～19人,5,66,41,66,41,-,21001,43676,96244,89200,-,-,-,7044,48675,48675,…,…,…,…
2,13215,国立市,1,03,20～29人,4,94,62,94,62,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13215,国立市,1,04,30～49人,2,73,54,73,54,-,x,x,x,x,-,x,-,-,x,x,x,x,x,x
2,13218,福生市,0,00,総数,38,1227,783,1227,783,1,555737,1137648,2391365,2186765,124350,1232,-,79018,1140554,1152383,242445,17222,6672,12452
2,13218,福生市,1,01,4～9人,18,116,70,116,70,-,37803,44880,101603,61625,39762,-,-,216,52521,52521,…,…,…,…
2,13218,福生市,1,02,10～19人,5,69,48,69,48,1,22092,17722,64745,36760,27985,-,-,-,39999,39999,…,…,…,…
2,13218,福生市,1,03,20～29人,6,149,91,149,91,-,60130,118964,259239,233047,-,1232,-,24960,123240,123240,…,…,…,…
2,13218,福生市,1,04,30～49人,3,111,94,111,94,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13218,福生市,1,05,50～99人,4,247,181,247,181,-,94261,300830,441736,374266,56603,-,-,10867,124179,130921,109311,7376,2951,3627
2,13218,福生市,1,06,100～199人,1,129,40,129,40,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13218,福生市,1,08,300～499人,1,406,259,406,259,-,x,x,x,x,-,-,-,-,x,x,x,x,-,x
2,13219,狛江市,0,00,総数,23,439,271,438,270,1,191514,1843526,2212354,1894205,142071,1079,-,174999,414602,365340,136868,3084,1031,5286
2,13219,狛江市,1,01,4～9人,9,52,34,51,33,1,14071,18787,44365,32405,9253,561,-,2146,23682,23682,…,…,…,…
2,13219,狛江市,1,02,10～19人,5,60,30,60,30,-,23857,47156,75536,9644,65892,-,-,-,27685,27685,…,…,…,…
2,13219,狛江市,1,03,20～29人,5,130,93,130,93,-,67542,1248210,1400186,1333260,66926,-,-,-,140719,140719,…,…,…,…
2,13219,狛江市,1,04,30～49人,3,112,86,112,86,-,x,x,x,x,-,x,-,x,x,x,x,x,x,x
2,13219,狛江市,1,05,50～99人,1,85,28,85,28,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13220,東大和市,0,00,総数,38,1085,778,1087,780,-,491343,5815057,9365334,9255631,59887,33205,-,16611,2893857,3350289,3746029,816401,21954,506930
2,13220,東大和市,1,01,4～9人,19,119,72,119,72,-,29940,109828,184149,160019,23946,-,-,184,68861,68861,…,…,…,…
2,13220,東大和市,1,02,10～19人,8,91,51,91,51,-,25312,41449,100104,95190,4652,-,-,262,54329,54329,…,…,…,…
2,13220,東大和市,1,03,20～29人,6,132,81,132,81,-,41898,32747,108024,72133,31289,-,-,4602,69701,69701,…,…,…,…
2,13220,東大和市,1,04,30～49人,2,93,71,93,71,-,x,x,x,x,-,x,-,x,x,x,x,x,x,x
2,13220,東大和市,1,05,50～99人,1,54,31,54,31,-,x,x,x,x,-,x,-,x,x,x,x,x,-,x
2,13220,東大和市,1,06,100～199人,1,138,118,140,120,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13220,東大和市,1,08,300～499人,1,458,354,458,354,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13221,清瀬市,0,00,総数,19,905,512,904,511,1,366761,881912,1861452,1741266,47994,43,-,72149,794150,920772,705404,56526,x,92389
2,13221,清瀬市,1,01,4～9人,7,49,30,48,29,1,17199,23657,54613,46766,7804,43,-,-,28662,28662,…,…,…,…
2,13221,清瀬市,1,02,10～19人,4,57,20,57,20,-,12654,25829,41221,40266,926,-,-,29,14252,14252,…,…,…,…
2,13221,清瀬市,1,03,20～29人,1,22,8,22,8,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13221,清瀬市,1,04,30～49人,2,76,50,76,50,-,x,x,x,x,x,-,-,x,x,x,x,x,-,x
2,13221,清瀬市,1,05,50～99人,3,218,87,218,87,-,81522,420200,615310,592645,2947,-,-,19718,178207,182339,43082,19937,-,4823
2,13221,清瀬市,1,06,100～199人,1,192,85,192,85,-,x,x,x,x,-,-,-,x,x,x,x,-,-,x
2,13221,清瀬市,1,07,200～299人,1,291,232,291,232,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13222,東久留米市,0,00,総数,46,3396,2515,3445,2564,-,1737501,8548813,13816553,11522002,97990,1558,110,2194893,4688520,4974048,1812828,1747531,145205,254260
2,13222,東久留米市,1,01,4～9人,18,117,76,117,76,-,43930,115629,218459,182009,27892,1558,-,7000,95240,95240,…,…,…,…
2,13222,東久留米市,1,02,10～19人,15,194,99,194,99,-,68800,85883,245346,191425,51377,-,-,2544,148275,148275,…,…,…,…
2,13222,東久留米市,1,03,20～29人,4,89,71,89,71,-,29744,113608,146024,145687,-,-,110,227,30014,30014,…,…,…,…
2,13222,東久留米市,1,04,30～49人,3,115,97,115,97,-,45154,72765,198920,178319,17431,-,-,3170,107593,116944,80249,1110,75,8903
2,13222,東久留米市,1,05,50～99人,2,145,96,145,96,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13222,東久留米市,1,06,100～199人,2,313,266,313,266,-,x,x,x,x,x,-,-,-,x,x,x,x,x,x
2,13222,東久留米市,1,09,500～999人,1,984,744,1033,793,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,13222,東久留米市,1,10,1000人以上,1,1439,1066,1439,1066,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13223,武蔵村山市,0,00,総数,130,4675,2824,4751,2876,1,1664202,5513044,9773320,8822690,687223,104338,20,159049,3783420,4035736,2194609,196665,92074,172499
2,13223,武蔵村山市,1,01,4～9人,50,321,221,322,222,1,103627,143009,355890,265180,84572,1003,-,5135,197127,197127,…,…,…,…
2,13223,武蔵村山市,1,02,10～19人,31,421,330,421,330,-,170871,323395,662119,576036,84739,-,20,1324,313865,313865,…,…,…,…
2,13223,武蔵村山市,1,03,20～29人,14,326,183,328,185,-,113664,302867,539372,501365,28696,7940,-,1371,218985,218985,…,…,…,…
2,13223,武蔵村山市,1,04,30～49人,15,614,422,614,422,-,246687,517188,1120036,962398,157638,-,-,-,534251,559526,288507,35772,25781,23713
2,13223,武蔵村山市,1,05,50～99人,10,629,402,632,404,-,230994,503866,1079786,747883,330461,-,-,1442,504724,535474,435979,25589,45642,39936
2,13223,武蔵村山市,1,06,100～199人,7,945,596,994,622,-,357537,1272368,2670259,2423970,1117,95395,-,149777,1263432,1299019,885826,78460,16437,32243
2,13223,武蔵村山市,1,08,300～499人,1,327,272,348,293,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
