地域階層,地域コード,地域,従業者規模階層,従業者規模コード,従業者規模,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,常用労働者／総数（人）,常用労働者／うち男（人）,個人業主及び無給家族従業者（人）,現金給与総額（万円）,原材料使用額等（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／製造品出荷額（万円）,製造品出荷額等／加工賃収入額（万円）,製造品出荷額等／修理料収入額（万円）,製造品出荷額等／くず・廃物出荷額（万円）,製造品出荷額等／その他の収入額（万円）,付加価値額（29人以下は粗付加価値額）（万円）,粗付加価値額（万円）,有形固定資産額（30人以上）／年初現在高（万円）,有形固定資産額（30人以上）／取得額（万円）,有形固定資産額（30人以上）／除却額（万円）,有形固定資産額（30人以上）／減価償却額（万円）
0,13000,東京都,0,00,総数,10789,252315,179241,254717,181441,449,118607886,412015690,778488531,683787377,42948339,2857575,79847,48815393,330509343,342451889,144863344,26251922,3842056,14824264
0,13000,東京都,1,01,4～9人,5504,33104,21488,32707,21180,433,11256384,18984768,40971399,30965188,8429031,168487,10099,1398594,20375066,20375066,…,…,…,…
0,13000,東京都,1,02,10～19人,2796,37875,25735,37933,25780,16,14572510,34244601,65742407,53384925,9263635,414170,16110,2663567,29206811,29206811,…,…,…,…
0,13000,東京都,1,03,20～29人,1142,27596,18991,27717,19094,-,11519056,28942683,55593921,45680908,6795857,394277,9263,2713616,24777227,24777227,…,…,…,…
0,13000,東京都,1,04,30～49人,612,23756,16793,23958,16979,-,10665105,27265356,52108656,43523838,4658548,367129,4356,3554785,21973346,23313061,19419647,2141133,299271,1262642
0,13000,東京都,1,05,50～99人,433,29119,20538,29391,20784,-,13181948,41261377,73852519,62747957,6177882,302652,12628,4611400,28424133,30624149,26974877,3595786,783262,2007056
0,13000,東京都,1,06,100～199人,193,26166,18374,26426,18594,-,12456453,45014886,79580292,67156181,5066945,844765,22647,6489754,28608659,30610106,30552621,7592352,1143709,2609295
0,13000,東京都,1,07,200～299人,38,9250,6404,9376,6521,-,4354713,16714273,25386564,x,x,210792,-,1620584,7628836,8219461,6645989,922073,126563,674153
0,13000,東京都,1,08,300～499人,34,13205,8679,13369,8838,-,6783026,26793410,48298603,45762041,876039,x,x,x,18554972,20376084,24589298,3438203,447263,1768128
0,13000,東京都,1,09,500～999人,21,14081,10335,14480,10677,-,8154277,26725535,43613456,40225622,1511900,x,x,x,15342684,16601623,9357237,2939792,216587,1289815
0,13000,東京都,1,10,1000人以上,16,38163,31904,39360,32994,-,25664414,146068801,293340714,x,x,-,-,22386683,135617609,138348301,27323675,5622583,825401,5213175
1,13100,区部,0,00,総数,8256,139203,96045,139995,96766,342,60084987,150636266,285357756,233493952,31542056,1789029,71350,18461369,120817428,125759812,69935964,8272802,2069571,4888342
1,13100,区部,1,01,4～9人,4520,27058,17633,26754,17397,332,9244529,15563798,33403026,25144917,7024058,132332,9330,1092389,16539149,16539149,…,…,…,…
1,13100,区部,1,02,10～19人,2146,28907,19735,28952,19769,10,11219982,27319558,51461924,41718956,7428406,310304,15660,1988598,22390297,22390297,…,…,…,…
1,13100,区部,1,03,20～29人,803,19420,13564,19519,13654,-,8168936,19956935,38801718,31683280,4827708,248601,8369,2033760,17488717,17488717,…,…,…,…
1,13100,区部,1,04,30～49人,386,14884,10593,14939,10639,-,6790612,16551706,31997112,26211313,3144825,142771,3361,2494842,13554115,14465770,12653007,1424837,193530,780326
1,13100,区部,1,05,50～99人,276,18414,13304,18638,13506,-,8605440,26760442,47255935,40057113,3422839,168614,11161,3596208,17744498,19185309,19083621,1664358,552677,1349569
1,13100,区部,1,06,100～199人,90,12029,8485,12102,8551,-,5710466,20069931,33065981,24306172,3819895,628244,18725,4292945,11717819,12357054,x,x,x,x
1,13100,区部,1,07,200～299人,15,3513,2348,3548,2382,-,x,x,x,x,x,x,-,x,x,x,x,x,x,x
1,13100,区部,1,08,300～499人,10,3864,2742,3924,2801,-,2098967,8426266,15305109,13932384,x,-,x,496686,5845238,6470705,11595123,498669,58107,577214
1,13100,区部,1,09,500～999人,5,3419,2411,3645,2591,-,2449728,4007758,7639396,6664812,x,-,x,35680,2804681,3379560,2252473,291975,79917,180853
1,13100,区部,1,10,1000人以上,5,7695,5230,7974,5476,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,13101,千代田区,0,00,総数,87,1814,1272,1814,1272,-,815533,2064180,3843881,3223015,595410,2881,-,22575,1601329,1650365,664125,21840,2264,56031
2,13101,千代田区,1,01,4～9人,45,282,185,282,185,-,115615,190837,396796,291688,97504,60,-,7544,190703,190703,…,…,…,…
2,13101,千代田区,1,02,10～19人,17,217,169,217,169,-,96860,350054,576717,518593,42948,2821,-,12355,210749,210749,…,…,…,…
2,13101,千代田区,1,03,20～29人,10,236,146,236,146,-,84046,110219,269946,199479,69511,-,-,956,147927,147927,…,…,…,…
2,13101,千代田区,1,04,30～49人,9,344,264,344,264,-,187509,135145,518493,392276,126217,-,-,-,342241,355918,210383,12243,1981,15988
2,13101,千代田区,1,05,50～99人,2,148,81,148,81,-,x,x,x,x,-,-,-,-,x,x,x,x,-,x
2,13101,千代田区,1,06,100～199人,4,587,427,587,427,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,13102,中央区,0,00,総数,122,1988,1399,2007,1416,1,910346,1594927,3554923,3135822,368278,1442,1,49380,1690284,1824732,1249025,79269,441995,134227
2,13102,中央区,1,01,4～9人,66,390,260,390,259,1,133792,219953,516352,387619,95128,1442,1,32162,274864,274864,…,…,…,…
2,13102,中央区,1,02,10～19人,34,462,312,462,312,-,192634,347633,764212,666040,87584,-,-,10588,386170,386170,…,…,…,…
2,13102,中央区,1,03,20～29人,10,256,173,256,173,-,112671,220135,472614,370928,98580,-,-,3106,234088,234088,…,…,…,…
2,13102,中央区,1,04,30～49人,5,184,113,186,115,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,13102,中央区,1,05,50～99人,5,338,232,339,232,-,152646,216834,509559,462474,43624,-,-,3461,258532,273889,315976,12943,246,14716
2,13102,中央区,1,06,100～199人,2,358,309,374,325,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13103,港区,0,00,総数,88,1228,880,1229,881,-,544598,1397777,2712162,2542433,113286,1442,-,55001,1211653,1219843,137155,7669,12489,10938
2,13103,港区,1,01,4～9人,53,299,193,299,193,-,110830,270041,543304,473530,60071,7,-,9696,253128,253128,…,…,…,…
2,13103,港区,1,02,10～19人,20,287,232,287,232,-,139000,617951,1086028,1028301,35644,-,-,22083,435216,435216,…,…,…,…
2,13103,港区,1,03,20～29人,9,228,189,228,189,-,114582,309408,577303,537002,17571,1435,-,21295,248279,248279,…,…,…,…
2,13103,港区,1,04,30～49人,3,124,96,125,97,-,69254,87610,222189,220262,-,-,-,1927,124081,124878,89108,2775,12025,3446
2,13103,港区,1,05,50～99人,1,59,18,59,18,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13103,港区,1,06,100～199人,2,231,152,231,152,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13104,新宿区,0,00,総数,259,5742,4295,5747,4300,4,2626578,5375889,10222786,8995855,1130391,4932,1129,90479,4261477,4494713,1592663,110528,19898,104089
2,13104,新宿区,1,01,4～9人,132,800,535,796,532,4,252517,349069,820728,575442,223769,64,240,21213,436792,436792,…,…,…,…
2,13104,新宿区,1,02,10～19人,68,971,707,971,707,-,369431,673949,1400460,1077225,296865,1578,234,24558,673339,673339,…,…,…,…
2,13104,新宿区,1,03,20～29人,25,620,444,623,446,-,290481,486412,1030879,752839,247765,3290,430,26555,504230,504230,…,…,…,…
2,13104,新宿区,1,04,30～49人,16,642,481,642,481,-,307462,561794,1249245,1046352,198736,-,224,3933,615461,640574,610749,65200,16002,34288
2,13104,新宿区,1,05,50～99人,14,997,720,1003,726,-,488937,2632357,3647537,3573062,60960,-,-,13515,911842,939580,414235,12013,2356,22737
2,13104,新宿区,1,06,100～199人,3,443,332,443,332,-,x,x,x,x,x,-,x,x,x,x,x,x,x,x
2,13104,新宿区,1,10,1000人以上,1,1269,1076,1269,1076,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13105,文京区,0,00,総数,236,5401,3845,5694,4096,10,2447585,5158528,10174465,8933424,967113,4386,1123,268419,4506632,4662134,1727133,224937,100908,156587
2,13105,文京区,1,01,4～9人,127,764,521,754,512,10,256226,398266,933797,609643,292284,665,63,31142,498626,498626,…,…,…,…
2,13105,文京区,1,02,10～19人,57,761,530,768,531,-,293104,629169,1247323,1010896,194372,395,245,41415,573092,573092,…,…,…,…
2,13105,文京区,1,03,20～29人,20,514,396,514,396,-,230740,485929,994244,861822,97264,577,-,34581,472792,472792,…,…,…,…
2,13105,文京区,1,04,30～49人,17,671,491,681,498,-,321160,457989,1126217,745497,220090,2749,815,157066,553617,621181,364982,53098,367,64960
2,13105,文京区,1,05,50～99人,11,714,471,720,476,-,313920,717546,1546138,1378820,163103,-,-,4215,745985,769491,796740,28912,98399,36446
2,13105,文京区,1,06,100～199人,2,307,170,307,170,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13105,文京区,1,07,200～299人,1,218,179,219,180,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13105,文京区,1,10,1000人以上,1,1452,1087,1731,1333,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13106,台東区,0,00,総数,393,4017,2587,4012,2576,20,1441591,3821691,6910478,5674684,702063,5560,654,527517,2838406,2864066,430107,21544,67670,17953
2,13106,台東区,1,01,4～9人,261,1494,955,1478,937,20,486921,948713,1905435,1505226,357303,3507,169,39230,886640,886640,…,…,…,…
2,13106,台東区,1,02,10～19人,90,1178,748,1178,748,-,434854,1401922,2307626,2096430,159421,1844,14,49917,840580,840580,…,…,…,…
2,13106,台東区,1,03,20～29人,28,664,435,665,436,-,243776,707036,1282169,1060119,185283,209,456,36102,532738,532738,…,…,…,…
2,13106,台東区,1,04,30～49人,8,297,203,306,209,-,134328,528100,782395,461030,56,-,15,321294,221756,235740,165260,2469,17,4342
2,13106,台東区,1,05,50～99人,6,384,246,385,246,-,141712,235920,632853,551879,-,-,-,80974,356692,368368,264847,19075,67653,13611
2,13107,墨田区,0,00,総数,731,11946,7809,11940,7807,28,5352898,10925922,24716338,22184303,1708137,6759,6973,810166,12454978,12829037,2830955,322471,90377,356638
2,13107,墨田区,1,01,4～9人,443,2662,1761,2637,1741,28,915977,1633366,3353420,2606131,672848,3693,2076,68672,1593889,1593889,…,…,…,…
2,13107,墨田区,1,02,10～19人,192,2570,1712,2570,1712,-,933992,2052305,4015388,3141640,725628,2957,1335,143828,1822342,1822342,…,…,…,…
2,13107,墨田区,1,03,20～29人,52,1220,809,1228,816,-,499916,1303601,2554574,2190306,247080,109,3386,113693,1160335,1160335,…,…,…,…
2,13107,墨田区,1,04,30～49人,17,686,428,686,428,-,265192,457179,1010106,936421,57021,-,-,16664,477010,515915,357273,54425,4456,29744
2,13107,墨田区,1,05,50～99人,17,1109,788,1116,795,-,521443,1063170,2166638,2002837,380,-,176,163245,869302,1030910,1114727,131703,78541,165178
2,13107,墨田区,1,06,100～199人,9,1105,717,1109,721,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,13107,墨田区,1,10,1000人以上,1,2594,1594,2594,1594,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
2,13108,江東区,0,00,総数,489,9317,6327,9365,6375,12,4136583,12820598,25792355,21569124,2998757,39000,5153,1180321,11546445,12045795,8784047,360708,72563,459061
2,13108,江東区,1,01,4～9人,248,1480,966,1469,957,12,516656,889513,1874260,1368765,446476,6690,416,51913,912050,912050,…,…,…,…
2,13108,江東区,1,02,10～19人,136,1880,1368,1894,1380,-,771568,3371205,5448064,4820000,445839,20680,4337,157208,1924042,1924042,…,…,…,…
2,13108,江東区,1,03,20～29人,49,1166,840,1168,842,-,537465,2629179,4647906,4044095,363753,-,-,240058,1869312,1869312,…,…,…,…
2,13108,江東区,1,04,30～49人,27,1028,752,1028,752,-,513071,1704896,3225403,2897265,107727,x,49,x,1391294,1419217,1351053,33829,3546,76239
2,13108,江東区,1,05,50～99人,19,1296,920,1304,928,-,598600,2689359,4288786,3564117,339029,-,351,385289,1342652,1491033,1172568,121025,11937,81171
2,13108,江東区,1,06,100～199人,4,507,341,520,354,-,x,x,x,x,x,x,-,x,x,x,x,x,x,x
2,13108,江東区,1,07,200～299人,2,505,330,508,333,-,x,x,x,x,-,x,-,x,x,x,x,x,x,x
2,13108,江東区,1,08,300～499人,4,1455,810,1474,829,-,718545,1173430,4664111,3759495,873711,-,-,30905,2951907,3242211,5845526,176421,49368,271032
2,13109,品川区,0,00,総数,352,5678,4159,5687,4170,8,2513011,4732262,9705864,7869756,1281709,90702,289,463408,4486604,4640710,1417971,176970,41785,138123
2,13109,品川区,1,01,4～9人,188,1183,769,1176,764,7,434492,815308,1770273,1419852,264918,19804,-,65699,885042,885042,…,…,…,…
2,13109,品川区,1,02,10～19人,98,1352,974,1351,974,1,573849,1005121,2158877,1810958,290430,11387,176,45926,1071318,1071318,…,…,…,…
2,13109,品川区,1,03,20～29人,31,752,561,757,566,-,353119,668058,1342668,1170474,49657,9691,-,112846,634229,634229,…,…,…,…
2,13109,品川区,1,04,30～49人,18,694,553,694,553,-,350266,716151,1366575,1195722,57748,25550,5,87550,549514,614298,650988,62008,28599,45007
2,13109,品川区,1,05,50～99人,10,706,537,715,545,-,321444,441898,910346,615760,265294,-,108,29184,409771,434608,309347,14981,729,26509
2,13109,品川区,1,06,100～199人,6,791,594,791,594,-,x,x,x,x,x,x,-,x,x,x,x,x,x,x
2,13109,品川区,1,07,200～299人,1,200,171,203,174,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
2,13110,目黒区,0,00,総数,129,2472,1752,2490,1771,6,1153999,2643557,5013030,4295598,253824,93468,-,370140,2138430,2210042,509453,45952,4516,50658
2,13110,目黒区,1,01,4～9人,60,339,205,333,200,6,116858,162545,394424,x,53590,x,-,34044,214706,214706,…,…,…,…
2,13110,目黒区,1,02,10～19人,40,572,389,572,389,-,235875,406404,812448,600577,106546,16156,-,89169,376260,376260,…,…,…,…
2,13110,目黒区,1,03,20～29人,10,243,179,244,180,-,132321,339051,723905,647321,32651,42120,-,1813,356480,356480,…,…,…,…
2,13110,目黒区,1,04,30～49人,8,311,242,328,259,-,179336,517906,775630,635362,-,29279,-,110989,223670,243998,150468,4965,346,4986
