地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,常用労働者／総数（人）,常用労働者／うち男（人）,個人業主及び無給家族従業者（人）,現金給与総額（万円）,原材料使用額等（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／製造品出荷額（万円）,製造品出荷額等／加工賃収入額（万円）,製造品出荷額等／修理料収入額（万円）,製造品出荷額等／くず・廃物出荷額（万円）,製造品出荷額等／その他の収入額（万円）,付加価値額（29人以下は粗付加価値額）（万円）,粗付加価値額（万円）,有形固定資産額（30人以上）／年初現在高（万円）,有形固定資産額（30人以上）／取得額（万円）,有形固定資産額（30人以上）／除却額（万円）,有形固定資産額（30人以上）／減価償却額（万円）
2,13108,江東区,1,24,金属製品製造業,52,445,347,444,346,2,162281,281769,616836,451710,154002,1960,-,9164,310501,310501,…,…,…,…
2,13108,江東区,1,25,はん用機械器具製造業,8,80,65,80,65,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13108,江東区,1,26,生産用機械器具製造業,16,176,124,175,123,1,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13108,江東区,1,27,業務用機械器具製造業,3,23,12,23,12,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13108,江東区,1,29,電気機械器具製造業,9,93,78,93,78,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13108,江東区,1,30,情報通信機械器具製造業,2,33,24,33,24,-,x,x,x,x,-,x,-,x,x,x,…,…,…,…
2,13108,江東区,1,31,輸送用機械器具製造業,7,93,80,93,80,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13108,江東区,1,32,その他の製造業,12,105,55,106,54,1,37614,88705,239517,212721,137,-,-,26659,139944,139944,…,…,…,…
2,13109,品川区,0,00,総数,317,3287,2304,3284,2304,8,1361460,2488487,5271818,4401284,605005,40882,176,224471,2590589,2590589,…,…,…,…
2,13109,品川区,1,09,食料品製造業,14,166,80,166,80,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13109,品川区,1,10,飲料・たばこ・飼料製造業,1,6,2,6,2,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13109,品川区,1,11,繊維工業,3,33,8,32,8,1,6472,3241,13361,10161,x,x,-,-,9371,9371,…,…,…,…
2,13109,品川区,1,13,家具・装備品製造業,2,31,21,31,21,-,x,x,x,x,-,x,-,-,x,x,…,…,…,…
2,13109,品川区,1,14,パルプ・紙・紙加工品製造業,6,59,47,59,47,-,18830,36281,84690,74947,8387,-,-,1356,44837,44837,…,…,…,…
2,13109,品川区,1,15,印刷・同関連業,53,552,408,551,407,1,219597,260069,714053,551431,156072,-,3,6547,420360,420360,…,…,…,…
2,13109,品川区,1,16,化学工業,4,63,30,63,30,-,28331,76831,131360,127360,-,-,-,4000,50490,50490,…,…,…,…
2,13109,品川区,1,18,プラスチック製品製造業（別掲を除く）,34,375,247,376,250,2,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13109,品川区,1,19,ゴム製品製造業,4,34,21,34,21,-,16180,27918,57304,57067,200,-,12,25,27313,27313,…,…,…,…
2,13109,品川区,1,20,なめし革・同製品・毛皮製造業,1,8,3,8,3,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13109,品川区,1,21,窯業・土石製品製造業,6,78,60,77,59,1,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13109,品川区,1,22,鉄鋼業,1,10,8,10,8,-,x,x,x,-,x,-,x,-,x,x,…,…,…,…
2,13109,品川区,1,23,非鉄金属製造業,5,54,39,54,39,-,24335,31662,70538,57844,11780,-,-,914,35996,35996,…,…,…,…
2,13109,品川区,1,24,金属製品製造業,45,383,266,381,264,2,x,x,x,x,x,x,x,-,x,x,…,…,…,…
2,13109,品川区,1,25,はん用機械器具製造業,18,187,145,187,145,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13109,品川区,1,26,生産用機械器具製造業,57,560,430,560,430,-,251934,433245,985328,848332,100980,7294,-,28722,517715,517715,…,…,…,…
2,13109,品川区,1,27,業務用機械器具製造業,15,175,132,174,131,1,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13109,品川区,1,28,電子部品・デバイス・電子回路製造業,12,137,95,137,95,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13109,品川区,1,29,電気機械器具製造業,18,162,105,162,105,-,69904,282871,481084,419553,36994,527,-,24010,183947,183947,…,…,…,…
2,13109,品川区,1,30,情報通信機械器具製造業,2,21,15,21,15,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13109,品川区,1,31,輸送用機械器具製造業,7,114,94,116,96,-,60431,97406,165681,140268,25413,-,-,-,63219,63219,…,…,…,…
2,13109,品川区,1,32,その他の製造業,9,79,48,79,48,-,36916,113417,218099,196026,2810,21,-,19242,96928,96928,…,…,…,…
2,13110,目黒区,0,00,総数,110,1154,773,1149,769,6,485054,908000,1930777,1554159,192787,58805,-,125026,947446,947446,…,…,…,…
2,13110,目黒区,1,09,食料品製造業,14,180,89,179,88,1,60582,104403,298545,244415,30904,-,-,23226,180020,180020,…,…,…,…
2,13110,目黒区,1,11,繊維工業,2,11,3,11,3,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13110,目黒区,1,12,木材・木製品製造業（家具を除く）,1,4,3,4,3,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13110,目黒区,1,13,家具・装備品製造業,4,42,26,42,26,-,17755,39025,103276,97939,4787,-,-,550,59492,59492,…,…,…,…
2,13110,目黒区,1,14,パルプ・紙・紙加工品製造業,3,14,9,13,8,1,3353,8106,13218,11421,-,-,-,1797,4733,4733,…,…,…,…
2,13110,目黒区,1,15,印刷・同関連業,9,72,49,72,49,-,x,x,x,x,x,x,-,-,x,x,…,…,…,…
2,13110,目黒区,1,16,化学工業,4,63,41,64,42,-,33356,44392,158719,139549,19170,-,-,-,105858,105858,…,…,…,…
2,13110,目黒区,1,18,プラスチック製品製造業（別掲を除く）,7,52,34,52,34,-,17501,13313,39257,31143,8114,-,-,-,24022,24022,…,…,…,…
2,13110,目黒区,1,21,窯業・土石製品製造業,1,20,13,20,13,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13110,目黒区,1,23,非鉄金属製造業,2,23,17,23,17,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13110,目黒区,1,24,金属製品製造業,16,158,112,156,111,2,61441,72106,168974,83403,85571,-,-,-,89691,89691,…,…,…,…
2,13110,目黒区,1,25,はん用機械器具製造業,9,128,105,128,105,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13110,目黒区,1,26,生産用機械器具製造業,8,82,63,82,63,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13110,目黒区,1,27,業務用機械器具製造業,6,55,45,55,45,-,x,x,x,x,x,x,-,-,x,x,…,…,…,…
2,13110,目黒区,1,28,電子部品・デバイス・電子回路製造業,5,64,39,64,39,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13110,目黒区,1,29,電気機械器具製造業,8,63,48,62,47,1,34796,121876,196166,115302,17483,13920,-,49461,68835,68835,…,…,…,…
2,13110,目黒区,1,30,情報通信機械器具製造業,1,8,5,8,5,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13110,目黒区,1,31,輸送用機械器具製造業,4,46,37,46,37,-,14813,20845,61582,49243,3390,71,-,8878,37719,37719,…,…,…,…
2,13110,目黒区,1,32,その他の製造業,6,69,35,68,34,1,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13111,大田区,0,00,総数,1131,11885,8760,11881,8756,20,4960258,11226435,21810175,17135639,3616965,162971,7907,886693,9818585,9818585,…,…,…,…
2,13111,大田区,1,09,食料品製造業,40,557,264,555,262,2,173859,449701,806602,678890,37088,-,-,90624,330730,330730,…,…,…,…
2,13111,大田区,1,10,飲料・たばこ・飼料製造業,2,46,35,46,35,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13111,大田区,1,11,繊維工業,13,102,43,101,42,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13111,大田区,1,12,木材・木製品製造業（家具を除く）,2,23,23,23,23,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13111,大田区,1,13,家具・装備品製造業,8,71,55,71,55,-,x,x,x,x,x,x,x,x,x,x,…,…,…,…
2,13111,大田区,1,14,パルプ・紙・紙加工品製造業,16,194,127,193,126,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13111,大田区,1,15,印刷・同関連業,48,422,303,421,302,1,172383,292109,547240,388047,156069,-,-,3124,236235,236235,…,…,…,…
2,13111,大田区,1,16,化学工業,11,137,102,137,102,-,52467,136338,261543,253784,1661,-,-,6098,116281,116281,…,…,…,…
2,13111,大田区,1,18,プラスチック製品製造業（別掲を除く）,92,1015,634,1013,632,2,409450,609239,1371240,1016723,292018,-,51,62448,705718,705718,…,…,…,…
2,13111,大田区,1,19,ゴム製品製造業,8,75,50,75,50,-,x,x,x,x,x,-,x,x,x,x,…,…,…,…
2,13111,大田区,1,20,なめし革・同製品・毛皮製造業,1,19,15,19,15,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13111,大田区,1,21,窯業・土石製品製造業,16,187,145,187,145,-,x,x,x,x,x,-,x,x,x,x,…,…,…,…
2,13111,大田区,1,22,鉄鋼業,23,252,207,251,206,1,127509,1236218,1885195,1482508,24788,-,7611,370288,603664,603664,…,…,…,…
2,13111,大田区,1,23,非鉄金属製造業,30,301,227,300,226,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13111,大田区,1,24,金属製品製造業,230,2124,1604,2124,1603,3,857820,1182982,3045033,1778209,1216745,3932,40,46107,1725460,1725460,…,…,…,…
2,13111,大田区,1,25,はん用機械器具製造業,99,1036,819,1038,820,1,443353,852213,1754078,1405415,233782,58712,17,56152,835720,835720,…,…,…,…
2,13111,大田区,1,26,生産用機械器具製造業,210,2125,1657,2126,1660,5,976873,1602380,3749476,2936848,673964,45528,159,92977,1996684,1996684,…,…,…,…
2,13111,大田区,1,27,業務用機械器具製造業,69,827,650,827,650,-,360313,491064,1185602,1057084,79048,21178,-,28292,644322,644322,…,…,…,…
2,13111,大田区,1,28,電子部品・デバイス・電子回路製造業,29,373,261,373,261,-,158794,250884,554275,495576,58049,-,-,650,282549,282549,…,…,…,…
2,13111,大田区,1,29,電気機械器具製造業,89,914,704,917,707,1,387885,745999,1501782,1173835,263463,31682,-,32802,699976,699976,…,…,…,…
2,13111,大田区,1,30,情報通信機械器具製造業,11,147,119,147,119,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13111,大田区,1,31,輸送用機械器具製造業,57,634,503,634,503,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13111,大田区,1,32,その他の製造業,27,304,213,303,212,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13112,世田谷区,0,00,総数,130,1440,951,1484,991,-,561720,1432560,2678686,2223699,85428,1070,-,368489,1158025,1158025,…,…,…,…
2,13112,世田谷区,1,09,食料品製造業,23,291,165,291,165,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13112,世田谷区,1,11,繊維工業,7,60,33,60,33,-,15150,32668,55830,32757,1890,-,-,21183,21446,21446,…,…,…,…
2,13112,世田谷区,1,13,家具・装備品製造業,4,41,31,41,31,-,15668,37104,55335,54616,648,65,-,6,16881,16881,…,…,…,…
2,13112,世田谷区,1,14,パルプ・紙・紙加工品製造業,2,11,4,11,4,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13112,世田谷区,1,15,印刷・同関連業,17,186,124,186,124,-,66121,122506,235697,174647,7428,-,-,53622,104806,104806,…,…,…,…
2,13112,世田谷区,1,16,化学工業,6,118,69,118,69,-,62951,160373,262894,236258,-,-,-,26636,95002,95002,…,…,…,…
2,13112,世田谷区,1,18,プラスチック製品製造業（別掲を除く）,3,25,16,25,16,-,10413,7608,12242,11068,x,-,-,x,4291,4291,…,…,…,…
2,13112,世田谷区,1,19,ゴム製品製造業,1,4,1,4,1,-,x,x,x,x,-,x,-,-,x,x,…,…,…,…
2,13112,世田谷区,1,21,窯業・土石製品製造業,5,70,60,73,63,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13112,世田谷区,1,23,非鉄金属製造業,2,24,23,24,23,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13112,世田谷区,1,24,金属製品製造業,13,131,94,131,94,-,58368,65634,164795,164628,59,-,-,108,91817,91817,…,…,…,…
2,13112,世田谷区,1,25,はん用機械器具製造業,2,30,21,30,21,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13112,世田谷区,1,26,生産用機械器具製造業,11,112,94,112,94,-,49426,115690,183456,175980,6780,253,-,443,62805,62805,…,…,…,…
2,13112,世田谷区,1,27,業務用機械器具製造業,11,118,80,121,81,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13112,世田谷区,1,28,電子部品・デバイス・電子回路製造業,4,53,29,53,29,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13112,世田谷区,1,29,電気機械器具製造業,12,92,57,92,57,-,30547,41026,96173,80098,12047,486,-,3542,51523,51523,…,…,…,…
2,13112,世田谷区,1,30,情報通信機械器具製造業,2,44,26,82,62,-,x,x,x,x,x,x,-,-,x,x,…,…,…,…
2,13112,世田谷区,1,31,輸送用機械器具製造業,1,6,5,6,5,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13112,世田谷区,1,32,その他の製造業,4,24,19,24,19,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13113,渋谷区,0,00,総数,40,386,229,384,228,2,143175,204289,455249,426309,22125,1378,-,5437,232838,232838,…,…,…,…
2,13113,渋谷区,1,09,食料品製造業,3,18,9,16,8,2,4427,6769,15424,14024,x,-,-,x,8014,8014,…,…,…,…
2,13113,渋谷区,1,11,繊維工業,2,17,2,17,2,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13113,渋谷区,1,13,家具・装備品製造業,1,7,5,7,5,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13113,渋谷区,1,14,パルプ・紙・紙加工品製造業,1,8,2,8,2,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13113,渋谷区,1,15,印刷・同関連業,11,104,68,104,68,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13113,渋谷区,1,16,化学工業,1,8,2,8,2,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13113,渋谷区,1,18,プラスチック製品製造業（別掲を除く）,2,11,7,11,7,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13113,渋谷区,1,24,金属製品製造業,1,12,11,12,11,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13113,渋谷区,1,27,業務用機械器具製造業,4,56,35,56,35,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13113,渋谷区,1,28,電子部品・デバイス・電子回路製造業,1,6,2,6,2,-,x,x,x,-,x,x,-,x,x,x,…,…,…,…
2,13113,渋谷区,1,29,電気機械器具製造業,5,60,43,60,43,-,23022,23807,60965,59784,-,1181,-,-,34651,34651,…,…,…,…
2,13113,渋谷区,1,30,情報通信機械器具製造業,1,4,3,4,3,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13113,渋谷区,1,32,その他の製造業,7,75,40,75,40,-,24184,71441,130562,130562,-,-,-,-,54741,54741,…,…,…,…
2,13114,中野区,0,00,総数,55,522,332,533,343,-,189019,350774,690036,435471,103861,918,31,149755,313837,313837,…,…,…,…
2,13114,中野区,1,09,食料品製造業,6,75,49,75,49,-,x,x,x,x,-,-,x,x,x,x,…,…,…,…
2,13114,中野区,1,10,飲料・たばこ・飼料製造業,2,13,9,13,9,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13114,中野区,1,11,繊維工業,6,58,20,58,20,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13114,中野区,1,13,家具・装備品製造業,1,4,3,4,3,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13114,中野区,1,14,パルプ・紙・紙加工品製造業,2,17,12,17,12,-,x,x,x,x,x,-,x,-,x,x,…,…,…,…
2,13114,中野区,1,15,印刷・同関連業,13,94,59,94,59,-,35334,40531,104506,91351,9631,-,-,3524,59237,59237,…,…,…,…
2,13114,中野区,1,16,化学工業,2,16,9,27,20,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13114,中野区,1,21,窯業・土石製品製造業,1,6,3,6,3,-,x,x,x,x,-,x,x,-,x,x,…,…,…,…
2,13114,中野区,1,24,金属製品製造業,7,101,73,101,73,-,32796,54674,100069,30843,36095,-,-,33131,42031,42031,…,…,…,…
2,13114,中野区,1,26,生産用機械器具製造業,4,26,21,26,21,-,x,x,x,x,-,x,-,-,x,x,…,…,…,…
2,13114,中野区,1,27,業務用機械器具製造業,2,16,10,16,10,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13114,中野区,1,28,電子部品・デバイス・電子回路製造業,1,5,3,5,3,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13114,中野区,1,29,電気機械器具製造業,2,26,12,26,12,-,x,x,x,x,-,-,x,-,x,x,…,…,…,…
2,13114,中野区,1,31,輸送用機械器具製造業,1,18,17,18,17,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13114,中野区,1,32,その他の製造業,5,47,32,47,32,-,20161,30178,64785,34733,25574,-,-,4478,32360,32360,…,…,…,…
2,13115,杉並区,0,00,総数,81,759,503,757,501,2,302685,580729,1155118,861889,112195,25366,-,155668,534433,534433,…,…,…,…
2,13115,杉並区,1,09,食料品製造業,8,68,48,68,48,-,25922,60200,114942,80417,1096,-,-,33429,50687,50687,…,…,…,…
2,13115,杉並区,1,11,繊維工業,5,34,13,34,13,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13115,杉並区,1,12,木材・木製品製造業（家具を除く）,1,8,6,8,6,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13115,杉並区,1,13,家具・装備品製造業,5,33,19,33,19,-,13629,22568,46246,29176,1748,4206,-,11116,21925,21925,…,…,…,…
2,13115,杉並区,1,14,パルプ・紙・紙加工品製造業,2,17,7,17,7,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13115,杉並区,1,15,印刷・同関連業,19,176,108,175,107,1,76920,164925,311517,273092,32003,-,-,6422,135734,135734,…,…,…,…
2,13115,杉並区,1,16,化学工業,1,16,4,16,4,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13115,杉並区,1,18,プラスチック製品製造業（別掲を除く）,3,22,15,21,14,1,12120,4901,25825,2200,23625,-,-,-,19375,19375,…,…,…,…
2,13115,杉並区,1,21,窯業・土石製品製造業,2,12,8,12,8,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13115,杉並区,1,22,鉄鋼業,2,13,10,13,10,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13115,杉並区,1,24,金属製品製造業,3,19,13,19,13,-,4340,2484,9374,7214,2160,-,-,-,6379,6379,…,…,…,…
2,13115,杉並区,1,25,はん用機械器具製造業,3,22,17,22,17,-,9836,21288,42456,10119,4500,11969,-,15868,19600,19600,…,…,…,…
2,13115,杉並区,1,26,生産用機械器具製造業,4,35,27,35,27,-,11285,27502,50348,48632,-,1716,-,-,21471,21471,…,…,…,…
2,13115,杉並区,1,27,業務用機械器具製造業,5,45,26,45,26,-,18559,21552,46898,41299,3074,-,-,2525,23519,23519,…,…,…,…
2,13115,杉並区,1,28,電子部品・デバイス・電子回路製造業,1,14,10,14,10,-,x,x,x,x,-,x,-,-,x,x,…,…,…,…
2,13115,杉並区,1,29,電気機械器具製造業,7,93,66,93,66,-,x,x,x,x,-,x,-,x,x,x,…,…,…,…
2,13115,杉並区,1,30,情報通信機械器具製造業,1,22,16,22,16,-,x,x,x,x,-,x,-,-,x,x,…,…,…,…
2,13115,杉並区,1,31,輸送用機械器具製造業,3,38,31,38,31,-,12696,42322,70907,56445,12393,2069,-,-,26468,26468,…,…,…,…
2,13115,杉並区,1,32,その他の製造業,6,72,59,72,59,-,25454,54415,98384,96384,2000,-,-,-,40712,40712,…,…,…,…
2,13116,豊島区,0,00,総数,117,1288,875,1287,875,1,457322,837794,1729545,1309024,338834,1551,27,80109,831768,831768,…,…,…,…
2,13116,豊島区,1,09,食料品製造業,7,95,60,95,60,-,30049,90265,152226,146502,-,-,-,5724,57371,57371,…,…,…,…
2,13116,豊島区,1,11,繊維工業,11,104,40,103,40,1,25467,30316,77250,13189,63321,208,-,532,43458,43458,…,…,…,…
2,13116,豊島区,1,12,木材・木製品製造業（家具を除く）,1,13,10,13,10,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13116,豊島区,1,13,家具・装備品製造業,2,12,10,12,10,-,x,x,x,x,x,x,-,-,x,x,…,…,…,…
2,13116,豊島区,1,14,パルプ・紙・紙加工品製造業,8,86,47,86,47,-,23515,33536,74430,64920,7660,-,27,1823,37863,37863,…,…,…,…
2,13116,豊島区,1,15,印刷・同関連業,43,486,359,486,359,-,182734,332331,685723,520592,164008,-,-,1123,327346,327346,…,…,…,…
2,13116,豊島区,1,16,化学工業,4,49,25,49,25,-,19378,58217,111784,90354,-,-,-,21430,49599,49599,…,…,…,…
2,13116,豊島区,1,18,プラスチック製品製造業（別掲を除く）,3,41,28,41,28,-,14286,33706,55381,5883,49498,-,-,-,20433,20433,…,…,…,…
2,13116,豊島区,1,19,ゴム製品製造業,2,16,15,16,15,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13116,豊島区,1,20,なめし革・同製品・毛皮製造業,2,12,6,12,6,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13116,豊島区,1,21,窯業・土石製品製造業,1,12,9,12,9,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13116,豊島区,1,24,金属製品製造業,7,56,38,56,38,-,27353,17851,68226,24354,36960,-,-,6912,46644,46644,…,…,…,…
2,13116,豊島区,1,25,はん用機械器具製造業,3,28,22,28,22,-,10736,6413,21159,12039,x,134,-,x,13654,13654,…,…,…,…
2,13116,豊島区,1,26,生産用機械器具製造業,2,22,21,22,21,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13116,豊島区,1,27,業務用機械器具製造業,10,140,107,140,107,-,47897,98610,207739,202765,610,530,-,3834,105155,105155,…,…,…,…
2,13116,豊島区,1,29,電気機械器具製造業,3,30,18,30,18,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13116,豊島区,1,30,情報通信機械器具製造業,2,32,22,32,22,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13116,豊島区,1,32,その他の製造業,6,54,38,54,38,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13117,北区,0,00,総数,209,2219,1466,2219,1468,9,880077,1908466,3668010,2775826,672683,7228,396,211877,1629323,1629323,…,…,…,…
2,13117,北区,1,09,食料品製造業,14,140,75,136,74,4,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13117,北区,1,10,飲料・たばこ・飼料製造業,1,15,9,15,9,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13117,北区,1,11,繊維工業,11,134,50,133,49,1,40204,77785,164023,105959,54734,-,-,3330,80018,80018,…,…,…,…
2,13117,北区,1,13,家具・装備品製造業,1,11,8,11,8,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13117,北区,1,14,パルプ・紙・紙加工品製造業,11,74,49,74,49,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13117,北区,1,15,印刷・同関連業,58,682,499,682,498,1,288509,433410,1006343,654668,346720,-,396,4559,530520,530520,…,…,…,…
2,13117,北区,1,16,化学工業,4,52,45,55,48,-,21937,126303,149097,x,x,-,-,-,21106,21106,…,…,…,…
2,13117,北区,1,18,プラスチック製品製造業（別掲を除く）,9,70,37,69,36,1,25482,32284,71654,60914,8528,-,-,2212,36497,36497,…,…,…,…
2,13117,北区,1,19,ゴム製品製造業,4,38,24,38,24,-,13247,33096,64068,59811,4213,-,-,44,28680,28680,…,…,…,…
2,13117,北区,1,20,なめし革・同製品・毛皮製造業,8,62,32,62,32,-,20076,56174,102816,74812,7964,-,-,20040,43187,43187,…,…,…,…
2,13117,北区,1,21,窯業・土石製品製造業,1,11,10,11,10,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13117,北区,1,22,鉄鋼業,1,27,27,27,27,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13117,北区,1,23,非鉄金属製造業,2,26,19,26,19,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13117,北区,1,24,金属製品製造業,23,213,144,218,148,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13117,北区,1,25,はん用機械器具製造業,4,28,23,27,22,1,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13117,北区,1,26,生産用機械器具製造業,9,84,68,84,68,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13117,北区,1,27,業務用機械器具製造業,11,113,68,112,68,1,44608,125603,213476,94443,549,4632,-,113852,82011,82011,…,…,…,…
2,13117,北区,1,28,電子部品・デバイス・電子回路製造業,2,23,9,23,9,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13117,北区,1,29,電気機械器具製造業,14,200,141,200,141,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13117,北区,1,30,情報通信機械器具製造業,1,16,15,16,15,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13117,北区,1,31,輸送用機械器具製造業,6,48,26,48,26,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13117,北区,1,32,その他の製造業,14,152,88,152,88,-,56932,88668,204615,165555,24207,110,-,14743,107948,107948,…,…,…,…
2,13118,荒川区,0,00,総数,425,3890,2704,3869,2690,23,1422842,2526239,5160648,3804035,1153208,43766,369,159270,2443782,2443782,…,…,…,…
2,13118,荒川区,1,09,食料品製造業,15,111,62,110,61,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13118,荒川区,1,10,飲料・たばこ・飼料製造業,1,22,22,22,22,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13118,荒川区,1,11,繊維工業,12,103,36,102,35,1,29952,58331,106965,79265,27695,-,-,5,45031,45031,…,…,…,…
2,13118,荒川区,1,12,木材・木製品製造業（家具を除く）,1,25,13,25,13,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13118,荒川区,1,13,家具・装備品製造業,13,94,77,92,76,2,37581,90971,144734,140832,3886,16,-,-,49781,49781,…,…,…,…
2,13118,荒川区,1,14,パルプ・紙・紙加工品製造業,30,226,136,219,133,7,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13118,荒川区,1,15,印刷・同関連業,97,984,743,984,743,-,368621,569047,1248795,792985,450867,-,330,4613,629451,629451,…,…,…,…
2,13118,荒川区,1,16,化学工業,5,65,38,65,38,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13118,荒川区,1,18,プラスチック製品製造業（別掲を除く）,23,203,128,203,128,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13118,荒川区,1,19,ゴム製品製造業,12,130,79,130,79,-,41111,52604,110535,103852,3105,-,-,3578,53753,53753,…,…,…,…
2,13118,荒川区,1,20,なめし革・同製品・毛皮製造業,14,111,79,111,79,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
