階層,類・品目符号,含類総連番,品目,ウエイト(生鮮食品),ウエイト,2004年6月,2005年1月,2005年2月,2005年3月,2005年4月,2005年5月,2005年6月,2005年6月変化率（％）／前月比,2005年6月変化率（％）／前年同月比
0,1,1,総合,,10000,97.6,96.7,96.6,96.9,97,97.3,96.8,-0.5,-0.8
1,2,2,食料,,2544,99.6,99.9,99.6,99.6,99,99.3,97.8,-1.5,-1.8
3,3,3,食料／穀類,,210,104,98.4,97.7,97.3,96.8,97,96.7,-0.3,-7
5,4,4,食料／穀類／米類,,89,112.4,99.3,98.1,97.6,96.9,97.3,97,-0.3,-13.7
6,1000,5,食料／穀類／米類／うるち米,,87,111.4,99,97.8,97.3,96.7,97,96.8,-0.2,-13.1
7,1001,6,食料／穀類／米類／うるち米／国産米Ａ,,30,109.7,98.1,97.8,97.2,95.9,95.1,96.1,1.1,-12.4
7,1002,7,食料／穀類／米類／うるち米／国産米Ｂ,,50,111.2,97.9,96.2,95.8,95.4,96.6,95.7,-0.9,-13.9
7,1003,8,食料／穀類／米類／うるち米／ブレンド米,,6,120.8,111.3,109.9,108.7,110.1,109.2,108.3,-0.8,-10.3
7,1005,9,食料／穀類／米類／うるち米／指定標準米,,0,        -,        -,        -,        -,        -,        -,        -,        -,        -
6,1011,10,食料／穀類／米類／もち米,,2,156.8,114.1,113.1,110.7,107.4,106.8,107.7,0.8,-31.3
5,5,11,食料／穀類／パン,,72,98.4,98.7,98.3,98,97.2,97.4,97.3,-0.1,-1.1
6,1021,12,食料／穀類／パン／食パン,,45,99.3,100,99.9,99.3,97.8,96.6,96.7,0.1,-2.6
6,1022,13,食料／穀類／パン／あんパン,,27,96.7,96.5,95.7,95.8,96.2,98.7,98.2,-0.5,1.6
5,6,14,食料／穀類／めん類,,40,97.1,97,96.5,96.2,96.4,95.6,95.6,0,-1.5
6,1031,15,食料／穀類／めん類／ゆでうどん,,8,103.1,101,102.6,101.5,102.1,101.7,103.8,2.1,0.7
6,1041,16,食料／穀類／めん類／乾めん,,8,99.1,97.3,95.7,96.4,94.7,95.3,95.3,0,-3.8
6,1042,17,食料／穀類／めん類／スパゲッティ,,3,98,96.3,97.7,96.4,98.3,97,97.6,0.6,-0.4
6,1051,18,食料／穀類／めん類／即席めん,,11,88.3,91.6,91.4,89.6,89.2,89,87.6,-1.6,-0.8
6,1052,19,食料／穀類／めん類／生中華めん,,10,100,99.8,97.6,98.8,100.5,97.9,97.3,-0.6,-2.7
5,7,21,食料／穀類／他の穀類,,10,97.6,93.8,94.8,94.9,94.5,96.7,95,-1.8,-2.7
6,1071,22,食料／穀類／他の穀類／小麦粉,,2,97.7,94.5,93.2,95,95.6,97.1,97.1,0,-0.6
6,1081,23,食料／穀類／他の穀類／もち,,8,97.5,93.6,95.1,94.9,94.3,96.6,94.6,-2.1,-3
3,8,24,食料／魚介類,,238,94.3,95.3,93.4,93.7,93.9,93.9,91.8,-2.2,-2.7
5,9,25,食料／魚介類／生鮮魚介,,147,92.6,93.1,90,90.9,91.6,90.8,87.9,-3.2,-5.1
6,1101,26,食料／魚介類／生鮮魚介／まぐろ,44,42,83.3,86.8,84.6,81.8,82.7,81.4,81,-0.5,-2.8
6,1102,27,食料／魚介類／生鮮魚介／あじ,11,8,96.6,104,89.7,91.5,80.5,85.1,78.6,-7.6,-18.6
6,1103,28,食料／魚介類／生鮮魚介／いわし,5,3,130.9,146.1,119.6,131,124.7,115.1,95.3,-17.2,-27.2
6,1104,29,食料／魚介類／生鮮魚介／かつお,13,7,110.4,        -,        -,122.1,113,104.8,98.1,-6.4,-11.1
6,1105,30,食料／魚介類／生鮮魚介／かれい,5,5,72.5,76.2,85.2,88,85.2,83.5,77.2,-7.5,6.5
6,1106,31,食料／魚介類／生鮮魚介／さけ,17,16,84.8,85,86.4,84.5,83.8,85.4,83.7,-2,-1.3
6,1107,32,食料／魚介類／生鮮魚介／さば,3,3,96.9,110.1,103.3,100.6,92.3,97.6,78.6,-19.5,-18.9
6,1108,33,食料／魚介類／生鮮魚介／さんま,1,4,56.3,62,61.5,60,60.3,59.2,60.1,1.5,6.7
6,1110,34,食料／魚介類／生鮮魚介／たい,4,4,89.5,96.2,96.1,88.5,95.9,88.5,81.7,-7.7,-8.7
6,1111,35,食料／魚介類／生鮮魚介／ぶり,5,9,87.9,88.1,86.4,84.8,80.8,82.7,84.2,1.8,-4.2
6,1112,36,食料／魚介類／生鮮魚介／いか,8,9,118.4,105.6,101.6,116.5,128.8,133.6,123.4,-7.6,4.2
