地区名,対象施設名,対象船舶（ＧＴ）,既定計画／水深（ｍ）,既定計画／面積（ｈａ）,今回計画／水深（ｍ）,今回計画／面積（ｈａ）,種別
中部地区（１３号地）,新客船（ＡＰ１～ＡＰ２）,230000,-,-,11.5,0.6,新規計画
中部地区（１３号地）,新客船（ＡＰ１～ＡＰ２）,230000,11.5,24,11.5,23.3,既定計画の変更計画
