施設名１,施設名２,施設名３,指定管理者名,指定管理料（実績額）（円）,備考
港湾施設,晴海客船ターミナル,,東京港埠頭株式会社,297201000,
港湾施設,有明客船ターミナル,,東京港埠頭株式会社,297201000,
港湾施設,有明小型船発着所浮桟橋,,東京港埠頭株式会社,297201000,
港湾施設,青海客船ターミナル,,東京港埠頭株式会社,297201000,
港湾施設,青海小型船発着所浮桟橋,,東京港埠頭株式会社,297201000,
港湾施設,竹芝客船ターミナル,,東京港埠頭・テレポートセンターグループ,268119000,
港湾施設,岸壁給水施設,竹芝ふ頭船舶給水施設,東京港埠頭株式会社,87380000,
港湾施設,岸壁給水施設,日の出ふ頭船舶給水施設,東京港埠頭株式会社,87380000,
港湾施設,岸壁給水施設,芝浦ふ頭船舶給水施設,東京港埠頭株式会社,87380000,
港湾施設,岸壁給水施設,晴海ふ頭船舶給水施設,東京港埠頭株式会社,87380000,
港湾施設,岸壁給水施設,月島ふ頭船舶給水施設,東京港埠頭株式会社,87380000,
港湾施設,岸壁給水施設,辰巳ふ頭船舶給水施設,東京港埠頭株式会社,87380000,
港湾施設,運搬給水施設,,東京港埠頭株式会社,87380000,
海上公園,東京都立若洲海浜公園,,若洲シーサイドパークグループ,指定管理料なし,利用料金制を採用※
海上公園,東京都立東京港野鳥公園,,東京港野鳥公園グループ,123313000,
海上公園,東京都立葛西海浜公園,,公益財団法人東京都公園協会,72318000,
海上公園,臨海副都心地区公園グループ（１２公園）,東京都立お台場海浜公園,東京臨海副都心グループ,532137000,
海上公園,臨海副都心地区公園グループ（１２公園）,東京都立有明西ふ頭公園,東京臨海副都心グループ,532137000,
海上公園,臨海副都心地区公園グループ（１２公園）,東京都立水の広場公園,東京臨海副都心グループ,532137000,
海上公園,臨海副都心地区公園グループ（１２公園）,東京都立青海北ふ頭公園,東京臨海副都心グループ,532137000,
海上公園,臨海副都心地区公園グループ（１２公園）,東京都立青海中央ふ頭公園,東京臨海副都心グループ,532137000,
海上公園,臨海副都心地区公園グループ（１２公園）,東京都立青海南ふ頭公園,東京臨海副都心グループ,532137000,
海上公園,臨海副都心地区公園グループ（１２公園）,東京都立フェリーふ頭公園,東京臨海副都心グループ,532137000,
海上公園,臨海副都心地区公園グループ（１２公園）,東京都立暁ふ頭公園,東京臨海副都心グループ,532137000,
海上公園,臨海副都心地区公園グループ（１２公園）,東京都立シンボルプロムナード公園,東京臨海副都心グループ,532137000,
海上公園,臨海副都心地区公園グループ（１２公園）,東京都立東八潮緑道公園,東京臨海副都心グループ,532137000,
海上公園,臨海副都心地区公園グループ（１２公園）,東京都立青海緑道公園,東京臨海副都心グループ,532137000,
海上公園,臨海副都心地区公園グループ（１２公園）,東京都立有明北緑道公園,東京臨海副都心グループ,532137000,
海上公園,東部地区公園グループ（７公園）,東京都立辰巳の森海浜公園,東京港埠頭株式会社,189468000,
海上公園,東部地区公園グループ（７公園）,東京都立晴海ふ頭公園,東京港埠頭株式会社,189468000,
海上公園,東部地区公園グループ（７公園）,東京都立春海橋公園,東京港埠頭株式会社,189468000,
海上公園,東部地区公園グループ（７公園）,東京都立辰巳の森緑道公園,東京港埠頭株式会社,189468000,
海上公園,東部地区公園グループ（７公園）,東京都立夢の島緑道公園,東京港埠頭株式会社,189468000,
海上公園,東部地区公園グループ（７公園）,東京都立新木場公園,東京港埠頭株式会社,189468000,
海上公園,東部地区公園グループ（７公園）,東京都立新木場緑道公園,東京港埠頭株式会社,189468000,
海上公園,南部地区公園グループ（１５公園）,東京都立大井ふ頭中央海浜公園,アメニス海上南部地区グループ,320810000,一部利用料金制を採用※
海上公園,南部地区公園グループ（１５公園）,東京都立城南島海浜公園,アメニス海上南部地区グループ,320810000,一部利用料金制を採用※
海上公園,南部地区公園グループ（１５公園）,東京都立品川北ふ頭公園,アメニス海上南部地区グループ,320810000,一部利用料金制を採用※
海上公園,南部地区公園グループ（１５公園）,東京都立コンテナふ頭公園,アメニス海上南部地区グループ,320810000,一部利用料金制を採用※
海上公園,南部地区公園グループ（１５公園）,東京都立みなとが丘ふ頭公園,アメニス海上南部地区グループ,320810000,一部利用料金制を採用※
海上公園,南部地区公園グループ（１５公園）,東京都立東海ふ頭公園,アメニス海上南部地区グループ,320810000,一部利用料金制を採用※
海上公園,南部地区公園グループ（１５公園）,東京都立京浜島ふ頭公園,アメニス海上南部地区グループ,320810000,一部利用料金制を採用※
海上公園,南部地区公園グループ（１５公園）,東京都立城南島ふ頭公園,アメニス海上南部地区グループ,320810000,一部利用料金制を採用※
海上公園,南部地区公園グループ（１５公園）,東京都立京浜島つばさ公園,アメニス海上南部地区グループ,320810000,一部利用料金制を採用※
海上公園,南部地区公園グループ（１５公園）,東京都立京浜運河緑道公園,アメニス海上南部地区グループ,320810000,一部利用料金制を採用※
海上公園,南部地区公園グループ（１５公園）,東京都立大井ふ頭緑道公園,アメニス海上南部地区グループ,320810000,一部利用料金制を採用※
海上公園,南部地区公園グループ（１５公園）,東京都立東海緑道公園,アメニス海上南部地区グループ,320810000,一部利用料金制を採用※
海上公園,南部地区公園グループ（１５公園）,東京都立京浜島緑道公園,アメニス海上南部地区グループ,320810000,一部利用料金制を採用※
海上公園,南部地区公園グループ（１５公園）,東京都立城南島緑道公園,アメニス海上南部地区グループ,320810000,一部利用料金制を採用※
海上公園,南部地区公園グループ（１５公園）,東京都立芝浦南ふ頭公園,アメニス海上南部地区グループ,320810000,一部利用料金制を採用※
漁港施設,二見漁港岸壁外９施設,,小笠原島漁業協同組合,指定管理料なし,利用料金制を採用※
空港,東京都八丈島空港,,八丈島空港ターミナルビル株式会社,153658080,
