実数・増加率,年次・月次コード,年次・月次,西暦（年）,月,調査世帯数（世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,実収入（円）,実収入／経常収入（円）,実収入／経常収入／勤め先収入（円）,実収入／経常収入／勤め先収入／世帯主定期（円）,実収入／経常収入／勤め先収入／世帯主臨時・賞与（円）,実収入／経常収入／勤め先収入／配偶者・他の世帯員の収入（円）,実収入／経常収入／事業・内職収入（円）,実収入／経常収入／他の経常収入（円）,実収入／特別収入（円）,実収入以外の収入（円）,繰入金（円）,可処分所得（円）,貯蓄純増（円）,平均消費性向（％）,実支出（円）,実支出／生計支出（円）,実支出／生計支出／消費支出（円）,実支出／生計支出／消費支出／食料（円）,実支出／生計支出／消費支出／住居（円）,実支出／生計支出／消費支出／光熱・水道（円）,実支出／生計支出／消費支出／家具・家事用品（円）,実支出／生計支出／消費支出／被服及び履物（円）,実支出／生計支出／消費支出／保健医療（円）,実支出／生計支出／消費支出／交通・通信（円）,実支出／生計支出／消費支出／教育（円）,実支出／生計支出／消費支出／教養娯楽（円）,実支出／生計支出／消費支出／その他の消費支出（円）,実支出／生計支出／土地家屋購入（円）,実支出／その他の実支出（円）,実支出以外の支出（円）,繰越金（円）
jissu,tuki,実数_平成10年10月,1998,10,530,3.32,1.49,46.1,"552,521","545,478","503,966","453,400",795,"49,772","7,249","34,263","7,042","394,874","78,856","455,631","76,453",78.5,"454,842","357,952","357,505","85,474","33,459","19,622","11,561","23,552","10,591","40,198","25,003","37,210","70,833",447,"96,890","494,798","76,611"
jissu,tuki,実数_平成10年11月,1998,11,529,3.28,1.5,46.8,"525,419","518,594","504,315","443,964","9,960","50,391","7,818","6,461","6,825","417,310","81,748","427,299","31,292",87.6,"479,382","381,261","374,106","83,088","53,459","19,539","10,783","22,908","12,255","39,239","17,399","44,657","70,778",7155,"98,120","469,476","75,620"
jissu,tuki,実数_平成10年12月,1998,12,542,3.23,1.5,47.1,"1,257,516","1,229,591","1,181,569","451,983","625,874","103,712","8,590","39,432","27,925","555,159","82,429","1,090,278","548,990",42.1,"642,152","474,914","459,267","101,711","39,424","21,790","16,122","30,316","11,798","58,976","19,674","46,137","113,319","15,647","167,238","1,144,301","108,651"
jissu,tuki,実数_平成11年1月,1999,1,546,3.24,1.47,46.6,"518,676","505,184","489,795","435,742","8,966","45,087","5,614","9,775","13,493","393,164","110,333","424,288","52,048",83.1,"450,568","356,180","352,413","77,087","34,130","25,447","9,540","26,599","10,988","38,404","16,370","32,950","80,898","3,767","94,389","492,646","78,960"
jissu,tuki,実数_平成11年2月,1999,2,546,3.3,1.47,46.6,"516,861","511,104","474,301","430,084","1,538","42,680","4,463","32,341","5,757","365,980","80,880","422,457","60,722",74.9,"419,116","324,711","316,437","75,096","35,627","26,221","9,043","14,892","9,414","32,702","15,354","35,957","62,132","8,274","94,405","464,801","79,804"
jissu,tuki,実数_平成11年3月,1999,3,546,3.3,1.5,46.7,"558,467","533,023","518,648","433,432","26,445","58,771","6,665","7,710","25,444","480,283","82,025","455,967","-20,182",78.8,"538,113","435,612","359,244","82,115","40,708","25,015","10,900","20,250","9,840","34,354","17,280","42,893","75,890","76,369","102,500","504,258","78,403"
jissu,tuki,実数_平成11年4月,1999,4,543,3.34,1.56,46.5,"532,881","524,958","490,522","433,554",2506,"54,462","4,342","30,095","7,923","408,703","81,972","433,619","39,611",86.1,"472,392","373,130","373,130","79,508","33,421","23,486","11,023","22,317","10,686","35,159","46,801","35,109","75,619",-,"99,262","467,694","83,469"
jissu,tuki,実数_平成11年5月,1999,5,542,3.35,1.56,46.3,"528,905","515,842","503,639","444,496","1,359","57,784","5,457","6,746","13,063","427,116","87,255","418,635","12,305",89.7,"499,035","388,764","375,358","85,572","35,107","20,649","9,943","21,489","11,128","37,292","17,521","37,490","99,168","13,406","110,270","472,120","72,121"
jissu,tuki,実数_平成11年6月,1999,6,536,3.39,1.58,46.4,"948,292","940,455","904,953","451,826","338,854","114,273","5,307","30,195","7,837","460,997","78,412","797,530","360,923",44.6,"529,650","378,888","355,632","80,580","35,455","19,490","11,076","20,246","13,506","35,711","13,072","35,915","90,581","23,257","150,762","869,050","89,000"
jissu,tuki,実数_平成11年7月,1999,7,535,3.42,1.58,46.6,"772,835","761,701","748,798","455,930","219,184","73,684","3,757","9,145","11,134","469,411","90,034","653,561","195,535",60.2,"526,349","407,075","393,189","83,486","33,932","18,144","14,056","25,981","14,498","39,343","20,416","54,600","88,735","13,886","119,274","718,811","87,119"
jissu,tuki,実数_平成11年8月,1999,8,535,3.4,1.54,46.1,"563,655","554,620","515,434","457,112","4,429","53,893","3,519","35,668","9,035","438,891","89,126","462,481","36,812",78.6,"466,487","365,312","363,458","85,096","31,518","20,038","10,834","15,175","10,647","41,748","13,764","53,580","81,058","1,854","101,175","542,496","82,690"
jissu,tuki,実数_平成11年9月,1999,9,540,3.41,1.53,46.3,"531,138","521,593","515,521","460,947","2,356","52,218","3,854","2,218","9,545","440,291","82,795","436,139","7,516",83.9,"497,402","402,402","365,899","82,529","37,982","20,858","12,082","17,966","12,599","33,055","36,931","40,584","71,313","36,503","95,000","478,755","78,068"
jissu,tuki,実数_平成11年10月,1999,10,539,3.41,1.53,46.4,"558,590","551,147","514,291","455,373","6,590","52,329","4,103","32,753","7,443","412,238","75,731","465,354","63,065",77.4,"471,856","378,620","360,139","85,270","31,807","21,197","14,157","23,399","11,244","31,057","25,410","43,403","73,198",18481,"93,236","500,311","74,393"
jissu,tuki,実数_平成11年11月,1999,11,530,3.41,1.49,45.9,"506,020","499,855","489,790","439,928","1,017","48,845","4,172","5,892","6,166","390,026","76,896","417,628","40,204",82.5,"437,969","349,576","344,679","83,554","35,681","19,139","13,861","24,067","12,498","38,056","14,545","35,526","67,752","4,897","88,393","462,080","72,893"
jissu,tuki,実数_平成11年12月,1999,12,521,3.37,1.5,46.1,"1,204,164","1,173,207","1,132,944","442,247","592,727","97,971","4,541","35,722","30,957","572,716","80,176","1,058,168","490,133",42,"600,994","454,999","444,917","101,563","40,223","21,686","15,951","28,859","14,230","37,026","21,561","52,258","111,560","10,082","145,995","1,142,261","113,800"
jissu,tuki,実数_平成12年1月,2000,1,515,3.4,1.5,46,"526,468","512,824","505,629","450,561","8,586","46,482","2,222","4,973","13,644","403,455","109,230","434,562","37,599",82,"448,459","356,553","356,464","76,613","31,338","24,273","10,853","22,313","9,164","41,504","23,293","32,468","84,645",90,"91,906","506,337","84,357"
jissu,tuki,実数_平成12年2月,2000,2,516,3.31,1.51,46.3,"545,357","539,869","498,202","447,043","1,578","49,581","2,567","39,099","5,488","393,959","77,285","452,149","74,203",73,"423,304","330,096","330,096","77,012","30,517","25,989","7,850","14,818","11,587","37,824","23,751","36,680","64,068",-,"93,208","516,268","77,028"
jissu,tuki,実数_平成12年3月,2000,3,509,3.32,1.54,46.8,"554,841","540,824","530,711","451,229","19,846","59,636","4,104","6,009","14,016","526,098","76,221","458,351","22,225",82.8,"584,046","487,557","379,511","82,692","34,032","24,729","9,275","22,093","14,890","39,942","31,355","40,650","79,853","108,046","96,489","500,513","72,601"
jissu,tuki,実数_平成12年4月,2000,4,516,3.33,1.56,47.2,"578,914","566,179","524,995","465,225","2,791","56,978","3,602","37,582","12,735","472,375","81,973","476,399","28,344",85.9,"520,404","417,890","409,415","81,930","40,601","24,049","10,545","20,785","12,938","44,089","58,285","39,316","76,878","8,474","102,515","536,456","76,401"
jissu,tuki,実数_平成12年5月,2000,5,519,3.3,1.55,47.4,"530,347","525,560","518,115","460,114","2,446","55,555","3,554","3,890","4,787","428,050","76,603","417,201","13,222",86.6,"493,119","379,974","361,176","85,027","32,273","20,488","8,403","23,375","13,424","34,905","15,700","41,843","85,738","18,797","113,145","474,899","66,982"
jissu,tuki,実数_平成12年6月,2000,6,530,3.29,1.52,46.9,"893,455","890,250","855,331","463,435","304,740","87,157","4,971","29,948","3,205","463,909","67,559","737,766","296,062",48.3,"536,732","381,043","356,341","80,966","33,615","18,940","13,286","20,175","14,114","42,177","20,239","38,189","74,641","24,702","155,689","806,398","81,793"
jissu,tuki,実数_平成12年7月,2000,7,531,3.28,1.49,47.1,"749,464","745,015","732,302","456,840","219,491","55,971","6,231","6,482","4,449","499,464","83,330","626,263","139,451",65,"554,665","431,463","406,878","82,168","37,398","18,000","16,893","23,897","14,419","47,762","21,124","54,593","90,624",24585,"123,201","691,485","86,109"
jissu,tuki,実数_平成12年8月,2000,8,525,3.29,1.47,47.4,"548,519","541,040","498,437","438,948","14,614","44,875","5,463","37,140","7,479","405,599","99,645","450,962","60,654",80,"459,547","361,990","360,805","82,875","31,733","21,204","9,513","13,911","10,491","47,216","13,773","53,501","76,588",1185,"97,557","507,094","87,122"
jissu,tuki,実数_平成12年9月,2000,9,528,3.26,1.47,46.6,"505,855","500,281","492,382","442,444","4,753","45,186","3,970","3,928","5,575","398,490","93,020","415,412","28,202",85.6,"453,672","363,229","355,386","79,930","33,818","19,927","13,187","15,110","9,289","35,674","37,253","40,539","70,657","7,843","90,443","456,529","87,165"
jissu,tuki,実数_平成12年10月,2000,10,529,3.24,1.47,46.7,"557,205","551,244","495,111","443,088","7,035","44,988","9,893","46,239","5,961","415,911","97,142","458,851","96,022",80.5,"467,941","369,587","369,587","81,045","35,442","19,874","11,427","22,891","12,067","47,976","28,465","41,429","68,971",-,"98,353","518,654","83,663"
jissu,tuki,実数_平成12年11月,2000,11,508,3.28,1.47,46.6,"514,364","505,341","496,386","441,452","7,554","47,381","4,512","4,444","9,023","448,502","89,598","421,289","43,212",82.1,"511,354","418,279","345,691","78,353","33,715","19,538","13,768","21,895","11,111","35,013","19,165","35,138","77,994","72,588","93,075","460,781","80,330"
jissu,tuki,実数_平成12年12月,2000,12,500,3.29,1.48,46.8,"1,237,719","1,214,831","1,165,357","486,084","580,275","98,999","6,815","42,658","22,888","525,808","86,949","1,086,374","559,184",41,"600,851","449,506","444,907","97,767","41,225","23,122","18,687","27,653","14,173","36,936","20,397","44,241","120,707","4,599","151,345","1,133,695","115,930"
jissu,tuki,実数_平成13年1月,2001,1,507,3.34,1.51,46.6,"534,699","518,924","509,555","431,449","27,331","50,776","4,306","5,063","15,775","401,991","116,465","441,638","67,720",80.7,"449,464","356,403","356,403","74,045","35,164","27,456","13,333","22,544","10,167","35,983","23,880","35,811","78,020",-,"93,061","523,376","80,316"
jissu,tuki,実数_平成13年2月,2001,2,497,3.4,1.52,46.2,"547,512","538,746","492,602","439,816","2,707","50,079","5,570","40,574","8,767","493,088","87,565","453,096","49,689",78.6,"540,374","445,958","355,924","75,690","38,277","28,855","10,643","15,712","11,213","40,542","33,722","33,698","67,570","90,034","94,416","503,442","84,349"
jissu,tuki,実数_平成13年3月,2001,3,504,3.41,1.52,46.4,"542,449","530,790","521,680","449,555","21,534","50,592","4,527","4,582","11,659","528,554","90,023","442,142","5,986",86.5,"591,039","490,732","382,277","79,923","42,767","26,142","13,040","20,033","14,581","37,864","28,408","41,680","77,838","108,455","100,307","489,851","80,136"
jissu,tuki,実数_平成13年4月,2001,4,506,3.48,1.5,46,"537,265","526,651","489,369","437,692","2,296","49,380","4,491","32,791","10,614","435,606","88,876","448,755","17,953",83.8,"489,317","400,808","376,115","77,583","35,020","23,817","10,451","19,437","12,677","44,906","40,618","42,910","68,697",24693,"88,510","481,248","91,181"
jissu,tuki,実数_平成13年5月,2001,5,508,3.46,1.51,45.9,"512,303","504,905","494,912","441,337","6,023","47,552","4,483","5,510","7,398","414,739","84,789","405,503","36,061",87,"460,137","353,338","352,979","81,490","36,212","20,377","12,977","19,530","10,497","34,433","23,922","38,817","74,724",359,"106,799","483,178","68,516"
jissu,tuki,実数_平成13年6月,2001,6,513,3.45,1.53,46.1,"929,768","926,246","886,654","440,759","368,187","77,708","9,302","30,291","3,522","467,526","82,215","778,883","338,320",43.3,"497,473","346,588","337,156","78,519","34,177","19,558","11,784","20,683","11,449","34,727","17,055","38,645","70,560","9,432","150,885","904,936","77,100"
jissu,tuki,実数_平成13年7月,2001,7,504,3.43,1.55,46.2,"697,304","691,370","670,906","430,125","189,909","50,873","9,255","11,210","5,933","471,143","85,191","579,565","151,691",67.6,"509,793","392,054","392,054","82,541","38,975","18,365","13,933","22,758","14,152","45,247","22,902","44,118","89,063",-,"117,739","667,094","76,751"
jissu,tuki,実数_平成13年8月,2001,8,508,3.38,1.56,46.7,"525,913","520,218","475,208","424,368","3,322","47,518","8,957","36,053","5,696","423,313","84,460","435,339","20,548",79.3,"464,860","374,286","345,151","78,925","37,232","22,063","11,192","13,606","10,184","39,271","12,961","54,018","65,698","29,135","90,574","491,263","77,563"
jissu,tuki,実数_平成13年9月,2001,9,519,3.42,1.58,46.7,"508,348","504,038","489,285","437,692","1,315","50,279","9,883","4,870","4,310","469,483","80,749","414,629","33,222",83.7,"526,018","432,298","347,197","78,103","30,366","18,965","12,369","16,168","11,478","36,452","31,994","39,271","72,032","85,102","93,720","467,470","65,092"
jissu,tuki,実数_平成13年10月,2001,10,507,3.36,1.6,46.8,"531,932","526,436","488,013","433,612","2,714","51,686","8,325","30,099","5,496","413,734","79,479","434,084","57,552",83.9,"471,518","373,670","364,356","79,910","36,037","19,971","10,816","21,400","12,519","40,463","37,125","36,695","69,419","9,314","97,848","490,061","63,566"
jissu,tuki,実数_平成13年11月,2001,11,505,3.37,1.57,46.7,"512,562","500,831","480,144","428,300","2,208","49,635","9,134","11,552","11,731","390,148","75,500","423,828","57,257",80.8,"431,786","343,052","342,640","75,697","40,944","19,693","11,352","17,853","14,223","41,010","12,452","35,176","74,239",412,"88,735","478,982","67,442"
jissu,tuki,実数_平成13年12月,2001,12,511,3.34,1.58,47,"1,147,576","1,125,543","1,084,279","428,679","547,961","107,639","6,961","34,303","22,032","555,965","81,104","1,001,427","460,818",42.4,"624,191","478,043","424,672","95,479","45,642","23,197","13,701","25,403","12,664","42,982","16,445","48,210","100,949","53,370","146,149","1,061,249","99,203"
jissu,tuki,実数_平成14年1月,2002,1,511,3.35,1.57,47.3,"526,725","507,202","495,914","436,910","5,300","53,704","5,769","5,519","19,523","425,196","104,673","433,828","29,367",82.7,"451,674","358,778","358,778","75,576","35,038","26,757","9,305","20,110","11,266","38,993","19,452","39,412","82,869",-,"92,896","536,058","68,861"
jissu,tuki,実数_平成14年2月,2002,2,506,3.38,1.54,47.3,"571,926","531,816","490,973","437,572","2,177","51,224","5,391","35,453","40,110","492,087","71,645","477,811","25,017",70.2,"476,332","382,217","335,322","73,783","35,589","27,472","9,261","16,715","11,811","33,291","23,053","36,607","67,739","46,895","94,115","582,809","76,517"
jissu,tuki,実数_平成14年3月,2002,3,517,3.36,1.52,47.2,"564,016","548,711","537,246","439,656","40,333","57,257","5,728","5,736","15,304","432,891","77,764","464,312","62,279",79.1,"470,131","370,428","367,212","80,629","35,567","23,972","13,539","23,398","12,455","38,934","22,812","41,067","74,839","3,216","99,704","533,159","71,380"
jissu,tuki,実数_平成14年4月,2002,4,509,3.4,1.54,46.6,"563,321","552,124","507,977","449,726","4,256","53,995","8,680","35,468","11,197","497,200","75,455","458,916","-12,807",85.8,"509,604","405,198","393,902","78,858","36,983","21,591","9,952","20,126","12,405","47,040","48,721","44,826","73,400","11,296","104,406","545,049","81,324"
jissu,tuki,実数_平成14年5月,2002,5,499,3.44,1.55,46.3,"588,197","506,539","492,707","438,427","1,329","52,952","5,180","8,651","81,658","438,485","72,422","483,840","78,883",73.1,"457,897","353,539","353,539","86,813","36,575","19,220","10,162","19,579","12,176","42,326","18,287","39,727","68,674",-,"104,358","562,596","78,611"
jissu,tuki,実数_平成14年6月,2002,6,497,3.48,1.52,46,"944,363","902,730","865,676","439,919","329,211","96,547","5,175","31,879","41,633","475,459","73,231","793,679","328,103",46.3,"518,496","367,811","367,811","82,544","46,975","19,382","13,063","21,098","11,914","44,302","18,272","36,795","73,466",-,"150,685","881,446","93,111"
jissu,tuki,実数_平成14年7月,2002,7,488,3.49,1.51,45.8,722261,711245,701031,440168,199895,60968,6369,3845,11015,447410,82237,604223,191062,60,486454,368416,362716,83916,36313,18374,12331,21354,12680,37972,19046,47054,73675,5700,118038,690624,74830
jissu,tuki,実数_平成14年8月,2002,8,493,3.44,1.5,46,"538,604","532,983","490,989","432,390","4,843","53,757","7,514","34,480","5,621","424,235","74,399","450,635","54,302",76.5,"432,613","344,644","344,644","83,517","30,898","21,014","11,271","13,533","12,782","45,118","11,707","46,393","68,411",-,"87,969","526,334","78,292"
jissu,tuki,実数_平成14年9 月,2002,9,498,3.4,1.49,46.1,"478,651","474,265","467,304","413,349","4,478","49,476","5,602","1,360","4,386","409,654","75,160","393,713","13,538",89.2,"436,257","351,319","351,319","80,968","35,321","19,613","11,849","15,416","10,469","39,053","29,804","40,920","67,905",-,"84,938","459,514","67,694"
jissu,tuki,実数_平成14年10月,2002,10,501,3.37,1.49,46.2,"514,136","506,798","468,018","413,960","2,299","51,760","7,274","31,505","7,338","402,466","66,929","429,165","51,566",80.9,"432,195","347,224","347,224","79,744","38,545","18,694","8,909","20,388","11,320","42,317","31,283","36,142","59,882",-,"84,971","476,519","74,817"
jissu,tuki,実数_平成14年11月,2002,11,502,3.33,1.51,46.9,"506,860","496,866","481,195","419,179","10,086","51,929","7,861","7,810","9,994","392,002","72,720","424,848","64,966",79.1,"418,056","336,044","336,044","79,461","32,159","19,085","12,543","21,463","11,959","34,797","14,673","37,007","72,897",-,"82,012","479,332","74,194"
jissu,tuki,実数_平成14年12 月,2002,12,501,3.33,1.52,46.9,"1,095,660","1,076,384","1,034,320","432,997","502,361","98,963","7,282","34,781","19,276","500,052","80,319","959,270","490,714",43.8,"565,659","429,269","420,245","99,453","43,793","22,681","17,016","20,636","12,975","42,964","19,728","47,901","93,098",9024,"136,390","1,011,416","98,956"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成5年から14年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
主要指標２　―勤労者世帯―,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注）平成５、６年の「配偶者・他の世帯員の収入」は「妻の収入・他の世帯員の収入」の数値である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
