,,,,,,,,,,,,,,,,,,,,,,,,,(単位：隻、総トン）
トン数階級別,品川,,晴海,,,,,,月島,,,,,,,,10号地その2,,,,,,,,トン数階級別
,品川内貿,,合計,,晴海ふ頭,,官公庁（晴海）,,合計,,月島ふ頭,,漁業基地,,官公庁（月島）,,合計,,10号西岸壁,,10号東岸壁,,東京港フェリーふ頭,,
,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,
合計　　,757,"9,714,693",116,"1,624,015",97,"1,580,922",19,"43,093",133,"70,088",43,"14,944",28,"43,032",62,"12,112","1,537","13,426,175",815,"8,851,886",373,"164,325",349,"4,409,964",合計　　
内航船　　,757,"9,714,693",80,"316,236",61,"273,143",19,"43,093",132,"68,877",43,"14,944",27,"41,821",62,"12,112","1,537","13,426,175",815,"8,851,886",373,"164,325",349,"4,409,964",内航船　　
外航船　　,-,-,36,"1,307,779",36,"1,307,779",-,-,1,"1,211",-,-,1,"1,211",-,-,-,-,-,-,-,-,-,-,外航船　　
100トン未満,-,-,10,45,10,45,-,-,1,43,-,-,-,-,1,43,-,-,-,-,-,-,-,-,100トン未満
内航船　　,-,-,10,45,10,45,-,-,1,43,-,-,-,-,1,43,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
100トン以上　　,-,-,1,116,1,116,-,-,67,"13,096",6,"1,027",-,-,61,"12,069",36,"7,164",11,"2,189",25,"4,975",-,-,100トン以上　　
内航船　　,-,-,1,116,1,116,-,-,67,"13,096",6,"1,027",-,-,61,"12,069",36,"7,164",11,"2,189",25,"4,975",-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
200トン以上　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,"4,101",-,-,15,"4,101",-,-,200トン以上　　
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,"4,101",-,-,15,"4,101",-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
300トン以上　　,-,-,2,716,2,716,-,-,26,"8,450",26,"8,450",-,-,-,-,50,"18,178",-,-,50,"18,178",-,-,300トン以上　　
内航船　　,-,-,2,716,2,716,-,-,26,"8,450",26,"8,450",-,-,-,-,50,"18,178",-,-,50,"18,178",-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
400トン以上　　,-,-,9,"3,897",8,"3,398",1,499,11,"5,467",11,"5,467",-,-,-,-,233,"111,371",-,-,233,"111,371",-,-,400トン以上　　
内航船　　,-,-,9,"3,897",8,"3,398",1,499,11,"5,467",11,"5,467",-,-,-,-,233,"111,371",-,-,233,"111,371",-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
500トン以上　　,-,-,3,"2,037",3,"2,037",-,-,4,"2,698",-,-,4,"2,698",-,-,50,"25,700",-,-,50,"25,700",-,-,500トン以上　　
内航船　　,-,-,3,"2,037",3,"2,037",-,-,4,"2,698",-,-,4,"2,698",-,-,50,"25,700",-,-,50,"25,700",-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
700トン以上　　,-,-,1,857,1,857,-,-,12,"11,832",-,-,12,"11,832",-,-,-,-,-,-,-,-,-,-,700トン以上　　
内航船　　,-,-,1,857,1,857,-,-,12,"11,832",-,-,12,"11,832",-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"1,000トン以上　　",-,-,13,"21,769",10,"16,975",3,"4,794",9,"16,011",-,-,9,"16,011",-,-,-,-,-,-,-,-,-,-,"1,000トン以上　　"
内航船　　,-,-,13,"21,769",10,"16,975",3,"4,794",8,"14,800",-,-,8,"14,800",-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,1,"1,211",-,-,1,"1,211",-,-,-,-,-,-,-,-,-,-,外航船　　
"2,000トン以上　　",-,-,26,"60,734",12,"26,924",14,"33,810",-,-,-,-,-,-,-,-,8,"16,424",8,"16,424",-,-,-,-,"2,000トン以上　　"
内航船　　,-,-,25,"58,636",11,"24,826",14,"33,810",-,-,-,-,-,-,-,-,8,"16,424",8,"16,424",-,-,-,-,内航船　　
外航船　　,-,-,1,"2,098",1,"2,098",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"3,000トン以上　　",-,-,6,"22,039",5,"18,049",1,"3,990",2,"7,974",-,-,2,"7,974",-,-,-,-,-,-,-,-,-,-,"3,000トン以上　　"
内航船　　,-,-,4,"14,588",3,"10,598",1,"3,990",2,"7,974",-,-,2,"7,974",-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,2,"7,451",2,"7,451",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"4,000トン以上　　",-,-,3,"13,912",3,"13,912",-,-,1,"4,517",-,-,1,"4,517",-,-,-,-,-,-,-,-,-,-,"4,000トン以上　　"
内航船　　,-,-,2,"9,100",2,"9,100",-,-,1,"4,517",-,-,1,"4,517",-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,1,"4,812",1,"4,812",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"5,000トン以上　　",-,-,2,"10,990",2,"10,990",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,000トン以上　　"
内航船　　,-,-,2,"10,990",2,"10,990",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"6,000トン以上　　",-,-,1,"6,185",1,"6,185",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"6,000トン以上　　"
内航船　　,-,-,1,"6,185",1,"6,185",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"7,000トン以上　　",-,-,1,"7,500",1,"7,500",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"7,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,1,"7,500",1,"7,500",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"8,000トン以上　　",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,"280,525",35,"280,525",-,-,-,-,"8,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,"280,525",35,"280,525",-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"9,000トン以上　　",122,"1,207,634",2,"19,157",2,"19,157",-,-,-,-,-,-,-,-,-,-,145,"1,424,766",145,"1,424,766",-,-,-,-,"9,000トン以上　　"
内航船　　,122,"1,207,634",-,-,-,-,-,-,-,-,-,-,-,-,-,-,145,"1,424,766",145,"1,424,766",-,-,-,-,内航船　　
外航船　　,-,-,2,"19,157",2,"19,157",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"10,000トン以上　　",635,"8,507,059",3,"37,950",3,"37,950",-,-,-,-,-,-,-,-,-,-,965,"11,537,946",616,"7,127,982",-,-,349,"4,409,964","10,000トン以上　　"
内航船　　,635,"8,507,059",3,"37,950",3,"37,950",-,-,-,-,-,-,-,-,-,-,965,"11,537,946",616,"7,127,982",-,-,349,"4,409,964",内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"20,000トン以上　　",-,-,5,"122,268",5,"122,268",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"20,000トン以上　　"
内航船　　,-,-,2,"49,066",2,"49,066",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,3,"73,202",3,"73,202",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"30,000トン以上　　",-,-,4,"121,108",4,"121,108",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"30,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,4,"121,108",4,"121,108",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"40,000トン以上　　",-,-,13,"570,497",13,"570,497",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"40,000トン以上　　"
内航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,13,"570,497",13,"570,497",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
"50,000トン以上　　",-,-,10,"542,084",10,"542,084",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"50,000トン以上　　"
内航船　　,-,-,2,"100,284",2,"100,284",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
