,,,,,,,,,,(単位：隻、総トン）
トン数階級別,中央防波堤,,,,,,,,民間,
,合計,,中央防波堤内側ばら物ふ頭,,中央防波堤内側建設発生土ふ頭,,中央防波堤内側内貿ふ頭,,合計,
,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数
合計　　,367,"3,007,943",63,"333,844",59,"81,049",245,"2,593,050","7,187","11,139,726"
内航船　　,346,"2,723,676",42,"49,577",59,"81,049",245,"2,593,050","6,889","7,769,497"
外航船　　,21,"284,267",21,"284,267",-,-,-,-,298,"3,370,229"
100トン未満,-,-,-,-,-,-,-,-,211,"18,362"
内航船　　,-,-,-,-,-,-,-,-,211,"18,362"
外航船　　,-,-,-,-,-,-,-,-,-,-
100トン以上　　,2,282,2,282,-,-,-,-,510,"94,720"
内航船　　,2,282,2,282,-,-,-,-,510,"94,720"
外航船　　,-,-,-,-,-,-,-,-,-,-
200トン以上　　,-,-,-,-,-,-,-,-,407,"95,039"
内航船　　,-,-,-,-,-,-,-,-,407,"95,039"
外航船　　,-,-,-,-,-,-,-,-,-,-
300トン以上　　,1,392,1,392,-,-,-,-,150,"65,276"
内航船　　,1,392,1,392,-,-,-,-,150,"65,276"
外航船　　,-,-,-,-,-,-,-,-,-,-
400トン以上　　,29,"14,444",29,"14,444",-,-,-,-,"3,103","1,511,319"
内航船　　,29,"14,444",29,"14,444",-,-,-,-,"3,103","1,511,319"
外航船　　,-,-,-,-,-,-,-,-,-,-
500トン以上　　,5,"3,273",1,504,4,"2,769",-,-,303,"201,396"
内航船　　,5,"3,273",1,504,4,"2,769",-,-,303,"201,396"
外航船　　,-,-,-,-,-,-,-,-,-,-
700トン以上　　,21,"16,218",8,"6,485",13,"9,733",-,-,558,"421,445"
内航船　　,21,"16,218",8,"6,485",13,"9,733",-,-,558,"421,445"
外航船　　,-,-,-,-,-,-,-,-,-,-
"1,000トン以上　　",41,"63,098",5,"9,377",36,"53,721",-,-,254,"377,792"
内航船　　,36,"53,721",-,-,36,"53,721",-,-,254,"377,792"
外航船　　,5,"9,377",5,"9,377",-,-,-,-,-,-
"2,000トン以上　　",7,"17,808",1,"2,982",6,"14,826",-,-,745,"1,915,288"
内航船　　,6,"14,826",-,-,6,"14,826",-,-,745,"1,915,288"
外航船　　,1,"2,982",1,"2,982",-,-,-,-,-,-
"3,000トン以上　　",3,"9,951",3,"9,951",-,-,-,-,290,"1,061,020"
内航船　　,-,-,-,-,-,-,-,-,290,"1,061,020"
外航船　　,3,"9,951",3,"9,951",-,-,-,-,-,-
"4,000トン以上　　",2,"9,102",2,"9,102",-,-,-,-,106,"488,044"
内航船　　,-,-,-,-,-,-,-,-,106,"488,044"
外航船　　,2,"9,102",2,"9,102",-,-,-,-,-,-
"5,000トン以上　　",1,"5,762",1,"5,762",-,-,-,-,179,"979,404"
内航船　　,-,-,-,-,-,-,-,-,179,"979,404"
外航船　　,1,"5,762",1,"5,762",-,-,-,-,-,-
"6,000トン以上　　",-,-,-,-,-,-,-,-,28,"184,978"
内航船　　,-,-,-,-,-,-,-,-,28,"184,978"
外航船　　,-,-,-,-,-,-,-,-,-,-
"7,000トン以上　　",-,-,-,-,-,-,-,-,43,"337,858"
内航船　　,-,-,-,-,-,-,-,-,43,"337,858"
外航船　　,-,-,-,-,-,-,-,-,-,-
"8,000トン以上　　",-,-,-,-,-,-,-,-,2,"16,672"
内航船　　,-,-,-,-,-,-,-,-,1,"8,258"
外航船　　,-,-,-,-,-,-,-,-,1,"8,414"
"9,000トン以上　　",1,"9,929",1,"9,929",-,-,-,-,233,"2,263,291"
内航船　　,-,-,-,-,-,-,-,-,1,"9,298"
外航船　　,1,"9,929",1,"9,929",-,-,-,-,232,"2,253,993"
"10,000トン以上　　",247,"2,632,464",2,"39,414",-,-,245,"2,593,050",60,"970,320"
内航船　　,245,"2,593,050",-,-,-,-,245,"2,593,050",-,-
外航船　　,2,"39,414",2,"39,414",-,-,-,-,60,"970,320"
"20,000トン以上　　",3,"76,098",3,"76,098",-,-,-,-,5,"137,502"
内航船　　,1,"27,470",1,"27,470",-,-,-,-,-,-
外航船　　,2,"48,628",2,"48,628",-,-,-,-,5,"137,502"
"30,000トン以上　　",2,"63,618",2,"63,618",-,-,-,-,-,-
内航船　　,-,-,-,-,-,-,-,-,-,-
外航船　　,2,"63,618",2,"63,618",-,-,-,-,-,-
"40,000トン以上　　",2,"85,504",2,"85,504",-,-,-,-,-,-
内航船　　,-,-,-,-,-,-,-,-,-,-
外航船　　,2,"85,504",2,"85,504",-,-,-,-,-,-
"50,000トン以上　　",-,-,-,-,-,-,-,-,-,-
内航船　　,-,-,-,-,-,-,-,-,-,-
外航船　　,-,-,-,-,-,-,-,-,-,-
"60,000トン以上　　",-,-,-,-,-,-,-,-,-,-
内航船　　,-,-,-,-,-,-,-,-,-,-
外航船　　,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
