,,,,,,,,,,,,,,,,,,,,,,,,,(単位：隻、総トン）
トン数階級別,合計,,ブイ・ドルフィン,,芝浦,,,,,,日の出,,,,竹芝,,,,品川,,,,,,トン数階級別
,,,ドルフィン,,合計,,芝浦ふ頭,,芝浦物揚場,,合計,,日の出ふ頭,,合計,,竹芝ふ頭,,合計,,品川コンテナ,,品川外貿,,
,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,
合計　　,"23,382","179,911,843",52,"33,108",682,"1,084,505",382,"947,283",300,"137,222",86,"61,538",86,"61,538","1,942","4,360,847","1,942","4,360,847","1,719","18,738,453",930,"8,587,798",32,"435,962",合計　　
内航船　　,"18,135","45,849,603",52,"33,108",682,"1,084,505",382,"947,283",300,"137,222",86,"61,538",86,"61,538","1,942","4,360,847","1,942","4,360,847",828,"9,786,645",71,"71,952",-,-,内航船　　
外航船　　,"5,247","134,062,240",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,891,"8,951,808",859,"8,515,846",32,"435,962",外航船　　
100トン未満,291,"19,894",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100トン未満
内航船　　,291,"19,894",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
100トン以上　　,"1,683","297,477",-,-,38,"7,528",37,"7,363",1,165,32,"6,368",32,"6,368",611,"100,517",611,"100,517",-,-,-,-,-,-,100トン以上　　
内航船　　,"1,683","297,477",-,-,38,"7,528",37,"7,363",1,165,32,"6,368",32,"6,368",611,"100,517",611,"100,517",-,-,-,-,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
200トン以上　　,"1,419","367,952",-,-,116,"33,105",112,"31,982",4,"1,123",7,"1,981",7,"1,981",626,"175,592",626,"175,592",1,298,1,298,-,-,200トン以上　　
内航船　　,"1,419","367,952",-,-,116,"33,105",112,"31,982",4,"1,123",7,"1,981",7,"1,981",626,"175,592",626,"175,592",1,298,1,298,-,-,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
300トン以上　　,289,"115,006",-,-,4,"1,557",4,"1,557",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,300トン以上　　
内航船　　,288,"114,627",-,-,4,"1,557",4,"1,557",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航船　　
外航船　　,1,379,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
400トン以上　　,"5,858","2,846,579",23,"11,439",458,"217,149",163,"81,215",295,"135,934",25,"12,467",25,"12,467",-,-,-,-,8,"3,990",8,"3,990",-,-,400トン以上　　
