内航    ,-,-,61,"12,069",391,"165,867",12,"2,388",379,"163,479",-,-,2,388,2,388,948,"336,042",948,"336,042",58,"20,697",4,"1,673",内航    
外航    ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,105,"578,087",-,-,外航    
自動車専用船,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,"1,117,846",-,-,自動車専用船
内航    ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航    
外航    ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,"1,117,846",-,-,外航    
その他専用船,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,その他専用船
内航    ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航    
外航    ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航    
フルコンテナ船,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,308","41,267,764","1,341","17,388,794",フルコンテナ船
内航    ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,522,"431,108",342,"271,981",内航    
外航    ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,786","40,836,656",999,"17,116,813",外航    
セミコンテナ船,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,157,"1,327,788",108,"879,233",セミコンテナ船
内航    ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,119,"162,016",83,"88,481",内航    
外航    ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,"1,165,772",25,"790,752",外航    
ＲＯＲＯ船,-,-,-,-,804,"8,849,697",804,"8,849,697",-,-,-,-,-,-,-,-,-,-,-,-,51,"663,531",-,-,ＲＯＲＯ船
内航    ,-,-,-,-,804,"8,849,697",804,"8,849,697",-,-,-,-,-,-,-,-,-,-,-,-,51,"663,531",-,-,内航    
外航    ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航    
貨客船,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,"22,080",48,"22,080",-,-,-,-,貨客船
内航    ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,"22,080",48,"22,080",-,-,-,-,内航    
外航    ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航    
客船,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,客船
内航    ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航    
外航    ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航    
カーフェリー,-,-,-,-,349,"4,409,964",-,-,-,-,349,"4,409,964",-,-,-,-,-,-,-,-,-,-,-,-,カーフェリー
内航    ,-,-,-,-,349,"4,409,964",-,-,-,-,349,"4,409,964",-,-,-,-,-,-,-,-,-,-,-,-,内航    
外航    ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航    
漁船,2,"1,903",1,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,724,-,-,漁船
内航    ,1,692,1,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,724,-,-,内航    
外航    ,1,"1,211",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航    
その他船舶計,29,"44,987",-,-,3,"1,006",-,-,3,"1,006",-,-,25,"85,179",25,"85,179",28,"5,275",28,"5,275",240,"321,196",139,"154,303",その他船舶計
内航    ,29,"44,987",-,-,3,"1,006",-,-,3,"1,006",-,-,24,"83,259",24,"83,259",28,"5,275",28,"5,275",240,"321,196",139,"154,303",内航    
外航    ,-,-,-,-,-,-,-,-,-,-,-,-,1,"1,920",1,"1,920",-,-,-,-,-,-,-,-,外航    
軍艦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,軍艦
内航    ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航    
外航    ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航    
パトロール船,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,パトロール船
内航    ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,内航    
外航    ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航    
曳船・押船,-,-,-,-,1,8,-,-,1,8,-,-,4,76,4,76,5,492,5,492,1,19,1,19,曳船・押船
内航    ,-,-,-,-,1,8,-,-,1,8,-,-,4,76,4,76,5,492,5,492,1,19,1,19,内航    
外航    ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航    
訓練船,24,"31,186",-,-,-,-,-,-,-,-,-,-,9,"23,505",9,"23,505",-,-,-,-,1,"1,598",-,-,訓練船
内航    ,24,"31,186",-,-,-,-,-,-,-,-,-,-,8,"21,585",8,"21,585",-,-,-,-,1,"1,598",-,-,内航    
外航    ,-,-,-,-,-,-,-,-,-,-,-,-,1,"1,920",1,"1,920",-,-,-,-,-,-,-,-,外航    
作業船,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,"2,867",-,-,作業船
内航    ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,"2,867",-,-,内航    
外航    ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航    
その他船舶,5,"13,801",-,-,2,998,-,-,2,998,-,-,12,"61,598",12,"61,598",23,"4,783",23,"4,783",236,"316,712",138,"154,284",その他船舶
内航    ,5,"13,801",-,-,2,998,-,-,2,998,-,-,12,"61,598",12,"61,598",23,"4,783",23,"4,783",236,"316,712",138,"154,284",内航    
外航    ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航    
,,,,,,,,,,,,,,,,,,,,,,,,,
