,,,,,,,,,,,,,,,,,,,,,,,,,(単位：隻、総トン）
トン数階級別,10号地その1,,,,辰巳,,,,13号地その2,,,,,,,,13号地その1,,,,,,大井,,トン数階級別
,合計,,多目的ふ頭,,合計,,辰巳ふ頭,,合計,,青海コンテナふ頭（公共）,,青海コンテナふ頭(埠頭㈱),,お台場ライナーふ頭,,合計,,有明ふ頭,,官公庁（有明）,,合計,,
,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,
合計　　,26,"81,580",26,"81,580",959,"339,122",959,"339,122","2,904","44,469,644","1,575","18,097,076",909,"23,382,998",420,"2,989,570",83,"87,116",70,"55,832",13,"31,284","3,457","78,541,352",合計　　
内航船　　,25,"79,660",25,"79,660",959,"339,122",959,"339,122",981,"1,582,154",565,"514,691",140,"136,906",276,"930,557",83,"87,116",70,"55,832",13,"31,284","1,388","1,514,848",内航船　　
外航船　　,1,"1,920",1,"1,920",-,-,-,-,"1,923","42,887,490","1,010","17,582,385",769,"23,246,092",144,"2,059,013",-,-,-,-,-,-,"2,069","77,026,504",外航船　　
100トン未満,4,76,4,76,1,19,1,19,1,19,1,19,-,-,-,-,5,199,5,199,-,-,48,896,100トン未満
内航船　　,4,76,4,76,1,19,1,19,1,19,1,19,-,-,-,-,5,199,5,199,-,-,48,896,内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
100トン以上　　,2,388,2,388,261,"46,516",261,"46,516",25,"4,955",1,179,-,-,24,"4,776",-,-,-,-,-,-,98,"15,827",100トン以上　　
内航船　　,2,388,2,388,261,"46,516",261,"46,516",25,"4,955",1,179,-,-,24,"4,776",-,-,-,-,-,-,98,"15,827",内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
200トン以上　　,-,-,-,-,154,"35,379",154,"35,379",10,"2,821",-,-,-,-,10,"2,821",1,209,1,209,-,-,69,"16,355",200トン以上　　
内航船　　,-,-,-,-,154,"35,379",154,"35,379",10,"2,821",-,-,-,-,10,"2,821",1,209,1,209,-,-,69,"16,355",内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
300トン以上　　,-,-,-,-,18,"6,728",18,"6,728",6,"2,237",-,-,-,-,6,"2,237",-,-,-,-,-,-,6,"2,202",300トン以上　　
内航船　　,-,-,-,-,18,"6,728",18,"6,728",6,"2,237",-,-,-,-,6,"2,237",-,-,-,-,-,-,5,"1,823",内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,379,外航船　　
400トン以上　　,2,992,2,992,521,"246,789",521,"246,789",229,"114,102",155,"77,337",24,"11,970",50,"24,795",11,"4,785",11,"4,785",-,-,135,"67,331",400トン以上　　
内航船　　,2,992,2,992,521,"246,789",521,"246,789",229,"114,102",155,"77,337",24,"11,970",50,"24,795",11,"4,785",11,"4,785",-,-,135,"67,331",内航船　　
外航船　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,外航船　　
500トン以上　　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,"19,043",31,"19,043",-,-,-,-,500トン以上　　
