,,,,,,,,,,,,,,,,,,,,,,,,,(単位：隻、総トン）,,
トン数階級別,合計,,貨物船,,,,,,,,,,,貨物船,,,,,,,,,,,,,
,,,計,,鋼材船,,砂利・砂・石材船,,セメント船,,油送船,,,ＬＮＧ船,,プロダクトオイルタンカー,,穀物船,,一般貨物船,,自動車専用船,,フルコンテナ船,,,
,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,,
合計　　,"23,382","179,911,843","19,558","167,860,651",151,"83,162","3,214","1,590,418",482,"2,854,020","1,993","2,588,815",,2,"1,494",366,"905,395",4,"99,386","4,621","4,491,452",30,"1,180,003","6,188","127,296,879",,
内 航 船　　,"18,135","45,849,603","14,353","35,467,728",151,"83,162","3,214","1,590,418",482,"2,854,020","1,993","2,588,815",,2,"1,494",366,"905,395",-,-,"4,411","2,252,641",1,"2,003","1,414","1,201,714",,
外 航 船　　,"5,247","134,062,240","5,205","132,392,923",-,-,-,-,-,-,-,-,,-,-,-,-,4,"99,386",210,"2,238,811",29,"1,178,000","4,774","126,095,165",,
１００トン未満,291,"19,894",205,"18,248",-,-,3,57,-,-,202,"18,191",,-,-,-,-,-,-,-,-,-,-,-,-,,
内 航 船　　,291,"19,894",205,"18,248",-,-,3,57,-,-,202,"18,191",,-,-,-,-,-,-,-,-,-,-,-,-,,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
１００トン以上　　,"1,683","297,477",966,"179,939",5,995,205,"38,028",-,-,297,"55,184",,-,-,-,-,-,-,459,"85,732",-,-,-,-,,
内 航 船　　,"1,683","297,477",966,"179,939",5,995,205,"38,028",-,-,297,"55,184",,-,-,-,-,-,-,459,"85,732",-,-,-,-,,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
２００トン以上　　,"1,419","367,952",711,"172,781",13,"3,529",181,"36,743",-,-,144,"34,956",,-,-,-,-,-,-,373,"97,553",-,-,-,-,,
内 航 船　　,"1,419","367,952",711,"172,781",13,"3,529",181,"36,743",-,-,144,"34,956",,-,-,-,-,-,-,373,"97,553",-,-,-,-,,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
３００トン以上　　,289,"115,006",263,"105,899",-,-,20,"7,212",-,-,64,"32,048",,-,-,-,-,-,-,179,"66,639",-,-,-,-,,
内 航 船　　,288,"114,627",263,"105,899",-,-,20,"7,212",-,-,64,"32,048",,-,-,-,-,-,-,179,"66,639",-,-,-,-,,
外 航 船　　,1,379,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
４００トン以上　　,"5,858","2,846,579","5,589","2,723,897",68,"32,259","2,315","1,124,701",10,"4,990",368,"177,038",,-,-,-,-,-,-,"2,462","1,202,336",-,-,366,"182,573",,
内 航 船　　,"5,858","2,846,579","5,589","2,723,897",68,"32,259","2,315","1,124,701",10,"4,990",368,"177,038",,-,-,-,-,-,-,"2,462","1,202,336",-,-,366,"182,573",,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
５００トン以上　　,634,"400,406",461,"288,466",-,-,144,"88,679",-,-,34,"25,466",,-,-,-,-,-,-,283,"174,321",-,-,-,-,,
内 航 船　　,634,"400,406",461,"288,466",-,-,144,"88,679",-,-,34,"25,466",,-,-,-,-,-,-,283,"174,321",-,-,-,-,,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
７００トン以上　　,"2,375","1,785,841","2,222","1,665,870",65,"46,379",293,"218,095",4,"2,974",97,"76,874",,2,"1,494",8,"7,239",-,-,595,"445,473",-,-,913,"683,837",,
内 航 船　　,"2,375","1,785,841","2,222","1,665,870",65,"46,379",293,"218,095",4,"2,974",97,"76,874",,2,"1,494",8,"7,239",-,-,595,"445,473",-,-,913,"683,837",,
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,
１，０００トン以上　　,804,"1,072,676",318,"495,214",-,-,53,"76,903",-,-,199,"310,650",,-,-,-,-,-,-,66,"107,661",-,-,-,-,,
内 航 船　　,776,"1,019,948",292,"445,617",-,-,53,"76,903",-,-,199,"310,650",,-,-,-,-,-,-,40,"58,064",-,-,-,-,,
外 航 船　　,28,"52,728",26,"49,597",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,26,"49,597",-,-,-,-,,
２，０００トン以上　　,961,"2,445,724",896,"2,288,890",-,-,-,-,62,"134,540",323,"886,745",,-,-,352,"876,832",-,-,15,"37,042",1,"2,003",135,"335,304",,
内 航 船　　,946,"2,408,757",882,"2,254,021",-,-,-,-,62,"134,540",323,"886,745",,-,-,352,"876,832",-,-,1,"2,173",1,"2,003",135,"335,304",,
外 航 船　　,15,"36,967",14,"34,869",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,14,"34,869",-,-,-,-,,
３，０００トン以上　　,309,"1,132,161",297,"1,086,197",-,-,-,-,19,"68,033",265,"971,663",,-,-,6,"21,324",-,-,5,"17,203",-,-,2,"7,974",,
内 航 船　　,300,"1,099,533",290,"1,061,020",-,-,-,-,19,"68,033",265,"971,663",,-,-,6,"21,324",-,-,-,-,-,-,-,-,,
外 航 船　　,9,"32,628",7,"25,177",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,5,"17,203",-,-,2,"7,974",,
