,,,,,,,,,,,,,,,,,,,,,,,,,,,(単位：隻、総トン）
トン数階級別,貨物船,,,,貨客船,,客船,,カーフェリー,,漁船,,,その他船舶,,,,,,,,,,,,,
,セミコンテナ船,,ＲＯＲＯ船,,計,,計,,計,,計,,,計,,軍艦,,パトロール船,,曳船・押船,,訓練船,,作業船,,その他船舶,
,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数
合計　　,456,"2,818,666","2,051","23,950,961",462,"2,320,267","1,639","3,920,108",349,"4,409,964",18,"18,590",,"1,356","1,382,263",4,"19,763",33,"39,335",85,"5,159",56,"98,074",35,"81,769","1,143","1,138,163"
内 航 船　　,320,"742,267","1,999","23,245,799",462,"2,320,267","1,606","2,285,358",349,"4,409,964",16,"17,000",,"1,349","1,349,286",-,-,33,"39,335",85,"5,159",53,"84,860",35,"81,769","1,143","1,138,163"
外 航 船　　,136,"2,076,399",52,"705,162",-,-,33,"1,634,750",-,-,2,"1,590",,7,"32,977",4,"19,763",-,-,-,-,3,"13,214",-,-,-,-
１００トン未満,-,-,-,-,-,-,-,-,-,-,1,43,,85,"1,603",-,-,9,26,69,"1,346",-,-,-,-,7,231
内 航 船　　,-,-,-,-,-,-,-,-,-,-,1,43,,85,"1,603",-,-,9,26,69,"1,346",-,-,-,-,7,231
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
１００トン以上　　,-,-,-,-,-,-,612,"100,682",-,-,3,567,,102,"16,289",-,-,1,116,3,360,1,170,-,-,97,"15,643"
内 航 船　　,-,-,-,-,-,-,612,"100,682",-,-,3,567,,102,"16,289",-,-,1,116,3,360,1,170,-,-,97,"15,643"
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
２００トン以上　　,-,-,-,-,-,-,630,"176,715",-,-,-,-,,78,"18,456",-,-,1,209,10,"2,514",-,-,-,-,67,"15,733"
内 航 船　　,-,-,-,-,-,-,630,"176,715",-,-,-,-,,78,"18,456",-,-,1,209,10,"2,514",-,-,-,-,67,"15,733"
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
３００トン以上　　,-,-,-,-,-,-,11,"3,806",-,-,2,758,,13,"4,543",-,-,1,358,3,939,1,358,-,-,8,"2,888"
内 航 船　　,-,-,-,-,-,-,11,"3,806",-,-,1,379,,13,"4,543",-,-,1,358,3,939,1,358,-,-,8,"2,888"
外 航 船　　,-,-,-,-,-,-,-,-,-,-,1,379,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
４００トン以上　　,-,-,-,-,82,"37,720",-,-,-,-,3,"1,497",,184,"83,465",-,-,-,-,-,-,13,"6,459",-,-,171,"77,006"
内 航 船　　,-,-,-,-,82,"37,720",-,-,-,-,3,"1,497",,184,"83,465",-,-,-,-,-,-,13,"6,459",-,-,171,"77,006"
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
５００トン以上　　,-,-,-,-,-,-,-,-,-,-,1,692,,172,"111,248",-,-,-,-,-,-,4,"2,733",15,"9,315",153,"99,200"
内 航 船　　,-,-,-,-,-,-,-,-,-,-,1,692,,172,"111,248",-,-,-,-,-,-,4,"2,733",15,"9,315",153,"99,200"
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
７００トン以上　　,245,"183,505",-,-,1,857,-,-,-,-,1,724,,151,"118,390",-,-,-,-,-,-,14,"13,804",1,742,136,"103,844"
内 航 船　　,245,"183,505",-,-,1,857,-,-,-,-,1,724,,151,"118,390",-,-,-,-,-,-,14,"13,804",1,742,136,"103,844"
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
１，０００トン以上　　,-,-,-,-,-,-,22,"30,811",-,-,1,"1,211",,463,"545,440",-,-,14,"23,089",-,-,10,"18,318",14,"20,364",425,"483,669"
内 航 船　　,-,-,-,-,-,-,22,"30,811",-,-,-,-,,462,"543,520",-,-,14,"23,089",-,-,9,"16,398",14,"20,364",425,"483,669"
外 航 船　　,-,-,-,-,-,-,-,-,-,-,1,"1,211",,1,"1,920",-,-,-,-,-,-,1,"1,920",-,-,-,-
２，０００トン以上　　,-,-,8,"16,424",-,-,11,"28,798",-,-,6,"13,098",,48,"114,938",-,-,6,"12,426",-,-,6,"14,906",1,"2,125",35,"85,481"
内 航 船　　,-,-,8,"16,424",-,-,11,"28,798",-,-,6,"13,098",,47,"112,840",-,-,6,"12,426",-,-,5,"12,808",1,"2,125",35,"85,481"
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,1,"2,098",-,-,-,-,-,-,1,"2,098",-,-,-,-
３，０００トン以上　　,-,-,-,-,-,-,-,-,-,-,-,-,,12,"45,964",2,"7,451",1,"3,111",-,-,2,"7,980",-,-,7,"27,422"
内 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,10,"38,513",-,-,1,"3,111",-,-,2,"7,980",-,-,7,"27,422"
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,2,"7,451",2,"7,451",-,-,-,-,-,-,-,-,-,-
４，０００トン以上　　,-,-,-,-,205,"1,023,360",-,-,-,-,-,-,,21,"98,730",1,"4,812",-,-,-,-,-,-,-,-,20,"93,918"
内 航 船　　,-,-,-,-,205,"1,023,360",-,-,-,-,-,-,,20,"93,918",-,-,-,-,-,-,-,-,-,-,20,"93,918"
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,1,"4,812",1,"4,812",-,-,-,-,-,-,-,-,-,-
５，０００トン以上　　,-,-,-,-,110,"552,090",316,"1,795,196",-,-,-,-,,11,"62,856",-,-,-,-,-,-,2,"11,780",-,-,9,"51,076"
内 航 船　　,-,-,-,-,110,"552,090",316,"1,795,196",-,-,-,-,,11,"62,856",-,-,-,-,-,-,2,"11,780",-,-,9,"51,076"
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
６，０００トン以上　　,-,-,-,-,-,-,-,-,-,-,-,-,,2,"12,370",-,-,-,-,-,-,2,"12,370",-,-,-,-
内 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,2,"12,370",-,-,-,-,-,-,2,"12,370",-,-,-,-
外 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
７，０００トン以上　　,75,"556,466",-,-,-,-,-,-,-,-,-,-,,1,"7,500",1,"7,500",-,-,-,-,-,-,-,-,-,-
内 航 船　　,74,"549,464",-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
