外 航 船　　,1,"7,002",-,-,-,-,-,-,-,-,-,-,,1,"7,500",1,"7,500",-,-,-,-,-,-,-,-,-,-
８，０００トン以上　　,22,"197,208",35,"280,525",-,-,-,-,-,-,-,-,,4,"33,698",-,-,-,-,-,-,-,-,-,-,4,"33,698"
内 航 船　　,-,-,35,"280,525",-,-,-,-,-,-,-,-,,4,"33,698",-,-,-,-,-,-,-,-,-,-,4,"33,698"
外 航 船　　,22,"197,208",-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
９，０００トン以上　　,74,"699,626",268,"2,641,748",-,-,1,"9,961",-,-,-,-,,1,"9,196",-,-,-,-,-,-,1,"9,196",-,-,-,-
内 航 船　　,1,"9,298",268,"2,641,748",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
外 航 船　　,73,"690,328",-,-,-,-,1,"9,961",-,-,-,-,,1,"9,196",-,-,-,-,-,-,1,"9,196",-,-,-,-
１０，０００トン以上　　,6,"75,127","1,740","21,012,264",64,"706,240",-,-,349,"4,409,964",-,-,,8,"97,577",-,-,-,-,-,-,-,-,4,"49,223",4,"48,354"
内 航 船　　,-,-,"1,688","20,307,102",64,"706,240",-,-,349,"4,409,964",-,-,,8,"97,577",-,-,-,-,-,-,-,-,4,"49,223",4,"48,354"
外 航 船　　,6,"75,127",52,"705,162",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
２０，０００トン以上　　,-,-,-,-,-,-,5,"122,268",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内 航 船　　,-,-,-,-,-,-,2,"49,066",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
外 航 船　　,-,-,-,-,-,-,3,"73,202",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
３０，０００トン以上　　,34,"1,106,734",-,-,-,-,4,"121,108",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
外 航 船　　,34,"1,106,734",-,-,-,-,4,"121,108",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
４０，０００トン以上　　,-,-,-,-,-,-,13,"570,497",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
外 航 船　　,-,-,-,-,-,-,13,"570,497",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
５０，０００トン以上　　,-,-,-,-,-,-,11,"598,853",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内 航 船　　,-,-,-,-,-,-,2,"100,284",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
外 航 船　　,-,-,-,-,-,-,9,"498,569",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
６０，０００トン以上　　,-,-,-,-,-,-,3,"361,413",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内 航 船　　,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
外 航 船　　,-,-,-,-,-,-,3,"361,413",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,
